,SMILES
58,O=C1C=CC2C(=C1)N(CC1=CC=CC(Cl)=CC1)CCC1=C2CCC1
59,CC=CCc1ccccc1
60,OC1=C2CC=CC=C2C=CC1
61,CCCCCc1ccccc1
62,O=CC1CCCC1
63,C1=CCC(CC2CCCC2)NCC1
64,C1=c2ccc3cc4ccccc4c4ccc(c2c34)C1
65,OCC(O)C1C=CCC=C1
66,Cc1ccccc1CC1CCCCC1
67,CC(=O)C=O
68,CC(O)CO
69,O=CCC1=CCCC=C1O
70,OC1(O)CCCCC1
71,C1=CCC=C=C2NC(C3CC=CCCN3)=CC=C2C=1
72,CCCCC1=CC=CC1
73,C1=CC=C2C=CCC=C2C=C1
74,O=C1CC=CC2=C1C(=O)C(C(=O)C1=C=CCC=CC1O)C1=C2C=CCC=C1
75,CCCCC(=O)O
76,COC1CCCC2=C1CCC2N1CCOC(=O)C1
77,C1=CC2CCCNCC2=CC1
78,C1=CCCc2ccc(-c3ccccc3)cc2C2C=CC=CC=12
79,CC(=N)CCCC1CCCC1
80,C1=CC2=CC=CC2C=C1
81,OCC1CCCC1
82,C=C(C)C1=c2ccccc2=CC1
83,O=C1N=C2CCC3=C2C2C1=CCC=CC2=NC3=C1C=CC=CC1
84,O=C1CCC2NCC=CCC12
85,O=C(O)C1C=C=CCCCC1
86,C1=C2CC=C3COC(CC4C=NCCOC4)C3C=1NC=CCC2
87,C1=C(NCC2=NCCCC2)CC2CCCCCCC2C1
88,c1ccc2c(c1)CCC2
89,O=C1CC2=C(C=CCC=C2)C(O)C(=C2C=CC=CC2)C1
90,CCCC=C=CN1C=CC=CC1
91,OC1=CCCCC1
92,C1=CC(N2CCCC2)CC2CCCC12
93,O=C1C2CCC=CC2C2CCCC12
94,CC(=O)CC(O)C(C)C1CCC1
95,CC1=CCCC=CC1
96,OCCC=CC1=CCC=CC1
97,CC(C)=C=CC(C)C
98,O=C1NCCCC1C1CC=CC=N1
99,CCCC(=O)O
100,NC1C=C2CCCC2C2CCC(CN3CCC=CCCC3)CC12
101,O=C=C1CC=C2CCCCCN2C1
102,C=C1CC2CCCC2C1=O
103,C=C(NC(C)C1C=CCCC1)C1=CCCCC1
104,OC1CC2CCCC2C1
105,CCCCCCC
106,Oc1ccccc1
107,OC1CCCC1
108,C1=CC(C2CCCC2)CCC1
109,C1=CCc2c3c(ccc2=C1)=CC=Cc1ccccc1-3
110,CC1CCC(N2CC=C3C=CCC=CC3C2)=N1
111,C1=CCN2C=C3CCC(C4C=CCCC4)=C3CC2=C1
112,C=C(C)OC(=O)C1C=CC=CC1C1CCC=Cc2ccc3ccccc3c21
113,CC=CCC1C=CC=C1
114,CCCC(C)=O
115,CCCCCC=O
116,OC1=C(O)CCC1
117,CCC(C)CC
118,CCC(C)CCC(=O)O
119,O=C(O)C1CCC2=C1CCC2
120,CC(O)(O)CN=C1C=CC=CC1
121,C1=C2CCCC2=CC1
122,Cc1cccc2c1CCC(CC1CC=CCC1)C2
123,CC(C)CCC1=CC=CC1
124,C1=NN2CCCN2CC1
125,ONC1CCCC1
126,CNC(=O)C(C(=O)C1=CCC=C(Oc2ccccc2)C1C)C1CCCC1
127,C1=CC(CCC2CCCCO2)CCC2=C1CCC2
128,OC1=CC=C=CCC2C1CCC1CCCCN12
129,Cc1ccccc1C
130,O=C1NC(=O)C2=CCC3=C4C5=CC(=CC=CC5C=C3)C=C3C=CC=C1C3OC24
131,Cc1cc2cc(O)c(CC(O)(CNC3CCC(C)C3)C(C)O)cc2cc1C
132,O=C(O)CC1CCC1
133,CC1=CC=C(CC2CCCC2)C=CC1
134,C1=CC=C2CC=CC=C2C=C1
135,Oc1cccc(O)c1
136,O=C1CC=CC=C1C(N=C1C=CCC2=C1C=CC=CC2)c1ccccc1
137,c1ccc2c(c1)CCCC2
138,O=C1C=CCC=N1
139,CC1=CC2=CC(C)=CC2=C1
140,OC1=C2CCCC2CC1
141,CCC1CC2=CCC=CC2C(O)CNc2ccccc21
142,C1CCCC2NCCCC2CC1
143,CCCCC(C)C
144,OC1CCC2=C1C1C(=CC=CCC1OC1C=CCC=CC1)C1C=CCC=C21
145,C1=C2CCCC2CC(NC2=C3CCCC3CC2)C1
146,NN(F)CNNF
147,CCCC(=O)CC1CC=CCC1
148,C=C(CO)CC1C2=C(CCC2)C(O)=CN1C(C)CC
149,CC(O)(O)CC1CCCC1
150,CC(=O)CCC1C=CC=CC1
151,C=CC
152,CC=O
153,CCCCCC(=O)O
154,O=C1C=CCC=C=C2CC(CCCO)CN12
155,CC1CCNC1
156,O=C1CCCCC=N1
157,CN(C)CC1C=CC=CC1
158,CC(C)C1CCCC1
159,c1ccc(C2CCCC2)cc1
160,O=C=C1CCC2CCC(O)=C12
161,CCC(=O)C=CCC1=CC=CC=CC1
162,CC(C)C1CCC(CC2=CC=C3CC=CC=C32)C1
163,CC(=N)CC1C=CCCC1
164,CC1=C=C2CCC=NC2=C2CCCCN2C1
165,N=C1C=C(CC2=CCCC=C2)C(=CC2C=CCC=C2)C2C=CCC=CC12
166,OC1=CC=C2CC3C(=CC=C4C=CCC=C4)C4CC=Cc5ccc(c3c54)CC2C1
167,CCC1=CC2=CC=CC2=C1
168,C1CC2CNCC2C1
169,C=CCCCCC1=CC=CC1
170,CCC=C=CN1CCC(O)C1
171,O=C1NCCC1C1CC=CCC1
172,CCCCCCCC
173,O=C=CCCC=C=CC(=O)O
174,OC1=C=CCCCCC1
175,O=C(O)C1SCCS1
176,CC1=CCN2C3=C(C=C(CC4CCC=CC4C)C=CO3)C3CCCCC(C1)C32
177,C=C(O)CC1CCCC1
178,CC(=O)C1CC2=C(CC=CCC2)N1
179,OC1CCCC1
180,C=C1CC2=C(C1)C1=C(CCCC(=O)CC1)CC2=CCN1CC2C=CCC3C(=O)CCC1N23
181,C=CCCCCN=CC
182,O=C1CC=C2C=CCC(CC3CCCCC3)C2=C1O
183,C1=CCCC(N2C=CC=CC2)C=C1
184,OC1=CCCC=C1
185,C1=CC2=C(C1)CCC2
186,CC(=O)C(C)(O)C1C=CC2CCNC=C2C1
187,O=CC(CO)C1C=CC2CCC=CCC2C1
188,CCC=C=CCCCC
189,Cc1ccc2ccccc2n1
190,CCC1C=C(O)C(O)CC1
191,OC1=CCC=C2CCC(O)=C12
192,O=C1C=CC(=C2C=CCC=C2)C(OC2=C(C3C=CC=CC3)CC=CC2)=C1
193,O=C1C=CCC2CCC=C3C4CCC=CC4C1N32
194,O=CCOCC1=CCC=CC1
195,CC1=CCCCC(=O)C1C
196,O=CCC1CC=CCC1
197,C1=CC2=CC=CC2=C1
198,O=CCC1CC=CCCC1
199,CC(=O)C(C)O
200,CC1=C2CCCC2C2CC(C)OC12
201,Cc1ccccc1C(O)(O)C(C(=O)N(C)C=O)C1Oc2cccc3c2C2C(=CCC=C21)C=C3
202,CCCOCC1OCCC2=C1CCC2
203,C=C1CCC2=C1C=CC2
204,OCC(O)C1CCC1
205,CCCC1CCC(C)C1
206,O=C1CCC2CCCC12
207,CC1=CCC(O)=CC1
208,C1=CC2=C(C1)CCCCC2
209,C=C(C)N1CCC=C2CCCC(N(C(=O)C3C4=C(CCC4C)CC3C)C3CC=CCC3)C=C21
210,OC1=CC=CC=C(O)C1O
211,CC(=O)C=CCC1=C2CCCC2CC1
212,C=C(O)CC1CCCC1
213,CCCCCc1ccccc1
214,CC(=O)C1CCCC1
215,C1=CN=CCC1
216,O=C1C=CCCC1CO
217,CCCC1C=C(O)C(O)=CC1
218,C=C(C)Cc1ccc(C)cc1
219,CC(C(=O)O)C12CCC3=C1C(=NC(=O)C3)c1c(O)cccc12
220,O=C(O)c1ccccc1
221,CC(O)CCC1CCC2=CCC=CC2=C2CCCC21
222,CCC(C)C1=CCC=C1
223,O=C1C=CCC=C=CO1
224,OC1=CC2C(=CC1)C1=C3C(=CC4C=CC=C(O)C4C32)C2C=CC=CC=C2O1
225,O=C1C=CCC=N1
226,O=C1CC2CCCC2N1
227,CC1(O)CC2C=CCCCN2C1
228,CCCCCC(O)c1ccccc1
229,CN1C(=O)CC2C(O)C=CCC21
230,CCCCC=CC1=CCC=C1
231,C1=CC(C2C=COCC2)CCCC1
232,C1=CCCN(CCCC2CCCCCC2)C=C1
233,C1=CCC(C2NCC3=C(CCC3)c3ccccc32)C=C1
234,C1=C2CC=CC=C2C=C2CC3=CC4C5=C(CCOCO5)CC5Cc6ccccc6C5C4CN3C2C=1c1ccccc1
235,C1=CCC(CC2CCC3C2CC2CCC=C4C=CCCC3C42)CCC1
236,CC1=CC=C(C)C1
237,C1=CCC=C2CCCCC2=C1
238,CC(=O)CCC1C=CCCC=C1
239,CC1CC2CN3CC=CC=C3CC2N1
240,CCC(C)=C=CN1CCCC1
241,C1=CCCC=C1
242,C=CCCC1=CC2=C=C(CC=C=CC2=O)C2=CC3=C(C=CC2)C(=O)CC13
243,Cc1ccccc1C
244,C=CC1C=C(O)C2C3=C4C(N=C(OC)C3)Oc3ccccc3N4CC2C1=C
245,CC(O)C1C=CCC2CCC(=O)C21
246,C1=COC=CC(C2C3=C(CCC3)CC3=C2CCC3)=C1
247,C#CC
248,C1=CCCNCC1
249,CCC1=C=C2C=CC=CC2C2=C=CC(=O)C=C=C3CC=CC1=C32
250,CC1CCCc2cccnc2C1
251,CCCC(=O)O
252,O=C1C=CC2CCC3=C2C1CC3
253,C=CC(=O)CC1CCCN1
