,SMILES
80,CCC=C(C#CN)NC(=O)C1=CC(O)C(O)CC1.OC=C=CC=C=C(O)COO.OCCNO
81,C=C.CC1OC1O.CC=C(O)CCl.N#CCCC(O)NS(=O)(=S)NC(S)NN.NCN
82,CCCC(CO)CCCC=CCN.CCCC(NOC=O)SCCCCl.CO.OCCCl
83,CC(CO)NC1=CC(NCCl)=CCC=C1Cl.CCCO.O.OC#C1OC1CO.OCCC(CO)OO
84,CCC=CNCCNC(N)=N1C(O)C1NC.N.N.NC(=NCO)NC=CC=CC(=O)O.OCCO
85,CNC(OCC1C(CC#CNO)CN1C#N)=C(C)O.COO.O.O=C(O)ONCCCCC(O)C=CO
86,CCC(P)C12CC1(OC)N2C(=O)C(=N)CCCN.CO.NC(N)NC=CC=C(O)C(=O)O.Nc1ncsn1
87,CCN(C=CSC)OCCSC.N#C1NN(OCCOCC=CN)N1.NCOCO.NO.OCOCNO
88,CC.CC(C)O.CNCC=CCCO.N#CCCSC(CCCN)OO
89,CC(O)CO.CC=CCCC#CNC(N)=NN(C)C.CN.NCCS.OCCOCO
90,CC.CC=NC(N)C[SH](C)C(C#CCCl)=CCO.OC=C=CC(O)O.OCCCCO
91,CCNC(CC#N)NC(=N)N.COC(C)(C)O.CSC12CC1C2.NO.OCCNO.OCCP(O)O
92,C=CSC(O)O.C=N.CC(C=CC(C)n1nc(C2CC2)c2n1C(=N)NC2)CNC#N.O=P(O)(O)ONC=CNO
93,CCC#CC=CCC(NC(=O)N1CCCCC1)OC.CN.NC=CCOCCCCNO.OC1(O)CC1
94,CC#CC(C#CCC)N=C(CC)C1C2C(N)C12.CCCN.O=C(O)CCSO.OCC(S)CO
95,CCCNCC=C(C#Cl)C#CCS.CSC.NOCC(O)CCCOCNNO.O
96,CON=C1CO1.NC#CN=CC#CC=NC1NC2CC23C(N)N13.O.OC=CCO
97,CCO.N#CNCSCSC1ncSN1.OCCCCCCO.OCCCS
98,COC1CC2NC2C=C1C(CCN)CCO.OCC(O)C=CNCCC1CO1.OCCCO
99,CCOO.N=NNCS.NC12C(CCCO)C1N2NS.OC=CCO
100,CCCC(NC(=O)c1cnc(C)c(C)c1)C1C(#N)N1O.NC(=O)NCC#CCOP(=O)(O)O.NC(=O)NO.NO
101,CCC#CCOC(CC1OC12C(=C=COC)C2N)NCC.O=CC1CC1.OCC(O)CCC#COCC1CC1O
102,C.C=C(CC(C)=C=CN#CC=N)NC1CCCCC1.CC(N)NCCC(CCCCC(=O)O)N=CCO
103,C=CN(NS)NC(=O)NC1COC(O)C1OO.CCCC=CNOCC(O)CC(O)CCNC=CN
104,CC1=C(C(C)=C2C(O)C2C(C)CC#N)CN(O)C(O)C1.CC1C(CC=COC2CC2(O)O)N1O.CCC.CCCl
105,C.CCNC#C#CCCN=C(CSCCCO)C(C)CO.OOCCC=CNN=CC(O)O
106,C1C2NC12.CC=CNCCOCC(C)N.NCNCNC(S)C=CNO
107,CCC.N#CCCNCC(NC1CC1O)C1CC1.NCCO.OCCCCC=CN(O)CO
108,C=C(C)C.CC(O)(CCCl)C(=O)c1cccc(OCCN)n1.N=C(NO)NCCNC1OC1O.NC(N)NO
109,CCC=CCC=CNC(O)NO.N#CCCNc1nc(C(=CNO)CCCO)ns1.NCCS.OCC(O)O
110,C.CC(NC=CNO)SCC(N)N.CO.CSCC(O)O.OCC(O)O.ONC(O)O
111,CCN.CS.N=CO.NCCC=CC=CCO.NCCSCCCO
112,N#CCC(=Cc1ccccc1CCC(=N)N)CO.NCOC=CNC(=O)NC(CO)CO.O=CCO
113,CC.CC(CO)C1=Nsnc1[SH](C)C.CCCC=OCCCCNCO.Cl.N.N.ONC1CO1
114,CC(O)CO.CCC1CC1O.N#CC=CC(=CCONC=N)C1NCNN1.OCC(O)O
115,C=C=CC(=CNC(C)S)C1CO1.CCN.OC=CCSCCO.SC1NCS1
116,CCNNC(N)S[SH](C#N)CC.O.OC=CNCC=CC=CN(O)O
117,CC1CCC(NC(=O)CN2CC(C)CC(O)C2)CC1.CO.NCNNC=CCCCO.NN(O)NO.O
118,CC#CS.CCSC(O)=CC(O)NC(C)OC.N.N#C=[SH]CCNO.NC=C=CCNCCCNO
119,C1C2CC12.C=C1CC(=C2CNC(Cl)NC2)C1C=CC1CC1.CC(=O)NCCCNCCCNO.O.OCCCO
120,CCONC(C)(O)CCC(=C(O)C(C)CO)c1nn[nH]s1.N#CCCCC[SH]1C(CCC2OC2O)C1C(=O)O.O
121,C=CO.NCC#CCCCCCNC(CO)NCO.NCCC(O)CCCCCCO
122,CC(C=CC(Cl)C(S)NC(N)(N)N)CS.NC(N)CO.OCCCCNCCCO.OS
123,CC#CNCC#CCCl.CCOCCOC(=O)O.O=CCCO.SC1NC12CC2C1CO1
124,CC.CC(NCC#CC(N)NC#N)=OOP(=O)(O)O.CON(NO)c1[nH]c(-c2nnc(Cl)s-2)nc1N.O
125,COC12OC1(C#CC#CN)C21NN1OCN.NC(O)CO.NCCNCCCC#NO.ONC1CC1
126,Cl.N#CC=NCCSC1C(N)C1NC(N)NCN.NC1=C2(CO2)C1.OCNOC1CS1
127,C=CC1CN(O)O1.CSC(=N)SCN=C(CC#N)c1c(Cl)cc(O)C(C#N)C1.OOC=COCOOC(O)O
128,CC1C2CC12CC(CC#N)NC(N)CO.NC1CC1.NCNCOC=COOCO.OCO
129,CCCC.CCN.CCN=C(C#CCC=CO)NCCO.CCSNNNC(=NCCNCC=O)NC
130,CC(C#N)=NC(=O)C(CS)NCNCCl.CNNCS.NN1NCCO1.O.OCC1CC1
131,NCC=CCSSC1CCCS1.O.OCC1CC1.OCOCO.n1[nH]onO1
132,C#CCC(C=CCOC)C[SH](C)CCC.NC#CCC#C(O)C#CC=NCO.O=C(O)(O)S
133,CC.CCCC1C(NC#CC=C(S)Cl)=C1C(C#N)OC.O=N(O)NCOCC=NNC=CCO.OC1CC1
134,C=C(C)N.CC.CSCCC1N=C(Cl)CNC1=O.NCCCCCO
135,CC=CC(NCCl)C(=O)NCC1CC1CO.ClC1=NClSN1.N=CCO.NO.OCC1NC(ONCC(O)O)O1
136,C.CC.CCO.O.OC=CC=CCO.O[SH]1C(C=CS)CC1NCS
137,CC1CC(=NOC2CC2)C1C1C(C#N)=C1C#N.CO.NC#CCCC(N)NC(N)=NOCNCCCN.O
138,CN1C(CO)CC=C(CC#N)N1C#N.CSCS.NC(N)N.ONC1CC1OCC1CO1
139,C.CC#C=CC1NNC(N)NC1OC#CC#NC.CC(=Cl)N(O)C1CC1Cl.NO.OC12NC1(O)N2
140,CCCSCC=NC(=O)CN.N#CN.O=C(CC=CC=CCl)NC1CNOC1.OCCO
141,COc1cc(NC(=O)SC)nnc1CCN.N#CS.OC=CCCO.OCC=NCC=CCNC(O)Cl
142,N#CC(N)=C(N)O.NC(=NNNC=NCCCl)SC=CO.O=C(O)C=CC=CCCO.OCO
143,CCC(C#N)=CCC(CC#COO)=NC(N)CO.CN(CN)N=CCC#CO.NC(N)CO
144,CC.CCNC1=NN=C(N(CCl)C(N)SCO)C1.N=C(N)NCC#CC#CCOCO.NC(N)NO
145,C1CC1.N#CNN=C(=S)N(NCS)C1CCC1.OC=CNC1CN1.OCCNOO
146,CC(C)O.CCCc1nc(C#N)sc-1C(CN)OC(C)COO.COCCC(CO)COO.O.OC1CC1
147,C1CC12CN2.C=C1C(N)CCNC1SNC(C#CO)CCC.CC(C=CCCCNC=O)CO
148,C1CN1.CC(C)=NC(=O)CSCCN.CSCNOC=O.NSCO
149,C=O.CCC(N)NN=C(N)NCCNCCSC.N.NCCCC=CCO.OC(O)O
150,C=CC(O)C(C=C)ONC(=NC#CC=NO)=NCN.CCO.O=C(NCCCO)NCOP(=O)(O)O
151,CC(O)OCC=NC1SCC1CN.CC=CCO.N=C(O)N=CCC=C#CNNNN
152,C=CC1CN(C=C)CCC(CCNC(C)CC)=N1.O=P(O)(OO)O1OO1.OC=CC1CC1.OCC1CC1
153,C.CCOCC(NCCOOO)NC[SH](C)C#CN.N#CC(=N)NC=CCOOO.OCl1CO1
154,C=C1CNCC(=C=CN=CN)C1=NCCC=N.NC(O)=NCC(C=CC#CO)C=CC(O)CO
155,C1CCNC1.N.N=CCN(O)C1NN1.NN(N)N.OCCN1CNC(=NCCC=C2CC2)CC1O
156,C1C2CC12.CSCCC#NC(CN#CN)NCC#N.O.O.OCCOC1CC1
157,C=C(NC(N)=O)C1CCCCC1Cl.CCNO.N.N.NCCCOCSCCO.ON=CS
158,C=C(C#CCCCO)NOC.CC#C=C(S)NCn1cC(Cl)C(N)nc1C[SH]1OC1O.CCC(C)ON
159,C=C(C)N1NC(C#CNC(=O)CC#CC=CC)C(c2nnc(CCl)s2)N1.CO.O=CC1CC1O.O=P(O)(O)CO
160,CSC(CNC(N)Cl)N=C(S)Cl.NCNO.O.O.OCCCCCO
161,CCCO.CNC(S)Cl.C[SH]=CSC(NCCl)NCCCl.NCN.OCC(O)O
162,CON(NCNCl)C(CSCS)CSCCO.O.OCCOCCS.OCCOO
163,C=CNO.CSCC(CN)NNNNCS.O=CCO.OC=OCO
164,CC.CNC1NC(=N2CC2)NC(N)N1.NC(N)NOCCCCCCO.NCNO.O
165,CCN(C)C(CC#N)CCSO.NCSCCC(O)CO.OC=CO
166,C.CCCN.N.N#CCNCNNCCO.N=CNCO.OCC#C1CC1
167,CCC.CCC=CCOCC(O)O.CCCOO.CCc1csc(NC(CO)CNC(=N)N)n1
168,CN(CC=N)CCCNC=NC(O)C(O)O.N.NC=CCC#CN=C(CC#CC=C1CC1)C(O)=NO
169,CCO.N=C(N)N1SC1C1CC1SCS.NCNC=CCCC=CO
170,CC1OC1N.CCC(CCCl)C(C)SCCO.CCO.O.OCCCO
171,CSS.N#CC(O)=CSC=CCO.NC=NCS.NCNN.OCCO
172,CC.CCNC(=O)N1N=C2=C(COCC2Cl)C1CC.N=CS.NC(=O)CNO.NN1(NO)CO1.OCC(O)NO
173,C#CCO.OC1CSC1CNC[SH](Cl)CC=CS.OCNO.SCC1CC1
174,C=CNC(NC(=O)C#N)C(C)OC(C)(O)C#N.NC(NO)OC=CCCNCS.NO.OCNOO
175,CCSCC=C1CO1.N=C(Cl)N=CNNC=CN=C(CN)N(O)C1=CCNCC1.O.OCC=C1COCO1
176,C.COCCC(N)C=CCONCCN.OC=CCCCO.OCCO
177,CCC#CCC=NN(C(N)Cl)C(N)NN.N=CN.OC=CCNCC=CO
178,C=C(NC(=O)C(C)CCO)C(CC)N(C)CC.C=C=NC#N.O=C(NO)ONCO.O=C(O)CCO.OO
179,CC(O)=C(O)CCCSC1=CC1.CCN.CN(O)S.NO.OCCCCO
180,C.CSCCN=CC1CN1C(C#N)NC(N)N.OCCl.OCN(O)CCC#NOCOS
181,CCN(NCN1CC(C)=C(Cl)(NC#N)=N1)NC(C)=O.Cl.NCOC(C=Cc1ccc(Cl)=CC=1)NCO.OCO
182,CCCC(=O)C(C)=CCCC(N)=NCS.NC=C=CCCOP(O)O.OCCNCO
183,CC=C(CCNN)CSCCCS.N.NCC=O.OCC(O)CNC=C=COO
184,CN(C)C=N.COC=CO.N#C#CSc1nc(NO)nc[nH]1.NN.NNNO
185,C=C(=CCCC(NOC)OCO)CN.C=CC.CC#CNNC(=O)N(O)C(Cl)N1=C(N)NCN1.CCNCO
186,CC(N)OCO.CCO.CCSCc1cnN=C(N)(N)N1.CS.CSC
187,CCN=C(O)CN(O)C(O)CCO.CSC(=O)NC(c1cnn(C(C)C)c1)C1C[NH2+]NCN1.OCC(O)O.OO
188,CC.N#CN=C(CCl)C(Cl)=CC=CO.NC1CC1.NCC=CO.NN#CS
189,C1CC1.C=CN(C)C(C=CCC#N)C(CC)CO.COCCO.NO.OC(O)CC1CCON1
190,C=CNC(C)(COC(C#CC)C=CC)C(C)CO.OC(O)NCCCC=CCC1CC1.OCC(O)CO
191,CC.CC(=CC#N)CCCN1CCOC1.CCCOOO.NC1N2ClN12.NC=O
192,C=CCO.CC.CCNCCOC(O)C=CCO.NCNC=CC(=O)C1=C(NO)C12CC2
193,CCCNO.CN.CSC.NC(=NC1CN1N)c1ccccc1C(O)S.NC(=O)NCSCCO
194,CCNC(Cl)=N=C(=O)(Cl)C(=O)=CO.CCO.O=COCNCC=CCCO.OC=CS
195,CCC.CCCCC1(C#N)CCO1.CCCCCCO.CCCO.CNS.O
196,C.NNNCCC(CO)C(O)CO.O.OC1CO1.OCCNC1CCCN=C1SCC=CCl
197,CC(N)N.C[SH]1CCN(NN(CC=N)NN)C1CCC(C#N)C#CN.ONC(=CCNCCC1CN1)COO
198,CC(O)CO.NC#CNC(C=CC(O)SCl)CCl.OCCO.ON=CS
199,CC(C)O.CCCCC(NC(N)=NCC1CO1)=C1C2C(C)C12.NCC=C(O)CCCC(O)NC(N)N
200,CCC=CC(Cl)C(C)=CC(CC)C(Cl)C(Cl)C(C)N.CN.NCC(=COOCCCO)OCl
201,C=C(N)NC=C=COOCO.CC.CC1=C(NCCCNO)[SH]=C(Cl)CNC1Cl.O=P(O)(O)O
202,CC#CC=CN(C#CC#N)C(C)C1CC1C.CCS.NC(=NO)NO.OCC#CCCNCCO
203,CC(O)CCO.CSCC#CC(=CCCSN)CSC#N.N=C(N)N.O
204,CC(CC=CCC=COCCl)SOc1ccc(C(N2CC2)C2(O)CC2)cc1.CCONO.NC(NO)NO.O
205,CC=CCC=CN(C=N)C(C[SH](C)C)=NCCCl.N#CNNCO.NOC=CN=CCCCO
206,C1C2NC12.CC1=C(C=CNNNS)N=C(C(O)CO)N1C.O.O=CNC#CCCC=CNO
207,CCC1OC(C(COC)OC(Cl)Cl)CC1COCCO.CCCO.CN(O)C(=O)OC#CC(=O)NNCNO
208,CCNC(C#CC#CN)NC(C)C.N=NCC=CCCN.NCCO.O.O
209,C=O.CSC=CC#CCc1cc(OC2CC2O)cc(SC)c1.N#CCCCCNC(=O)CO.OCC1CO1
210,N#C=CC=Cn1nc2c(Cl)nnc(NCC(O)CO)c2[nH]1.NCC(O)CCCCCCO.O=CCCCO
211,C=CCN.CCNC1C2C(SCC)C12.CO.NC(N)N.OCCCCCO
212,C=CCNC(=O)SCCC.NC1CCOC1.O.OCCCSO.SCCl
213,CNC(=N)NC1C(CCCCO)C1SC.N.N.NO.OC=C(O)CO.OCCC(O)=NO
214,CCO.CO.CSCC#C=C=Cc1cccc(N(O)(OO)C(Cl)CCO)c1.OC(O)CCC=CC=CC1OC1O
215,C=C1(OCCClOCC(O)SC)N2C(O)N21CCCC.C=O.CO.NC1=C(NOC=CCOO)O1.OCCNO
216,CC.CC1CC=C(SCC=C#CCl)CC1.OC(O)C=CCS.OCCCO
217,C.CC(CNC(CO)NO)NNNO.CC=CC(CC1C(C)C12CC2)=NNCCC.OC#CCO
218,CC[SH](C)CCNC(=CCCN)SNC#N.NC(N)S.OCCNO.OCCOCCO
219,C=CCO.NNCS.OC#CC(CCO)NNCO.OCCCCCCNCO
220,CC.CC=NOC(O)CNCCCC1NC(N)NNC1C=O.NC#NS(=O)(=O)CC#CCSC1CC1O.O=O
221,CCC#CN.CCN(OC=CC#N)C(=N)NO.O.O.OC=CCCO
222,CC.CCCC=CC(C=CC=N)C[SH](C)C.N#CNC=CC#CN.NN
223,N#CC#CC(O)C(=C=NCC=N)C(=O)NC=Cc1nn(N)ns1.NCC1CO1.O=P(O)(O)OCC=CCNCO
224,C=CCC=CCCNCCSCC.CC(O)CO.N.N=C(N)NO.O=C1(O)OC1CCO
225,C.CC(S)NC1=NC(=C(O)=CN)CS1.N.NC(=NCCNN(S)CO)NO.NC(N)N
226,CC(O)C1=CC(SCCN)C=C(C#N)C1.NC(N)=NCCCCNO.NC1CN1.O.OO
227,C1CC1.CCNOCNC(C#CN)CNC(=O)CC=NO.OCCNNCCCN(O)CO.OCNC1C=C1
228,Cl.N#CN=COC(CC(O)O)[SH]=CC1CS1.NC(O)C#CC#C=CCCO
229,C=C(C)C(=CNCN)CSCCC=CCC.N=CNO.NCCCO.O
230,C.NCCC(O)CCCCN=CS.NCCCC=CCCCCO.OCO
231,CC(CCC(O)C#CO)C(N)CO.CCC#Cc1n=c(CC(CO)NCO)c(NC#N)s1.F.ONC1=NNNN1
232,CSSO.N1C2NC12.NC=CNCC1CC=CC(Cl)=N1.NCNC=CNNN
233,CCC#CC#Cc1cnc(C(C#N)CC)cc1SC.CCCNCCCC(O)CCN.NC#NCN.NCN
234,C1CC1.N#CNNCC(CNN(N)C#N)CC1CC1.NC(C=O)CCNCC=CCO.OC12CC1C2
235,C=CSC(C=CN(C)O)NCC=CC.N.NC(N)=NNO.NC(N)S.O=C(O)CCO
236,CCSCC#N.CSCN=C(N)N(C)CN.NC(N)=NO.NC(N)N
237,C=NC(=NO(C=CCC)CCSC)NC(C)C.CC(C=CCCNO)NC(=O)O.CCCCN.O
238,CC=CN(C=C(Cl)CCO)CCCC.CCSCCCCO.NO.OC1CC1
239,CC(N)(CO)SCN=C(C#N)C#N.CCNCCCCCO.NNC(N)N
240,CN(CNO)OCC=CCO.CNC(=N)N.CONC(NCSCN)N(O)NC(O)CS
241,CCNNCCNC(=N)NN.N#CNCCN(O)N(O)C1=C(Cl)CCCC1.NC(N)CO
242,C1COOC1.CN.CSC(CNCCCl)N1N=CC(O)N1.O.O=C(OOO)C1CO1
243,CNC(=O)N(CCCS)NCCCS.CNN(=O)N=CCC=CCCCO.NC1CN1
244,C1NO1.CCC(O)N1N2C(=CCC#N)SN(C)N21.N=CNC(N)Cl.OCOCCCNC=C1CC1
245,CC=NC(=O)CC=C=CN.CCCCCCCCCO.CN.CSC
246,CC(O)CNC(C=CC(N)O)=CNC=CC#N.CCC=N.CNCOC.OCCCCCCOCC(O)CO
247,C.NCCCCCCO.OC=CCCC(O)C=C(Cl)CO.OCCO
248,CCSCNC(NO)N(C)CC.C[NH3+].OCC1NN1.OCCCCCNCS
249,N#CNn1cc(Cl)nc(N2C=C(Cl)C(N)C(=O)CC2)n1.NC(COCO)NNC1CC1O.O.OCC1CN(O)S1
250,C=C(C)O.CC#CC(=CNC(=N)N(C=N)C(C)C)NO.OCC#CCNCC#CC(O)O.OCCO
251,NCC=CC=C(C=CCCCCCCCCCNCCO)NC=CO.O.OCCCCCO
252,C=C(NC(=O)CS)SCCCC.Cl.N=NNO.OOCCOCC=CONCC(O)O
253,CC(C)NC1=C(CCl)SC(C#N)=N1.CC(CCl)NC(O)=CO.CSCCl.N=C(N)NO
254,CC.CCNCCC1=NN(C#N)=C2CNCC=C12.CN.CN(C)O.NOC(C=CC=C(O)OO)=CCCO
255,C1CC1.CC.N#CN=C(=S)NC#CCN.O.OCCCCC1CC1O
