,SMILES,QED,Proxy
sample41,Cc1ccc(F)nc1N1[C@H](C)CC[C@H](C(=O)NC2CC(c3ccccc3)C2)[C@H]1C,0.771,-8.967
sample42,O=C([C@H]1CC[C@@H](F)C1)N(Cc1c(F)cccc1F)CC(F)F,0.757,-7.846
sample43,Cc1cc(N2C[C@@H](C(=O)N3Cc4cccc(F)c4C3)[C@H]2C)ccc1O,0.913,-8.800
sample44,CCCC[C@@H]1CCCN1C(=O)c1cc(N2C[C@H](C)OC[C@H]2C)ccc1N,0.815,-8.065
sample45,CO[C@@H]1CCC[C@@H]1CN(C(=O)Cc1cscn1)c1ncc(F)cc1C,0.790,-7.979
sample46,N[C@@]1(CC(=O)N2CCc3ccc(N[C@@H]4CCc5ccccc5C4)cc3C2)CCOC1,0.821,-9.396
sample47,CCNC(=O)c1nc(N[C@@H]2CCN[C@@H]2C(=O)N[C@]2(C)CCc3ccccc32)sc1Cl,0.546,-8.722
sample48,Cc1ccc(-c2ccc(C(=O)N[C@@H](C(=O)O)[C@@H]3CCOC3)cc2C)cc1Cl,0.817,-8.795
sample49,C[C@H](NC(=O)[C@@H]1[C@H]2CC[C@@H]1NC2)c1ccc(-c2nc(C(C)(C)C)co2)cc1,0.862,-8.846
sample50,Cc1nc(Oc2cnc(OCCN[C@@H]3CCCOC3)c(C(=O)O)c2)nc(C)c1Cl,0.619,-8.256
sample51,C[C@H]1[C@H](C(=O)N2CCc3c(F)cccc32)CN1C1CCc2cc(O)ccc21,0.886,-9.213
sample52,C[C@H]1CN([C@@]2(F)C[C@H]2C(=O)N2Cc3ncsc3C2)c2ccc(F)cc2O1,0.755,-8.596
sample53,Cc1ccc2nc([C@@H]3C[C@H](C)N3c3c(F)ccc(F)c3C(=O)O)oc2c1C,0.718,-8.836
sample54,O=C(O)c1nccnc1N1CCCc2cccc(F)c2C1,0.917,-7.885
sample55,Cc1ccc(C(=O)N[C@@H]2CCOc3c2cccc3N(C)[C@H](C)[C@H]2Cc3ccccc32)s1,0.581,-9.080
sample56,Cc1cc(C(=O)N2C[C@H](C(N)=O)[C@@H](C(N)=O)C2)ccc1N1C[C@H]2C[C@H]2c2ccccc21,0.790,-9.312
sample57,C[C@H]1c2ccccc2CN1c1c(N[C@@H](CO)c2ccc(O)cc2)c(=O)ccn1C,0.622,-8.879
sample58,CC[C@H](C)[C@@H](N)C(=O)N1Cc2cc(N3Cc4cccc(C(=O)O)c4C3)ccc2C[C@@H]1C,0.771,-9.239
sample59,Cc1ccc2c(c1)CCCN(C(=O)NC[C@@]1(C(=O)N[C@@H]3[C@@H]4Cc5cc(F)ccc5[C@@H]43)CCCOC1)C2,0.683,-10.144
sample60,CC(C)(O)[C@H]1CCN1C(=O)c1cc2ccnc(S(=O)(=O)c3ccc(CSC4COC4)cn3)c2[nH]1,0.505,-8.994
sample61,CO[C@@H]1CN(C(=O)c2cc(N([C@@H](C)C(=O)O)[C@@H](C)c3ccccc3)n[nH]2)C[C@@H]1O,0.638,-8.155
sample62,C[C@]1(Oc2ccc([C@@H]3CC(=O)N3)cc2)CCN(c2ccc(F)c(N)n2)C[C@H]1N,0.692,-9.140
sample63,C[C@@H]1C[C@H](C(=O)N[C@]2(c3ccccc3)CC2(F)F)CCN1c1cccnc1C#N,0.857,-9.032
sample64,CC(C)C(=O)N(C[C@@H](C)CO)c1cncc(OCC2CC3(CC3)C2)c1,0.785,-7.675
sample65,O=C(N[C@@H](C(=O)O)C(F)F)c1nsnc1N1[C@H]2CCc3ccccc3[C@@H]21,0.769,-8.386
sample66,CC(=O)N[C@H]1C[C@H](Oc2nccc3c2CCN3c2ccnc(F)n2)C1,0.852,-8.333
sample67,Cc1ccc2c(n1)CN(C(=O)[C@H](CC1CC1)Nc1cccc(C(=O)O)c1F)C2,0.799,-9.136
sample68,C[C@@H]1[C@H](C(=O)N[C@@H]2CCc3c(F)cccc32)CN1c1cccc2c1OC[C@@H]2N,0.858,-9.172
sample69,C[C@H](C(=O)O)N(c1cc2n(n1)CCC2)[C@@H]1CCc2c(F)cccc21,0.937,-8.444
sample70,C[C@H]1c2ccccc2CN1c1ccnc2c1CN(C(=O)[C@@]1(N)CC1(C)C)C2,0.892,-8.941
sample71,Cn1ncc2cc(N[C@]3(C(=O)Nc4cccc(F)c4I)CCSC3)c(Cl)nc21,0.388,-8.596
sample72,C[C@H]1CC[C@H](C)N1CCC(=O)N[C@@H](C#N)c1ccccc1-c1ccc2c(c1)CCCO2,0.745,-9.220
sample73,CO[C@@H]1CCC[C@@H]1CN(c1ccc(F)nc1)c1ccc(C#N)c(F)c1,0.764,-8.607
sample74,CC1(C)C=C(c2nc([C@H]3C[C@@H]3C(=O)N[C@]3(c4ccccc4)CC3(F)F)no2)C1,0.844,-9.400
sample75,CC1(Oc2cnc3c(c2)C2(CC2)CN3c2ccc(C#N)cc2F)CN(C2CNC2)C1,0.844,-9.366
sample76,CC[C@@H]1C[C@@H]1C(=Cc1c[nH]c(C#N)c1)C(=O)N[C@@H]1C[C@@H]1[C@H]1C[C@@H]1c1ccccc1,0.683,-9.136
sample77,Cc1cc(C(=O)N2CC[C@@H](C)[C@@H](C(=O)Nc3cc4c(cc3F)OCO4)C2)ccc1Br,0.714,-9.076
sample78,C[C@@H]1c2ccccc2CC[C@H]1NC(=O)[C@@H]1CN(Cc2ccccc2C#N)[C@@H]1C,0.891,-9.058
sample79,C[C@H]1[C@H](C(=O)Nc2c(F)cccc2C#N)CN1C(=O)C1Cc2ccccc2C1,0.894,-9.294
sample80,O=C1CCc2cc(N3CCC[C@H]3CCOc3cccc4c3CNC4)ccc2C1,0.862,-9.370
sample81,O=C(CC(=O)N1CCC1)NCc1cc(Br)cc(C(=O)N2CC3(CC3)c3ccccc32)c1,0.665,-9.293
sample82,C[C@@H]1[C@H](C)C[C@H]1N(C1CCc2cc(C(=O)N3Cc4cccc(F)c4C3)ccc21)[C@@H](C)C(=O)O,0.712,-9.508
sample83,Cc1cc(N[C@H](c2nc3cccc(Br)c3s2)[C@H]2CCNC2)cc(F)n1,0.602,-8.585
sample84,CCn1cc(C(=O)N[C@H]2C[C@@H](C(=O)NCc3ccc(Br)nc3)C2)cn1,0.718,-8.088
sample85,C[C@H]1[C@H](C(=O)N2Cc3cccc(C#N)c3C2)CN1c1ccc(C#N)cc1F,0.826,-9.124
sample86,CN(C(=O)[C@@]1(N)CC1(C)C)c1ccc(-c2nc3cc(F)ccc3s2)cc1,0.753,-8.757
sample87,Cc1cc(C(=O)N2[C@@H](C)C[C@H]2C(=O)N2Cc3cccc(F)c3C2)cc2c1NCCC2,0.827,-9.421
sample88,C[C@@H]1[C@H](C(=O)N2CCOc3ccc(F)cc3C2)CN1C(=O)c1ccccc1,0.819,-8.968
sample89,C[C@H]1NC[C@H]1C(=O)N1CCOc2ccc(N[C@@H]3C[C@H]4c5ccccc5CC[C@@H]34)nc21,0.823,-9.389
sample90,COC(=O)C[C@@H]1C[C@H](Nc2cncc(O[C@@H]3Cc4ccc(N)cc4C3)n2)C1(C)C,0.572,-8.856
sample91,Cc1cc(N2CCOC[C@@H]2C(=O)N[C@@H]2C[C@@H]2[C@H]2C[C@@H]2c2ccccc2)cc(F)n1,0.791,-9.092
sample92,Cc1ccc(F)nc1N1[C@@H](C)CC[C@H]1c1nc2cc(Cl)nc(C)c2o1,0.617,-8.293
sample93,Cc1ccc2c(c1)N(C(=O)N[C@H](C)c1ccnc(N[C@H]3CC[C@](C)(O)C3)c1)CCC2,0.704,-8.804
sample94,O=c1[nH]c2ccc(C(F)(F)F)nc2c(=O)n1C[C@H]1CCC(F)(F)C1,0.848,-8.569
sample95,C=Cn1ccnc1CO[C@@H](C(=O)N1Cc2cc(Cl)cnc2C1)[C@H](C)CC,0.744,-7.937
sample96,C[C@H]1NC[C@H]1C(=O)N1Cc2ccc(O[C@H]3C[C@@H]4c5ccccc5[C@H]3[C@@H]4Cl)cc2C2(CC2)C1,0.711,-9.802
sample97,O=C(CC[C@@H](CF)NC(=O)C1CCCCC1)Nc1cc(F)cc2c1COC2=O,0.696,-8.790
sample98,COC(=O)[C@]1(NC(=O)C2CCCOC2N(C)c2cccccc2=O)CC1(C)C,0.773,-8.466
sample99,Cc1cc2nc(N3C[C@@H](Oc4ccc5c(c4)OCO5)C[C@]3(C)C(=O)O)c[nH]c-2n1,0.692,-8.841
sample100,C[C@]1(C(=O)N[C@@H]2[C@H]3CCc4ccccc4[C@H]32)SCCN1c1ccc(O)c(C#N)c1,0.819,-9.138
sample101,CS[C@@H]1CC[C@H](N(c2ccc(O)cn2)c2c[nH]c3cnccc23)C1,0.749,-8.186
sample102,CC(C)[C@@H](NC(=O)c1ccc(F)cc1)C1(Oc2ccnc(F)c2)CCNCC1,0.744,-8.873
sample103,O=C([C@H]1NC[C@@H]2C[C@H]21)N1Cc2cccc(N[C@@H]3C[C@H]4c5ccccc5CC[C@@H]34)c2C1,0.828,-9.692
sample104,C[C@@H](C(=O)N1CCc2c(ccc(N3CCc4cccc(F)c4C3)c2F)C1)C1CNC1,0.842,-9.655
sample105,CC(=O)c1ncc(N(C)Cc2ccc(N[C@@H]3CCCC[C@@H]3F)o2)cn1,0.806,-8.008
sample106,COC(=O)c1n[nH]c(N(Cc2nc3ccncc3o2)c2ccc(OC)cn2)n1,0.493,-8.262
sample107,Cc1ccc2c(c1)[C@H](NC(=O)[C@@H]1COCC[C@@H]1NC(=O)N1CCCc3cccc(F)c3C1)[C@H](C)C2,0.698,-9.708
sample108,N[C@H]1CCOC[C@H]1C(=O)Nc1ccc(F)cc1C(=O)N1CCOc2cccc(F)c21,0.800,-9.072
sample109,CCn1cc([C@@H](C)NCc2c(Sc3ccnc(F)n3)cnn2C)nn1,0.508,-7.619
sample110,C=C1OC(=O)O[C@@]1(C)SCC(=O)c1cc(F)ccc1Oc1ncc(C)nc1C#N,0.512,-8.338
sample111,O=C(Cc1ccc(F)cc1)Nc1ccc(N(CC2CC2)C2COC2)nc1,0.830,-8.511
sample112,Cc1ccc(CN)cc1Nc1ccccc1N1CCC[C@H]1c1ccc(O)nc1,0.607,-8.776
sample113,O=C(c1cnco1)n1c(=O)[nH]c2c(F)cccc2c1=O,0.697,-7.905
sample114,C[C@H]1[C@@H](C(=O)Nc2ccc(C(=O)O)nc2)CN1c1cccc(O)c1,0.793,-8.127
sample115,C[C@H](N)c1ccnc(N2CCc3c(F)cc(Br)cc3C2)c1,0.901,-8.202
sample116,CC1([C@H](Nc2ccc(N)c(F)c2F)C(=O)N2Cc3cccc(Br)c3C2)CC1,0.698,-9.118
sample117,CN(C(=O)Cc1cscn1)c1ccc(Nc2c(Br)ccc(F)c2O)cc1O,0.500,-8.097
sample118,N#CCCn1ccc(N[C@@]2(C(=O)N3Cc4cccc(F)c4C3)CC2(F)F)n1,0.872,-8.701
sample119,Cn1cc(N2CCc3c(O)cccc3C2)cc1C(=O)N1CC2(CC2)c2ccc(F)cc21,0.682,-9.560
sample120,CCN1CC[C@@H](N(CCC#N)C(=O)CC[C@@H]2[C@@H](O)CCN2c2ccc(F)c3[nH]cnc23)CC1=O,0.611,-8.632
sample121,C[C@H]1[C@@H](C(=O)N2CCOc3c(C#N)cccc32)CN1c1ccc(F)cc1,0.835,-8.710
sample122,Cc1ccc2nc(O)cc(Nc3nc(NC[C@H]4C[C@@H]5CC[C@@H]4O5)ccc3F)c2c1,0.591,-9.364
sample123,O=C(Nc1ccc(F)c(F)c1)c1ccc(N2CCSc3ccccc32)o1,0.699,-8.719
sample124,CC(=O)c1ccc2c(c1)CN(C(=O)c1ccc(NC(=O)[C@@H]3C[C@H]3C)o1)C2,0.857,-8.907
sample125,CCC(c1ccccc1)N1CC[C@@H](N(c2ccnc(C=O)c2C)[C@H](CC)C2CC2)C1,0.522,-8.945
sample126,C[C@@H]1CCc2noc(NC(=O)[C@]3(C)C[C@@H](Nc4ccc(N)c(N)n4)C3)c2C1,0.650,-8.884
sample127,C[C@H]1CCC(=O)[C@H](n2cc(-c3nc(Cl)cnc3NC(=O)c3cnc(N)c(O)c3)nn2)C1,0.549,-8.728
sample128,O=C(N[C@H]1CCOC[C@H]1C(=O)N1CCOc2ccccc2C1)N1CCCc2cccc(F)c2C1,0.737,-9.517
sample129,CCC1CC(C(=O)Nc2c(C#N)cccc2Oc2cc(F)ccc2C)C1,0.807,-8.704
sample130,CCC(=O)N[C@@H]1CC[C@H](C(=O)N2C[C@@H](CCc3nc(-c4cncnc4)no3)c3ccccc32)C1,0.575,-9.380
sample131,Cc1ccncc1-c1cccc2c1CCN2C(=O)[C@H]1CN[C@H]1C,0.927,-8.389
sample132,Nc1cc(Br)cc(O[C@H]2[C@@H]3CO[C@H]2CN(c2ccc(N)c(F)c2F)C3)n1,0.733,-8.856
sample133,NC[C@]1(C(=O)N2CCc3c(ccc(N[C@@H]4C[C@H]5c6ccccc6CC[C@@H]45)c3F)C2)CC1(F)F,0.726,-9.956
sample134,CCc1c(O)cccc1N(c1ncccc1F)C(C)[C@@H]1CC[C@H]1C,0.833,-7.971
sample135,COC[C@H]1CCC[C@H]1NCc1cnc(N2Cc3cccc(Br)c3C2)cc1N,0.728,-8.581
sample136,O=C([C@H]1CC2(CCC2)CN1c1cccccc1=O)N1CCCc2ccccc2C1,0.786,-9.242
sample137,CC[C@@H](Nc1ccc(=O)n(C)c1)C(=O)N[C@@H]1CCc2c(F)cccc21,0.877,-8.480
sample138,CO[C@H]1CCC[C@H]([C@@H](Nc2ccc(O)nc2)C(=O)N2CC[C@H](O)[C@H](F)C2)C1,0.719,-8.169
sample139,Cc1cccc(C2=CCN(C3(Cl)C[C@H]3CCNc3ccc4c(c3)[C@H](N)CO4)CC2)c1,0.510,-9.572
sample140,O=C(N1CCCc2ccccc2C1)[C@]12CCN(c3nccc4c3CCCN4)[C@H]1C2,0.857,-9.490
sample141,C[C@H](C#N)C[C@@H](N)C(=O)N1CCc2c(-c3ccn(C)c(=O)c3)cccc21,0.910,-8.578
sample142,C[C@@H]1C[C@H]1c1ccc(NC(=O)[C@H]2CN(C(=O)[C@H]3CN[C@H]3C)C(C)(C)C2)cc1,0.858,-8.485
sample143,CO[C@@H]1CNC(=O)C1=Cc1ncc(F)cc1Nc1ccc2c(c1)CC[C@H]2S(C)(=O)=O,0.706,-8.965
sample144,CN(Cc1ccc(N[C@@]2(C(=O)O)CC2(F)F)cc1)c1ccc2c(c1)CC[C@H]2S(C)(=O)=O,0.670,-8.881
sample145,CC(c1cccc2[nH]ccc12)N(Cc1cccnc1F)[C@@]1(CO)CCNC1,0.586,-8.744
sample146,N#CC[C@H]1C[C@@](N)(C(=O)N2CCc3c(ccc(N4CCc5cccc(F)c5C4)c3F)C2)C1,0.800,-9.647
sample147,CC[C@@H]1CCN(CCC(c2ccccc2)N(CC#N)c2ccc(O)cc2)[C@H]1C,0.660,-8.617
sample148,O=C([C@H]1CC2(CCC2)CN1c1ccc2c(c1F)CCNC2)N1Cc2ccc(Cl)cc2C2(CC2)C1,0.662,-9.802
sample149,Cc1ccc(N(C(=O)c2ncccn2)C2(C(=O)O)C=COCC2(C)C)c(F)c1,0.870,-8.466
sample150,C[C@@H]1CNC[C@H]1C(=O)N1C[C@H](C)c2ccccc2[C@@H]1C(=O)N1CCOc2c(C#N)cccc21,0.770,-9.479
sample151,Fc1cc(F)nc(N([C@H]2CCCN(c3cccc(F)n3)CC2)[C@@H]2CNCCOC2)c1,0.767,-8.707
sample152,CN(C[C@@H]1C[C@@H]1c1ccccc1)c1ccc2c(c1)N(C(=O)[C@@H](N)C(F)F)CCO2,0.807,-8.819
sample153,CC[C@H](N)C(=O)N(c1ccnc(C)c1C)[C@H]1CNCC[C@@H]1F,0.883,-7.607
sample154,Cc1c(O[C@H]2[C@H](O)C=C(CO)C(N(C3CC3)[C@H](C)c3cnn(C)c3)[C@H]2O)occc1=O,0.547,-8.250
sample155,CCOc1c(N2[C@H](c3ccccc3)[C@@H]2C)ccc(NC(=O)C[C@H]2CCCNC2)c1F,0.659,-9.164
sample156,C[C@@H]1CN(C(=O)c2cc(N)ccc2F)C[C@H]1C(=O)N1CCCc2ccccc2C1,0.795,-9.336
sample157,Cc1cnc(C#N)c(-c2nccc(N)c2SCc2c(F)cccc2F)c1,0.687,-8.828
sample158,CN(Cc1cc(Nc2ccc3ccnn3c2)ccn1)c1cncc(Cl)c1,0.576,-8.509
sample159,COc1cccc(CO[C@@H]2[C@@H]3C[C@H]([C@H]2Oc2cc(F)c(F)nc2F)[C@@H](OC(C)=O)C3)n1,0.485,-8.742
sample160,Cc1c(F)ccc(Oc2cc(-c3nc([C@@H](C)OC(=O)[C@@H]4CC4(F)F)no3)nc(Cl)n2)c1C,0.368,-9.224
sample161,Nc1ncc(-c2ccnnc2)nc1N1CCNc2c1c(=O)c2=O,0.612,-8.131
sample162,CC(C)c1nnc([C@@H](C)NC(=O)[C@H]2C[C@@H]2C(C#N)=Cc2ccc3c(n2)CCC3)o1,0.756,-8.927
sample163,COc1ccc(N(C)C2CCC(NC3CCCc4c3no[n+]4[O-])CC2)nc1,0.803,-8.408
sample164,C[C@@H]1CN(c2c(F)c(=O)ccn2C)C[C@H]1C(=O)N1Cc2ccccc2C(F)(F)C1,0.772,-8.992
sample165,CN(Cc1ccc(CO)cc1)C(=O)C1CC(N2CCc3cc(F)c(F)cc32)C1,0.858,-9.038
sample166,C[C@]1(c2nc(-c3ccc4nc([C@@H]5CC5(F)F)oc4c3)no2)CCC(=O)N1,0.771,-9.151
sample167,Cc1ccc(CN2C(=O)[C@H]3C=CCC2C3C(=O)O)cc1N[C@@H]1C[C@@H](C)O[C@H]1C,0.763,-8.603
sample168,CC(=O)c1ccc2c(c1)CN(C(=O)[C@]1(Nc3ncc(F)c4nccnc34)C[C@](C)(F)C1)C2,0.628,-9.703
sample169,CN1CCC[C@@H](NC(=O)c2cccc(COc3cccc4c3[C@@H](N)CC4)c2)CC1,0.817,-9.183
sample170,C[C@H]1NC[C@@H]1C(=O)N1CCN(c2ccncc2F)c2c1c(=O)c2=O,0.775,-8.256
sample171,C[C@H]1C[C@@H](COc2cccc3c2C(=O)OC3)N(C(=O)c2ccc(F)cc2)C1,0.775,-9.082
sample172,Cc1n[nH]c(C)c1Sc1cc(F)c2c(c1)CN(C(=O)[C@H]1CC[C@@H](O)C1)C2,0.864,-8.772
sample173,NC(=O)C1(COc2ccc(F)c(C(=O)N3Cc4cccc(F)c4C3)c2)CC1,0.877,-9.183
sample174,CC[C@@H](NC(=O)N1CCCc2cccc(F)c2C1)C(=O)N[C@@H]1CCc2ccc(F)cc2C1,0.757,-9.720
sample175,N[C@H](C(=O)N1Cc2cccc(N3CCc4cccc(F)c4C3)c2C1)C(F)F,0.898,-9.190
sample176,C[C@H]1[C@@H](c2nc3cc(Br)ccc3s2)CN1c1cncc(F)c1,0.654,-8.006
sample177,Cc1ccc(C(=O)N2Cc3cccc(F)c3C2)c(NC(=O)[C@@H]2NC[C@H]3C[C@H]32)n1,0.856,-9.253
sample178,N[C@@]1(C(=O)N2Cc3cccc(N[C@@H]4C[C@H]5c6ccccc6CC[C@@H]45)c3C2)CC1(F)F,0.811,-9.716
sample179,CC(C)(Oc1cnncc1Cl)[C@@H](O)C(=O)N[C@H]1CCCc2cccnc21,0.830,-8.128
sample180,C[C@@H]1NC[C@@H]1C(=O)N1Cc2cccc(N[C@@H]3CCc4c(C#N)cccc43)c2C1,0.869,-9.385
sample181,N#CN(Cc1ccc(F)cc1)C(=O)C[C@@H](CN)Nc1ccc(O)c(F)c1,0.399,-8.610
sample182,Cn1ccnc1C(=O)N([C@@H]1CC[C@H]1c1ccccc1)C(C)(C(=O)O)c1cc(C#N)c[nH]1,0.640,-8.784
sample183,CC[C@H]1CCN(c2ccc(C(=O)N(C#N)Cc3ccc(F)cc3)c(C)n2)[C@@H]1C,0.574,-8.851
sample184,COC(=O)c1cccc(N(C(=O)Cc2ccc(F)cc2)[C@@H]2C[C@@H](C)N(C(N)=O)C2)c1,0.763,-8.982
sample185,N#C[C@H]1CC[C@@H]1C(=O)N1Cc2cccc(N3CCc4cccc(F)c4C3)c2C1,0.803,-9.367
sample186,O=C(N[C@@H]1C[C@H]1[C@H]1CCOC1)c1ccc(-c2cccnc2)nc1,0.941,-8.221
sample187,C[C@@H](c1ccncc1)N(c1cc(Br)ncc1C(=O)O)[C@@H]1CCCC[C@H]1O,0.716,-8.057
sample188,N#Cc1ccccc1C=CC(=O)N[C@H]1CCCN(C(=O)c2ccc(F)cc2)C1,0.832,-9.069
sample189,CC1(C)C[C@H]2CC[C@H](Oc3cc(N4CCc5c(ccc(Br)c5F)C4)nc(CO)n3)[C@@H]2[C@H](CCO)N1,0.506,-9.153
sample190,C[C@@H]1Cc2ccccc2C1N[C@H](C(=O)N[C@H]1CCc2c(F)ccc(F)c21)C(F)F,0.730,-9.532
sample191,COc1cc(C)cc(CNC(CC(=O)O)c2ccc(C)nc2)c1,0.822,-8.066
sample192,O=C(N1CCc2c(ccc(Br)c2F)C1)[C@@]1(Oc2ncc[nH]c2=O)CCNC1,0.758,-8.651
sample193,C[C@H]1[C@@H](C(=O)N2[C@@H]3CC[C@@H]2c2ccccc23)CN1c1c(O)cccc1F,0.895,-8.781
sample194,CCN(Cc1ccc(C)cc1)C(=O)[C@]1(NC(=O)NCCc2cccc(C)c2)CC1(F)F,0.667,-9.208
sample195,CC[C@H]1CC[C@H]1N(CC1(Oc2cc(Cl)c(C)nc2O)CCCC1)c1ncc(O)cc1F,0.591,-8.705
sample196,CC[C@@H](N)C(=O)N[C@H]1Cc2ccc(N3CCc4cccc(F)c4C3)cc2C1,0.874,-9.359
sample197,C[C@@H]1NC[C@@H]1C(=O)Nc1ccccc1CC(=O)NS(=O)(=O)c1cccc(F)c1,0.674,-8.965
sample198,Cc1ccc(Oc2cc(Oc3cccc(F)c3C#N)nnc2C)nn1,0.719,-8.569
