Unnamed: 0,SMILES,DS,Method,Valid,In_Top100,QED,Veber,Lipinski,CP,MB,SA,Ghose,1-EI,KI_Tanimoto_Similarity,KI_ChemNet_Distance
3462,C[C@H](O)[C@@H](O)CN(O)[C@@H](C=C1C=CC=CC=C1)[C@@H](O)CO,-7.427,TargetDiff(D),1,True,0.4151480197125896,2.0,5.0,0.992334246635437,0.7928253968253968,0.5713189762799531,4.0,0.9609711145555812,0.08,6.7232547
3463,C[C@H]([C@H](C)C(=O)O)[C@@H]1CN([C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CCC(O)CO)C2C=CC=CC=C21,-7.421,TargetDiff(D),1,True,0.2182328269319836,0.0,3.0,0.9698216319084167,0.79715873015873,0.517026063619917,3.0,0.9445238472546372,0.0909090909090909,6.695771
3464,CC1=CC2=C(C=C(C)C1)[C@@H]([C@@H](C)[C@@H](O)[C@@H](O)C[C@@H](O)C(=O)O)C=C(CO)[C@H]2C,-7.408,TargetDiff(D),1,True,0.4228041049153558,2.0,5.0,0.9783337116241456,0.8529761904761903,0.5305774951184485,4.0,0.9401826440252318,0.1132075471698113,7.3500257
3465,CCC[C@H](O)[C@H](O)CC[C@H](O)[C@@H]1c2cc(C=CCl)ccc2C[C@H](O)[C@@H]1O,-7.387,TargetDiff(D),1,True,0.4711171394210046,2.0,5.0,0.8650484085083008,0.8016507936507936,0.6073481023337933,4.0,0.8131979727009626,0.0847457627118644,7.1553845
3466,CCC1=CC=C(O)[C@H]2N[C@H](CCO)[C@@](C)(O)C12,-7.385,TargetDiff(D),1,True,0.5894519291667492,2.0,5.0,0.7166461944580078,0.7835692640692639,0.5579727648586259,3.0,0.979984901966006,0.0744680851063829,6.514017
3467,CC(C)C1=CC[C@H](C(N)=O)O[C@@H](CC(O)[C@@H](CO)C(C)(O)O)C1,-7.385,TargetDiff(D),1,True,0.3201220006707305,2.0,5.0,0.9520219564437866,0.8185555555555554,0.5828455801136054,4.0,0.9791808037934236,0.11,6.3242335
3468,O=C(O)C=NC(=O)C[C@]1(O)CCC=C(OO)CC#CC(Cl)CC(Cl)=C[C@H]1O,-7.379,TargetDiff(D),1,True,0.1790901520041195,2.0,5.0,0.9897043108940125,0.8455952380952381,0.430423044059045,4.0,0.9568324666914078,0.0902777777777777,6.638053
3469,CCC(=O)[C@H]1CC[C@@H](C2=CC(Cl)=CC(O)=CC2=C=C(O)C(N)=O)O1,-7.343,TargetDiff(D),1,True,0.4091978800298482,2.0,5.0,0.8888620734214783,0.8772460317460318,0.5801748077063024,4.0,0.9923466780338984,0.1009174311926605,6.71139
3470,COC(=O)[C@@H]1C=C[C@@H](CO)[C@@]2(O)OC[C@H]3C=CC[C@H](C=C3[C@@H]2O)[C@H](C)CC1,-7.318,TargetDiff(D),1,True,0.4986032553638811,2.0,5.0,0.9910134673118592,0.7637619047619048,0.3748586920033825,4.0,0.908832037628658,0.0909090909090909,7.0807185
3471,CCC1=CN2[C@@H](C=C1O)[C@H](C(N)=O)C[C@@]2(O)[C@H](C)OP(O)O,-7.312,TargetDiff(D),1,True,0.4541185614097451,2.0,5.0,0.9912564754486084,0.7907698412698414,0.5144456681630388,4.0,0.9746491115974014,0.1057692307692307,6.745687
3472,CC(C)c1cc(CC[C@@H](C)O)cc([C@@H](O)C=C[C@H](C)O)c1,-7.301,TargetDiff(D),1,True,0.6767904647022998,2.0,5.0,0.7916294932365417,0.8746190476190475,0.6878097638990835,4.0,0.1153946490820315,0.094017094017094,6.47867
3473,CCC[C@H](O)[C@H](O)CN1Cc2ccc(Cl)cc2C=C1N(O)O,-7.277,TargetDiff(D),1,True,0.597914571956363,2.0,5.0,0.9528813362121582,0.6445772005772006,0.6621826818087029,4.0,0.9943011639271654,0.1195652173913043,7.2325196
3474,C[C@H]1CC2=C(C1)[C@@H]([C@@H](O)C[C@H](O)[C@H](C)O)C[C@H](O)C2,-7.269,TargetDiff(D),1,True,0.5740163454159984,2.0,5.0,0.3839758932590484,0.8259761904761903,0.5656960197268571,3.0,0.9514686795495916,0.0666666666666666,7.95909
3475,C[C@@H]1[C@H]2CN(O)C(=O)C=C(C=C=C(O)O)C2CN1C,-7.239,TargetDiff(D),1,True,0.3716458078249101,2.0,5.0,0.9985352754592896,0.6747857142857143,0.546395387699711,3.0,0.9125466416584408,0.074074074074074,7.074888
3476,CCC[C@@H](C(=O)O)C(=O)NC1=C(CCC(N)=O)CC=C(C)C1,-7.213,TargetDiff(D),1,True,0.4693606864355902,2.0,5.0,0.9842384457588196,0.8141269841269841,0.7022931666873258,4.0,0.8793093698750734,0.1209677419354838,6.6618266
3477,C[C@@H]1[C@@H](O)C[C@H](CN=C(C(=O)O)c2ccc(Cl)cc2)C1(O)O,-7.199,TargetDiff(D),1,True,0.4851496835928061,2.0,5.0,0.9936525821685792,0.9287301587301589,0.6610541321523196,4.0,0.924308869385258,0.127906976744186,6.894798
3478,C[C@@H](CO)[C@H]1CCC2=C1C(=O)C[C@@H]2[C@H](O)[PH2](O)O,-7.171,TargetDiff(D),1,True,0.5414013471685282,2.0,5.0,0.9710890650749208,0.7965714285714285,0.5190186058466391,3.0,0.8818709752032576,0.0784313725490196,7.180989
3479,C[C@@H]1CC[C@@]2(C)C[C@@H]1C[C@H](C(=O)OO)[C@H](C)C[C@@H](C)[C@H](C)C2,-7.156,TargetDiff(D),1,True,0.5376848664201332,2.0,4.0,0.0024188451934605,0.8577142857142858,0.464694305511355,4.0,0.2556567285782464,0.0816326530612244,7.0965796
3480,COc1cc(C(=O)OC(=O)C[C@H]2CCN2)c2c(c1)[C@@H](C)[C@H](C)C2,-7.122,TargetDiff(D),1,True,0.6823417410813506,2.0,5.0,0.6229678392410278,0.8641825396825396,0.6756492329084955,4.0,0.9951661373695042,0.1313131313131313,6.5225058
3481,CC1C=CC=C([C@H](CO)COC(=O)CCC[C@H](O)C(=O)O)C=C1,-7.119,TargetDiff(D),1,True,0.5545021444945236,2.0,5.0,0.996208429336548,0.8737777777777777,0.6473742634335262,4.0,0.7367281452523269,0.0921985815602836,7.436313
3482,CN(O)CCC[C@@H]1c2c(O)cccc2[C@H](C(=O)O)[C@H]1O,-7.113,TargetDiff(D),1,True,0.6033319199841217,2.0,5.0,0.9921557903289796,0.865936507936508,0.6625898702222907,4.0,0.9506278289109,0.0934579439252336,7.391086
3483,C[C@H](O)C[C@H](O)[C@H](O)COC1=C2C=CCC=CC2C[C@H]1CON(O)O,-7.107,TargetDiff(D),1,True,0.304835174980762,2.0,5.0,0.9793972373008728,0.7494047619047619,0.5196314614360296,4.0,0.990605650070951,0.0833333333333333,6.8251743
3484,C[C@H]1C[C@@H](O)[C@H](O)[C@@H]([C@H](CONO)c2ccc(Cl)c(F)c2)[C@@H]1O,-7.1,TargetDiff(D),1,True,0.5121405329070631,2.0,5.0,0.9364043474197388,0.8131031746031745,0.6066878591573173,4.0,0.9967556427117328,0.0973451327433628,7.3912554
3485,CCC1=C([C@]2(O)C=CCC=CC2CN(O)COCC(C)=O)COC(OC)=C1,-7.053,TargetDiff(D),1,True,0.3610315359717452,2.0,5.0,0.0702222064137458,0.8012380952380954,0.548755520608135,4.0,0.9810296560501768,0.0909090909090909,6.794185
3486,CC(C)C[C@@H](C)CC[C@H](C[C@H](O)CO)[C@H]1[C@H](C)[C@H](C)C[C@H]1C,-7.026,TargetDiff(D),1,True,0.6455429752855111,2.0,5.0,0.0008819510112516,0.8526031746031745,0.6041240262690241,4.0,0.6764524292685878,0.0625,7.097313
3487,COC1C=CC(O[PH](O)(O)O)=CC([C@@H](O)[C@@H](O)CC(=O)O)=C1,-7.001,TargetDiff(D),1,True,0.3196968968024335,1.0,4.0,0.992442786693573,0.8663809523809524,0.5020716118088405,3.0,0.5546689450937402,0.1153846153846153,7.233804
3488,O=C(O)C=C[C@H]1[C@@H](O)[C@@H](C(=O)O)[C@H]2C[C@@]3(O)CC[C@H](O)[C@H]3[C@H]2[C@H]1CO,-6.999,TargetDiff(D),1,True,0.3527714859960257,1.0,4.0,0.9838972091674804,0.8512301587301587,0.5389364425679479,3.0,0.705131792520309,0.0555555555555555,7.1195426
3489,NCC[C@H](OC=C[C@H](Cl)C=C1C=CC=C(Cl)C=C1)[C@H]1[C@H](O)[C@@H](O)[C@]1(O)CO,-6.975,TargetDiff(D),1,True,0.2978166475873261,2.0,5.0,0.9684247970581056,0.8273809523809526,0.4870147650049471,4.0,0.9924152366687988,0.0943396226415094,6.714834
3490,CO[C@@H]([C@H](O)[C@@H](O)[C@H](C)O)[C@H](O)C[C@H](O)C(=O)N(NN)c1ccc2c(n1)C=CNC=N2,-6.967,TargetDiff(D),1,True,0.1382377236894123,1.0,2.0,0.9709275364875792,0.6592698412698413,0.504211245336246,3.0,0.9875715881852094,0.1367521367521367,6.24796
3491,CC1(C)CC[C@H]2[C@H]([C@H](O)C1)C(O)(O)[C@@H](O)[C@@]2(C)O,-6.961,TargetDiff(D),1,True,0.3813957727118354,2.0,5.0,0.972743570804596,0.8412301587301586,0.6055354403454437,2.0,0.8092396459447364,0.0444444444444444,7.5209684
3492,CC(C)[C@@H](N)C1=CC(=C=C2C=CCC[C@]2(O)C[C@@H](O)C(O)CO)C=C(OO)C=C1,-6.961,TargetDiff(D),1,True,0.214381345313988,2.0,4.0,0.9867666363716124,0.8519523809523808,0.5014909422732753,4.0,0.9710821908934542,0.08,6.243024
3493,CC(C)[C@H]1C=CC[C@H]([C@H](C=N[C@H](C)[C@H](O)CO)[C@@H](O)CCO)C1,-6.942,TargetDiff(D),1,True,0.3802904980623488,2.0,5.0,0.3202943801879883,0.9052539682539682,0.5410015067999971,4.0,0.9542527321186876,0.072463768115942,7.2081037
3494,CC1=CC=C(C)C(C(=O)O)=C=C1,-6.933,TargetDiff(D),1,True,0.599016766180928,2.0,5.0,0.1109930500388145,0.840547619047619,0.6413932987324625,3.0,0.02714536079009,0.074074074074074,6.9517593
3495,CC(O)=C=C(O)[C@H](O)CN(C=C(O)[C@@H](C)O)c1ccccc1O,-6.927,TargetDiff(D),1,True,0.3484393399298083,2.0,4.0,0.9514912962913512,0.8215476190476191,0.612095673581275,4.0,0.8380972398254862,0.0916030534351145,6.500307
3496,CCC[C@@H](C)C=C(Cl)[C@H](O)c1cc(O)cc([C@@H](O)C(N)=O)c1,-6.903,TargetDiff(D),1,True,0.617311696543021,2.0,5.0,0.8142827153205872,0.9131428571428571,0.6542663067690528,4.0,0.976432867343076,0.1166666666666666,6.420302
3497,CO[C@@H]([C@H](O)[C@@H](Cl)C(=O)O)[C@@H](c1cccc(Cl)c1)C(C)C,-6.895,TargetDiff(D),1,True,0.7514522616509305,2.0,5.0,0.031610794365406,0.8716428571428572,0.6800402963633785,4.0,0.3760815564027329,0.128,5.9517574
3498,C[C@@H](CO)C1C=C[C@H](C(=O)O)C(=CCC(=O)O)C[C@@H]1F,-6.886,TargetDiff(D),1,True,0.6676684871070292,2.0,5.0,0.998213529586792,0.8540555555555556,0.5750735095692208,4.0,0.4231795297723746,0.1057692307692307,7.267301
3499,CC[C@H](C)CCOC1=CC(C[C@H](O)C(=O)[C@H](O)[C@H](O)CO)=NC(=O)[C@@H]1C,-6.87,TargetDiff(D),1,True,0.400325478206924,1.0,4.0,0.9866757988929749,0.7987857142857142,0.5778239929362827,4.0,0.9624426632466532,0.1126760563380281,6.5073123
3500,CC[C@H]1[C@@H](C(C)(C)C)C[C@@H](O)[C@H]([C@H](C)[C@H](O)CO)C1(C)C,-6.861,TargetDiff(D),1,True,0.7475467266341671,2.0,5.0,0.1995067000389099,0.8576984126984125,0.5996288687870721,4.0,0.1834531118586437,0.0891089108910891,7.036277
3501,N[C@@](c1cnc(F)c(O)c1)([C@@H]1C=CCCN1)[C@H](O)C(=O)O,-6.844,TargetDiff(D),1,True,0.3721076035436035,2.0,5.0,0.9980151653289796,0.6818914973914975,0.5995707191718808,3.0,0.9966885806247084,0.1071428571428571,6.925329
3502,CC1=CC(CC(C)C)[C@@H](O)C(O)[C@H](O)[C@H]1O,-6.818,TargetDiff(D),1,True,0.5053890290940743,2.0,5.0,0.9760206937789916,0.7825873015873016,0.6423357181272065,3.0,0.5397835987512669,0.0862068965517241,7.530332
3503,CC1=CC=CC(C[C@@H](CCO)C(=O)C[C@H](O)CC2COC2)C=C1,-6.812,TargetDiff(D),1,True,0.6845524187742065,2.0,5.0,0.0097463019192218,0.8102518037518037,0.6087532583968961,4.0,0.2983390742032739,0.0948275862068965,6.273516
3504,COc1ccc([C@@H]2[C@@H](O)[C@@H](O)N(O)N2CNNC(N)=O)c(O)c1,-6.794,TargetDiff(D),1,True,0.3078348339105022,1.0,4.0,0.9984133243560792,0.831642857142857,0.6329396185085585,3.0,0.9783107086676952,0.125,7.4647245
3505,O=C(O)CC#C[C@@H](C(=O)O)[C@]1(Cl)C=CC=C(Cl)C1,-6.785,TargetDiff(D),1,True,0.6168437521649561,2.0,5.0,0.3066013753414154,0.8909285714285713,0.5804934134799247,3.0,0.0572439381736668,0.0842105263157894,7.112386
3506,CO[C@@H]1C(=O)O[C@H](C[C@@H]2C=CC=CC(O)[C@H]2C2=C[C@H](O)C(F)C=C2)[C@H](O)N1CO,-6.769,TargetDiff(D),1,True,0.4578612536252265,2.0,5.0,0.998106837272644,0.7666746031746032,0.4793061824813353,4.0,0.9862378200593028,0.08,6.5125384
3507,CCC(=O)N=CC1=C[C@](C)(CCC(C)(C)C)[C@@H](O)[C@H](O)[C@H]1O,-6.763,TargetDiff(D),1,True,0.6911483393084521,2.0,5.0,0.5550066232681274,0.8335952380952382,0.571099500356254,4.0,0.9565488414300262,0.08,7.0641327
3508,C[C@H](c1cc(CCCCO)cc(O)c1O)[C@@](O)(CO)C(=O)O,-6.724,TargetDiff(D),1,True,0.3000195064075986,2.0,4.0,0.9960518479347228,0.9106190476190476,0.7046629824276242,4.0,0.8391224501485348,0.0923076923076923,7.296966
3509,CC[C@H](C)C[C@@H](C)[C@@H]1C[C@H](CC(N)=O)C[C@H](O)[C@@H]1C,-6.709,TargetDiff(D),1,True,0.7783840864399741,2.0,5.0,0.3163481652736664,0.8905238095238093,0.6346284360164499,3.0,0.8346419061433845,0.0842105263157894,6.504926
3510,CCCC[C@H](O)C[C@H]1C(O)=C[C@@H](C)C(CN)=C1CO,-6.697,TargetDiff(D),1,True,0.531514849985577,2.0,5.0,0.3092683255672455,0.775626984126984,0.6065293243512947,3.0,0.9206093693520296,0.0930232558139534,6.315952
3511,CC1=C[C@@H](C)[C@H](CN(O)CC(=O)O)C(CN(O)O)=C1C,-6.685,TargetDiff(D),1,True,0.5465340986101811,2.0,5.0,0.9929320812225342,0.7868968253968255,0.600265915170576,4.0,0.7546730863971234,0.11,6.8047476
3512,CC(C)Cc1ccc([C@@H](O)CO)c([C@H](C)O)c1,-6.684,TargetDiff(D),1,True,0.734634483039141,2.0,5.0,0.9278866052627563,0.8260158730158729,0.7554532636847766,3.0,0.2967860696504663,0.1025641025641025,6.398993
3513,CC[C@@](C)(C(=O)O[C@@H]1CC(C=CCN)C[C@H]1C[C@@H]1COCO1)[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)O,-6.673,TargetDiff(D),1,True,0.2780108944914264,1.0,4.0,0.3837290108203888,0.7999603174603176,0.5139840207230547,4.0,0.975884331541348,0.0945945945945946,6.6711287
3514,CC1=C[C@H](C[C@H](C)[C@@H](O)CO)C(OCC(=O)O)=CC=C1,-6.668,TargetDiff(D),1,True,0.6581890390979972,2.0,5.0,0.9916222095489502,0.8131507936507936,0.6312975625299829,4.0,0.8573010991864134,0.1395348837209302,7.693096
3515,COc1ccc([C@H](O)C(O)=CC[C@@H](O)[C@H](O)CC(C)(C)C)cc1,-6.658,TargetDiff(D),1,True,0.5790787872476441,2.0,5.0,0.6738600134849548,0.7976031746031744,0.6984574316314485,4.0,0.6205397168976393,0.1063829787234042,6.803194
3516,CC[C@H](C)c1cc(O)c(O)c([C@@H](O)[C@@H](O)CCCCO)c1,-6.628,TargetDiff(D),1,True,0.3738730303768537,2.0,5.0,0.6225213408470154,0.8648253968253967,0.7080693792836988,4.0,0.5382865704009885,0.0824742268041237,7.90895
3517,O=C(O)CCCC1C=CC=CC(C[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2CCO2)=C1,-6.625,TargetDiff(D),1,True,0.2561902107517398,0.0,3.0,0.9730422496795654,0.8892777777777776,0.563335764745429,4.0,0.4793723848203448,0.0775862068965517,7.235845
