,SMILES
101,C.C.C.cc-c1cc(Cl)cc(Cl)c1
102,C.CCCc1cccc(Cl)c1
103,C.C.Cc1cc-c2c1-cc-2.cc
104,C.CC.Clc1cccc2(c1)CC2
105,CC.Cc1cc(O)cc(C)c1C
106,C.C.CC.CCc1cc(Cl)(Cl)cc(CCl)c1Cl
107,CC1CC1C.CCC
108,C.Cc1cccc(Cl)cc1.Cc1cnc(Cc2ccc3(cc2)CC3)s1
109,C.CCCc1cc2ccccc2n1.CCc1ccccc1
110,C.CC=CCC1Cc(C)o1.c1ccccc1
111,C.CC.cc(c)C
112,CCCc1cc(CC)cc(CC)c1.CCc1ccc(O)cc1
113,Clc1ccc(-c2cc3c(n2)Cl3)cc1.SCCc1cccc2(c1)CC2
114,C.OCc1ccc2cc(Cl)cc2c1.c1c-c2c(cccc23CC3)C1
115,CCc1ccccc1
116,C.C.C.C.CCC1CC12CC1CC12
117,C
118,C.C.cc-c1cccc(C)c1
119,CC.Clc1ccc(Cl)cc1.ccccCCCC
120,C.CCC(C)C
121,C.Clc1ccccc1.O.c1ccnc1
122,CCC(C)C.F.c1ccccc1
123,Cccc-c1cccc(CC(C)C)c1.O
124,C.CCc1cc2c(cc1C)Cl2.Clc1cccc(-c2cccc(Cl)c2)c1
125,Cc1cccc2(cc1)C1C(c3ccccc3)C12.Cc1cccccc1.O
126,CCc1cccc(C)c1.Oc12cc(CSc3cccc(Cl)c3)n(c1)c2
127,CC.CCCCC
128,C.C.C.C1CCC1
129,CCCC
130,C.Oc1ccccc1.cc1(C(C)C)cc(C)cc(CC)c1
131,C.C.C.CCC(c1ccccc1)C1(C)CC1.O
132,CCC.CCC(C)C1CC1.cc
133,CCCCCc1ccccc1.ccCc1cC1
134,CCOc1ccc(Cl)cc1C.cc-c1ccc(CCCO)cc1
135,C.CCc1cc(C)cc(C(C)CC)c1.Cc1ccccc1
136,C.Cc1ccc2c(c1)CCC2C
137,C.C.Cc1ccccc1.CccCCC.F
138,CCCc1ccc(CCC)cc1.CF.Clc1ccccc1
139,CCC(C)CC.Cn1cc(Cl)cc2cc(O)ccc21
140,C.C.N.c1cc2(ccc1C1CC1)CCl2.c1ccccc1
141,C.CCc1cnc(Cl)cc1CC.Oc1ccc(Cl)cc1
142,CCC1CC1
143,CCCc1ccccc1.Cc1cc2c(cc-1)Cl2.O
144,
145,C.C.C.CCCC(C)C
146,C.CCC.ccc1Cc-1(c)cc-c(n)cc
147,C.CCCC
148,C.ccc(Cl)c(cc)CC
149,CCC.O
150,C.CCc1cccc(Cl)c1.Oc1cccc(SCc2ccccc2)c1
151,C.C.C.C1CCCCC1.O
152,CCCCCC(C)c1cnc23c(c1)CC2C3
153,C.C.C.CC
154,Cc1ccc(C2ccC2)cc1O
155,CCc1ccc(C2CO2)cc1.c1ccc23c(c1)C21C2CC213
156,CC.Cc1ccc2c(cc1)Cl2
157,C.CC.Clc1ccccc1.Oc1cc2(cc3ccccc13)CO2
158,C.CCCc1cccc(C(C)C)c1.CCCc1cccc(C)c1
159,C.C.CCC(CC)c1ccc(C)c1
160,CC.Cc1ccc(-c2ccc3(c(C)c2)CC3)c(Cl)c1.O
161,C.C.C
162,C.C.C.CC.CCC
163,C.C.CCCCC.cccc(C)cc
164,C.CC.Cc1ccc(-c2cccc2)cc1
165,c1ccc(-c2ccc3c(c2)C3)cc1.ccC
166,CCC(O)c1cccc2(c1)CO2
167,CCCc1ccc2c(c1)C2.CCc1cccc(C)c1
168,CC(C)c1c2cc(Cl)ccc2-1.CCc1cc(C)cc(-c2ccccc2)c1
169,C.ccCC
170,CCc1ccc(Cl)cc1.CF.Cc1ccccc1
171,CC.Clc1ccccc1
172,CCC(Cl)ccc-c1cc-cc(C(C)Cl)cc1.COc1cccc(Cl)c1
173,C.C.Cc1cccc(C)c1
174,
175,CCCc1ccc(CC)c(CCC)c1.O.c1ccccc1
176,co
177,C.CCCc12cc(C)cc(C)c1c2
178,C.C.Cc(Cl)c-c1ccc(C)cc1
179,C.Cc1ccc2(cc-2)c1.Clc1ccccc1.F
180,C.C.Cc1ccc(-c2cccc(Cl)c2)cc1
181,CC.CC(cc-c1ccccc1)CCl.CC1Cc12ccc1cccc1c2
182,C.cc(C)cc1ccccc1.ccc
183,C.CCC(C)Cc1ccccc1.F
184,C.ClC1CC1.Oc1ccccc1
185,CCCC.Clc1ccc(Cl)c2nc3c4(cc12)ClC34
186,C.Cc1ccC(CSc2cccn(-c3ccc(Cl)cc3)c2)nc1.cc
187,CCc1cc(C)c2c(C)cc(CC)c2c1.F.c1ccc(C2CCC2)cc1
188,C.O.O.cc-c1ccccc1
189,ccC
190,C.CC12CC1CCC2c1ccc(O)cc1.F
191,cc
192,C.Cc1cc(Cl)ccc1N1CCCCC1
193,CC.cc
194,C.C.C.F.c1ccccc1
195,C.Cl.OCCCOc1cccc2Cc-2c1.OCc1ccccc1
196,C.C.C.Cc1cc(Cl)cc(-c2ccccc2)c1
197,CCc1cccc(C)c1
198,C.CCl
199,C.C.CCCc1cc(C)c(C)cn1.Cc1cccc(O)c1
200,CC
201,C.CC.CCc1ccc(Cl)c(O)c1
202,CcccS.cc1c(C)c-1
203,C.C.CC
204,C.CC(C)c1ccccC23CC2c13
205,C.CC.CC(C)C.CCC.Cc1c-cc(C(C)C)cc1
206,C.CccC
207,C.Cl
208,C.O.ccc1(ccC)CCc-1c(c)C
209,C.COc1cccc(C)c1.Cc1cccnn1
210,CC.CCCC.Fc1cc2c(cc1-c1ccccc1)Cl2
211,C.CCc1cccc(-c2ccc(C3CC3)cc2)c1.Cc1ccc(O)cc1
212,C.CCCCC1C2CC12
213,C.CCc12cc1c1cc3c(cc1[nH]2)Cl3.O
214,CCOc1ccc(CC)cc1.Cc1ccc(C)cc1
215,CCc(c(C)Cc1cccc1C)-c1cccc(Cl)c1
216,CC.CCc12cc3c1c3(C)c(Cl)c2C.Fc1ccc2c(c1)Cl2
217,Cc1nc2c3cc2(ccc3CCc2cccc(CC(O)CCCC(C)F)c2)[nH]1
218,C.C.C.C.C.CCC.Cc1cccc1
219,Cc1ccc(C)cc1
220,C.ccC(C)C1CCC1
221,CC(C)c1cccc(C2CC2)c1.O
222,C.C.C.CC
223,C.C.CC.CC(C)c1cccc(C)(C)n1.O
224,C.CC(C)c1cccc(S)c1.FCc1ccccc1
225,CCc1c(-c2cccc2CC)CC1.Cc1ccccc1
226,C.cc.cccc(c)-c1cc2(-c3cccc(C)c3)c3cc1c32
227,C.CCCc1cccc(Cl)c1.CCn1cccc(Cl)c1.CO
228,CCC(C)Cl
229,C.Cc1ccc2c(c1)S2.O
230,C.CC(C)C1(C)CC1.F.O
231,C.OCc1ccc(Cl)cc1.Oc1ccc2c(Cl)cc(O)cc2c1
232,C.C.C.C.C.C.CC.CCC.O.ccccC(C)C
233,CCccCCCC1CS1.Cc1cnc(-c2ccccc2)c1.F
234,C.C.CCC1CCCCCC1
235,C.O.c1ccc2(cc1)Oc-21ccc(C2CC2)cc1
236,C.Cc1c2ccccc2nc-c1(C)C.O
237,C.CC
238,C.C.Cc1ccsc1.cc(Cl)c(CC)c12cc1S2(C)C
239,C.C.CCc1cccc(CC)c1.O
240,C.C.C1CC2CC34CC3C4CC12.CCC(C)c1ccccn1
241,C.C.ccc(cC1OC1S)c(C)ccCC
242,CCc1cc(Cl)n2c34c1c23Cl4.Cc1ccccc1C(C)CN
243,C.Clc1ccc(C2CC2)c1
244,CCccC1CC1.cc1Cc-12ccc13c(c2)c-12OC23
245,C.C.CCC.cc
246,CccO.F.c1ccccc1.ccCC
247,C.C.O.O.ccc(cc)-c1cccc2c-c12
248,C.CC.CCC
249,C.C.C.CO
250,CCOc1ccc(Cl)c(Cl)c1.Cc1c2cccn12
251,C.C
252,C.CCCCC
253,Cc1ccc(CCc2cc(C)nc(CC3CCCC(Cl)C3)c2)cc1
254,C.COc1cc(COc2cccc(Cl)c2)ccc1O.O
255,C.C.cccc(C)-c1cc(C)c(c)c1
