,SMILES
81,CC#C#CC(C#C#N)NCC1(NCC2CC2)CCOC1C.COC(O)O.O.O=C(O)C=CC=C(CO)OCO
82,CCC(=CC#N)CSC(=CC1NNCC1C)CO.COP(=O)(O)OCCOCC#CCO.NC(N)N
83,NC#CC1CCC=C2NC(O)=CC=C21.O.OC(O)=C1CC1.OCCC1CC1.ON1CSCO1
84,CCCCNC=CCCl.CNC1CN(C#CC=CCCC#CCC=CCCCCC2CO2)O1.OC=CCN(O)O
85,CSC(O)NC(C=CC=C(C)C)=CCCl.OCCO.OCNNOC=CNO
86,CCC(CNN)Nc1nc(Cl)nc(N2CC2C)n1.CCOC=CNC(O)OCO.OCCNCO
87,C=CC(S)C=CC(C)=C1NC(N)CS1.N#CC#CCCNCCOCCl.OCC(O)O
88,C.CC(NC=CO)c1nn(C)[nH]n=1.N=C(N)SCCSCCSO.N=C1CS1.O
89,C=CCC1CC(CCC=CC[SH](C)C)(C(N)=O)C1.CC(O)C(O)O.CCCO.O.O=P(O)(NO)OO
90,COC(NO)N(cn)C(S)C#N.Cl.ClC1=NCNN1.OC1C(O)C1(O)O.OCC(O)O
91,CCCNC(C#C(C)O)=CCCSSCO.NC1NNNN1.O.OCCO
92,CC(O)C(C=CS)=CC(C#N)=CCS.CCC#N.O.OCCN(O)CO
93,C1COCCN1.CC(O)C(N)SCCC#CCO.CCn1nc(NC(=N)CO)n(C(C)(C)CCCN)n1.CN
94,C#CC(N)N.C=CC=CC=O.CONC(N=CCN)=NCC=CCO.NCS
95,C=O.COC(=O)O.CSc1nnn2c(n1)SC(N)=N2.NCCCC#CC#CCCO.O
96,CONCCO.N=CNC1=NC2=C3C(CN3Cl)C(C3NCCN3)=C2=N1.NCCC=CC1OC1CCO.NCNO
97,N=C[SH](CCSCSNO)C1CC1.NN(S)N=CN=CS.OCC1CC1
98,N#CC=Nc1nc(Cl)nc(S)c1F.NC=CO.OCCC=CC(O)SCO
99,CCCC.N#CNCNCC#CCC#CC1CC1.NCN.OC=C(O)CO.OC=NCNO
100,CC.CCCC=C(C)COC(Cl)=C(C)O.OC=CCC=CN=CCO.OCNO
101,C=C(C=CNCCC=C(NC(O)CNC)c1nn(C2=CC2)n[nH]1)CSCc1nnn(N)n1.C=O.OCC1OC1O
102,C.O=P(O)(O)OO.OCC(O)OO.OCC1CN2C1=CC(C#CC1=C(CCS)Cl1)CNC2C(O)O.OCC1CO1
103,CO.COC1CC1C=C(CCCC#N)N=CC#CCC=O.O.OCC=COC(O)CCCCNOO
104,CC=CO.NC#CCn1csc(N2CCCCC2)n1.OCC(O)CO.OCSCCOCC(O)OO
105,C=C(C=C=CCC=C(O)C(O)O)CO.C=C(O)NCC(=O)c1ccc(OC)cc1.NC(N)=NO.OCCN(O)O
106,CCC1C(C)N1C=C1CCN(O)C(N)N1C(C)C.COC(Cl)CNC1=NCC(=OC)N=C1.OCCO
107,CC(C)#CC1CC1.N#CC(O)=[SH]CCCCl.O.OCC=CCCC(O)O
108,CC(O)CC(C)C(O)CNC(C)CO.CC1Cn2c(SCC#N)nn(C=CNO)c2NC1N.CCC(O)O.S
109,CC1=C(O)C(O)NC(Cl)C1C(=O)NC(=O)CCl.CCC(O)O.N=C(N)NCC=CC=CCN1CCNO1.OO
110,CN=C(C#CCO)C(=O)NC1CC(N(N)C#N)C1.N#CC1CC1=CNN(=S)NNCO.N#CCCCO
111,CCCOC(CNC#N)SCSCN.CSCO.NC(O)O.NCCCCO
112,C.CCNC(CC)=NCCN.COSCS.N1C2NC12.SCNC1CC1
113,C#CC(C(N)=S)N1NC(CCC)=C(NC=N)N1.CSC.NC=NNO.O.OCCN1CCC(CO)C1
114,C#N.C=C(CN)OCCC=CCCO.CC.CCNc1ccn=C2N=C(N)NNc12.O=C(O)OO
115,CC(C)O.CCCC=C1N=C(NCC)NC(N(C)C)=N1.OC1CO1.OCCC(O)OO.OCNC1CO1
116,CC(O)CO.CCC(CCSC=CCS)NC.CCC(N)NO.COCNCS.N
117,CCCCCCC1ClC1CO.CN.COC(OO1CN1)N(C=CCN)C1CC1CN.N.NC(O)CO
118,CC.CSC1CN[SH]=C(N(CCCCl)C(C)C)C1Cl.NCNNNO.OC(O)CCNOC1NC1O
119,CC(=O)C#N.CCC#COCC(=O)N1C(=CCO)C1COC.COCC(O)O.COOOP(=O)(O)OO
120,C#N.C=CC#CNc1nc(CO)nn1CNC(C)=N.CC.OCN(O)(O)O.OCNCCCl
121,C=O.CC#CCc1nc(=N)n(CC2NC2NC2CC2O)n1.CONCO.NOCC(O)NCNC(O)CO
122,C=CCS.CCCCN.CCS.CSCC#C=C(S)NCN.O.OC1CC1
123,C1=CNCN1.CSC.N#CC=CCC(=CNC1CC1)NC=CC1CC1.OCCCOCNS(O)(O)O
124,CC=CCC(CC(C)C#N)=C(CC)CCSC.CCC1CC1CCC=CNCO.OC=CC1CO1
125,C=CCC=C(NC(N=CC)SCC)OC(=O)C(CO)OC.CC=C#CC#CC(=NCCCONC(=O)NO)NO
126,N#CC(Cl)=CC1=C(C#CCO)C1C#CO.NC(CO)CO.OCC(CO)NOC=CC(O)Cl
127,CCO.CN.NC=COCCCO.NCNO.S=CC=CC=COC=CS
128,CC.CCCCCO.CCCNN(C(=O)C=O)C1CO1.CCN.OCCCSO
129,CCCCO.CO.NC(N)N.OCSCCCC=CC(CO)C(O)Cl
130,C=CO.CCNNC(=NCSC)C(N)=S.N=C(NO)NN=O.NO.O
131,C1COO1.CC.CC#C(C#CC(N)NO)C1=NCC2(N)C=N12.COC.O=CCCCN[SH](=O)(O)CO
132,CC(C)=N(c1cc(NC#N)c(C)cn1)C1CC1.NCC(O)NCSCCC=NO.O.OC#CCO
133,CC#CN(C[SH]=CC)NCC.N#CN.NCNC(=O)O.OC=CCO
134,CC(O)CCCCCOC(CO)=NNO.CCCCC(=NNCCCN)c1cnc(N)cn1.NCNO.NO
135,C=CC=CCC.N=CC#CC=CNNC(=N)N.NC#CC(=CCNC(=O)NCS)C1CNC(N)CN1.O
136,C=CC1CCS1.CCCCOC1=CC(C2=CcnCC2)=CC2=CN2C1.NC(=CNNNO)NCC1CN1
137,CSCC1C(=CC#CO)N1NC#N.N#CCCO.OCNCCCCCCl
138,CC1=c(N)nn=C1C=CC(O)NC=CNC=N.CN[SH]=CN.COC=CNC=C=CCCCO.SC1CC1
139,CCCCCC(=O)C=CC(O)N1CCN1C.CN.N.OC=CONO.ON=CC(O)O
140,C1CNC1.CCC=CN=C(C(=O)O)N1C(C#N)[SH]1CC.O.OC=CC=CC=CCCO
141,CCC=NN(Cc1nc(S)ccc1C#N)NC#N.NC#C#CCO.NNC(=O)NCCCNC(CO)C(O)O
142,C1CC1.NC=CC#CCN=CNC(CO)=Nn1nc(Cl)n[nH]1.OCCOCCOCCOCO.ONCC(O)O
143,C=C.C=NCCC[SH]=C(CC=N)C(=N)NCC.CCO.CSCO.OCN1CO1.ONCCSC=COO
144,CCC#CO.CCCC(CNC(C)=C=C1CC1SCO)NN.CCSCC.OCCCCO
145,CC(C)=C(CO)NC(=N)N.N=CN=S.NO.O.OC1CC1.OCCO
146,CC(C#CNC(=O)NCN)=CO.CC1(N)CC1C1CN1c1nsc(NO)n1.CCN(O)O.N#CN.O=C(O)CO
147,CSSC(CCN)NC(N)NOCS.OCC(O)O.OCC1=C(O)O1.OO
148,CSCCC(N1C=NCN1)[SH](C)C#N.O.OCC#CCO.OCCC=S
149,CC(O)C=CNC(C)N.N=CCSCCCN.NC(N)N.OCC=CC=CC=C1CO1
150,C.CNC(NCN)NN=CCCC(O)O.N#CC#C=C(=NC=CCCO)NNC=CO.NC#NO
151,CCS.COC=CCNC1=CC1.OC=NNNO.OCS.O[SH]1CC1
152,C1C2OC12.C=C.CC(CCCN=CCCO)OO.CN1C(N)=NC(CNC(=N)N)C2CC21.NO
153,COC(=COCl)CSC1C(CC=N)C1P(C)O.O.O=CCOCCCC=CC1CC1
154,CCCSCCN1C(CCl)C1(O)CC(O)NOC.N=C1NN=N(N)N1.OCC(O)=NOCC=CC1NnsN1
155,CC.CSCSC.N=CCCC(O)C(O)N=CN.NC=CCOCCO
156,CCCC=C(C)N(O)CCC=CS.CN(C)C.N#CCC=CCCCO.NC(N)=NO
157,CC=CCC=CC=C(C=CC(O)C=CC)C(=CN)CC(C)C.O=P(O)(O)C(O)CCl.OC(O)C1OO1
158,CC(O)C(CCOCNO)CC(=N)N.CCNCC(=NOC1CS1)NN=C(N)CSO.OCCO
159,CC(O)NCN.CO.N#CCC=CNO.OC=C=CC=CCCO.OCCOCCNO
160,CC(CN(O)COCC#CN)OO.CCC1=CCC(C)(CO)C(NC(=N)NC)=C1.Cn1nnnn1.NCCPO
161,CC#CC(CCCOC)NC(=NC(N)N)NCO.CCN(O)OCCCCO.OC1C2C(O)C12
162,CCNNCCCSC.Cl.NC(O)CNO.OC=CCO.OC=CO
163,COCCCCNCO.CSC(C)C(NC=N)NCCO.NN.O=CS.OO
164,C1=NCCN1.C=CC(C(=CO)COC(O)C(O)NO)C1CO1.CCN.NC(=O)NCCSCCCO
165,C.CC=CCCCNCCNC1C2CC21O.NCCCCC=CC=CC=O
166,C[SH]1CC1.N#CCCNC(N)NCC=CNO.OCC(O)O.SC1CC1
167,C#CC(=O)N(=C=CC)NNC=CCCCO.CCC#N.CCN(CC)CCO.N#NNCN
168,C=CCNC1=C(NC(C#CO)NC#CC=[SH]CCCC)CN(C(=N)N)C1O.N#CNC(=N)N.OO1OP(O)(O)=O1
169,C=CCN.CC1=C(CC#N)CC(C(N)NC(N)N)C(Cl)=N1.O.O=[PH](O)NCCNC(CO)CO
170,CC.N=CC=NC1CC1CC(=O)NC(Cl)CCO.NC1CC1CCOC(=O)C#NO.OCC(O)O
171,C.C=C(C)=O.CCN(C1NNC(N)S1)O1CC1.CN(CCO)CCC=CN.N#CN
172,C#CCCNCONC(=N)N.CCCC[SH](C#N)CCC(C1CC1)N(C#N)CC.NCNO.OO
173,N#CC(=NC(NCCO)SS)NC(N)N.O=C(O)N=CO.OCC1CO1
174,C=C(C=CCN)C1=C(SC)NC(SC)N1.N=CS.OCC=CC=CCOCO.ONC1NN1
175,CC=CC(NC=C(O)C(O)CCl)=[SH]CC.NC(N)N.OCNCCCC=NNC(O)O
176,C1CC1.CN.COC=CCCCCC=CNCO.N#COCCN1OC1NCC(O)O
177,C=CCNC(=O)C1CN1C(CS)C(N)N.CO.NC=CO.O.OCCCSCCO
178,CC=CC=CC.CSCNNC(N)NO.N#CC(=N)C#CC#CCC=CO.O
179,C1CC1.COC=CO.CSC=CC(C)(=N)NC(C#N)SC.OCCNO
180,CC1NC=C(C=C=N)N=C1C#N.CCCC#N.N#CC(N)N.OC=CNCO.ONCS
181,CCCOc1ncc(C(C)=NON(O)CN)nc1CC=N.NC1(NO)CC1.O=N(C=CC#CNCOO)COO
182,CCCCOCC1=C(C=CO)C1.CSCCCN.N#C1CN1CCO.OCNOO
183,CC#CC(=CNCCC)NC(C)SO.NOC#CC=CCCCNCCO.OCCl
184,CSC(CO)C[SH]=CC#N.Cl.NCCO.OCC=CNCCC=CNO
185,CCSC(C#CO)C=C(C(C)C)C(C)CO.NC(N)C#CNCC=CO.O=CNO
186,CCC(CNCNC=CN(C)C)N1CC(C)NC(O)C1.NC1nnoN1.O.OCC(O)CCCC#CNO
187,CC=NC(=NNCC=C1CC1=C=C=N)NC.COCNCCSCCOO.NC(N)NO.O
188,CC#CC(C)SCC(C#CCCC)C=CC1CC12CO2.OCCNO.OCNCCO[PH](O)(O)O
189,CCC#CCCNCCN.CSCNC(O)C(C)NC(N)Cl.N=CN.O.SCC1CO1
190,CC.CSCC(=O)N(C=C=CSCN)C(C)O.OC1C2OC12.OCNONNCl
191,C=CNC(=S)N=C(C)NCCN.CSCCCO.NC=CNO.OCC(O)CO
192,CC(N)O.COCCCNC1C(C)C1O.N#CN.OC(O)CCCCCNN(O)Cl
193,CO.N#CNNC(CN1CC1N)N(Cl)CC1C[SH]1C#N.OCCOC(O)COC1CC1CCNO
194,CC(=CCN)CC#CC(CCOS)C1=NNCS1.CCOCO.N=CN.OCCCNCO
195,N#CC#CCC1CC1C(=NCN)N1CNC(=N)N1.NC(N)NO.NCC=CCNCCCNC=O.ONCNO
196,C=N(CCCC)(NC(C)=O)NC(CCCNC=O)NC(N)C#N.NC(N)=NCCNO1NCCN1.OOC(O)O
197,CC.CN(C#N)C(S)CSCCN.N=C(N)N.OCCCCC[SH](O)O
198,CN.NC(O)NC(N)C1(CC2CC2)CSON1.NN(=O)OCC=CCO.NNNCS.OCC(O)O
199,CC(C)NNC(SNCC#CCO)=N1CN1C(O)CO.CO.NC(O)N(O)O.NCCCOCCCCCNO
200,C=CCO.CCCSC=CC=N.Cl.N.NCN=CCCOCCO.O
201,CC=CCCCCCO.NCNC(=Nn1ncnc(N)n1)NNC(=O)C#CC=CO.O.OCC(O)O
202,C1CN1.CCN.CCNCCCCNCO.O=C(C=CCCCl)C1CCN1O
203,CC#CC(NCC)OCC(O)C(C)O.CC(CO)CO.O.OCC#CC=COCCNCO
204,CCC=C1C(C2CC2)N1COC(C)=O.NO.O=C(NO)C1CCl1.OCCO.OC[SH]1CC1[PH]1(O)OO1
205,C=O.CC=CC(O)=CCCCCCCN=CC#CC=CCC(=CC=CC#N)CNCCO.CNC(N)N
206,C=CC1N=C(C(=O)C2C(N)C2(C)O)CN1.CSNO.Cl.NCCC(=O)O.NCNOO.OCO
207,CCCCC1OO1.CO.N.NC(=NCCCl)NC(=O)S.NC=CN.NS
208,CCC(C)NC(=NC=C=CS)NOC.CCCO.NCCCC=CC=CC#CO.O
209,CC=N.C[SH](C#N)C(=O)NC1NCN=C(N)N1.NC(O)CO.NONCO
210,CCOCCO.CCOOC.CN=C(C=CCN)C=NC(=O)S.NC(N)NO
211,CCCO.CSCCSC=C1CN1.N#CCCC=CO.N1[NH2+]O1.NS
212,CCC.CO.N#CCC(O)OCNCCC(=CO)P(O)O.N#CNCc1nnn(CC2CC2)c1C1=CCNCC1
213,CNC(O)CCC(SC)C(=S)NC#N.N=CCCCCNCS.OCC(O)O
214,CC(O)C#CC#CCON.CC(O)C=CC(CO)CC(C#CC#N)c1nc(N)ns1.OC1COCO1
215,CC1CC1CN.CNC#N.N=CNCCN=C(NCCl)NC(S)=NCN.NNNN
216,C.C1C2OC12.CC(CO)Nn1nc(C=CCS)cn1C.O=C(C=CCCO)NNCO
217,C=N.CCO.CSC=CCCCC=O.O.O=CC1=CC(Cl)C(O)C=C1.OCS
218,N#CC1=C(NC2=NCC=C(Cl)=N2)C1.NC(O)NO.NCCNC(N)N=CC=CO.O
219,CC#CC(CC)N(CO)OC=CCCCCO.CN(C#N)CO.CO.O=CCOC=CCO
220,C#CCC=CN.CCC#NNC(=NCSCN)NCCCC=CCC.OCNO
221,C=CCO.CC(CO)CC=C=C=CCOO.CC1CC1NCC(C)(O)C(C)NC=CC#N.OCO
222,C=CCC=CNNC#N.CSCC(=O)N1C(Cl)C1(CCl)NO.NON(O)C=O.O
223,CCOS.CN(CO)CCCO.N#CCNCCN(O)C(N)NC1CC1.SC1CC1
224,CC(CO)CCNC1=nc(S)nc(Cl)=C1C#N.OC#CN=COCCCO.OC1=C2(CN2)N1
225,CNC(N)NC(=CSCCSC)C(=O)Cl.N.NCNCC#CC#CCCCO.O
226,C1CC1.C=CCN.N.N#CC(O)CO.N=CNCC=C(C#CCCO)CCC=O
227,C[SH](CCSCN)COCO.NC#C(N)N.NN.O.OCCC1CC1O
228,CC.CC(O)C(=C=O)C(=O)N(C)CCN.CCC.ONCCC=CCCONO
229,Cc1nc(NN2NC(N)N(N)C2N)nn1C#CSNNO.NC1CC1.O.O=C(NCCN(CO)C1CO1)C1CC1
230,C=C=CC1N2C(#N)C12NO.CC.O.OCCSCCCCNO.SCCl
231,CC.CCCCNC(CCC)CC(CO)=C(O)NO.N#CNC1CO1.NC=CCCC=CCNC(N)O
232,CCC1=C(C=CC2CC2NC(CO)OC)C1CC(O)CCl.NC(O)C(O)O.NNCCCCNCCN[PH](=O)O
233,CC#CN(CCS)C(=O)NC(C(=O)NCCCO)C(C)C.O=C(N=CNO)N=CC1OC1CO.O=C(O)CCO
234,CCSCNC(=S)N1C(CCN)C1NNCC#N.NC(CO)=NCS.O.OCC1CO1
235,CCCn1nnc(N2CC2CO)n1.N#CC(=N)NC1C(C#N)CC1CCCNC(=O)SCl.OCCN(O)O
236,CC=CCC=CC=O.CCCNC(=O)C(=O)C(=CNN(=O)C(O)Cl)OCCO.OCC1CC1.OCCCNO
237,CC(O)C(CO)OC=CCCO.Cn1cnc(NC(Cl)C(O)OO)c2c1C(N)=NC(Cl)S2.OCC1CC1
238,C.Nc1nc(NN=C2NCNC(N3CCClC3)N2)=[SH]N1.OCCC=CC=CCOP(O)O.OCCNO
239,C1NS1.C=CSCNC(=CN)NCC.N#CN1CC1CO.O.OCCO
240,CCC.CSC(=O)CCN(CC1CP1)C(=O)NC=O.NCCCN=C(O)NCCC(O)CO.ON=CNO
241,CCC.CCC=CC=CCC(O)CN.N#CC(Cl)c1nc(C2CCO3OC23)ns1.OCC1CO1
242,C=C1OC1(CN=C(N)NC#N)SC.CCO.NCCNCCC=CO.O.O
243,CC#CC.CSOCCCO.N#CNCC(N)CO.OCC1CC1.SCCl
244,N#CCCOCNC(N)CO.N=CN(CCCl)CCSCCNSN.N=CO
245,NCCC1OC1C1CNC1.NCN.O.ONC1NCS1.ONCOCCC#CC1NO1
246,CC[SH](CCOCO)CC(=CC=CCO)OC.N.O=C(CCONC#CNNO)NO
247,C=C.CCC=CC=CNO.CSC(O)COO.NCCO.NCNO
248,C1CC1.CC#CC1N(CN)N1CO.NS.OCC1CC1.OCCO.OCOO
249,C.C=CC(O)=CO.CC.CCO.NC(N)C1COCN1C1CC1=CO.OCC=CCO
250,CCNCC1C(C=CN(O)C(C)CO)C1CCl.O=C(NO)NC=CC(O)CC(CO)CO.OCOO
251,C1CS12CC2.CCC(O)C(=CN(C)N)ON(O)OC.CN.O.O=C(O)NNCCCC(O)CCO
252,C=C.CC=CCC1=CC(C(N)O)=NC(Cl)=C1.CN1N=CNC1=N.OCC=CC=CCCNO
253,C#CC(=S)NNNC(S)NS.CO.NC(N)=CC=CC=CCC(O)O
254,CCCCC(C)NC(=O)C(OC(Cl)C(N)Cl)SC.NO(O)OOC=C(CCCCO)NOC(=O)NO
255,CCCCCNONC(C=O)CO.CCO.CN.CSN=C(NC1C2CC21)N(C)O.NCl
