SMILES,DS
CCC1=C(C)NNN=C1CCCN1CCCc2ccccc2CC1=O,-9.535
CCC1=C(C)NCC=C1CN(C)N1CCCc2ccccc2CCC1,-9.529
CCCC1C=NC(=O)CN=CCCC=Cc2ccccc2C1,-9.527
CCC1=C(C)NNC=C1CC(C)N1CCCc2ncccc2C2C=C21,-9.516
CCC1=C(C)NCC(NCCN2CCCc3ccccc3CC2=O)=C1,-9.501
CCC1=C(C)NNC=C1CCCN1CCCc2ccccc2CC1=O,-9.501
CC1CN=CNCCCCC(=O)NCCC(CC=CC2CC=CC2)C(C)C1,-9.497
CCC12C=CCC3CCCCC3CC(C)CC1=NCC=CC2,-9.496
CCC12C=CCC3CCCCC3CC(C)CC(=N1)CC=CC2,-9.493
CC1=CC(C)CONNCCCCCCC(C)NC1CC=CC1CC=CC1,-9.48
CCC1=CC=COC(O)CC2C(=O)C(=O)C=CCCCC2NC=C1,-9.469
CCC1=C(C)NCCN1CCCN1CCCc2ccccc2CC1=O,-9.465
CC1CC=NNCCCC(=O)CC(C)NC(CC=CC2CC=CC2)C(C)C1,-9.45
CC1CC=NCCNCCC(=O)Nc2cc(ccc2C2CC=CC2)C(C)C1,-9.439
CCC1=C(C)NCC=C1CN(C)N1CCCc2cccnc2CCC1,-9.435
CCC12C=CCC3CCCCC3CCCCC(=N1)CC=CC2,-9.419
CC1CC=NCCNCCC(=O)NC2CC(=CC=C2C2CC=CC2)C(C)C1,-9.414
CCC1C(=O)NCC2=C1C2N(C)N1CCCc2ccccc2CC1=O,-9.414
CC1CCNNCCCCC(=O)OCCC(CC=CC2CC=CC2)C(C)C1,-9.407
CCC1=CC=CCC(=O)NCCCC(=O)CCCCCC=C1,-9.403
CCC1=C(C)NCC=C1CN(C)N1C=CCc2ccccc2CC1=O,-9.38
CCCC=C1C(=O)C(C)N2Cc3cc(C)c(CC)cc3CNC(O)C12,-9.365
CCC1OC(CC(C)N2CCCc3ccccc3C3C=C32)CNN1C,-9.359
CCC1=C(C)NNN=C1CC(C)N1C=CCc2ccccc2CCC1,-9.349
CCC1C(CN(C)N2CCCc3ccccc3C3C=C32)CNNN1C,-9.348
CCC1=C(C)NCN=C1CCCN1CCCC2=NC=CCC2C2C=C21,-9.338
CC1CC=NCCCNCC(=O)C(C)NC(CC=CC2CC=CC2)C(C)C1,-9.335
CCC12C=CCC3=CCCCC3CC(C)CC(=N1)CC=CC2,-9.33
CCC1=C(C)NCC(CC(C)N2CCCc3ncccc3C3C=C32)O1,-9.324
CCC1=[N+](C)NCC(NCCN2CCCc3ccccc3C3C=C32)=C1,-9.322
CCC1=C(C)NNN=C1CCCN1CCCc2ccccc2C2C=C21,-9.321
CCc1ccc2c(c1)COC(O)CC1C(=O)C(=O)C=CCCSC21,-9.319
CCC1=CC(Cl)NC=C1CCCN1CCCc2ncccc2CC1=O,-9.315
CCC1=C(C)NNC=C1CC(C)N1CCCc2ccccc2CC1=O,-9.311
CCC1=CC=COCNC2C3CCCCC(NCC1)C2C(=O)C3=O,-9.31
CCCC1C=CC=NCN=CCCCCc2ccccc2C1,-9.304
CC1=CC(C)CONCCNCCC(=O)NCCC1CC=CC1CC=CC1,-9.297
CCC1C(=O)NCC=C1CN(C)N1C=CCc2ccccc2CC1=O,-9.295
CCC1=CC=CCC(N)CCC(=O)c2ccccc2CC=C1,-9.281
CCC12CCCC3CCCC=C3CC(C)CC1=NCOC2C,-9.28
CC1CC=NCCCCCC(C)C(C)CCC(C)C1,-9.279
CCCC=C1C(=O)C(C)C2CC3=C(C=C(CC)CC3)CNC(O)C12,-9.273
CC1CC=CNCCCCC(=O)NCCC(=CC=CC2CC=CC2)C(C)C1,-9.272
CCC1=C(C)NCC=C1CN(C)N1CCCc2ccccc2CC1=O,-9.269
CCCC1CCC(=O)NCCCCCCc2ccccc2C1,-9.26
CCC1=C(C)NNC=C1CC(C)N1CCCc2ccccc2COC1,-9.259
CC1CC=NCCSCCC(C)C(C)NC(CC=CC2CC=CC2)C(C)C1,-9.256
CCC1=C(C)NCN=C1CCCN1C=CCc2ccccc2OC1=O,-9.253
CCC1=C(C)NNN=C1CCCN1C=CCc2ccccc2C2C=C21,-9.252
CC1CC=CCCSNCC(=O)C(C)NC(CC=CC2CC=CC2)C(C)C1,-9.238
CCC1=[N+](C)NCC(NCCN2CCCc3ccccc3CC2=O)=C1,-9.237
CCC12C=CC=C3CCC=CN3CCCCC(=N1)CC=CC2,-9.236
CCC1=CC=CCC(=O)CCCCC(=O)C(C)CCCC=C1,-9.235
CCC1=C(C)NNN=C1CCCN1C=CCc2ncccc2C2C=C21,-9.231
CCC1=C(C)NCCN1CCCN1CCCc2ncccc2CC1=O,-9.23
CCC1=C(C)NCN=C1CC(C)N1C=CCc2ccccc2CC1=O,-9.229
CC1CC=NNCCCCC(=O)NC2C=CC=C(C2)C(C)C1,-9.229
CCC1=C(C)NNC(CC(C)N2CCCc3cccnc3CCC2)=C1,-9.213
CCC1C=C(CN(C)N2CCCc3ncccc3C3C=C32)CNC1=O,-9.208
CCC1=CC=NCC(C)CCCCC(=O)CCCCCC=C1,-9.205
CCC1=C(C)NNCC1CC(C)N1CCCc2ccccc2CC1=O,-9.196
CCC1C(CN(C)N2CCCc3ccccc3C3C=C32)=CCNN1C,-9.195
CCC1=C(C)NN[O+]=C1CCCN1CCCc2ccccc2CC1=O,-9.187
CCC1C(=O)NCC=C1CN(C)N1CCCc2ccccc2OC1=O,-9.18
CCC1OC(CC(C)N2CCCc3ccccc3CC2=O)CNN1C,-9.179
CCC1=CC=CCC(=O)CC=CCC(C)CCCCCC=C1,-9.176
CCC1=C(C)NNC=C1CC(C)N1C=CCc2ccccc2CCC1,-9.169
CCC1=C(C)NNC=C1CC(C)N1CCCc2ncccc2CC1=O,-9.151
CCC1=C(C)NCCN1CCCN1CCCc2ccccc2OC1=O,-9.142
CCC1=[N+](C)NCC=C1CN(C)N1CCCc2ccccc2C2C=C21,-9.142
CCC1=[N+](C)NCN=C1CCCN1C=CCc2ccccc2CC1=O,-9.138
CCC1=C(C)NNN=C1CCCN1CCCC2=NC=CCC2CC1=O,-9.137
CCC1C(CN(C)N2CCCc3ccccc3CC2=O)=CCNN1C,-9.133
CCC1=C(C)NCC=C1CN(C)N1C=CCC2=CC=CCC2CC1=O,-9.129
CC1CC=NCCSCCC(=O)C(C)NC(CC=CC2CC=CC2)C(C)C1,-9.124
CCC1C(=O)NCC=C1CN(C)N1CCCc2ccccc2C2C=C21,-9.123
CCC1=C(C)NNN=C1CCCN1C=CCc2ccccc2CC1=O,-9.123
CC1CC=NCCNCCC(=O)C(C)NC(CC=CC2CC=CC2)C(C)C1,-9.112
CCCC=C1C(=O)C(C)N2Cc3cc(C)c(CC)cc3NOC(O)C12,-9.109
CCC1=C(C)NNC(CN(C)N2CCCc3ncccc3CC2=O)=C1,-9.108
CCCC1C=NC=CCN=CCCCCc2ccccc2C1,-9.102
CCCC=C1C(=O)C(=O)C2Cc3cc(C)c(CC)cc3NOCOC12,-9.101
CCC1=[N+](C)NCC(NCCN2CCCc3ncccc3C3C=C32)=C1,-9.098
CCC1=C2C=CCC(=O)CC=CCC2(O)CCCCCC=C1,-9.098
CCC1CCNC2CCCCCC(=O)C(C)C2NC(F)OC(=O)C1,-9.096
CCCC1=CC(C)CCC(C)C(C)CC(Cl)NC(=O)CC1,-9.094
CCC1C(=O)NNN=C1CCCN1CCCc2ccccc2CC1=O,-9.091
CCCC=C1C(=O)C(C)N2Cc3cc(C)c(CC)cc3NOC(=O)C12,-9.091
CCC1=C(C)NNC(CC(C)N2CCCc3ncccc3OC2=O)O1,-9.084
CCCC1CNC(Cl)CCCCCCCc2ccccc2C1,-9.084
CCC1=NCOC=C1CN(C)N1CCCc2ccccc2CC1=O,-9.08
CCC1=C(C)NNP=C1CCCN1CCCc2ccccc2CC1=O,-9.08
CCC1=CC(Cl)NN=C1CCCN1CCCc2ccccc2CC1=O,-9.076
CCC1C=C(NCCN2C=CCc3ccccc3OC2=O)CNN1C,-9.067
CCC1C(CN(C)N2CCCc3ccccc3OC2=O)=CCNN1C,-9.066
CCC1C=C(NCCN2CCCc3ncccc3CC2=O)CNC1=O,-9.063
CCC1=CC=CCC(N)OC(C)CN2CCCCC2CC=C1,-9.061
CCC1C(CCCN2C=CCc3ccccc3OC2=O)=NNNN1C,-9.059
CCCC=C1C(=O)CCC2CC3=C(C=C(CC)CC3)CNCOC12,-9.053
CCC1=C(C)NCN=C1CCCN1CCCc2ccccc2OC1=O,-9.042
CCC1=C(C)NCN=C1CCCN1C=CCc2ccccc2CC1=O,-9.039
CCC1CC2=COC=C1NC=CCCCCc1ccccc12,-9.035
CCC1=C(C)NNC(CC(C)N2CCCc3ncccc3COC2)=C1,-9.032
CCC1=CC=CNC(CNC(C)CCC(C)C2=CC=CCC=C2)=C1,-9.029
CCC1C=C2NC=CCNCCc3ccccc3CC1CN2,-9.024
CCCC=C1C(C)C(=O)C2Cc3cc(C)c(CC)cc3CNCOC12,-9.023
CCC1=[N+](C)NCN=C1CCCN1C=CCc2ccccc2OC1=O,-9.007
CCC1=[N+](C)NNN=C1CCCN1CCCc2ccccc2CC1=O,-9.007
CC1CC=CCNCCCC(=O)OCCCC(C)C1,-9.006
CC1CC=CNCCCCC(=O)C(C)NC(CC=CC2CC=CC2)C(C)C1,-9.003
CCC1=C(C)NCCN1CC(C)N1CCCc2ccccc2OC1=O,-9.003
CC(=O)CC1CCC(=O)NCC=CCOCc2ccc1cc2,-9.002
CCC1=[N+](C)NCN=C1CC(C)N1CCCc2ncccc2C2C=C21,-9.001
CCC1=CC=CNC2=C1C2CC(=O)NCC(C)C1=CC=CCC=C1,-9.0
CCC1C(=O)NNC=C1CC(C)N1CCCc2ccccc2CC1=O,-8.998
CCC12C=CC=C3C=CC=CN3CCCCC(=N1)CCSC2,-8.995
CCC1=C(C)NNC(CCCN2CCCc3ccccc3CC2=O)=C1,-8.992
CCC1=CC(Cl)NC=C1CC(C)N1CCCC2=NC=CCC2CC1=O,-8.99
CC1CC=NOCCCCC(=O)N(C)NC(CC=CC2CC=CC2)C(C)C1,-8.988
CCC1=CC=CNC(NCC(C)CCC(C)C2=CC=CCC=C2)=C1,-8.985
CCc1ccc2c(c1)CNC(=O)CN1C(=O)C(C)C=CCNOC21,-8.983
CCC1=[N+](C)NNN=C1CCCN1C=CCc2ccccc2CC1=O,-8.973
CCC1=C(C)NCC=C1CN(C)N1CCCc2ccccc2OC1=O,-8.971
CCC1=CC(Cl)NN=C1CCCN1CCCc2ccccc2OC1=O,-8.968
CCCC=C1C(=O)C(=O)C2C[n+]3cc(C)c(CC)cc3NOC(O)C12,-8.966
CCC1C(=O)NCN=C1CCCN1CCCc2ccccc2CC1=O,-8.965
CCC1C2COCN1[IH]c1ccncc1-c1ccccc1C2,-8.964
CC1CC=CNCCCCC(=O)NC2CC(CC=C2C2CC=CC2)C(C)C1,-8.961
CCC1=[N+](C)NNC=C1CC(C)N1CCCc2ccccc2CC1=O,-8.961
CCCC1CNC=CCN=CCCCCc2ccccc2C1,-8.959
CCCC1CSC(=O)NN=CCCCCc2ncccc2C1,-8.95
CCC1=C(C)NCCC1CC(C)N1CCCc2ncccc2CC1=O,-8.948
CCC12C=CC=C3CCCCC3CC(C)CC(=N1)CC=CC2,-8.947
CC1CC=CCCNCCC(=O)C(C)NC(CC=CC2CC=CC2)C(C)C1,-8.942
CCC1=CC=CCC=NCCCCN2CCCCC2CC=C1,-8.937
CC1CC=NCNCCCC(=O)NC2CC(=CC=C2C2CC=CC2)C(C)C1,-8.936
CCC1=C(C)NCN=C1CCCN1CCCc2ncccc2CC1=O,-8.929
CCC1=C(C)NCN=C1CCCN1CCCc2ccccc2CCC1,-8.929
CCC1=C(C)NCN=C1CCCN1CCCc2ncccc2C2C=C21,-8.926
CCC12C=CC=C3CCCCC3CC(C)CC(=N1)COC2C,-8.925
CCC1=C(C)NNC=C1CN(C)N1CCCc2ccccc2CC1=O,-8.922
CCC1C(CN(C)N2CCCc3ccccc3OC2=O)CCNS1=O,-8.92
CCC1SC(Cl)NN=C1CCCN1CCCc2ccccc2CC1=O,-8.92
CCCC=C1C(=O)C(C)C2CN3CN(C)C(CC)=CC3=CSC(=O)N12,-8.918
CCC1=C(C)NNC=C1CC(C)N1CCCc2ccccc2OC1=O,-8.917
CCCC1CNC(Cl)NC2=CC=NCC2(C)c2ccccc2C1,-8.912
CCC12C=CC=C3C=CC=CC3CC(C)CC(=N1)CC=CC2,-8.911
CCC1=[N+](C)NCC=C1CN(C)N1CCCc2ccccc2CC1=O,-8.905
CCC1=C[SH]=CNC2=C1C2CC(=O)NCC(C)C1=CC=CCC=C1,-8.905
CC1CC=NNCCNCC(=O)C(C)NC(CC=CC2CC=CC2)C(C)C1,-8.896
CCC1=CC=CNC(NCC(=O)NCC(C)C2=CC=CCC=C2)=C1,-8.893
CCCC1C2C(=O)CCc3ccccc3CNC(=O)CN12,-8.892
CCC1=CC=CCC(=O)CC(C)CC2CCCCC2CCC1,-8.891
CCC1C(=O)NCCN1CCCN1CCCc2ccccc2CC1=O,-8.89
CCCC1C=NCCCC=CCCCCc2ccccc2C1,-8.888
CC1CCCCCC(C)CNCCC(C)CCC1,-8.883
CCCCC1C(=O)CCC2CN3CCC(CC)=CC3=CCC(O)N21,-8.879
CCC1=[N+](C)NNC=C1CC(C)N1CCCc2ncccc2CC1=O,-8.879
CCCC1CNCCNCCCCCCc2ccccc2C1,-8.87
CC=CCCC=CCC1NC(C)C(=O)CCCCON=CCC(C)CC1C,-8.865
CCc1ccc[nH]c2n(CC(=O)NCC(C)C3=CC=CCC=C3)c1=2,-8.86
CCCC1=CC(C)CCC(C)CCCC(C)NC(=O)NC1,-8.859
CC1CCCC(C)CC(C)CCC(C)CNCC1,-8.853
CCC1=NC(Br)NN=C1CCCN1CCCc2ccccc2CC1=O,-8.853
CCCC1CNC(Cl)NC(C)NNCCc2ccccc2C1,-8.85
CCCC1COCNCCCNCCc2ccccc2C1,-8.841
CCCC1C=CC=CNN=CCCCCc2ccccc2C1,-8.839
CCC1=C(C)NNC=C1CN(C)N1CCCc2ncccc2CC1=O,-8.838
CC1CC=NNCCCCC(=O)NCCC(CC=CC2CC=CC2)C(C)C1,-8.832
CC1CC=NNCCCCC(=O)NCCC(=CC=CC2CC=CC2)C(C)C1,-8.831
CCc1ccc(C)cc1C=C(C)C(C)COC1=COCC=C1,-8.83
CCC1=C(C)NCC(CCCN2C=CCc3ccccc3CC2=O)=C1,-8.83
CCCCC1C(=O)C(C)C2CN3CCC(CC)=CC3=COCOC12,-8.83
CCC1=[N+](C)NCC(CC(C)N2CCCc3ncccc3C3C=C32)O1,-8.829
CCc1ccc(O)c(CCC(=O)NCC(C)C2=CC=CCC=C2)c1,-8.829
CCc1cc(CNC(=O)C2C3=CCCCCC2C(C)C3C)ncc1C,-8.822
CC1CC=N[IH]CCCCC(=O)NC2CC(=CC=C2C2CC=CC2)C(C)C1,-8.822
CC=CCCC=CCC1CCNC(=O)CCCNCN=CCC(C)CC1C,-8.819
CCC1=CC=CNN=C1CCC(=O)CCC(C)C1=CC=CCC=C1,-8.817
CCC1=CC2=C(CC1)C1SNCCC3C(=O)C(=O)C1C3C(O)OC2,-8.812
CCc1ccc(N)c2c1N2CC(=O)NCC(C)C1=CC=CCC=C1,-8.809
CCC1=CC2=C(CC1)CC1C(C)C(=O)CC1C(O)ON2,-8.809
CCC12C=CC=C3CCCCN3CC(C)CC(=N1)CC=CC2,-8.808
CCCC=C1C(=O)C(C)N2Cc3cc(C)c(CC)cc3NOCCC12,-8.806
CCC1=C(C)NNN=C1CCCN1CCCc2ccccc2OC1=O,-8.806
CC1CC=CNCCCC(=O)NCCCC(CC=CC2CC=CC2)C(C)C1,-8.805
CCc1cc2[n+](cc1C)CC1C(C)C(=O)C(=CCSC)C1C(O)ON2,-8.8
CCC1=[N+](C)NNC=C1CCCN1CCCC2=NC=CCC2CC1=O,-8.798
CC1CC=CCN2CCCC(C)C2(C)CCC(C)C1,-8.796
CCCC=C1C(=O)C(C)C2CN3CCC(CC)=CC3=COCNC12,-8.795
CCCCCC=CCC1CCNC(C)CC=NCCN=CCC(C)CC1C,-8.794
CCc1cc2c(cc1C)CN1C(C)C(C)C(O)(CSC)C1C(O)ON2,-8.792
CCC1=C(C)NNC=C1CC(C)N1CCCC2=CC=CCC2CCC1,-8.79
CCc1ccc(C)cc1C(=O)CC1C2C=C(CCC2)NC1C,-8.788
CCc1ccc(C)cc1NC(=O)C1CCCC(F)=CC1CCl,-8.783
CCc1ccc2c(c1)CNC(O)C1C(=CCSC)C(=O)CCC1C2,-8.775
CCCC=C1C(=O)C(C)N2CC3=C(C=C(CC)CC3)COC(O)C12,-8.771
CC1CCNCC2CCCC(=O)C2(C)CCC(C)C1,-8.769
CCC1=C(C)NNN=C1CCCN1C=CCc2ncccc2OC1=O,-8.768
CCC1OC(OCCN2C=CCc3ccccc3CCC2)CNN1C,-8.768
CCCCC1=C(Br)C(=O)NC2=CCCC=C2c2ncccc21,-8.766
CCC1=CC(COC(O)CC2CCCCCCC(C)C2=O)=NCC1C,-8.761
CC1CC=NCCCCCC(=O)NCCC(=CC=CC2CC=CC2)C(C)C1,-8.76
CCC1=CC=INC2=C1C2CC(C)CCC(C)C1=CC=CCC=C1,-8.758
CCCC1CNC(=O)CN=CCCCCc2ccccc2C1,-8.758
CCC1=CCNN=C1CCCN1CCCc2ncccc2CC1=O,-8.757
CCC1=CC=CCC(=O)CC(C)CC2CCCCC2CC=C1,-8.756
CCC1=C(C)NNC=C1CC(C)N1CCCC2=CC=CCN2CC1=O,-8.755
CC1CC=NOCCCCC(=O)NCCC(=CC=CC2CC=CC2)C(C)C1,-8.754
CCCC1CNC(Cl)CCCCNCCc2ccccc2C1,-8.753
CCC1CC(NCCN2CCCc3ccccc3C3C=C32)CNN1C,-8.752
CCCC=C1CC(=O)C2Cc3cc(C)c(CC)cc3CNCOC12,-8.75
CCCC1COC(C)Nc2ccncc2-c2ccccc2C1,-8.749
CC=CC1=C2C(C)CCC(C)C(C)OC(C)NC(=O)CC12,-8.749
CCC1C=C2NC=CCCCCc3ccccc3CC1CN2,-8.745
CCCC1CNC(Cl)NC=CCNCCc2ccccc2C1,-8.743
CCC1=CC=CSC(=O)CCCCN2CCCC=C2CC=C1,-8.742
CCCC1COC(=O)NN=CCCCC(C)c2ccccc2C1,-8.732
CCC1=NCNC=C1CC(C)N1CCCc2ncccc2C2C=C21,-8.731
CCC1=CC=CCC(N)CC(C)CC2CCCCC2CC=C1,-8.73
CCC12C=CC=C3CCC=CN3CC(C)CC(=N1)CSC2C,-8.73
CCCC1CNC(C)NC=CCNCCc2ccccc2C1,-8.726
CCC1OC(CC(C)N2CCCc3ncccc3C3C=C32)NNC1C,-8.722
CC1CCNCC2CCCN(Cl)C2(C)CCC(C)C1,-8.721
CCC1C(=O)NCCN1CC(C)N1CCCc2ncccc2C2C=C21,-8.72
CCC1=C(C)NCC(CN(C)N2C=CCc3ccccc3CCC2)=C1,-8.719
CCC1=C(C)NCC=C1CC(C)N1CCCc2ncccc2CC1=O,-8.719
CCCC=CC(C)C(=O)C1Cc2cc(C)c(CC)cc2NOC(=O)N1,-8.718
CCC1=C(C)NCN=C1CC(C)N1CCCC2=CONCC2CC1=O,-8.718
CCC1=CC2=C(CC1)CN1C(C)C(C)C(O)(NSC)C1C(O)OC2,-8.715
