,SMILES,QED,Proxy
sample113,CC(C(=O)O)(c1n[nH]c2ncccc12)N(C[C@@H]1Cc2cccc(F)c2O1)C(=O)C(=O)Nc1ccc2nccnc2c1,0.267,-9.728
sample114,Cc1c(C=C2C(=O)Nc3nc(OC[C@H](NCC4(C#N)CC4)c4cnn(C)c4)ccc32)ccn1C,0.503,-8.785
sample115,CCOC(=O)c1ccc2c(c1)CN(C(=O)c1cccc(NC(=O)Nc3cc(-c4ccoc4)ncc3F)c1)C2,0.331,-9.910
sample116,NCc1ccc(N[C@H]2CC[C@@H](C(=O)Nc3ccccc3-c3ncccn3)c3ccccc32)o1,0.396,-9.472
sample117,N#Cc1ccc([C@H](N)C(=O)Nc2cc(Sc3cccc(CC=O)c3)ccc2C#N)cc1,0.552,-9.451
sample118,C[C@@H](COCc1ncc(F)cc1F)CN(c1cnc2[nH]c(=O)cnc2c1)[C@H](C)C1CC1,0.561,-8.709
sample119,C=C(CN(Cc1ncc[nH]1)C(=O)C(=O)Nc1ccc2nn(C)nc2c1)Nc1ccc(C)c2c(C#N)c[nH]c12,0.246,-9.291
sample120,CCc1ocnc1C(=O)O[C@H](C)C(C)(C(=O)O)N(C(=O)N1CC[C@@H](CN(C(C)C)C2CC2)C[C@H]1C)[C@@H](C)c1cc(OC)ns1,0.291,-7.244
sample121,CCc1cc(C#N)c(NC(=O)C(=O)NCc2ccc(S(=O)(=O)c3c(C)ccnc3F)c(F)c2)s1,0.392,-9.153
sample122,CC[C@H](c1ccc(F)cc1F)N(CCN)C(=O)NCc1cc(N)cc(Sc2nc(C)nc(OC)c2N)c1,0.227,-9.283
sample123,Cc1cc(=O)c2cc(Oc3ccc4c(OC(C)(C(=O)O)[C@@H]5COc6c(C)cccc6C5)n[nH]c4c3)ccc2o1,0.295,-9.847
sample124,CC1(C)NS(=O)(=O)C=C1NC(=O)[C@H](Oc1cnncc1Cl)c1ccc(F)c(F)c1,0.731,-8.854
sample125,CCn1cc(N(C(=O)C(=O)Nc2cnc(Cl)cc2Cl)c2cccc(NN)c2)cn1,0.246,-8.462
sample126,COc1ccc(C(=O)N2[C@@H](C(=O)Nc3c[nH]c4ccc(C)cc34)CCCS2(=O)=O)nc1,0.640,-9.037
sample127,Cc1cc(NC(=O)C(=O)Nc2cc(F)cc(C(F)(F)F)n2)c(O)c(Sc2nn(CC#N)c(=O)s2)c1C,0.252,-9.036
sample128,Cc1ccc(CN(C)CCNc2cccc(O)c2CNc2cccc(NC[C@H](O)CO)n2)c(C)c1,0.221,-8.772
sample129,CCn1cc([C@H](C)N(C(=O)C(=O)NCc2nc(CN(C)C)cs2)C(CC#N)(C(=O)O)c2ccccc2Cl)c(C)n1,0.325,-8.200
sample130,CS(=O)(=O)[C@@H]1CCc2cc(S(=O)(=O)c3cccc([C@@H](N)c4noc(-c5ccc6c(c5)C(=O)CC6)n4)c3)ccc21,0.370,-10.368
sample131,CCc1ncc(N(CC2(O)CCC2)[C@H](C)C[C@H](C)O)nc1Oc1nc(C)c(C)cc1C#N,0.609,-8.198
sample132,CSc1ncc(Oc2cc(N(C)c3ccc(C#N)cc3F)ccc2F)cc1C#N,0.528,-8.964
sample133,COc1ccc(-c2noc(-c3ccoc3OCc3ccc4n[nH]cc4c3)n2)c(N)c1,0.407,-9.418
sample134,COc1cccc(CC(C)N(C(=O)C(=O)Nc2ccc3c(c2)OCC3)[C@@H]2CC(=O)c3ccccc32)c1,0.526,-9.746
sample135,Cc1c(Cl)ncc(F)c1-c1ccc2c(c1)N(C(=O)c1cc(Br)ccc1C#N)CC2,0.452,-9.205
sample136,Cc1nn(C)cc1C(C)Nc1ccc(Br)cc1N(C)C(=O)c1cnc2[nH]cnc2c1,0.458,-8.393
sample137,CNc1cc(Sc2ccc3nonc3c2)ncc1COc1cnc2ccccn12,0.453,-9.024
sample138,NCc1cc(=O)c(O[C@H](CCC(F)(F)F)c2nc(-c3cc(Br)ccc3CO)no2)co1,0.474,-8.898
sample139,COc1cc(-c2nc(-c3cccc(NC(C)=O)c3)no2)cc(S(=O)(=O)c2cc(C)cc(F)c2)c1C,0.402,-9.881
sample140,Cc1cc2c[nH]nc2cc1NC(=O)C(=O)N(c1ccc(C)c(C)c1O)C1CCc2ccc(C(=O)O)cc21,0.305,-9.762
sample141,CC[C@H](N)CN(C[C@@H]1CCCC[C@@H]1C)C1(C(=O)O)CCc2c(O)ccc(Sc3cc(C)cnc3OC)c21,0.380,-8.885
sample142,Cc1cc(C(=O)NN=Cc2cccnc2O)cc(Sc2cc([C@@H]3C[C@H]3C(N)=O)cs2)n1,0.372,-8.911
sample143,CCc1ccncc1N(CC1COC1)C(=O)C(=O)N(c1ccc2nn(C)nc2c1)C(C)(CCC(=O)c1ccco1)C(=O)O,0.204,-8.496
sample144,C#C[C@@H](NC(=O)NCc1cc(C(F)(F)F)cc(Cl)n1)c1ccccc1Sc1cc(C(=O)O)cc(O)n1,0.251,-9.030
sample145,CCc1c(NC(=O)Nc2ccc(Br)cc2CNC)cccc1Oc1ccc(C#N)c(C)n1,0.389,-9.020
sample146,CC(C)C(=O)Nc1ncccc1N(Cc1ccc(Br)cc1C(=O)O)c1csc(C#N)c1,0.451,-8.267
sample147,CC[C@@](C)(N(CC(=O)C=Cc1c(C)nn(C)c1F)C(=O)Nc1ccccc1C=O)C(F)(F)F,0.351,-8.553
sample148,C#Cc1cc(F)c(N(Cc2cc3nc(Cl)ccc3[nH]2)C(=O)C(=O)Nc2c(C(N)=O)nnc3ccc(F)cc23)c(F)c1,0.164,-9.459
sample149,COc1ccc(NC(=O)N([C@H](C)c2ccns2)[C@H](C(=O)OC(Cl)C(=O)NCc2cccnc2)C2CC2)c(C)n1,0.259,-8.637
sample150,CCOC(=O)c1nc(Cl)sc1Nc1ncnc2c1ncn2-c1cc(C)nnc1SC=CCNCc1ccco1,0.123,-8.555
sample151,Cc1cncc(N)c1C(=O)N([C@H](C)c1ccc2ncsc2c1)C(C(=O)O)(c1cccc(Cl)c1)C(O)O,0.266,-8.771
sample152,COc1cnc(CN(C(=O)C(=O)N2CCN(C(=O)c3cnccc3C)C[C@@H]2C)C2(C(=O)O)CCN(C(C)C)[C@H](C)[C@H]2C)nc1,0.461,-7.138
sample153,CN(C(=O)C(=O)Nc1cc(F)cc(F)c1Oc1cn2nc(Cl)ccc2n1)c1cc(Br)ccc1N,0.287,-9.132
sample154,Cc1nc(N)c(OCCc2cc(Br)cs2)cc1S(=O)c1cccc(F)c1C,0.550,-8.365
sample155,C[C@@H](Nc1cccc2c1C(=O)CC2)c1ccc(NC(=O)Nc2cc(O)nn2C2CCCCC2)cc1,0.349,-9.378
sample156,N#Cc1ccc(Br)cc1C(=O)Nc1ccc(C=O)c(NC(=O)C(=O)Nc2cccc3[nH]ccc23)c1,0.223,-9.542
sample157,COc1cc(N(C(=O)c2nccnc2C(F)F)C(C(=O)O)(c2ccccc2Cl)[C@@H](N)C#N)c(C)cn1,0.458,-8.846
sample158,Cc1ccc(C(C)N(C)c2cc(F)cnc2N(CC2(F)CCOCC2)c2ncc(Cl)cn2)cc1O,0.454,-8.733
sample159,NCc1cc(Cl)cc(S(=O)(=O)c2nc(C(=O)NCc3cccc(N)c3)n[nH]2)c1,0.437,-9.127
sample160,N#Cc1cc(Sc2cc(NC(=O)c3cc(N)ccc3C#N)cnn2)nc(Cl)n1,0.376,-8.767
sample161,C=CC[C@@H](NC(=O)N(C)c1ccc(N(C)C(=O)c2nc(Br)ccc2Cl)cc1)c1ccccc1,0.292,-8.892
sample162,CCc1ccc(N([C@@H]2CCC[C@@H](F)C2)[C@@H](C)C(=O)O)cc1NC(=O)C(=O)N(CC)c1nc(OC)ccc1F,0.462,-8.414
sample163,CN(Cc1ccccn1)CC(C)(C)CNCc1cc(Sc2nc(C(=O)OCC(F)F)ccc2N)c(O)cc1F,0.254,-8.816
sample164,O=C(Nc1cc(F)c(CC(=O)N2CC3(CC3)c3cccc(F)c32)c(F)c1F)c1ccc(F)cc1,0.416,-10.151
sample165,O=C(C[C@H]1COc2ccc(F)cc21)NCc1ccc(F)c(Sc2ncnn3cccc23)c1,0.471,-9.531
sample166,N#Cc1ccnc(-c2ccc(NC(=O)C(=O)N(c3cnc(Br)c([N+](=O)[O-])c3)c3ccc4c(O)n[nH]c4c3)cc2)c1,0.112,-9.354
sample167,O=C(Nc1cnccc1-c1ccncn1)N(Cc1ncc[nH]1)Cc1ccccc1S(=O)(=O)c1ncnn2ccc(Br)c12,0.248,-9.124
sample168,CCc1nocc1CN(C(=O)C(=O)N(c1c(C(=O)O)nn2c1OCC2)[C@H](CO)Cc1ccc(Br)cc1)[C@@](C)(CN)C1CC1,0.245,-8.040
sample169,CC(C)(C)OC(=O)CO[C@H]1C[C@@H](NC(=O)C(=O)Nc2cccc3ncc(F)cc23)[C@@H](O)[C@H]1O,0.373,-8.567
sample170,CCn1cc(N2C(=O)[C@H](NC(=O)NCCc3ccc(-c4ccc(F)cc4Br)o3)[C@H]2C)cn1,0.480,-8.875
sample171,C=Cc1cccc2c1CN(C(=O)C(=Cc1cccn1C=C)c1cccc(C)c1C)CC2,0.477,-8.992
sample172,CN1C(=O)CC[C@@H]1COc1ccc(N2c3ccncc3N3CC[C@H]2C3)nc1N,0.865,-8.371
sample173,COc1ccc(O)c2c1C(C(=O)O)(N(C(=O)c1nc(C(C)C)co1)c1ccc(C)c3cn[nH]c13)CCC2,0.344,-9.363
sample174,CSC[C@H](C)N(Cc1ccco1)C(=O)N(c1ccc2nn(C)nc2c1)C(C)(C(=O)O)c1ccccc1F,0.332,-8.625
sample175,CN(C)S(=O)(=O)Cc1noc([C@@H](Nc2ncnc3c2ncn3-c2ccc(-n3nnnc3O)cc2)[C@@H](O)CC(=O)O)n1,0.149,-8.576
sample176,N#Cc1cccc(NC(=O)c2ncccc2Cl)c1N[C@H]1CCCN(CCO)C1,0.690,-8.348
sample177,Cc1nc(C(=O)Nc2ccc(Br)cc2CNC(=O)c2nnc(Cl)c3ccccc23)n[nH]1,0.384,-9.470
sample178,Cc1ccnc(N2CCOc3nc(Cl)ccc32)c1NC(=O)c1cccc(C=O)c1F,0.498,-9.060
sample179,CCc1cccc2c(NC(=O)C(=O)N[C@@]3(COc4csc(C=O)n4)COc4ccccc4C3)c[nH]c12,0.262,-9.621
