,SMILES,QED,Proxy
sample24,O=C(c1coc2c(F)cc(F)cc12)N(C1(c2cc(F)ccc2F)COC1)C1(C(=O)O)C(=O)Nc2cccnc21,0.292,-9.831
sample25,CN(c1nc(N)c(S(=O)(=O)c2ncc(C=O)cc2C#N)nc1Cl)C(C1CC1)C1CC1,0.633,-8.584
sample26,COC(=O)c1ncc(Oc2ccnnc2C(=O)N2CCN(S(=O)(=O)N(C)C)[C@@H](C)[C@H]2C)cc1F,0.535,-8.343
sample27,C[C@H](COC(CS(=O)(=O)c1cscc1B(O)O)(C(=O)O)c1ccccc1N)Sc1nccs1,0.163,-8.142
sample28,Cc1ccc(-c2ccc(F)c(C(=O)Nc3cnc(C)c(Br)c3)c2F)cc1N,0.557,-9.341
sample29,C[C@@H](NC(=O)Nc1cnc2c(Br)cccn12)c1n[nH]c(Cc2nc3c(F)cccc3s2)n1,0.321,-9.250
sample30,CCOC(=O)[C@H](C)N(C(=O)Nc1c(NC(=O)N2C[C@H](C)OC23CCCCC3)cc(Br)nc1Cl)[C@@H]1C[C@@H](O)C1(C)C,0.281,-7.982
sample31,CC(C)C[C@@H](CC(=O)O)NC(=O)C=Cc1cc(F)ccc1NC(=O)N1C[C@@H]1CS(C)(=O)=O,0.355,-8.299
sample32,Cc1ncc2c(Sc3cnc4c(c3)NC(=O)CN4C(=O)C3Cc4ccccc4C3)cccn12,0.507,-9.844
sample33,CC(C)N(C(=O)C(=O)N(c1cccc(CF)c1)c1c[nH]ccc1=N[C@H]1CNC(=O)C1)c1ccc(N)cn1,0.442,-9.173
sample34,O=C(Nc1ccc(Oc2nccc3ncnn23)c(O)c1)C(=O)Nc1cc(Cl)c(F)cc1O,0.269,-9.043
sample35,Cc1cc(=O)c(Oc2ccc(NC(=O)Nc3cc(O)nc(Cl)c3)c(C(=N)N)c2)co1,0.235,-8.958
sample36,O=C(CNC1(C2CCCCC2)CC1)O[C@H](C#COc1cnc(O)c2ccccc12)c1ccccc1,0.362,-9.336
sample37,C#Cc1cncc(Nc2nc(CC)nc(Cl)c2NC(=O)Nc2ccc3ncccc3c2OC)c1,0.266,-8.962
sample38,CCN1CC[C@@H](C)[C@@H](COC(=O)c2cc(O)cnc2NC(=O)Nc2cc(C)c(F)cc2N)C1,0.384,-8.965
sample39,Cc1ccc2c(c1)[C@H](NC(=O)Nc1ccc(-c3cccc4c3CCN4c3cc(C)[nH]c(=N)c3)nc1)[C@H](C)C2,0.278,-10.055
sample40,Nc1ccnc(O)c1N(c1ccc(CNC=O)cc1)c1conc1-c1ccccc1,0.404,-8.923
sample41,CC(C)n1cc(N(C(=O)NCCc2ccc(F)c(F)c2F)C(C)(C(=O)O)c2ccnn2C(C)(C)C)cn1,0.423,-8.347
sample42,COc1ncc(F)c(Oc2cc(NN)ccc2Nc2csnc2C(N)=O)n1,0.350,-8.138
sample43,Cc1cc(Nc2c(C)cc(Sc3cnn4cccnc34)nc2C)ccc1O,0.504,-8.768
sample44,CN1C(=O)[C@H](NC(=O)c2cc(Br)ccc2NC(=O)NCc2ccc(Cl)c(Cl)c2)c2cc(Cl)ccc21,0.329,-9.188
sample45,Cc1nc(NC(=O)C(=O)Nc2cn(C)nc2Oc2cc(Cl)nc3[nH]ccc23)cc(N(C)C)n1,0.299,-8.489
sample46,COc1ccc(F)c(Oc2nc(Br)cc(NC(=O)Nc3ccc(-c4cnoc4C)c(F)c3)c2N)c1,0.249,-9.666
sample47,COc1cc(C=O)cc(S(=O)(=O)c2occc2-c2ccc(C)c(CO)c2)c1,0.653,-8.820
sample48,C#CCNC(=O)c1ncsc1OCc1cn(CC(=O)Nc2cccc(CC(N)=O)c2)nn1,0.374,-8.345
sample49,C[S@@](=N)(=O)C[C@@H](NC(=O)Nc1ccc2c(c1)CC[C@@H]2N)c1nc(-c2nc3cc[nH]c3cc2F)no1,0.271,-9.524
sample50,CC(C(=O)O)(N(CCO)[C@@H]1CCCOC1)C(Cl)(Cl)C(=O)N[C@@H](C(=O)O)[C@@H]1C=CCC1,0.276,-7.398
sample51,Cc1cc2ncnn2cc1Oc1cc(C=O)c(Oc2nnc(C)c3ncccc23)cc1O,0.416,-9.352
sample52,CC(C)[C@H]1CC[C@@H](C)N(C(=O)C(=O)N(C[C@H](F)c2ccccc2)C(C)(C(=O)O)c2cc(=N)[nH][nH]2)C1,0.447,-8.808
sample53,COc1cc(Cl)ccc1-c1noc([C@@H](C)CN(C(=O)C(=O)N[C@@H]2CCc3c(Cl)cccc32)c2ccccn2)n1,0.299,-9.641
sample54,Nc1cc(C(=O)NC2CCC(Oc3nc4ncccc4o3)(c3cccnc3)CC2)c(Br)cc1F,0.361,-9.525
sample55,C[C@@H](Oc1nc(C(=O)N[C@@H]2CCOc3c(Br)cccc32)c2ccnc-2[nH]1)c1ccc2c(c1)CNCCO2,0.326,-9.869
sample56,Cc1cc(Oc2csc(C(N)=O)c2)cnc1S(=O)(=O)C=CCN1CCc2ncsc2C1,0.557,-8.346
sample57,Cc1cc(COc2c(N[C@@H](CO)c3ccc(O)cc3)c(=O)ccn2C)n[nH]1,0.505,-8.311
sample58,CC[C@H](C)[C@@H](NC(=O)c1cc(N)ccn1)C(=O)Nc1c[nH]c2ccccc12,0.538,-8.720
sample59,Cc1cc(C)nc(Cn2c(NC[C@@H]3CN4CCCN3CC4)nc(=O)c3ccc(Cl)nc32)c1,0.594,-9.176
sample60,CCN=c1cc(Oc2cc(N)c(SC(F)(F)[C@](F)(Cl)CO)cc2Br)nc([S@](C)=O)[nH]1,0.200,-8.187
sample61,COC(=O)C(Cl)(Cl)OC(=O)c1nc2c(Oc3cccc(CO)c3N)cccn2n1,0.334,-8.317
sample62,Cc1ccc(C)c(-c2noc(-c3ccc(CO)cc3F)n2)c1NC(=O)N[C@H]1c2cc(Br)ccc2C[C@@H]1O,0.263,-9.922
sample63,C#Cc1ncc(Cl)cc1NC(=O)C(=O)N(Cc1ccc(C#N)s1)c1cc(C)c([C@H](C)N)cn1,0.426,-8.702
sample64,C[C@H](O)CN(C(=O)c1ccc(NC(=O)NCC(=O)N2C[C@H]3CNC[C@H]3C2)cc1Cl)c1cc(Cl)nc(Cl)c1,0.380,-8.575
sample65,C[C@H](OC(=O)O[C@@H](C)Cl)S(=O)(=O)c1ccc2c(c1)OC[C@@H]2NC(=O)c1nsnc1Cl,0.473,-8.049
sample66,CC(=O)c1cncc(C(C)N(C)c2cc(Cl)cc(C(=O)N[C@@H]3C[C@H]4c5ccccc5CC[C@@H]34)c2)c1,0.434,-9.674
sample67,N#Cc1cc(NC(=O)Nc2ncc(F)cc2C(N)=O)cc(Nc2c(Br)cnc(Cl)c2N)c1N,0.211,-8.915
sample68,Cc1c(NC(=O)Nc2c[nH]c3ncccc23)cc(S(=O)(=O)c2c(F)ccc(F)c2B(O)O)cc1B(O)O,0.170,-9.627
sample69,Cc1c(Cl)cc(F)cc1N(c1cc2n(n1)CCC2)c1c(F)cc(C#N)cc1F,0.577,-9.074
sample70,COc1cc(NC(=O)Nc2c(Cl)cc(NC(=O)Nc3cccn4cc(C)nc34)cc2Cl)cc2cccnc12,0.192,-9.497
sample71,C[C@H](CNC(=O)C(=O)N(C[C@@H]1Cc2cc(F)ccc2N1)C[C@H]1CC(C)(C)CO1)n1cc(C(=O)O)nn1,0.462,-9.054
sample72,Cc1cc(NC(=O)Nc2ccc(CCC(=O)O)nc2)cc(Sc2ncccc2CN=c2[nH]nco2)n1,0.265,-9.085
sample73,O=C(Nc1cc(Cl)ccc1F)c1cc(F)ccc1NCCc1cccc(Br)c1,0.449,-8.945
sample74,CC(C)(O)c1ccc(NC(=O)c2cnc(Br)c(NC(=O)C3(c4ccccc4)CC3)n2)cc1,0.471,-9.184
sample75,C[C@@H](CNCc1n[nH]cc1Br)Oc1n[nH]c2cc(NCc3ccc4nccnc4c3)cnc12,0.238,-9.059
sample76,N#Cc1cc(C(Cc2ccccc2)(C(=O)O)N(N=Cc2cccc3ccoc23)c2cc(F)c(F)c(F)c2)c[nH]1,0.144,-9.889
sample77,N#Cc1c(NC(=O)[C@H](NC(=O)N[C@H]2C[C@H]2c2ccc(F)cc2F)c2cc(Br)cs2)sc2c1CCNC2,0.327,-9.086
sample78,Cc1ccc(-c2noc(C[C@H]3c4ccccc4CCN3C(=O)Nc3cc4n[nH]cc4cc3Br)n2)c(F)n1,0.276,-10.039
sample79,C[C@@](NC=O)(C(=O)Nc1ccc(N)c(Oc2cccc3c2CCN(CC#N)C3)c1)c1ccccc1,0.264,-9.636
sample80,Cc1c(NC(=O)NCc2ccc(Br)cc2N)ccnc1-c1c(F)cccc1Cl,0.446,-8.757
sample81,Cc1cnc(-c2noc(-c3cc(Br)cc(CN)c3)n2)cc1S(=O)(=O)c1ccc2[nH]cc(C=O)c2n1,0.298,-9.873
sample82,Cc1nn(C)c(C(=O)Nc2c(O)nc(O)nc2O)c1Nc1ccc(C#N)c2ccccc12,0.326,-9.154
sample83,C[C@H](Cc1nc(-c2ccc(Br)nc2S(=O)(=O)c2ncc(Br)nc2C#N)no1)[C@@H](N)C(=O)O,0.380,-8.433
sample84,CCC[C@H](Oc1ccc(C=O)cc1C)C(=O)N[C@@H]1CC=CC[C@@H]1N,0.594,-8.303
sample85,C[C@H]1Cc2ccccc2N1c1ccc2c(c1)CC(=C[C@H]1C(=O)Nc3cccc(Cl)c31)C(=O)O2,0.312,-9.918
sample86,CC(C)[C@@H](CCO)N(CCC(=O)N(C)C)C(=O)C(=O)Nc1c(NC(=O)Nc2ccc(CO)cc2F)cnnc1Cl,0.250,-8.093
sample87,COc1cc(Br)c(C)cc1NC(=O)c1ccc(NC(=O)C(=O)NCc2c(F)ccc3[nH]ccc23)c(F)c1,0.243,-9.619
sample88,O=C1CCc2cc(Sc3cccc4ncc(NC(=O)C(=O)Nc5c[nH]c6ccc(F)cc56)cc34)ccc2O1,0.163,-10.103
sample89,NC(=O)c1cncc(CNC(=O)NCc2cc(Br)cc(C(=O)N[C@H]3C[C@@H]3c3c(F)cccc3Cl)c2)c1,0.324,-9.445
sample90,C=C(C)c1ccccc1NC(=O)C(=O)N(c1cc(CN(C)C)cc(N)n1)[C@H]1C[C@@H](CC(=O)OC)C1(C)C,0.413,-8.594
sample91,COC(=O)c1nscc1NC(=O)N(c1cnc(N)c(N)c1)[C@@H](C)c1ccc(C#N)c(C)c1,0.497,-8.806
sample92,N[C@H](Cc1cn[nH]c1)C(=O)Nc1cc(O)c(NC(=O)[C@H]2CCCCC(=O)N2)cc1O,0.261,-8.525
sample93,Cc1cc2ccc(CNC(=O)N[C@H](c3ccc(F)c(F)c3)c3nc(-c4c(N)ccc(F)c4F)no3)nc2[nH]1,0.188,-10.161
sample94,Cc1c(F)cc2cccnc2c1N(C(=O)NC[C@@]1(C)CCCN(C)C1)C(C)(C(=O)O)c1ccn(C)n1,0.540,-8.723
sample95,C=Cn1ccnc1COc1cc(NCC(=O)N[C@@H]2C[C@H]3c4ccccc4CC[C@@H]23)cc(OC)c1OC,0.444,-8.864
sample96,N#CCc1cc(Oc2cc(F)cc(F)c2NC(=O)c2ccccc2)ccn1,0.724,-8.952
sample97,CCN(C(=O)Nc1cccc(N(C)c2cc(F)c(C)c(C(=O)O)c2)c1)c1cccc(F)c1,0.509,-9.100
sample98,C#C[C@@H](C)N(Cc1cncn1C)C(=O)C(=O)NCCC[C@@H]1CCCN(c2nccc3nc(C)[nH]c23)C1,0.284,-8.399
sample99,Cc1cc(N)cc(Oc2cccc(CNN)c2)c1-c1nc2c(Cl)ncnc2s1,0.196,-8.998
sample100,COc1cccc(N2CC[C@H](NC(=O)C(=O)Nc3cccc(NC(=O)Nc4cccc5c(C)c(C)[nH]c45)c3)C2)c1,0.225,-9.513
sample101,Cc1cc(C)c2c(c1)N(C(=O)C(=O)NCc1c(F)cccc1NC(=O)C(=O)N[C@H]1CC[C@H](Cc3cnccn3)CC1)CC2,0.380,-8.804
sample102,C#C[C@@H](NC(=O)c1cccc(Nc2cncc(F)c2)c1)c1cccc(O)c1,0.605,-8.817
sample103,C#C[C@@H](NC(=O)NCc1cn2cc(N(CC(=O)O)Cc3ccccc3C)ccc2n1)c1ccccc1Br,0.259,-8.873
sample104,C[C@H](C(=O)n1c(=O)[nH]c2nonc2c1=O)N(Cc1csnn1)C(=O)Nc1cnc(F)nc1,0.367,-8.455
sample105,Cc1ccnc(Oc2ccc(C(=O)Nc3cncc(N4CCCC4)n3)cc2)c1C,0.707,-8.979
sample106,Cc1cc(Br)cc(C=CC(=O)N2CCC[C@@H](OCCNC3=N[C@@H]4CCC[C@H]4N3C3CC3)C2)n1,0.444,-8.875
sample107,Nc1cc(Nc2cccc3cnsc23)c(F)cc1NC(=O)Nc1cc2c(cc1Cl)CCC2,0.256,-9.462
sample108,Cc1cc(CN(C)C(=O)C(=O)Nc2cnc(=N)[nH]c2)ccc1Oc1nc2ncccc2o1,0.408,-8.762
sample109,CCOC(CC(=O)N[C@H](CC)CO)Oc1ccc(NCCc2ccccc2O)c(O)c1,0.244,-8.177
sample110,CO[C@H](C)[C@@H](C)NCCCCCCNC(=O)Nc1ccc(C=O)c(N2CCc3oc(C=O)cc3C2)c1,0.265,-8.722
sample111,CO[C@H]1C[C@H](NC(=O)[C@@H](C)N(C(=O)NC2(Cc3cccc(C)c3)CC2)[C@@H](CC(C)C)CN(C)C)c2ccccc21,0.373,-9.019
sample112,Cc1cncnc1N(C(=O)C(=O)Nc1cc(N(CC(C)(C)C)[C@H]2C[C@@H](O)[C@@H](O)C2)n[nH]c1=NN)C1CC(C)C1,0.200,-8.205
sample113,O=C(NCc1cc(O)c(O)c(O)c1)c1nccnc1Sc1ccc(O)cn1,0.414,-8.314
sample114,COc1cccc(C(C)(C)Oc2cc(O)c(NC(=O)N(C)CC(=O)NCc3ccc(C)nc3Cl)c(Br)c2)c1,0.216,-9.008
sample115,Cc1cc(S(=O)(=O)c2c(S(=O)(=O)c3cccnc3Br)ccc(N)c2N)c2[nH]nnc2c1,0.268,-9.317
sample116,c1ccc2nnc(Oc3ncc4ccncc4n3)cc2c1,0.560,-8.541
sample117,C=C1C[C@]1(NC(=O)[C@](C)(CC)O[C@@H](C)COC(=O)c1cc[nH]c1)C(=O)O,0.453,-7.480
sample118,O=C(Nc1ccc(Sc2ccnc(F)n2)c(F)c1)C(=O)NS(=O)(=O)N1Cc2ncsc2C1,0.308,-8.667
sample119,CCc1ccc2c(c1)[C@H](C)CN(c1cc(NC(=O)C(=O)Nc3ccc(CO)cc3F)ccn1)C2,0.499,-9.620
sample120,Oc1ccc(Oc2nc(O)nc(N(CC(F)F)CC(F)F)n2)cn1,0.729,-7.631
sample121,C[C@H]1CC(C)(C)C(=Cc2cnc(S(=O)(=O)c3nc4ncccc4o3)c(F)c2)C(=O)O1,0.458,-9.174
sample122,CC[C@H](CNC(=O)[C@H](C)N)NC(=O)C(=O)N(c1cnc2[nH]c(=N)sc2c1)c1cnncc1Br,0.275,-8.140
sample123,CC[C@@H](C(C#N)=Cc1cc(C)c(F)c(C)c1)N(C(=O)C(=O)Nc1cc(F)c(F)c(C#N)c1)S(=O)(=O)NC,0.413,-9.291
sample124,c1cnc2sc([C@@H]3CCCCO3)nc2c1,0.741,-6.797
sample125,C[C@@H]1C[C@@H](Nc2ncnc(Sc3cc(C(=O)O)ccn3)c2C(N)=O)CC[C@@H]1O,0.529,-8.380
sample126,Cc1nc(Cl)c(NC(=O)C(=O)c2cccs2)c(Oc2nccc3nccn23)n1,0.303,-8.469
sample127,C[C@H](NC(=O)C(=O)Nc1c(O)cccc1COC(=O)c1cccc(CCC#N)c1)c1ccc(Cl)cn1,0.237,-9.216
sample128,CC(C(=O)O)(c1c(F)cc(Cl)cc1Oc1ccc(CC#N)cn1)n1c(=O)cnc2ccccc21,0.439,-9.304
sample129,CCNC(=O)C(C)(C)NC(=O)C(=O)Nc1c(C)cc(S(=O)(=O)c2c(N)ccc(F)c2F)cc1F,0.351,-9.024
sample130,CCCn1ncc(C(=O)Nc2ncnc3sc(SC4CN(Cc5cnc[nH]5)C4)cc23)c1F,0.405,-8.686
sample131,Cc1cc(Oc2cnc(C)c(Nc3cccnc3N(C)C)c2)nc(C)c1CN,0.673,-8.281
sample132,Cc1c(C(N)=O)cccc1N1CCc2cc(C(=O)N[C@@]3(C(=O)O)CCC[C@H]3C)ccc2C1,0.668,-9.232
sample133,COc1ccc(CNCC([C@@H](CO)N(C)c2c(C)cccc2OC)S(C)(=O)=O)c(O)c1,0.473,-7.910
sample134,Cc1ccc(C(=O)C2CC2)c(NC(=O)N2Cc3cccc(Sc4cc(Cl)nc(N5CC5)n4)c3C3(CC3)C2)c1,0.230,-9.647
sample135,C#C[C@H](C(C)C)N(C(=O)c1cc2ccc(Oc3ccc4c(CC(N)=O)n[nH]c4c3)nc2[nH]1)[C@@H](C)CCOC,0.259,-8.629
sample136,Cc1cccnc1Cc1noc(-c2c[nH]c3ncc(N[C@@H](CO)c4cc(F)cc(F)c4)cc23)n1,0.330,-9.770
sample137,Cc1ccc(F)cc1NC(=O)[C@@H](C)Nc1ccc2cc(C(=O)N[C@@H]3CCc4c(F)cccc43)[nH]c2n1,0.306,-9.809
sample138,CCOc1nc(C)cc(Oc2ccccc2C[C@@H](C)NC(=O)n2c(=O)[nH]c3scnc3c2=O)n1,0.409,-8.856
sample139,Cc1cnc2[nH]cc(Nc3cccc(Cl)c3[C@@H](O)CNC(=O)N3CC(c4cc(O)nc(C)n4)C3)c2c1,0.266,-9.355
sample140,N#CCc1cncc(N(Cc2ccc(C#N)cc2)C(=O)c2ccc3ncnn3c2)n1,0.509,-8.797
sample141,Cc1ccc(COc2cncc([C@H](C)NC(=O)C(=O)Nc3cccnc3-c3c[nH]nc3C)c2)c(Cl)c1,0.318,-9.337
sample142,CCS(=O)(=O)[C@H]1C[C@]1(CO)NC(=O)Nc1c(C)ccnc1S(=O)(=O)c1ccc(F)c(N)n1,0.429,-8.703
sample143,Cc1cccc(CCNC(=O)Nc2[nH]c(=N)ccc2Oc2ccc3cc(O)ccc3c2)n1,0.315,-9.642
sample144,Cc1cc(N(C(=O)N[C@@H](C)c2ccc[nH]2)C(C)(C(=O)O)[C@H](C)OC(=O)CCc2nc[nH]n2)n(C)n1,0.314,-7.892
sample145,Cc1cccc(N(CC2(CO)CCC2)C(=O)c2cc(Br)c(C)cc2NC(=O)Nc2c(Br)ccc(F)c2F)n1,0.241,-9.052
sample146,C[C@@H](Oc1nnc(S(=O)(=O)c2cccc3c2C(=O)CC3)cc1F)c1cccc(F)c1F,0.587,-9.499
sample147,O=C(Nc1nccnc1F)c1cc2c(o1)CCN(C(=O)Nc1cnc(F)nc1)C2,0.643,-8.671
sample148,CCC(C)(C)c1cc(NC(=O)N(C)Cc2ccc(Nc3ccc(C(=O)O)cc3CO)cc2)on1,0.351,-8.700
sample149,Cc1cc(Br)cc(COc2ccc(CCNC(=O)c3cccc(N)c3)o2)c1,0.543,-8.892
sample150,CCc1cccc(Oc2cc(CO)cnc2NC(=O)Nc2cnc3ncncc3n2)c1C=O,0.364,-9.097
sample151,COC[C@@H](C)n1cc([C@H](C)N(C)c2cc(C(F)(F)F)n(C3(C(=O)O)CCCN(C(=O)[C@H]4C[C@H]4C)[C@@H]3C)n2)nn1,0.501,-8.584
sample152,CC[C@@H](NC(=O)Nc1cccnc1CC(=O)N[C@@H]1CCc2c(F)cccc21)[C@H](O)c1ccccc1F,0.374,-9.456
sample153,Nn1cccc1-c1noc([C@@]2(NC(=O)NCc3c(F)ccc4[nH]ccc34)CC[C@H](C(=O)O)C2)n1,0.272,-9.256
sample154,CNC[C@@H](C)C(=O)NC[C@@H](C)C(=O)N1CC[C@]2(CCN(C[C@@H](C)Oc3ccc(C#N)nc3)C2)C1,0.530,-8.406
sample155,Cc1cc(NC(=O)C(=O)N(C[C@H](C)NC(=O)[C@H](N)[C@@H](C)N)[C@@H]2CCc3cc(F)ccc32)n(CC(F)(F)F)n1,0.294,-8.941
sample156,Cc1cc(N(c2cccc3c2O[C@@H](C)C(=O)N3)C(C)c2cc(N)ccc2O)cnc1O,0.372,-8.968
sample157,Cc1cccc(OCc2noc(-c3nccnc3Nc3cc(Br)c(F)cc3F)n2)c1F,0.364,-9.278
sample158,CCCNC(=O)[C@@H](NC(=O)C(=O)N[C@H](C(=O)N(C#N)c1cccc(F)c1)C(F)F)C(C)(C)C,0.301,-8.220
sample159,CC1(C)[C@H]2CC[C@@]1(C)[C@@H](Nc1ccc(C(=O)NC[C@H]3C[C@@H]3c3ccsc3)cc1)C2,0.624,-8.662
sample160,CNc1cnc(C(=O)N(C)[C@@H](C(=O)O)c2ccccc2N(CC(C)C)CC2CC(C)C2)cn1,0.562,-8.133
sample161,CN(c1cc(N)c(C=CS(=O)(=O)c2ccc(F)c(N)c2)cn1)c1ncccc1CN,0.401,-8.983
sample162,COc1ccccc1C[C@H](NC(=O)Nc1c(Nc2cccc(Br)c2)ccc(F)c1F)C(C)C,0.305,-9.147
sample163,CC(C)[C@H](NC(=O)N(C[C@@H]1CN(Cc2ccccc2)C[C@H]1C)c1ccc(CC(N)=O)cc1)C(=O)NN,0.228,-9.073
sample164,Cc1cc(N)c(O)cc1OCc1ccc(OCc2cncn2Cc2ccc(Cl)cc2)c(N)c1,0.252,-9.171
sample165,CC[C@@H](Nc1cccc(S(=O)(=O)c2snnc2CN(C)CC(=O)N2Cc3ccc(C)cc3C2)n1)C(=O)O,0.390,-9.071
sample166,Cc1c(F)cc2cccnc2c1NC(=O)Nc1cc(Cl)c(F)cc1NC(=O)C(=O)Nc1ccc(N(C)C)cc1,0.235,-9.219
sample167,Cn1cc(-c2n[nH]cc2N(C(=O)[C@@H]2CCc3cccc(O)c32)[C@@H](CC#N)C(=O)O)cn1,0.552,-8.566
sample168,COc1cc(-c2nc(-c3cc(Br)c(C)o3)no2)c(N)cc1S(=O)(=O)c1cnc(N)c(N)n1,0.324,-9.047
sample169,Cc1ccc(F)cc1Oc1nccc(NC(C)(C)CC(=O)N[C@H]2CCCC[C@@H]2C(N)=O)c1Cl,0.511,-8.813
sample170,N=c1[nH]ccc(NC(=O)C(=O)Nc2ncc(C(=O)Nc3ncc(F)cc3Cl)cc2O)c1Br,0.286,-8.835
sample171,Cc1n[nH]c2cc(Sc3cc(F)ncc3-c3noc(-c4cc(Cl)nc(Cl)n4)n3)ncc12,0.223,-9.336
sample172,CC[C@@H](c1ccccc1OC)N(C)C(=O)C(=O)Nc1cc(Br)ncc1NC(=O)C(=O)N(CC)Cc1ccc(C)n1C,0.273,-8.225
sample173,Cc1ncsc1CN(CC(F)F)C(=O)C(C)(C)N1CCC[C@@H](C)C1,0.779,-7.220
sample174,CCCc1c(C)nc(Sc2ccc(CO)nc2Oc2cc(N)c(C)cc2F)nc1O,0.375,-8.909
sample175,Cc1c(C#N)sc(NC(c2ccc(NC(=O)N3CCCc4cccc(F)c4C3)cc2)C(F)F)c1C#N,0.420,-9.425
sample176,COc1cnnc(OC(F)(F)c2cc(C)n(CCNC(=O)N(C)[C@@H]3CCc4ccccc43)n2)c1,0.540,-9.157
sample177,COc1ccc2c(c1)C(N(C(=O)N[C@@H](C)c1cncc(Cl)c1)c1ncnc3scc(Br)c13)[C@H](C)C2,0.287,-9.237
sample178,O=C(Nc1ccc2cnc(Oc3cccc4[nH]ccc34)cc2c1)c1ncccc1Cl,0.389,-9.669
sample179,COc1cccc(OC)c1CNc1cccc(OCc2cc(C)oc2C)c1C(C)=O,0.483,-8.472
sample180,Cc1ccc(N(CC#N)c2ccc(NC(=O)Nc3cccc(C)c3C#N)c(C#N)c2)cn1,0.572,-9.019
sample181,COCCN(C(=O)C(=O)Nc1cc(N)c(Sc2ccc(CN)cn2)cc1Cl)c1ccc(F)c(F)c1,0.304,-9.139
sample182,CCc1c[nH]c(C(=O)N[C@H](C)c2cnc(Sc3cc4nc(O)oc4cc3F)cc2C)n1,0.408,-9.043
sample183,Cc1ccc2c(c1)C[C@H](NC(=O)Cn1ncc(NC(=O)Nc3ccnc(Br)c3N)n1)CO2,0.391,-8.926
