,SMILES
132,C1=C(C2CCCC2)C=NC2=C(CCC2)C2CNCC=12
133,C=Cc1ccc2ccccc2c1
134,c1ccc(Cc2ccccc2)cc1
135,Nc1ccccc1
136,CCOC1COCC1=O
137,O=CCCC=O
138,C1=CCC2=CC=CC2=C1
139,CC1COCC1=O
140,CC1=CCC(O)=C(O)C1
141,CCCC(=O)CC(C)C
142,C1=COCCO1
143,O=C(C1=CC=CCC1=C=C1CCCS1)c1ccccc1
144,OC1CCCC1
145,O=C(O)C1CCCC1
146,FCc1ccccc1CCc1cccc2ccccc12
147,O=Cc1ccccc1
148,N=Cc1ccccc1
149,CC1=CC(C2CCCN2)=C2CC3=CC=CCC=C3C2N1
150,OC1CCCC1
151,C1=CCC=CC2=CC=CC=12
152,CC1=CCNC(C2=NNC3=C(C=CCC=C3)N2)=C1
153,C=C(C1=CCC(c2ccccc2)=C1)C1C=CC=C1
154,C(=C1C=CC=C1)=C1C=CC=CC1
155,C=C1C(=N)C2CCc3cc(CC)cc1c32
156,CCCCc1ccccc1
157,CC1C=CC=C1
158,c1ccccc1
159,Cc1ccc(C(C)CN)cc1
160,CC1=CC=C2C(=C=C1)c1ccccc1Cc1cc(Cl)c(F)cc12
161,O=C1CCCC1=O
162,ClC1CCC(=C2Cc3c4c(n5c3C2=NCNC=C5)CCC4)C1
163,Fc1ccc(C2=C3C=CCC=CC3C3CCC(C4C=NC=CC4)C3=C2)cc1
164,CCCC(C)O
165,OC1=CC=c2oc3c(c2C1)NC=CC=3
166,c1ccc(-c2ccccc2)cc1
167,C1=CCC(c2ccccc2)=C1
168,CC1OCC(=O)O1
169,C1=CCC(c2cc3ccccc4c5cccccc5c(c2)c34)=C1
170,CC(O)=C(C)O
171,O=C1CC(O)CC1CO
172,OC=NC1=C(C2C=CCC=C2)CCC1
173,N=CC(=C=C1CCCC1)C1CCCC1
174,Oc1ccccc1
175,ClC1CCC(CNCN=C(NC2CCSC2)C2C=CCC=C2)C1
176,CC=CC(=O)O
177,OC1CCOC1
178,COC=C1C=CCC=C1
179,c1ccc2ccccc2c1
180,O=C1CC2=C1c1ccccc1C=C=C1C=CC=CC12
181,C1=CCC(Oc2c3c(c4c(c2-c2ccccc2)CCC4)CCC3)C=C1
182,C1=Cc2ccncc2CO1
183,C=C(CC)c1ccccc1
184,O=C(O)c1ccccc1
185,C1=CCC2=NC3C(OC4=CCC=CCC4)NC4C=CCC=C4C3C2=C1
186,OC1C=COCC1O
187,CC1CCCC1=CC1CC(=C2CC=C=CCNC2)NC1C(=O)C1CCNC1
188,C1=c2ccccc2=CC1
189,CCCCc1ccccc1
190,CC(=O)c1cccc(O)c1
191,C=CCc1ccc2[nH]c3c(c2c1)C(C1CCC(=O)C1)=C=CCN3Cc1ccccc1
192,C1=CCCC(c2ccccc2)CC1
193,C1=CC2CC=COC2CC1
194,CC(O)C(C)O
195,O=C(O)c1ccccc1
196,OC1=C2C=CCC=C2CC1
197,Nc1ccc(CO)cc1
198,O=C1C(C2CCCC2)=C=CNc2c1[nH]c1ccccc21
199,C1=CC(C2=CCC=C2)C=C1
200,O=CC(O)CO
201,OC1CC2OCOC2C1O
202,COc1cc(C)cc(CN(N)C(=C=C2CNNC2)CC2=CCC=CN2)c1
203,N=c1ccc(C2=CC(O)(C3C=CC=CC3)C=CC2)c[nH]1
204,O=C1CCCC1
205,C1=C2CCCC2=NC2C=CC=NC2C=1C1CCCC1
206,c1ccc2cc3ccccc3c-2cc1
207,OC1=CC(O)COC1
208,OC1=CCC(O)=CC1
209,c1ccc(-c2ccccc2)cc1
210,c1ccc2sccc2c1
211,c1ccc2ccccc2c1
212,C1=CC=CC=CC=1c1ccccc1
213,C1=CC(c2ccccc2)=CC1
214,Oc1cccc(C2C=CCC=C2)c1
215,C1=CCc2cnncc2C1
216,C1=CC2=CC=CC2C=C1
217,O=C(O)c1ccccc1
218,OC1=C(C2C=CCC=C2)C=CCC=C1
219,Oc1cccc2c1C=Cc1ccccc1C2
220,C1=CC2=CC=CC2=C1
221,O=C(O)C1=CCCCC1
222,CC(O)CCO
223,Oc1cccc2ccccc12
224,CCCC(C)CO
225,CC1=C(C2CCCC2)CC(O)C1
226,OC1=CCC2=C(C=CCC=C2)C1
227,CCCC(O)CO
228,OC1CCC2OCCC12O
229,OC1CCCC1
230,CCC1CCCC1=O
231,OC1=CC(C2C=CCC=C2)CC=C1
232,c1ccc(-c2ccccc2)cc1
233,CC1(C(=O)O)CCCC1=O
234,OC1=CC(=C2C=CCC=C2)C=CC1
235,O=C(O)c1ccc2c(c1)CCC2
236,Oc1ccccc1
237,C1=CC2=CC=CC2=C1
238,C1=CCC2=C(C1)CCN2
239,C=CCc1cc2ccccc2c2ccccc12
240,Oc1cccc2c1C=CC=CC2
241,OC1COCC(O)C1
242,OCC1=C2CCC=CC2CC1
243,S=C1CC=CC1C1CCCC1
244,O=C(O)C1=C(O)C(=CC2CC3=C2CC=CC3)CC=C1
245,C1CCC(C2CCCN2)C1
246,C=CCC(=C=C1CNC(C)=N1)c1cccc(C2C=CCC=C2)c1
247,C=CCC1=CNC=CC1
248,c1ccccc1
249,NC1=CCC=CC1
250,CC1=CC=C(Cl)C2=C(C1)c1ccccc1C2
251,N=C1CC2=C(C1)C1N=CC(O)=CC1=C1C=CCC3=C1C2C=CC=C3
252,C1=Cc2ccccc2C=CC1
