,SMILES,QED,Proxy
sample24,NC12CC(CC(=O)N[C@@H]3CCc4c(O[C@@H]5c6ccccc6C[C@@H]5F)cccc43)(C1)C2,0.787,-9.812
sample25,CN(C(=O)c1cccc2c1CN(c1ccc3c(c1)COC3=O)C2)C(C1CC1)C1CC1,0.706,-9.438
sample26,O=C(C1CC2(CCCN2)C1)N(c1ccc2c(c1)CNCC2)C1(C(=O)O)[C@H]2CC[C@H]2[C@@H]2C[C@@H]21,0.678,-9.559
sample27,Cc1cccc2c1O[C@H](C)C2(C(=O)O)N(C1C[C@@H]2[C@H](C1)C2(F)F)[C@H](C(=O)O)c1ccc(Br)s1,0.532,-8.915
sample28,O=C(NC12CCC(CC1)CC2)c1c(F)ccc(N2CCN[C@H]3CCC[C@@H]32)c1F,0.828,-9.083
sample29,N[C@@H]1Cc2ccc(C(=O)N3C[C@@H]4C(C(=O)N5CC(=O)CC(=O)C5)[C@@H]4C3)cc2C1,0.715,-9.197
sample30,CC1(C)Cc2ccccc2N1C(=O)[C@@H]1[C@@H]2CN(C(=O)Cc3ccccc3C#N)C[C@@H]21,0.796,-9.426
sample31,C[C@@H]1Cc2ccccc2N1C1(C(=O)O)CC(=O)CN(C(=O)C2C[C@H]3C[C@@H]3C2)C1,0.866,-8.816
sample32,O=C1Cc2cc(O[C@@H]3[C@@H]4C[C@@H]5[C@@H]6C[C@H]4[C@H]([C@@H]6Oc4cccc6c4CNC6)[C@@H]53)ccc2N1,0.804,-9.996
sample33,Fc1cc(N[C@H]2CC(NC34C5C6C7C5C3C7C64)c3ccccc32)cc2c1CNC2,0.751,-10.282
sample34,COCC1[C@@H]2CN(C3CC(c4ccc(F)cc4)C3)C[C@@H]12,0.838,-8.083
sample35,N#Cc1cc(F)cc(N2CC3CC2(C(=O)N2CC[C@H]4C(=O)OC[C@H]4C2)C3)c1,0.742,-8.834
sample36,O=C1N[C@@H](C(=O)N2C[C@@H]3CCC[C@@]3(C(=O)N3Cc4cccc(F)c4C3)C2)Cc2ccccc21,0.770,-9.821
sample37,c1ccc2c(c1)CC[C@@H]2NC1CC2(C1)CN(c1ccc3c(c1)CNCC3)C2,0.877,-9.809
sample38,C[C@@H]1CC[C@H](C)C1NCc1cc(-c2noc([C@H]3NCC[C@@H]4C[C@@H]43)n2)ccc1F,0.814,-9.126
sample39,Cc1ccc2c(c1)[C@H](N(C(=O)NC1[C@H]3[C@H]1[C@H]1C=C[C@@H]3C1)C1(C(=O)O)C3[C@H]4C5C6[C@H]3[C@@H]6C1[C@@H]54)[C@H](C)C2,0.659,-9.983
sample40,O=C(NC1[C@H]2[C@H]1[C@H]1C=C[C@@H]2C1)[C@H]1Cc2ccccc2C(=O)N1C1(C(=O)O)C2[C@H]3C4C5[C@H]2[C@@H]5C1[C@@H]43,0.680,-9.947
sample41,O=C1c2ccccc2C[C@@H]1Nc1cc(F)c2c(c1)CN(C(=O)[C@@H]1[C@@H]3CNC[C@@H]31)C2,0.843,-9.712
sample42,O=C(Nc1ccc2c(c1)CC[C@@H]2Nc1noc2ccccc12)[C@H]1CN=CN1,0.665,-9.509
sample43,O=C(NC1[C@H]2[C@H]3CC[C@@H](C3)[C@H]12)N1Cc2cc(N3Cc4ccccc4C3)cc(F)c2C1,0.806,-9.834
sample44,C[C@@H]1CO[C@@H](C)CN1c1ccc(NC(=O)N2C[C@H]3C[C@@H](O)[C@@H]3C2)c(C(=O)O)c1,0.729,-8.198
sample45,O=C(C1[C@H]2CCC[C@@H]12)N([C@@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21)C1(C(=O)O)CC2CC(C2)C1,0.818,-9.554
sample46,O=C(N[C@@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21)C1[C@H]2CN(c3ccc4c(c3)CNCC4)C[C@H]12,0.828,-10.064
sample47,O=C1Cc2ccc(N(c3ccc4c(c3)CNCC4)C34CCC(F)(C3)C4)cc2N1,0.850,-9.821
sample48,O=C(O)C1(N2CCc3cnc(N4C[C@H]5C[C@@]5(c5ccccc5)C4)cc32)C2[C@H]3C4C5[C@H]2[C@@H]5C1[C@@H]43,0.797,-10.152
sample49,Cc1cc(C(=O)NC2C[C@H]3[C@H](C2)C3(F)F)cc2c1N(c1cc(F)ccn1)CCC2,0.830,-9.404
sample50,O=C(N[C@@H]1COc2ccc(N[C@H]3CCn4cnnc43)cc21)c1ccc(F)s1,0.722,-8.618
sample51,Cc1cc(F)c2c(c1)CCN(C(=O)C1[C@H]3C[C@@H]4C[C@@H]3C[C@@H]14)C2,0.779,-8.856
sample52,C[C@H]1CN([C@@]2(F)C[C@H]2C(=O)N2Cc3ncsc3C2)c2ccc(F)cc2O1,0.755,-8.596
sample53,O=C(C1Cc2ccccc2C1)N([C@@H]1C[C@H]2C[C@H]1[C@@H]1C[C@@H]21)C1(C(=O)O)[C@@H]2C[C@@H]3C[C@@H]1[C@@H]3C2,0.811,-9.658
sample54,Cc1nc(N[C@H]2COc3ccc(O[C@H]4CNCCC45CC5)cc32)ccc1C#N,0.852,-9.066
sample55,O=C(C1=CCCNC1)N(c1ccc2c(c1)CNCC2)[C@@H]1CCOc2c(Br)cccc21,0.719,-9.424
sample56,O=C(N1C[C@H]2C[C@@]2(c2ccccc2)C1)C12CC(C1)C2,0.793,-8.031
sample57,O=C1NCc2ccc(NC(=O)[C@@]34CCC[C@H]3CN(Cc3ccc5c(c3)C=C5)C4)cc21,0.704,-9.758
sample58,Cc1cccc2c1[C@@H](NC(=O)[C@H]1[C@@H]3CN(C(=O)N[C@@H]4Cc5ccccc5C4=O)C[C@@H]31)CC2,0.788,-9.781
sample59,CC12C3[C@H]4C5[C@H](Oc6ccc7c(c6)CN(c6ccc8c(c6)NC(=O)C8)CC7)C([C@H]41)[C@H]2[C@H]53,0.835,-10.354
sample60,CC(C)(Oc1ccc2c(c1)CC(=O)N2)[C@H]1CCN1c1cc(F)ccc1C1(N)CC1,0.810,-9.164
sample61,O=C(O)C1(O[C@H]2CCc3c(F)cccc32)CCc2cc(N3CC[C@H]4COC[C@H]4C3)ccc2C1,0.751,-9.591
sample62,O=Cc1cccc(CN(C2[C@@H]3CNC[C@H]2C3)C23CCC(CC2)CC3)c1,0.832,-8.939
sample63,C[C@@H]1C[C@H](C(=O)N[C@]2(c3ccccc3)CC2(F)F)CCN1C(=O)[C@@H]1C[C@H]2C[C@H]1[C@@H](N)C2,0.770,-9.394
sample64,Cc1cc(C(=O)N2CCC[C@H]3CNC(=O)[C@@H]32)ncc1NCc1ccc(Br)nc1C,0.689,-8.651
sample65,c1ccc([C@H]2CCN(c3ccc4c(c3)OC[C@@H]4NC3C[C@H]4CN[C@H]3C4)C2)cc1,0.858,-9.693
sample66,O=C([C@@H]1C[C@H]2C[C@H]1[C@@H](NC1C3CC4CC(C3)CC1C4)C2)N1[C@H]2CCc3ccccc3[C@@H]21,0.724,-9.847
sample67,COc1ccc2c(c1)CN(C1CCN(C(=O)C3[C@H]4C[C@@H]5C[C@H]4C[C@@H]35)c3cc(C)ccc31)CC2,0.661,-10.013
sample68,C[C@H]1c2ccccc2C[C@H]1NC1[C@H]2[C@@H]3[C@@H]4[C@@H]5[C@@H]3[C@]1(N1CCc3c(F)ccc(F)c3C1)[C@@H]5[C@@H]24,0.788,-10.454
sample69,N#Cc1cc(F)c(N(c2cc3n(n2)CCC3)C23C4C5C2C2C3C4C52F)c(F)c1,0.821,-9.714
sample70,N[C@@H]1Cc2ccc(C(=O)N3CCc4ccc(N5CC[C@@]6(CCOC6)C5)cc4C3)cc2C1,0.816,-9.741
sample71,CCC[C@@H](NC(=O)NC[C@@H]1Cc2cc(F)ccc2N1)c1nc2ccc(C)cc2o1,0.575,-9.373
sample72,Cc1cccc2c1CC[C@]2(O)CNC(=O)[C@@H]1C[C@H]2C[C@@H]1[C@H](NC(=O)N1C[C@@H]3C[C@@H]1CC3=O)C2,0.652,-9.387
sample73,N#Cc1cccc2c1CN(C(=O)c1cccc3c1CN(C(=O)[C@@H]1NC[C@H]4C[C@@H]41)C3)C2,0.841,-9.662
sample74,Cc1nc(N2C[C@H]3CCC[C@@H](C3)C2)ccc1-c1noc([C@H]2C[C@]23CCNC3)n1,0.880,-9.162
sample75,N#Cc1ccncc1C(=O)N1Cc2cccc(C(=O)N3C[C@H]4COC[C@@H]4C3)c2C1,0.783,-9.195
sample76,c1cc2c(c(-c3noc([C@@H]4[C@H]5[C@H]6C[C@@H]4C(NC47C8C9C%10C8C4C%10C97)[C@H]65)n3)c1)CNC2,0.831,-10.363
sample77,Cc1ccc2c(c1)N(C1(C(=O)N3CCCc4nc(C#N)ccc43)C3C[C@@H]4C1[C@H]4C3)CC2,0.759,-9.880
sample78,Cc1ccc2c(c1N(C(=O)[C@]13CCNC[C@@H]1C3)[C@@H]1Cc3ccccc3[C@@H]1N)CC(=O)N2,0.717,-9.730
sample79,O=C(C1Cc2ccccc2C1)N(C1C2CCC1CC2)C1(C(=O)O)[C@H]2CC[C@H]2[C@@H]2C[C@@H]21,0.826,-9.412
sample80,O=C1CN(c2ccc3c(c2)CCC(N[C@@H]2[C@@H]4Cc5cc(F)ccc5[C@@H]42)C3)CCC12CC2,0.815,-10.061
sample81,c1ccc2c(c1)CC[C@@H]2NC1CCc2cc(N3C[C@H]4CCC[C@@H](C4)C3)ccc2C1,0.755,-9.816
sample82,O=C(NC1[C@H]2CC(C(=O)O)C[C@H]1C2)c1ccc2c(c1)CCC2N1C[C@@H]2CCC(=O)[C@H]2C1,0.779,-9.364
sample83,O=C(N[C@@H]1C[C@H]2C[C@H]1[C@@H]1C[C@@H]21)C1CCOC1N[C@@H]1C[C@H]2c3ccccc3CC[C@@H]12,0.827,-9.375
sample84,O=C([C@H]1C[C@@H](Nc2ccc3c(c2)CNCC3)C1)N1CCc2cc(F)ccc21,0.878,-9.412
sample85,O=C(O)[C@H]1c2ccccc2CN1c1ccc2c(c1F)OCC2NC12C3C4C5C3C1C5C42,0.802,-10.032
sample86,O=C1C[C@H]2C[C@@H]1CC2N1Cc2ccccc2[C@H]1C(=O)CO[C@H]1CNc2ccccc2C1,0.808,-9.432
sample87,Cc1nnc2c(n1)CN(C1[C@@H]3[C@@H]4C[C@@H]1[C@@H](C(=O)N1Cc5cccc(F)c5C1)[C@@H]43)CC2,0.766,-9.783
sample88,Cc1cc(F)c2c(c1)CCN(c1ccc3c(c1)CN(C1[C@@H]4[C@@H]5CC[C@@H]1[C@H]5C[C@H]4N)C3)C2,0.787,-10.353
sample89,N[C@@H]1C[C@H]2[C@H]3CC[C@H]2C(N2Cc4ccccc4[C@@H]2C(=O)N2CCc4cc(C=O)ccc4C2)[C@H]31,0.742,-10.093
sample90,NC(=O)[C@@H]1[C@@H]2CCC(N(C(=O)N[C@@H]3Cc4ccccc4C3=O)[C@@H]3C[C@@H]3[C@H]3C[C@@H]3c3ccccc3)[C@H]21,0.678,-10.105
sample91,FC1(F)[C@@H]2CC(N3CC4(CC4)c4ccccc43)C[C@@H]21,0.747,-8.229
sample92,O=C(N[C@@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21)[C@@H]1C[C@@H]2CC(NC[C@@H]3[C@@H]4CCOC[C@H]43)[C@@H]1C2,0.785,-9.517
sample93,c1cc2c(cc1O[C@H]1[C@@H]3CC4CC3[C@@H]1C4)CN(c1ccc3c(c1)CNCC3)CC2,0.850,-9.918
sample94,c1cc2c(c(OC3C4[C@@H]5C6C7[C@@H]4[C@H]7C3[C@@H]65)c1)CN(c1ccc3c(c1)CNCC3)C2,0.878,-10.296
sample95,Cc1ccc(N2CC[C@]3(CCCN(C4(C(=O)O)C[C@H]5CNC[C@H]5C4)C3=O)C2)cn1,0.806,-8.855
sample96,N[C@H]1Cc2ccc(O[C@H]3C4CC5[C@H]3[C@H]5[C@H]4O[C@@]34C(=O)[C@H]5[C@@H]6[C@@H]7[C@H]([C@H]63)[C@H]4[C@H]57)cc2C1,0.856,-9.973
sample97,C[C@@H]1Oc2ccccc2[C@H]1NC1c2ccccc2NCC1C(=O)N1C[C@H]2COC[C@@H]2C1,0.801,-9.538
sample98,Cc1ccc(C#N)nc1N1C[C@@H]2C(C(=O)Nc3c(F)cccc3C#N)[C@@H]2C1,0.907,-8.852
sample99,Cc1ccc2c(c1)[C@H](N(C1CC3(CNC3)C1)C1C3[C@H]4C5C6[C@H]3[C@@H]6C1[C@@H]54)[C@H](C)C2,0.871,-9.801
sample100,C[C@@H](O[C@@]12C(N[C@@H]3[C@@H]4Cc5cc(F)ccc5[C@@H]43)[C@H]3[C@@H]4[C@@H]5[C@H]([C@@H]41)[C@H]2[C@@H]35)c1ccc2c(c1)CCC2,0.722,-10.815
sample101,N#Cc1ccc(CN2CCc3cc(C(=O)N4C[C@H]5[C@@H]6COC[C@H]6[C@@H]5C4)ccc3C2)cc1,0.776,-9.733
sample102,O=C(N[C@@H]1C[C@H](F)c2ccccc21)[C@@H]1C[C@H]2CC[C@@H]1N2C(=O)C1[C@@H]2CC[C@H]1C2,0.867,-9.148
sample103,O[C@@H]1C2[C@@H]3C4[C@@H]2[C@H]2C1[C@H]3C42N(c1cccc(F)c1)C1C2[C@H]3C4C5C6C4[C@H]3C1[C@H]6[C@H]52,0.865,-9.807
sample104,O=C(O)[C@@H]1[C@@H]2CCC(C(=O)O)(N(C3C4[C@H]5C6C7C8C6[C@H]5C3[C@H]8[C@H]74)[C@@H]3[C@@H]4CCc5ccccc5[C@H]43)[C@H]21,0.693,-10.209
sample105,C[C@H]1Oc2ccccc2[C@H]1N1C(=O)N[C@@H]2Cc3ccccc3C2(N2C(=O)[C@H]3CCC[C@@H]2C3)C1=O,0.751,-10.047
sample106,COc1ccc(Nc2ccc(C(C)NC3=C(Cl)COC3=O)cc2)nc1,0.769,-8.453
sample107,O=C1CC[C@H]2CN(C3CCC(N[C@@H]4[C@@H]5Cc6cc(F)ccc6[C@@H]54)c4ccccc43)C[C@H]12,0.797,-10.132
sample108,N[C@H]1Cc2ccccc2C1(C(=O)O)N1C(=O)Cc2ccc(N3CC[C@@]4(C3)CC4(F)F)cc21,0.768,-9.699
sample109,O=C([C@H]1CN2CCC1CC2)N(C[C@@H]1OCc2ccccc21)C1(C(=O)O)C2C[C@H]3C1[C@@H]3C2,0.790,-9.103
sample110,O=C1N(C2(C(=O)O)[C@H]3CC[C@H]2CNC3)c2ccc(N3C[C@@H]4[C@H]5CC[C@@H](C5)[C@@H]43)cc2C12CC2,0.767,-9.543
sample111,Cc1cccc(C(=O)N(C2C3[C@H]4C5C6C7C5[C@H]4C2[C@H]7[C@H]63)[C@@H]2c3ccccc3C[C@@H]2Cl)c1,0.634,-10.189
sample112,O[C@H]1Cc2c(F)cc(F)cc2[C@@H]1N[C@H]1CC(N2C[C@H]3CC[C@@H](F)[C@@H]3C2)c2ccccc21,0.762,-9.871
sample113,O=C(N[C@H]1Cc2ccccc21)C1[C@@H]2C[C@@H]1CN(c1ccc3c(c1)NCC3)C2,0.885,-9.503
sample114,Cc1ccc2c(c1)N(C(=O)[C@]13C[C@@H]1CN(C1CCc4c(F)cccc4C1)C3)CCN2,0.826,-9.729
sample115,O[C@@H]1Cc2ccc(OC[C@]34C[C@@H]3CN(c3cc(F)c5c(c3)CNC5)C4)cc2C1,0.856,-9.751
sample116,O=C1C[C@H]2CC[C@H]1[C@@H]2C(=O)N1Cc2cccc(N[C@@H]3[C@@H]4CCc5ccccc5[C@H]43)c2C1,0.818,-10.023
sample117,Cc1cnc(CN2CC3(CC(c4ccccc4)C3)C2)cc1N1C[C@H]2COC[C@@H](C1)C2=O,0.763,-9.306
sample118,COc1ccc2c(c1)CN(C(=O)[C@@H]1[C@@H]3C[C@@H]3CN1C(=O)Cc1cccc(F)c1)C2,0.801,-9.526
sample119,C[C@H]1c2ccccc2C[C@H]1N(C1=N[C@H]2C[C@H]3CC[C@@H](C2)N13)C1(C(=O)O)C2[C@H]3C4C5[C@H](C1[C@H]43)[C@@H]52,0.783,-10.286
sample120,Oc1ccc(Nc2cc(F)cnc2CN2[C@H]3CC[C@H]2CC2(CC2)C3)nn1,0.876,-8.751
sample121,O=C1C[C@@H]2CC[C@]1(O[C@@H]1c3ccccc3C[C@@H]1O[C@H]1C3C[C@@H]4C1[C@@H]4C3)C2,0.827,-9.236
sample122,O=C(NC[C@H]1C[C@H]1c1ccc(F)cc1F)c1ccc2c(c1)CCN(C(=O)C1CC3(C1)N=N3)C2,0.749,-9.974
sample123,C[C@@H]1CN[C@@H](C)CC1N1CC2(CCCC2)[C@H]1C(=O)Nc1ccc2nonc2c1,0.848,-8.766
sample124,C[C@@H]1CN(C2C[C@H](C)N(C3CCC(=O)c4ccccc43)C(C)(C)C2)C[C@@H](C)C1=O,0.738,-8.687
sample125,Cc1ccc2c(c1)N([C@H](C)C(=O)N([C@H]1Cc3ccccc31)C1(C(=O)O)C3[C@H]4C5C6[C@H]3[C@@H]6C1[C@@H]54)CC2,0.730,-10.142
sample126,CC(c1cccc2[nH]ccc12)N(c1cc2c(cn1)CNC2)C12C3C4C5C3C1C5C42,0.723,-10.266
sample127,Cc1cccc(-c2noc([C@H]3CNC(=O)C3)n2)c1NC(=O)[C@]1(C)C[C@@H](F)CN1,0.736,-8.996
sample128,O=C(NC1[C@@H]2[C@H]3CC[C@@H](C3)[C@@H]12)c1ccc2c(c1)CCN(c1cccc3c1CNC3)C2,0.829,-10.005
sample129,C[C@H](CCC(=O)N[C@@H]1N=Nc2ccccc21)NC(=O)C1Cc2ccccc2C1,0.807,-9.198
sample130,O=C(N[C@@H]1Cc2ccccc2C1(C(=O)O)N1[C@H]2CCC(=O)[C@@H]1CC2)c1ccc2c(c1)CNC2,0.667,-9.877
sample131,O=C1OCc2ccc(O[C@H]3CN(c4ccc5c(c4)C(=O)CO5)CC4(CC4)C3)cc21,0.748,-9.402
sample132,CN1CC[C@](C)(C(=O)N2CCc3cc(C(=O)N4C[C@@H]4c4ccccc4)ccc3C2)C1,0.740,-9.371
sample133,O=C1CCc2cc(N3C[C@H]4C[C@H](C3)C4C(=O)NC[C@@H]3[C@H]4CCO[C@@H]43)ccc2C1,0.868,-9.215
sample134,Fc1ccc2c(c1)C[C@H]1[C@@H](NC3[C@@H]4[C@@H]5C[C@@H]6[C@H]4C(N[C@@H]4[C@@H]7CCc8ccccc8[C@H]74)[C@@H]4[C@H]3[C@@H]5[C@@H]64)[C@@H]21,0.697,-10.998
sample135,Cc1cc(F)cc(N2C[C@@H]3C[C@@H]3[C@@H]2C(=O)N2C[C@H]3COC[C@@H]3C2)n1,0.823,-8.262
sample136,O=C(N1CC2(CC2)c2ccc(F)cc21)C1(N2[C@H]3CC4=C(CCCC4)C[C@@H]32)C2[C@H]3C4C5C6C4[C@H]3C1[C@H]6[C@H]52,0.444,-10.394
sample137,N[C@H]1C[C@H]1c1cccc(N[C@@H]2COCc3ccc(O[C@H]4C[C@H]5CC[C@@H]4O5)cc32)c1,0.808,-9.348
sample138,O=C1Cc2c(cccc2C(=O)N2CC(c3ccccc3O[C@H]3C[C@@H]4[C@@H]5C=C[C@@H]5[C@H]43)C2)O1,0.437,-9.693
sample139,O=C1Nc2ccc(F)cc2C1N1C[C@H]2C[C@H]2[C@@H]1C(=O)N[C@@H]1[C@@H]2CCc3ccccc3[C@H]21,0.807,-9.981
sample140,CCC(N1CC2(C)CC1(C(=O)N[C@H]1Cc3ccccc31)C2)C12CC(C1)C2,0.875,-8.974
sample141,Cc1cc(C)c(N(C2C3[C@H]4C5C6C7C5[C@H]4C2[C@@H]7[C@@H]63)C2c3ccccc3C[C@H]2C)c(F)c1,0.617,-10.263
sample142,O=C1Cc2ccc(N3CCC[C@@H]3C(C3CC3)N3[C@@H]4CC[C@@H]3c3ccccc34)cc2N1,0.801,-9.654
sample143,Cc1ccc2c(n1)CN(c1cccc3c1[C@@H](NC1C4[C@H]5C6C7C8C6[C@H]5C1[C@@H]8[C@@H]74)CC3)C2,0.830,-10.287
sample144,Cc1cccc(C=C2C(=O)N[C@@]23CCCN(C(=O)c2ccc4c(c2)CNC4)C3)c1,0.615,-9.814
sample145,Cc1cc(N(c2cc3c(cn2)C(=O)NCC3)C2[C@H]3[C@H]4CC[C@@H](C4)[C@H]23)cc(C)n1,0.892,-9.446
sample146,Cc1cc2c(cc1C)N(C1C[C@H](NC(=O)C3CC4(C3)N=N4)c3ccccc31)CC2,0.842,-9.690
sample147,N[C@@H]1CCc2ccc(N3CC[C@H]4CN(c5ccc6c(c5)NC(=O)C6)C[C@H]43)cc21,0.849,-9.504
sample148,Cc1cc(NC2[C@H]3[C@H]4C[C@H]5[C@H]6C[C@](O[C@H]7C8[C@@H]9[C@@H]%10C7[C@H]7[C@@H]8[C@@H]7[C@H]9%10)([C@@H]53)[C@@H]2[C@H]64)c(C)cc1C#N,0.789,-10.307
sample149,N#Cc1cc(CNC(=O)C2C[C@H]3C[C@H](C2)C3NC2C3[C@@H]4C5C6[C@@H](C2[C@@H]54)[C@@H]36)ccc1F,0.795,-9.829
sample150,O=C(O)C1(N(C(=O)[C@]23[C@H]4[C@H]5[C@@H]6C[C@H]([C@H]52)[C@H]3[C@H]64)[C@@H]2C[C@H](F)c3ccccc32)C2C[C@H]3C1[C@@H]3C2,0.788,-9.998
sample151,Cc1noc(C)c1CNc1ccc2c(c1)CCN2C1C2[C@H]3C4C5[C@H]2[C@@H]5C1[C@@H]43,0.905,-9.484
sample152,Cc1cc(N2CCCc3ccc(O[C@@H]4C(=O)COC4=O)cc32)n(C)n1,0.625,-8.527
sample153,N[C@@H]1COCc2ccc(N[C@H]3Cc4ccccc4C3NC3[C@H]4[C@H]3[C@H]3C=C[C@H]4C3)cc21,0.686,-9.850
sample154,C[C@H]1CNCC[C@H]1C(=O)N1CC[C@H](F)[C@@H](NC(=O)N[C@@H]2COCc3ccc(Br)cc32)C1,0.600,-8.752
sample155,CN(C)CC(=O)N1CCC[C@@H](NC(=O)[C@]23CC[C@H]2CN(C(=O)c2cnn(C)c2)C3)C1,0.726,-8.243
sample156,O=C(NCC12C3C4C5C3C1C5C42)c1ccc2c(c1)CCN(C(=O)[C@]13CNC[C@@H]1C3)C2,0.799,-9.737
sample157,C[C@@H]1[C@@H](C(=O)O)CCN1c1ccc2c(n1)NCCC2(C(=O)O)N1C(=O)[C@H]2Cc3ccccc3[C@H]21,0.591,-9.511
sample158,Cc1conc1C(=O)N1CC(Oc2ccc3c(c2)C(=O)[C@@H](NC(=O)[C@@H]2[C@@H]4C[C@H]5[C@H]2[C@H]5[C@@H]4O)CO3)C1,0.645,-9.530
sample159,COc1ncccc1O[C@@H]1COc2ccccc2[C@H]1N1C(=O)C[C@H](C2CC2)NC1=O,0.817,-8.853
sample160,N#Cc1cccc(CNCc2cnccc2N2CC(F)(F)C[C@H]2CF)n1,0.857,-8.337
sample161,C[C@H]1Oc2ccccc2[C@@H]1NC[C@@H]1CN(C(=O)[C@]23[C@H]4[C@H]5[C@@H]6C[C@H]([C@H]52)[C@H]3[C@H]64)c2ccccc21,0.807,-10.181
sample162,C[C@H](NC(=O)N[C@H]1[C@@H]2CC[C@@H](C2)[C@H]1C(=O)N[C@@H]1[C@H]2CCc3ccccc3[C@H]21)c1ccc2c(c1)CCN2,0.512,-10.384
sample163,Cc1ccnc(O[C@@H]2[C@@H]3[C@H]4[C@@H]5[C@@H]3[C@]36[C@@H]2[C@H]4[C@]53[C@H]6O[C@H]2C(=O)[C@@H]3[C@@H]4C=C[C@@H]5[C@@H]4C[C@@H]3[C@@H]52)n1,0.711,-9.793
