,SMILES,QED,Proxy
sample87,Cc1nnc2c(n1)CN(C(=O)[C@@H]1CCO1)CC2,0.676,-7.089
sample88,Cc1nsnc1CN(C(=O)[C@@H]1C[C@H]1C)c1ccc(C#N)cn1,0.865,-7.697
sample89,CC1CCC(Oc2cc(CNC(=O)c3ccc(O)nn3)cc(C(=O)O)c2)CC1,0.699,-8.673
sample90,C[C@H]1C[C@@H]1C(=O)N[C@H]1C[C@@H](CC(=O)Nc2cccc(S(C)(=O)=O)c2)C1(C)C,0.778,-8.369
sample91,Cc1cc([C@H](C)N(C(=O)[C@@H]2CNC[C@@H]2C)c2cnn(CCC#N)c2)ccc1C#N,0.818,-8.347
sample92,CN1CC(N(c2cc(O)c(N)cc2O)c2ncc(F)cc2C#N)CC1=O,0.431,-8.433
sample93,C[C@]1(Oc2c(Nc3cnc4c(c3)CNCC4)cnnc2O)CC[C@H](N)C1,0.653,-8.435
sample94,CCNC(=O)N(C[C@H]1CCC(F)(F)C1)c1c(C)nc(O)c(C#N)c1C,0.870,-8.112
sample95,C=Cn1ccnc1COCC(C)(C)C(=O)N(CC)Cc1ccc(C)cc1,0.686,-7.652
sample96,Cc1nc(Oc2cc(F)cc(F)c2NC(=O)C2CC(C#N)C2)n(CC#N)n1,0.862,-8.522
sample97,COC(=O)N([C@@H]1CCc2cccnc21)C(C)(C(=O)O)c1cc2n(n1)CCC2,0.887,-8.392
sample98,Cn1nnnc1C(=O)N(c1cccc2c1COC(=O)N2)C1OCCCC1C(=O)O,0.755,-8.539
sample99,Cc1ccnc(N2C[C@@H](O)C[C@]2(C)C(=O)Nc2c(F)cccc2C#N)c1C(=O)Cl,0.742,-8.527
sample100,Cc1cccc(N2CCC(C)(C)C[C@@H]2C(=O)N2[C@H](C#N)CCC[C@H]2C#N)c1C(N)=O,0.827,-8.561
sample101,C[C@@H]1C[C@H]1C(=O)N(c1ncc(F)cc1CO)[C@@]1(C(F)(F)F)OC[C@H](C)O1,0.815,-8.143
sample102,Cc1ccc(-c2noc([C@@H]3C[C@H](O)CC[C@@H]3NC(=O)[C@H]3CC[C@@H]3C#N)n2)o1,0.846,-8.535
sample103,COC[C@@H]1CC[C@H]1N(c1cc(C)cc(C(=O)O)c1O)C(C)[C@@H]1C[C@H]1C1CC1,0.719,-8.255
sample104,C=C(CC)[C@@H]1CCCN(C(=O)[C@@H](NC(=O)c2ccn(C)n2)[C@H](C)CC)C1,0.760,-7.897
sample105,Cc1cc(CN(c2cncnc2Cl)[C@@H]2C[C@@]2(C)C(N)=O)cnc1F,0.661,-8.045
sample106,CC(=O)c1cc(O[C@H]2COC[C@H]2N(c2cnc(O)nc2Cl)C(C)C)c(N)cc1C,0.417,-8.417
sample107,CC1(C)C[C@@H]1C(=O)Nc1cncnc1Oc1cnc(Cl)cc1F,0.865,-7.823
sample108,Cc1cc(F)cc(N(c2ccnc(CC#N)c2)[C@]2(C)CCO[C@H](C)C2)n1,0.828,-8.229
sample109,Cc1cc(Oc2cnn3ccnc3c2)nn1C,0.669,-6.803
sample110,O=Cc1nc(OC[C@H]2C[C@H](COc3ccc(F)c(C(=O)NCCF)c3)C2)c(Cl)s1,0.562,-8.409
sample111,CC[C@@H](CCc1nc2ccc(C#N)cc2o1)C(=O)Nc1ccc(F)c(F)c1C,0.658,-9.124
sample112,C[C@@H]1CS[C@@H](C)C1(C(=O)O)N(C[C@H]1CCC1(F)F)C(=O)N1CCO[C@@H](CC(C)(C)C)C1,0.664,-8.025
sample113,OC[C@@H]1C[C@@H](F)CN1c1cc(NCc2cncc(Cl)c2)ccn1,0.879,-7.877
sample114,C[C@H](NC(=O)C[C@@H]1CCCN1C(=O)c1cc(F)cs1)c1ccccn1,0.890,-8.112
sample115,N#CCc1ncccc1N(Cc1c(O)cccc1F)C(=O)C1CC2(C1)N=N2,0.879,-8.641
sample116,CCCC[C@H]1CC(=O)CCN1c1ccc(N(C)CCNc2ncc(O)c(C)n2)nc1,0.649,-8.086
sample117,Cc1cc(N(C[C@@H]2CCCC(=O)N2)c2nccnc2N(C)C)n(C)n1,0.884,-7.384
sample118,Cc1n[nH]c(C)c1N(C[C@H]1CCC[C@H]1C)c1c[nH]c(=O)cn1,0.910,-7.635
sample119,COc1ccc(F)c(N(C2CC=C(C)CC2)C(C2CC2)[C@H]2CCCN2)c1,0.748,-8.690
sample120,C[C@@H]1CCN(Cc2ccn(-c3cnn(C)c3)c2)C[C@H]1F,0.860,-7.281
sample121,CC(c1ncc[nH]1)N(C)c1cnc(N(C2CCC2)[C@H]2CCO[C@@H]2C)cn1,0.858,-7.815
sample122,CCN1CCN(c2nccc(N3CC(N(C)CC(=O)O)C3)n2)[C@@H](C)C1=O,0.740,-7.472
sample123,C[C@@H]([C@@H]1CCCCO1)N(Cc1ccccn1)c1cc(C#N)cs1,0.833,-7.777
sample124,Cn1ncnc1-c1noc(C2(C(=O)N3[C@@H]4CCC[C@@H]3COC4)CCSCC2)n1,0.757,-8.405
sample125,Cc1ccc(C(=O)N[C@H]2CCOC[C@H]2C)nc1N1[C@H](C)CC[C@@H]2CCCC[C@@H]21,0.851,-8.419
sample126,Cc1cnc(COCc2ccccc2CN(C)C(=O)[C@H]2CN[C@@H]2C)s1,0.826,-7.945
sample127,C#Cc1ccccc1C(=O)N(C)CC(=O)Nc1n[nH]cc1OCc1coc(Cl)n1,0.575,-8.278
sample128,CCN(c1ncncc1N)[C@@H]1CCCC[C@H]1Oc1c(C#N)c(C)nn1C,0.876,-7.969
sample129,N#C[C@@H]1CCC[C@@H]1Oc1ccc(C2(CNC(=O)[C@H]3CCCS3)CC2)nc1,0.831,-8.177
sample130,[C-]#[N+]c1cccc(N(C(=O)[C@](C)(N)C2CC2)C(C)c2sccc2N)c1,0.794,-7.890
sample131,CNC(=O)C(=C[C@@]1(C)CC(=O)[C@@H](C)C1)[C@@H]1CCCN1C(=O)c1ccc(F)cc1,0.809,-8.649
sample132,CCC[C@@H]1CCC[C@@H]1CN(C(=O)c1nc(C)c(C)s1)C(C)(C(=O)O)c1ccc(C#N)o1,0.623,-8.378
sample133,CC[C@@H]1c2cccn2CCN1[C@H](C)[C@@H](Nc1nn[nH]c2ncnc1-2)C(=O)O,0.591,-8.229
sample134,Cc1c(N2CCCNCCNCCC2)c[nH]c1C(=O)N(C)[C@]1(C)CCOC1,0.742,-7.482
sample135,Cc1c(OC[C@H]2CCC(=O)C2)c[nH]c1C(=O)N[C@H](C)c1ccno1,0.848,-7.679
sample136,C[C@@H]1Oc2cccnc2C1(C(=O)O)N1C[C@@]2(CC2(F)F)C(=O)N(C[C@@H]2CCOCO2)C1=O,0.723,-8.629
sample137,Cn1cc(O[C@@H]2CCCC2(C)C)c(C=C2CCC[C@@H](C#N)C2=O)n1,0.795,-8.263
sample138,N[C@H]1C=C(c2nc(-c3c(O)cccc3-c3cncnc3)no2)CC1,0.762,-8.537
sample139,Cc1cccc(Nc2c(F)c(=O)ccn2C)c1N(C)C1CCCN(CC#N)C1,0.804,-8.140
sample140,Cc1nnccc1CN[C@@H]1C[C@H](C)CN(Cc2nn(C)cc2Cl)C1,0.897,-7.810
sample141,Cc1cccc(NC(=O)C2(Cc3noc([C@@H]4CC[C@@H]4F)n3)CCC2)n1,0.900,-8.629
sample142,CCN(C(=O)[C@H]1COC[C@@H](C)N1)[C@](C)(CC)C(=O)Nc1cc(C)cc(F)c1,0.797,-8.054
sample143,Cc1ccnc(Oc2c(F)ccc(F)c2CN[C@H]2C[C@@H]2[C@H]2CCOC2)n1,0.855,-8.738
sample144,CCCN(C1CC(=O)CC(COc2c[nH]nc2C#N)C1)[C@@H]1COC[C@@H]1CC,0.752,-8.019
sample145,Cc1coc(CNC(=O)CC(NC[C@@H]2CCC[C@H](C)O2)c2ccncc2)c1,0.745,-8.273
sample146,CC[C@@H]1COC[C@H]1N(c1ccc(O)nc1)c1c(O)cccc1O,0.804,-7.765
sample147,CO[C@H](CNc1ccc(N)c(C#N)c1Nc1c(F)cccc1C#N)C(C)C,0.639,-8.447
sample148,CN(C(=O)[C@@H]1CCS1(=O)=O)c1ccc(-c2noc([C@@H]3[C@H]4C=CC[C@H]43)n2)cc1,0.749,-8.918
sample149,Cc1cc(CN(CCN(C)CC2(C)CC2)C(=O)c2c(C)ccnc2Cl)ns1,0.617,-7.737
sample150,CO[C@H]1C[C@@H](C(=O)Nc2cncc(N)n2)N(c2nc(C)cnc2N)C1,0.696,-7.866
sample151,Cn1cnnc1C(=O)Nc1ccc(CN2CCCC(C)(C)[C@H]2C(=O)O)c(N)c1,0.668,-8.478
sample152,Cn1cc(NC(=O)[C@@H]2CNCC[C@@H]2Oc2ccc(CO)cc2Cl)ccc1=O,0.718,-8.297
sample153,Cc1noc(N2CCC[C@](C)(F)CC2)c1CC(=O)N[C@H](c1cncc(F)c1)C1CC1,0.767,-8.902
sample154,O=C(O)c1cccc(COC[C@@]23CCN(C(=O)[C@@H]4CCCCCCN4)C[C@H]2C3)c1,0.767,-8.901
sample155,C#CC[C@@H](NC(=O)CN1CCN[C@@H](C)[C@@H]1C)C(=O)N[C@H](c1ccccc1)C(F)F,0.569,-8.124
sample156,CC[C@@H](N[C@@H]1C[C@@H]2C[C@@H]2C1)C(=O)N(Cc1cnccc1OC)[C@@H]1CCCC[C@H]1C,0.713,-8.275
sample157,CSc1ncc(Nc2cc(N)ccc2CNC[C@@]2(C)CCCO2)s1,0.512,-7.829
sample158,COc1nc(NCCC(=O)NC[C@H]2CNCCO2)c(CN2CCCC[C@@H]2[C@@H](F)C(C)C)n1C,0.455,-8.122
sample159,CS[C@@H]1CC[C@H](N(c2ccc(O)c(N)c2C)c2nc(C(=O)O)ccc2F)C1,0.524,-8.587
sample160,CCN(C)C[C@H](C)CN1C(=O)N[C@H](C)[C@H](Nc2cc(C)c(C(=O)OC)cn2)C1=O,0.632,-7.831
sample161,Fc1c(OC2CNCCCNC2)ccc2oc(CC3OCCCO3)nc12,0.852,-8.119
sample162,Cc1csc([C@H](C)N(C(=O)[C@]2(C)CCO[C@H]2C)c2cccc(C(N)=O)n2)n1,0.849,-8.212
sample163,CC[C@@H](C)[C@H](Nc1cnc(C)cn1)C(=O)N([C@@H]1CCC[C@H](C)C1)C1(CO)CCCC1,0.660,-8.335
sample164,Cc1nonc1CN(c1ccc(C(=O)N[C@@H](C)C#N)cc1)[C@H]1CNCC[C@@H]1F,0.778,-8.490
sample165,Cc1ccc(C(N)=S)c(Nc2cccc(C(=O)N[C@@H](C)c3ncc(C)o3)n2)n1,0.544,-8.422
sample166,CC(=O)c1nc(N(CCC2(C)OCCO2)C(=O)C2=C(C)CCC2)ncc1C,0.713,-8.076
sample167,Cc1cc(C2CCN(C(=O)CN(C(=O)[C@H]3CCNC3=O)c3ccccc3)CC2)on1,0.759,-8.868
sample168,CC[C@H]1CC[C@@H]1N(c1c(C)nc2n1CCC2)[C@H](C)COc1c(C)noc1C,0.729,-7.885
sample169,Cc1nsc(C)c1-c1noc(-c2ccn(C)c2)n1,0.711,-7.091
sample170,Cc1ccc(C)c(N2C[C@@H](COc3nccc(F)c3C#N)[C@@](C)(CO)C2)n1,0.871,-8.432
sample171,CC[C@@H](NC(=O)[C@@H]1CNC[C@H](C)C1)C(c1ccccc1)N1CCNC(=O)[C@H]1C,0.696,-8.487
sample172,C=CCN(c1c(C)ccc(C(=O)O)c1NC(=O)[C@H]1C=CCN1C)[C@H]1COC[C@@H]1C,0.686,-8.439
sample173,O=C(O)C1(c2nc(-c3cnc(Cl)c(O)c3)no2)CCCC1,0.837,-7.795
sample174,CC1=C(NC(=O)Cc2ccc(F)cc2F)[C@@H](C)C1N[C@H](C)c1ncco1,0.829,-8.598
sample175,CC[C@@H](NC1COC[C@H]1C#N)C(NCc1c(C)coc1C)c1ccccc1,0.745,-8.484
sample176,Cc1nc(N(C(=O)[C@H]2CC[C@@H]2C#N)c2ccc(CC#N)cc2F)ncc1O,0.891,-8.481
sample177,Cc1nc(Cl)c(N)c(N2CCO[C@@H](C(=O)N3CC[C@H]4OCC[C@H]43)C2)n1,0.765,-7.811
sample178,CN(Cc1ccncc1)Cc1ccc(COC(=O)[C@H]2CCCOC2)cc1,0.715,-8.153
sample179,CC[C@@H]1CN(C)[C@@H]1C(=O)OCc1ccc2nc([C@@H]3CCC[C@@H]3C(F)F)oc2c1,0.684,-8.703
sample180,Nc1ncc(Oc2c(F)cccc2F)nc1NC[C@@H]1CC[C@@H](F)C1,0.870,-8.245
sample181,CCn1ccc(N(C[C@H](C)c2c(F)cccc2F)C2CCCO[C@@H]2OC)n1,0.730,-7.987
sample182,COc1cnccc1[C@@H](C)N(C(=O)[C@@H](N)CCC(C)C)c1ncncc1CO,0.678,-7.732
sample183,Cc1cccc2nc([C@H]3CN(C(=O)[C@H]4CN[C@@H]4C)CCO3)oc12,0.912,-8.242
sample184,Cc1c(N)cc(Nc2ccc(F)c(N3CCNC(=O)CC3(C)C)c2)c(O)c1C,0.368,-8.701
sample185,Cc1cncc(N2CCc3cnc(N4CCCC[C@H]4[C@H](C)F)cc32)n1,0.854,-8.195
sample186,CCn1ncc(Cl)c1C=C1C[C@H](C)C[C@@H](F)C1N[C@H](C)c1noc(C(F)(F)F)n1,0.681,-8.884
sample187,Cc1nnn(CCNc2cc(N)c(CN3C[C@@H](C#N)CC[C@H]3C#N)c(Cl)n2)n1,0.685,-8.349
sample188,CCCn1ncc(C(=O)Nc2cccnc2C#N)c1F,0.922,-7.395
sample189,N[C@H](CC(=O)NCC1(C(=O)N[C@H]2CCCNc3ccccc32)CCC1)C1CC1,0.581,-8.521
sample190,CCN(CCF)[C@@H]1CCN(c2cnncc2NC(=O)[C@H]2C[C@@H](C)CCN2)C1,0.752,-7.991
sample191,Cc1c(OC2(OCc3nccnc3Cl)C(=O)CC(=O)C2Cl)c(=O)ccn1C,0.418,-8.113
sample192,Cc1oc(CNC(=O)c2nccnc2Cl)cc1N1CCC[C@@H]1C1CC1,0.885,-7.912
sample193,COc1cccc(C)c1N(Cc1c(Cl)cnn1C)C(=O)[C@@H]1COC(=O)N1,0.860,-7.963
sample194,Cc1cc(N(C(=O)[C@@H]2CNCCO2)c2cccc(C(=O)O)c2Cl)ncn1,0.838,-8.142
sample195,C#C[C@@H](Nc1ccc(C)nc1F)c1ccccc1N1[C@@H]2CC[C@H]1CC(C)(O)C2,0.618,-8.547
sample196,Cc1ccnnc1Oc1cccc(NC(=O)[C@H]2C[C@H]2C#N)c1C#N,0.926,-8.294
sample197,COc1cccc(CN(C(=O)[C@@H]2COC(C)(C)C2)c2cccc(CO)c2C)c1,0.823,-8.608
sample198,CC(c1ncccc1Nc1ccccc1Cl)N1CCN[C@H](C)[C@@H]1C,0.871,-8.010
sample199,Cc1nc(N(C[C@]2(C)CCO[C@H]2C2CC2)C(=O)c2cnn(C)c2C)cnc1N,0.849,-8.158
sample200,C[C@@H]1CCO[C@@H]1C(=O)Nc1cccc(-c2ccn(C)c(=O)c2)n1,0.938,-8.203
sample201,Cc1csc(CN(C(=O)CN2CCNC2=O)C2(C(=O)O)CCC[C@H]2C#N)n1,0.743,-7.775
sample202,N#CCn1cc(C(=O)N(c2ncccc2Cl)[C@@H]2CC[C@@H](C(=O)O)C2)nn1,0.844,-8.014
sample203,CN1CCC(N(C)Cc2cc3cccc(F)c3[nH]2)CC1,0.930,-7.891
sample204,Cc1ccnc([C@@H](C)NC(=O)[C@@H]2CC(C)(C)CN2Cc2[nH]ccc2C)n1,0.865,-8.240
sample205,CC[C@H]1CO[C@H](C)CN1c1cc(CN(C)c2nc(C)cc(C)n2)cs1,0.811,-7.529
sample206,Cc1cc(N(C)c2ccc(C(=O)O)cc2)c(CNC(=O)[C@H]2CCOC2)s1,0.812,-8.085
sample207,COC[C@@H](C(=O)O)N(c1cnc2nonc2c1)c1c(C#N)nn(C)c1C,0.671,-7.766
sample208,CN1CCN[C@H](C(=O)NCc2ccncc2Nc2ccc(C#N)cc2F)C1,0.738,-8.362
sample209,C[C@@H](Nc1cc(F)c(N)cc1F)[C@@H](Cc1ccccc1)OC(=O)[C@@]1(C)CN(C)C[C@@H]1C,0.511,-9.135
