,SMILES
31,C.N=CNC(=O)C#CNNC1C=C2C(CO)=CCNC2=c(Cl)c1.O.O=P(O)(O)CCl.OCCN(O)O
32,N#CCC1C(=CCSCl)N1C1CC1O.NCCCCCN.O=CS.ON=C(O)Cl
33,CC.CC=CCCNC(O)CCl.N.N=CCO.O=[PH](O)O.OCC=NO
34,CC#CC#CCC(N=CCCl)=C1CC(O)ON1.N=C(O)NO.N=CNCCC(O)O.O.ONCNO
35,CC#NC=O.CNC(=NO)SC.NC(N)N.NCC=CCSC(CO)C(O)C1CC1.OCCCO
36,CC.CC=C(O)=C#N.COC(N)c1cc(CC=CN)cc(CC=CCC2(O)CO2)c1.N#CC#CC1ON1ON.O
37,C.CC(C#N)CN(NCO)C1=NCC(=O)C(O)=C1.NC1=NCSN=1.OC1C=C1.OCC(O)NOCOCCOO
38,C=C(N)C1(NN(C)C(=O)NCCl)CN1.N.OC1CO1.OCN#CCC=NNC1NO1
39,CCC=CNC(=NSCl)=NC(C)C(C)NCC(=O)OC.CO1C2N1[SH]2CCC=C(N)Cl.O.OCN1CN1
40,CCC1C(=C(C=CCC#CNC2CCl2)CC(C)O)C1N.CCCCCC(=O)C=CC(COC)OCO.CNC.O
41,CCNCN(CSCC)NCCl.O.OC1CC1.OCCO.OOCCOO
42,CC(C)O.CC=CCC(C)C(NN(N)C(O)OO)SCC.NC(=CC#CC(O)C(O)=CC(O)CO)NO
43,C1NC12COO2.CC#CC(=CC)NC(=O)C(C(C)=C=N)=C(Cl)C#N.CNCC=CC#CNNC(=O)O
44,C1CC1.C=C=CC(O)=CSCC#CN.NC=CCCNCN.OCS
45,C#N.CC#CC#CNC#CC1(CCC)C(O)OC1CC.OC=COCO.OCCCCNC(CO)NO
46,C=CCCC=C(C#CC(N)SC#CC(O)O)OC[SH](C)O.OCCC1OO1.OCNOO
47,CS.Cl.NCCSNc1nc(N)ns1.NN.O.OCCCNCCCC(O)O
48,NC=NC=C(CO)C(O)NC(O)S.NCN.OCCC=CCNCCO
49,C.CC(N)#CN.CCSC(=O)NC1=[SH]NC(NO)N1.Nc1ncsn1.OC=C(O)CO
50,CCC=O.CCSC(=CC#N)c1nc(C=C2CCCN2O)c(CO)s1.NC(S)N(O)NCCCNCNO
51,CC1=CC1.CCCC(CC=CO)C(=N)N.C[SH](C)O.O=C(O)C(O)CO
52,Cc1ccc(CN=CN)c(O)c1.N#CCC(=O)[SH](O)Cl.N=CCNO.NC=NOO.NCO
53,CC.CC(O)O.CNC(=O)N(CC1C=CCCC1)C(=N)NCN#CN.O=C(NN[SH](=O)(O)C(O)CO)SCO
54,NCNC(N)NC=C(CCC1CS1)CN(O)O.O.O=P(O)(O)OCCNCNC#C1CN1
55,CCC(=CSCC1CC[SH](C)OC1)=NNNCNCl.CCN.NC(N)NC=C(=CCCC1OP1(=O)O)CCS
56,C=C(O)CNC(=O)NC1SC1C.CC=S.CN.NC1=CC(c2ncccc2C2CO2)NCN1.NO.OOC(O)O
57,C=CC(C)n1nc(C)c(CCC(O)=CC)n1.CCC.NC(=CCCNOCl)C(N)N.OCC1CS1.OOC1CO1
58,C=CC=N.CCC#CCCCl.CCCC(CC)C(CO)NNNCC#N.CCCCCO
59,CSC.N#CNNCCSCC#CCl.NCC=CNCCC=CCCN
60,C=CCNN(SCC)N1c23nnnN(C)C2N13NC#N.CC=CCONC(=O)N(C)N(C)O.OCC(O)O
61,CC(C)Cl.CN#CCN=C(CC(O)#CC#N)NNC(N)N(C)O.OC1C2ON12.OCC1CO1.ONC(NO)OO
62,CN.N#CC(C=NC1CS1)SCSCS.N#CCSS.NC#CCO
63,C.CC(O)NO.N.OC(C#CCl)=CC=CC(Cl)NCCl.OCNNOCO
64,CC.CSCC(C=C(C)O)=CCC=CC#N.N#CC(=O)NCCO.OC=CCO
65,CCC=CCNO.CCCCPOOP(=O)(O)O.CCN.COC1=C(CSC)C(=O)NC(N)=C1
66,CC.CCC(C)NC(N)=NC(=O)=NCCN.N#C1CC1#CC#CCCCO.O.ONS
67,CCN.CSC(O)O.N#CN(NCCCCS)NNN.OC1CO1.OCCNO
68,CC=CC#N.CN.COC1CC1=CSCC#CN.O=C(NO)C(=C=NC1NO1)C1CC1NO.OCC(O)CO
69,C=CCC=CCCNCCCC.CN.ONCOC1C(S)C1C=CC(Cl)OO.SC1CC1
70,CC.N#CCCCCCCCCNO.N#CN1C2C(C(=NN=C(N)N)OCCO)C21.OCCO
71,CC1CC1.CC1CCCC(NC(NO)C2=C(C#CCCO)C2=CCl)C1.OCCC(O)C=CC=CNN(O)O
72,CC1CCC(CC2CC2)N1C1CCCC=C(O)C1.N#CNO.OCC(O)O.OCOCCCOC=CN(O)O
73,C=C(O)C(=CO)NCNC=NNO.CC.CCC=CCCO.N#CNO.O=CCO
74,CCC.CCc1nc(=CCO)sc1NC1C(=CNCCCN)C1C.NC=CCC#CC=C(O)CO.O
75,CC(=O)NCO.CSS.NC#CCC(NCCO)SCCCSN.NC(N)N
76,CC1(C2(COCCNO)CC2C(CO)OO)CC1.CCl.N=C(NO)NOCCC1COCC1CO.ONCNO
77,CCSC[SH]=[SH]C(NCl)NCCl.NC=CO.O=C(O)CNC=CNO
78,CCOC.N#CC1=C2C3(CC3S)C2(=O)C(N)=C1CCl.NCCCNC#CCCNNO.O
79,CC(CN)CC(C#N)C(NC#N)NCCN.OC1C2OC12.OCC=C=CCC=C(O)CCO
80,C1NCNN1.C=CC1CC1.CCCCC(C)(CO)SCCC=CO.CCN=C(NO)NCC[SH](CC)CC
81,CCC.CCCCON(C#CNO)C1CNCCN1.CNC(N)N.OCC1C2C(CC=CCl)N12
82,CCSCCO.CSNCCCSC1CC1CC(=O)NC#N.NC(N)N.O
83,CN.NCCN(ON)N1OC1C=CSCN.OC#CC#NC=CSCOOO
84,CCS.CS[SH]=C(CCCN)NCN(O)CN.NC(O)CNCCCCO.OCCCO
85,CSNNN(NNC#N)SSNC(N)N.NCN.NCNC(=S)NCN.O
86,CC(CN)CCC=CC(O)CO.CCCC#Cc1ccc(N(C=CO)CO)cc1N=CC#N.OCC1CC1
87,CCN=C(N)N.COCO.N#CCC=CC(OCCCO)C(O)Cl.ONC=S
88,C1C2CC12.N#CCCCN(C=CC=CCC#CCCCCCCCCCCO)CCCNCO
89,CCCC.CCSCCNC=CCCSC.N.OC=CCOCO.OCCNCO
90,CCC=C(CCCCl)CC1CC(CCl)C=C(N2CC2=O)N1.O=P(O)(O)N(O)OCC#NCCCl.OCC1CC1
91,CCC(=CO)NCO.CCCO.Cl.OC=CCC(C=CCCl)SSCl.OCO
92,C=CCN.CC(N)Nc1scnn1-n1c-n(C#N)cn1.O=C(O)CC(=O)NOC1OC1CO.OOO
93,CC#CC(CSC1C(C)=NNC1C)=NC#N.CCC1CO1.CCC=CO.NC1=nnccN1
94,C1CC1.C=N.NC=CC=CCCCN.O.O=CN(C#CCl)NCCO
95,C=CNC1=C(C=C)C=C(C)C2=NC(N)(Cl)NC21.CCCOCCO[SH]1(O)(CO)OO1.CNO.NC(O)C(O)O
96,C.C=CN(O)CC=CCC1(C)NNN2NC(N)=NN21.CC(=CO)CCC=COCCO.NC(N)NO
97,CC(C#CN)=CNC(=NO)NO.CCC.Cl.OCC=CC=CCCO
98,CCS.NCCC=CC#CC=NOS.O.OC(C#CCl)C1=C(S)C2NC2N1
99,C.C1CC12CO2.C1OC1C1CS1.CCNCCCNN1CC1.CN.O
100,CN.CSC(=O)N[SH](CC1CNCC(C)N1)C1CC1.NCCCO.O=C(O)CC=C=CCCON(O)OCl
101,CC#CCCCONCN.CC(=O)O.CCCC(CNC(C)CO)NC=N
102,CCC1CC1NC(=O)C(CSC)NN(C)CO.CO.NCC1CC1SCCCCCO.OCC(O)O
103,CSC.Cl.NN.O=CCNCC#CCl.OC(Cl)C(O)CNCC1CC1
104,CC1CS1.CCNC(NCCNC)NC(O)O.N.NC(N)N.O.OCCCCCO
105,C=N.CC(N)=O.CSCCCCCC1CC1SCC=CNC(N)O.OCCCCN=C(O)CNO
106,CCC(CC)CC1C(CS)C1SC.CCCO.N.N.N.O.OC1CN1
107,COC(C)N(C(C)=NC=N)C1CC1C=N.N#CC#CNNCCNCCO.NC(O)CO.O
108,C1CC1.CCC.CCCCC=CCCN.O.OCCSC1C(Cl)C1(Cl)NO
109,CC.N#CCNc1nc(NC2CC2)n[nH]1.N#CNCCC1CN1CN.N=C(N)NO
110,C=C(CCNCC)C1=CC(OO)ON1.CC.N=CC=N.OCC=CC=CC(O)O.OCCO
111,C.C=COCC#CNC(C(=CCC)OC)N1CC1N.CNCCC1CC1Cl.OC1CC1O
112,CC(O)C1=C(NC(O)CCl)C1S.NCCN.NCN=CCCO.O.SCS
113,C=CCSCC(=O)=CC.CCC=CO.CSCCCN.O.SC1CN1
114,C#N.CC=C(C#N)N=C(=O)NCSC.NC(=O)NCCCCOC1CO1.OCO
115,C.CCO.N#CC#CC=CN(=CC#N)OCCO.O.OCC(C=CCCC(O)CCl)CO
116,C=C(O)CCO.OC=C(CO)CCC1CC1.ON=C1C=C(C(NCCl)NOCl)CCN1
117,CC.CCCC1=C(CCCCO)NC(N)C(CO)=N1.NC(N)NC(=S)NO.NCC1CN1NNOCCCO
118,C=CCSCN.CCCCC1=CCN=C(NCCC)C1O.NCCC(C=CC=CCC1CO1)CCCCCCO
119,CCNC(=O)C(=O)S.CCNOO.COC.N.N=CNN.SC1=CO1
120,C=CC(NCSC=N)C(=S)CNCCOCl.NC(N)CO.OCCCNCC(O)CCNO
121,N=C1N(N)N1S.NC(N)N.O.OCNCCCCCl.OOCCNCCC(Cl)NC1CS1(O)O
122,C#N.COC#CC(C#CCCCO)=NNC=COC.COC(O)=CC=C=N.NCCC1CO1
123,C#CC=C(C#CCS)C1CC1CCC=O.CCCO.N#CCCCCN.N=CNCCO
124,C.C=CCCC#CCOC(O)CO.CCC=C(CC(C)=COC)N(C)C(O)CC.NC(N)NO
125,CC=NO.CCC(O)Cc1nC(N)nn1C(=O)NO(O)CCl.OC1CC1.OCC=CC#CCNC(O)O
126,CC#CC(CSC)NC(O)OC.CNCN.N.NC=CO.NNNO
127,C1CC1.C=Cc1nc(Nc2ncnc(N)n2)no1.CCC=O.COOCCOCCNC(N)N.O
128,C=N(N=C(O)CO)C(CCCC)CCN(C#N)C[SH](C)CC.N#CC(=N)N.NONC(=O)C=CC=CC(O)CO
129,C=C.CCC(O)C1N2C(CCOSC)O12.COCN=CNC(NC(N)COCN)C1CN=C1=S.OCC1CC1O
130,CC=CCC(C=CO)C=CC=NC(=O)O.CCCNCCO.N.OC1CO1
131,CCCCC1=C(NC(N)Cl)NSC1NC(=O)SO.NCONCCCC=CCCl.OCCCC1CO1
132,CC(CCCCCCC1CN1)CNO.CC(CO)c1cnc([SH](C)CC=N)cn1.CO.NCO
133,CCCC1CC1N(CC)C(=NCN)C(=O)C=CN.C[SH](C)O.NCCOCCONCO.O.OCCOO
134,C1CC1.CC.CCS.COC=CC(N)C(C)C.N=CCOCO.NNO
135,CC(C(CCCCO)SSC#N)[SH](C)O.N#CCO.O.OCCCOCCOCCO
136,C#CCNC(NCCCC)C(C#N)C1CC1.CCC.NCCP(=O)(O)OCC#CCO.NCNO
137,CC.CC(=NCN)NO.NC(=NOC=CCSCO)C(O)S.NCNN.O=C(S)NOO
138,CC.C[SH]([NH3+])SCC(O)NC(NS)SCCl.N=C(NCCO)SS.NC(N)NO
139,C1NSS1.CC=CCCCCNCC.CCCSCN(C=C(C)Cl)N(C)=CNC#N.CN
140,CC(N)S.CCC#CC(=CNC#N)NCC.O.OC(O)O.OCC=CCO
141,CSCCC(NC#N)NCSCN.N#CC#N.OC=CNC=CCO
142,CCN(C)CO.CN=C(CSCN=CC=OSC)N1CCC2CC21.CNO.OCCNONO
143,COCC=CC(NNCN)NC(C)C.O.OCCC1CO1.OCCCNO
144,CCC=CC(C1CC1)N(O)C1(CCO2ON2C)CC1.NC(N)CCC=CC=CC=CO.NCNCO.O
145,CC#CC(=CCO)CC=C(CCC(O)N=CN)C1CC1.CCNCN(C#CC=C(O)OO)CCO
146,C1CC1.CCC.CCC=O.CSCCCNC=C(C)CO.N#CNNC(=NO)=NNNC(N)=O
147,C#CCC1(COC)C(CC#N)N1CCC=CSC.C1CN1.O=C=CC#CCCCC(O)CNO
148,NC1ONC1O.NCNC=CC(C=CCCO)C1CC12CN2.O.OCC=CCCCCSO
149,C.CCCOCNc1nc(N(CC)NC(C)C#N)ss1.CCO.CONCCNCCN(O)CCO
150,C.COC(NCCCCCNNCCS)N(=O)O.NO=CCO.OC=COO
151,CCC.CN=C(NCCSC)OC.CSC.NC#C#CCO.O.OC(C1=CC=COC1)=C1OC(O)C1Cl
152,CC=CCCC=N.CCC.N=CNC(NC(=N)N)NC(S)=CC#CS.OCCCOO
153,C1CC1.CC(=CO)CC1C2CSc3[nH]c(C#N)nn3C21.CO.O.O=P(O)(O)OCCC=CCCCS
154,CC.CC1=S(C)C1.CCNCP(=O)(O)O.CN#CCC=CC(O)N(O)C=CCC#N.OCCNO
155,CC=CC(O)C(SCCl)C(O)C(C)O.CCNO.N#CC(=O)S.OCC1CC1
156,CC(O)C(O)CSCCC#NN.CO.CSCCCO.NCO.OCl
157,CCCN.CCNC(=C#N)NNNC(N)S.O.OC1=CC1.OCC(O)OO
158,CC#COCO.CC=N.CCN1C(=C[SH]2CC2)C1NCCC#N.NCNO
159,CC.CC(OCCO)C(=O)NC(=O)NNC#N.NC(N)N.O=CCCO.OC1OC1C1CO1
160,CC#CNC(=O)CN.O.OC(O)C1CC1C=C[SH]=C(NCCS)SCCl.OCCS
161,C#CC=CCl.CC(NCCO)NCCCCO.CCC.CCOC(=CC(O)O)c1cn[nH]c1CCC#N
162,CC#CCCC(CO)N(O)O.CC(C#N)CO.CCCNC(C=COCC)=NN1N=C(N)NN1.O
163,CCC=CC#CCCCC=N.CCNO.CSO.N#CNNNC=Nn1snc(N)c1CN(O)CO
164,CC(C)N.CCCO.N#CC(N)NC=COCO.NCNC1=N=C(SO)N=C1Cl.NOCl
165,C#CC(C(=C)NCC[SH](C)C)=C(CC=N)C1CN1.C=C(C#CCC(O)CNO)CCCl.N.OCNCO
166,C=CSC.CC(=CCSCCO)NCl.CO.OCCCCNC=CC1CO1
167,CC(N)NC=CC(O)=CNCCO.OCC#CC(CCSO)C1NC1NO
168,CC=C(C=CC#CO)CN.CSCC1=C(C2CC2C)N=C(NCC=N)N1.NC(N)N.O
169,C=CC(CN)ONCC(O)OC.CC1CO1.COCN(C(=O)NCC#N)C1CCCN(O)C1.N#CN(N)N.O
170,N#CC#CN(CCCNCCN)CON1CNNC1.N#CC12CC1C2.OCO[PH](O)(O)O.OS
171,C#CC1(O)=C2(C1)C(O)N2C=CN(S)C=N.CCC=CN.OCCC=CCCOCO
172,CCCC(O)C=CNC#N.CCO.CSCO.NCO.OCCCC#C1CCN1
173,C.CCCOCC(O)NC(NC1NC1O)C1N=C(N)NCN1.O=P1(O)ON1C=C#CCN(O)OO.OCCNO
174,CC=CC(C)C(C=CC)CCN(CCC)C(N)O.CCNC=N.O=P(O)(O)NCCCOC(O)=NO
175,CCCC=C(CCN)CC(NCCO)=C1CO1.CCCNC(=O)CC#N.OC=CC(O)S
176,C=C.CCl.COC(=O)C(=Cc1ncn(C)n1)N1CCCC1.NONC(N)N.O.OCCO[PH](O)(O)O
177,CC(CO)CCCCC#CCO.CC(N)=NCCN=C(S)NO.O=CO
178,C=C(NN=C(S)C=CCO)N(O)CC.CCO.NCS.OCCNNCCOCCO
179,CC(Cl)CCCCC1CN1N(=O)O.CC1=C(OS(O)(O)O)CC(CC(CC=CCC2OCl2)ON)C1.OCCO
180,CC=C(C#CCCN)c1nnc(NC(C)C(C)O)c1C.CCCCNCO.CSCNO.N.NC(O)C(O)O
181,CCSC(Cl)C(Cl)C(C#CN(C)C)C(=O)Cl.NC1CN1.NCCCNNNC(N)N.O
182,C=C(CNCCCN)N1C2NCSC21.Cl.O.OCCNOCS.OCOC1CC1O
183,C#Cc1nc(Cl)ccc1C(=O)NC(=CC(CO)=C1CC1)OC.CON1CO1.O=C(CCC=CCCO)NCCO
184,CSCCC=CCC1C=C1NCC#CCS.NC(NO)NC=CCCCO.NS.OC(O)O
185,CC.CCCN=C(CC=CC(O)CO)=NC#N.NN=C(N)N.OCCNCS
186,CCN(CSC)C(=O)N=C(N)N.CSC(N)N.NC#CNCC=CNCN.O.O
187,CC=CC(C=S1C(=NCC)C1CCO)CC#N.N#CC#N.NCCCCCC=CCCO
188,CC(O)CO.CSC(C(=O)NCSC#N)N1SC1#N.NC=NO.OCSCCC=CCl
189,CNC.CSCCC1C(=O)C(=CC#CN)N2CC(O)CC12.O.O=P(O)(O)OCCCN=C(CO)C(O)O
190,CC=C(N)NNC=CCCCO.NC#CC(C#CS)=CNC1N=C(N)NN1.O=CC1CC1
191,CCC#CC#C#CC1=C(OC)CN=C(NC(CO)SC)C1.N.N.NC#CCO.O=CCCCCCCCCCl
192,C1NO1.NC(=S)NNC(=O)C=C1CCC(O)C1.NCCCCSCCOCCO
193,CCNC(N=NC1CC1CN)NC(=O)OCCl.CCO.OCCCC(O)O.OCOCNNC1C(OO)N1O
194,C1CC1.CN(O)C(N)C(=O)NC(CC=CCC=CO)CSCO.NOCC=CC#CC1C23=ON12O3
195,C=O.N=CN.NC(Cl)(C#CCSCONO)SS.OCCSOCO
196,CCCCCO.CCCN(C=CC(Cl)SC#N)C1=NNNC1N.CN(OCCONO)C1SC1O.N
197,CCCNSCCC.COC12CC1C2.NC(N)C1CO1.NCCCCCOCCNO.NCNOCl
198,C.CCC=C1C2=N(C(O)C3CCCN3)C12.N.NC(N)O.NCCCCC=NC(=O)NO
199,C=CC.COCC#CNCCCN.C[SH](O)CO.NC(N)N.O=[SH]OCCO
200,C=C(CC)NCC(C#N)C(Cl)CCCC=NC=N.CCC.N#CCCCCCNP(=O)(O)OCO.OC1(O)NO1
201,CNC(CCC#N)C(O)=C1CN1.N.N.OCC1CO1.OCCCNCCO
202,C=CC=CC(S)=C1CCNC1=CO.C=N.CC(=CN)SO.CCO.O.OCCCCOCCO
203,C=C1=C(c2nnN(CC=CC)C2C#C#N)NC(Cl)NN1.CCNC(CO)CCCCCC12CC1O2.OC=C1CC1
204,CC=C(C=CC(C)SC)CC(O)C=N.CCC.CN(C=CCNCO)CCO
205,CC(N)N(O)N(CS)C(=O)CNON.CCSC.NC1CN1.O.O.ONOC=COO
206,CNC(=O)Cl.NN(N)C=COCC1SN=C1CCCl.OCO.OCOC=CC=CCNO
207,CCCCN(O)CCCNCOO.CS.CSCC(C=NCNCC=O)Nc1ccNC(NO)n1.OCCCO
208,CCO.N.OC=CC(O)O.OCC1C2[SH]3C(Cl)ONC123.OCCCCCO.SCCCS
209,CCC.CONC=C#N.N#CN1CN1C(=N)N1=CC(S)=cn1.OCC(=CCN1CC1)NO.SC1=CC=CC=N1
210,N.N#CC=OOCO.NC(N)=NC(C#CCOCO)=CC=CCl.O.OCNCS
211,C.C=CCNNC(COS)NC1C2ClO3CC123.CC.CC(CO)N(O)NO.OC1CN1
212,C1NCNN1.CC.CCC=C(CC#N)NC1=OC(NC(C)O)C1.NCC1OC1CN(O)C=O
213,C=CCC(N)CO.CC.COCNc1nC(O)cnc1NOCCNOCCl.OCNC=NO
214,CCC.NCCC(C#CS)(CCl)SCl.NCCCCC=CC(O)O.O
215,CC1CC1.CSc1nnc(C(CNCNO)=C(C)O)s1.NC(=O)NON=CC#CCO.NO
216,CC.CSC1C(C=N)C12CC([SH](C)S)N2.OCCNCO.OCCNO
217,CC=CN.NC#CCCC(=CCO)NC(N)Cl.OCC=OCCCNOO.OCCO
218,CC.CCCNC(S)=CSC1=NN2(CS2)N1.N#CN.NC(O)NC=CC#CCC=CO
219,C1CCOC1.CC(=CC#N)C(=O)C1C=[SH]N(C(O)CS)C1.COC.N.N=CC(N)=NC#CCCC1CC1
220,C.CC(CO)C1CCCC=CN1CCC=C=N.NNNCCO.O=CC(CC=CCNO)NC=CO
221,CCCO.CCSC(C)N=NC(NO)NCl.Cl.N.OC(O)O.OCCNO
222,C#Cc1nc(N2NN=C(N)N2)c(-c2sccs2)s1.CC.O=C(NO)NC(C#CCC1C2OC12)CNC1=NNCN1
223,NC=Cc1c(SCC#CO)nN(C(N)Cl)=N1.O=C(O)C(S)C(=O)O.OCCCCO.S
224,C=N.CON(CO)P(=O)(O)Cl.N#CCCC=C(C=CCCO)C=CCCO.OC1CC1O
225,C=CN(CCN(C)CC)C(CCC)CCCC=N.NCCN(O)O.OCC(CO)ONC#CCCCl
226,CCC=C(C#CN=C(=O)S)NN(CCCC)C1CCCN1.CO1CC1O.O=C(COCCO)NCC1=n[nH]nN1
227,CC#CN.CCCCCCCO.CSC.N#CCC=C(CC#N)C(=O)NC#N
228,CC(=C=C#NO)[SH](C)CCCN.CC(=O)C(S)=NO.CC1CC1.CCCN
229,CC(N)O.CCCSC(=NCC)NC(=O)CC(O)NC(N)Cl.NCCCCC=CNC(N)NO
230,C1CC1.C1NCON1.CCC.CCN(CN)Nc1nnsc1C#N.CSCC=N.NCNC1CO1
231,CC(CCSN)C1=CN1C(O)O.N=N.OCC=CCCNCCO.OCO
232,CCN(C(C)=O)C(=NO)NC(NCC#C=Cl)C(C)O.CSC.Cl.NCCCCC#CC=CCO.OCCCNO
233,C=C(O)C(CN)NC(SC)SC.CCCCl.N.O.OC=CCO.OOCC1CO1
234,C1CC1.C=CC=CNC=N.CC(O)=C(C)C=C(O)C(N)O.OC=CC#C=C#CN(O)CC=CO
235,CC.CCC(CCC#N)NC(=O)C#CC=NN.NC(N)=NNNN=CSCCO.NC(N)=S
236,CC#CC(NC(=CC)NC(C)N)SCC.CC#CCCCCCO.OCO
237,CC(O)C1CO1.N#CC=CNC(=O)C1(C=C2CC2)NCNC1O.OC1CC1.OOCCCCOCCCOO
238,CC[SH]1CC1.N#C(N)CN(CC#CNNNCl)CCCCCl.NN1CN1.OCCCNO
239,CCOCCl.CCOOCO.CC[SH](C)c1cnnc(C)c1.N#CC(N)NO.O.O
240,CC.N.N#CN=C(C#N)Nc1nccs1.OCC=C#CCOCO.OCNO
241,C.CC(O)NN(CCC#N)CCCC#CN.CCCl.COCCCO.OC1CC1
242,CCCS.NC#NCC(CNCSN)=NCO.NC=NC=CC1CC1.OC(O)O
243,C=N.CNC1CCC(C(C)=CCCCl)=C2C=C21.O=CC=COC=COCCCO.OCCO
244,CCSC(NCCN)NC(S)#NO.NC(N)=NO.NCNCCCO
245,CC1CC1N=C(NCNC#N)NSC1CC1.CCN.NNC=CC=CNCCCO
246,CCC(=O)NO.CCCSCC=CC(=O)N(CCC)N#C1CO1.CN.OCCOO.ONCCl
247,C#Cc1cnc(C2=C(Cl)NNS2)c(Cl)c1.CC.NN.O=CCCC=CONC(CCO)NO.OC=CO
248,CC(O)NON.N#CCCC=C(CN)NOCCO.O.O=CSC(=O)CNO
249,CC(N)C(O)O.CC1CC1COC(=O)NNC(N)S.CCN(O)NN.NCC(=O)O.NONC1C2CCN21
250,C=NCN.CNONSCC=CCNO.NC=NNC(=CSN)NCO
251,CC#CCC#CC=CCNP(=O)(O)O.CC(C=CC=CNN)CCC#CCN.CCCC=CSC.NC(N)N
252,C#CC(N)C(C#CCl)#C1C(C#CC#CCCCNC(=O)NC(C)C=O)N1C#CCSO.NC1NNC(N)N1.O
253,CC.CC(C1=C(C#N)CCS1)C1C(N)N1CN.NCN.NCOOC(O)CCC#CCCO
254,C1CC1.CN.NC(O)S.NCNSNN(=O)CC(O)Cl.O.OOOO
255,C#N.CC#CC(C)n1nc(C(=CN)CO)nc1SC.CC=CCC#N.NCCC=CCNC(N)=NO
