,SMILES,QED,Proxy
sample25,COc1cc(Sc2cnc3c(c2)nc(C)n3C(C(=O)O)(c2ccc(Br)cc2)[C@H](C)N)c(C)cn1,0.350,-8.857
sample26,Cc1cc(Br)ncc1CN[C@H](C(=O)O)c1ccc(Nc2cccc3ccc(O)cc23)s1,0.243,-8.943
sample27,COC(=O)c1cc(N(C(=O)NCc2nccc3ccccc23)c2ccc(-c3nc[nH]n3)cc2)c(C#N)[nH]1,0.302,-9.678
sample28,Cc1c(F)ccc(Sc2cccc3ocnc23)c1NC(=O)C(=O)N(C(C)C)[C@H](CO)CCC(C)C,0.381,-8.409
sample29,C[C@H](NC(=O)Nc1c(Cl)cc(Nc2cccc3nc[nH]c23)cc1Cl)c1cccc2c[nH]nc12,0.201,-9.586
sample30,O=C(Nc1cc2ccccc2nc1OC1(C(=O)O)C=CC(=O)c2cnccc21)Nc1cccc2cncn12,0.324,-9.692
sample31,CNC(=O)[C@@H](C)NCc1ccc(S(=O)(=O)c2cnc(Oc3nccc(OC)c3B(O)O)nc2)c(F)c1,0.256,-8.885
sample32,Cc1c(Br)cccc1-c1nc(-c2c[nH]c(C(=O)N[C@H](C)c3ccc4[nH]ccc4c3)c2)no1,0.291,-9.602
sample33,N#CCN(Cc1cccc(Oc2ccc(C3CC3)c(F)c2)c1)C(=O)c1ccc2nc(O)ncc2c1,0.369,-9.829
sample34,C#Cc1ccc(Oc2ccccc2N(C)C(=O)C(=O)N2c3c(C)cnn3CC[C@@H]2C)s1,0.464,-8.298
sample35,COc1cnc(CNC(=O)c2cc3c(Cl)nc(C)cn3n2)nc1OC1(C(=O)O)CCCCC[C@@H]1N,0.405,-8.824
sample36,C[C@H](NC(=O)Nc1c(N2[C@H](C=O)[C@H]2c2ccccc2)ccc(Cl)c1CO)c1cccc(F)c1Cl,0.289,-9.248
sample37,Cc1cccc2oc([C@@H]3[C@H](CNC(=O)C(C)(C)O)C3(F)F)nc12,0.905,-8.085
sample38,Cc1cc(NC(=O)[C@@H](C)NCc2ccc(CO)cc2)c(Sc2c[nH]c(C(=O)O)c2)nc1Br,0.271,-8.653
sample39,CNCc1cccc(Oc2cc(S(=O)(=O)c3nccc(C(N)=O)n3)cnc2OC)c1F,0.490,-8.700
sample40,COc1cc(-c2nc(-c3cccc4cn(C)nc34)no2)c(Nc2ccc(F)cc2O)cc1Cl,0.329,-9.790
sample41,Cc1nc(C(=O)n2c(=O)[nH]c3c(C)ccc(S(=O)(=O)c4c[nH]c5ncccc45)c3c2=O)n[nH]1,0.351,-9.801
sample42,C[C@H](c1nc2cccc(Cl)c2[nH]1)N(Cc1ccc(F)c(O)c1)C(=O)C(=O)N(CC#N)c1ccnc2[nH]cnc12,0.215,-9.317
sample43,Cc1cc2oc([C@@H](N)[C@H](C)N)nc2cc1Sc1ccc(C#N)c(C(=O)O)c1,0.611,-8.805
sample44,O=C(Nc1cnn2cnnc2c1)Nc1cc(F)c(NC(=O)C(=O)Nc2cc(Cl)ccc2C(=O)OCCCF)cc1Cl,0.131,-8.921
sample45,C[C@@H]1Cc2c(N(C(=O)NCc3nccc4ccccc34)c3ccc4c[nH]c(=N)nc4c3)ccc(F)c2O1,0.323,-10.204
sample46,CCCn1nc(C)cc1NC(C)[C@H]1CCCC[C@H]1NC(=O)Nc1ccnc2ccc(F)cc12,0.444,-9.001
sample47,CCOCCS(=O)(=O)N[C@@H]1CCN(c2cnc(OC)c(CN[C@@H](C)[C@H]3CCN(S(=O)(=O)CC)C3)c2)C1,0.324,-7.827
sample48,COC(=O)CSCC(C)(C)COc1cc(NC(=O)C(=O)Nc2ccc(Cl)c(OC)c2)c(C)cn1,0.365,-8.087
sample49,Cc1c(CO)cccc1NC(=O)N1Cc2ccccc2[C@H]2C[C@]21C(=O)N[C@H](C#N)c1ccccc1Cl,0.468,-9.510
sample50,Oc1ccc2cccc(NC3(Cl)C[C@@H]3CN(CCCF)c3ccc(O)c(O)c3)c2c1,0.225,-9.297
sample51,COC[C@H](C)N(C(=O)NCCNc1ccccc1C(=O)Nc1ccccc1CO)c1ccc(F)cc1,0.299,-8.852
sample52,O=C(OCc1c(Sc2ccnc(CO)c2Cl)ccc(F)c1F)c1ccc2[nH]ccc2c1,0.372,-9.181
sample53,COc1ccc(C(C(=O)O)(C2CC2)n2cc3c(n2)C[C@@H](Oc2ccc([N+](=O)[O-])c4ncnn24)CC3)cc1,0.282,-9.373
sample54,CCC[C@@H](C)C(=O)NC[C@H]1CCCN(c2ccc3c(Oc4cccnc4C)cc(=O)oc3c2)C1,0.470,-9.130
sample55,CCCc1ccc(Oc2cnc3nc(-c4cc(Cl)c(C)c(OC)c4)oc3c2)cc1,0.359,-9.137
sample56,COc1cccc([C@H](C)NC(=O)N[C@@H](c2noc(-c3ccc(F)cc3Cl)n2)c2ccccc2F)c1,0.335,-9.823
sample57,CCn1cccc(CNC(=O)C(=CCc2ccccc2F)[C@]2(NC[C@H](C)O)CCCOC2)c1=O,0.463,-8.799
sample58,COc1c(F)ccc(F)c1CN(C(=O)C(=O)NCC1(C(F)F)CNC1)c1c(Cl)ccc(F)c1F,0.341,-9.316
sample59,C=CCOc1ccc2c(c1)CN(c1cc(NC(=O)Nc3ccc([N+](=O)[O-])c4c3CCCC4)cc(Cl)c1N)C2,0.139,-9.701
sample60,Cc1ccnc(Cn2cc(CN(C)C(=O)N[C@H]3CCc4cc(N(Cc5ccc(O)cc5)C(C)C)ccc43)nn2)n1,0.324,-9.233
sample61,COc1nc(C)nc(Cl)c1N(Cc1ccc(C)c(F)c1)c1nc2ncccc2o1,0.436,-8.963
sample62,Cc1cc(NC(=O)Nc2cc(NC(=O)Nc3c(Br)cccc3OCCF)c(F)cc2Br)c(C#N)cc1F,0.217,-8.952
sample63,NC(=O)c1cc(NC(=O)Nc2cc(Cl)c(N)c(Nc3ccc(Br)cc3)c2)c(F)cc1F,0.293,-9.278
sample64,CC[C@H]1CCN(c2cc(OC[C@@H]3Cc4cccc(Sc5cccc6c7c([nH]c56)C(=O)NCC7)c4O3)nc(O)n2)[C@@H]1C,0.281,-9.647
sample65,CN(C[C@H](Oc1ccc2onc(C(=O)O)c2c1)c1cccc(O)c1)C(=O)c1ccn(C)n1,0.452,-8.975
sample66,Cc1cc(N2CCC2)ccc1NC(=O)N(C[C@@H](C)c1noc(-c2cc(Br)c(O)nn2)n1)c1cncc(Cl)n1,0.303,-8.924
sample67,CCc1n[nH]cc1C=CC(=O)c1c[nH]c2nccc(SCc3noc(C4CCC4)n3)c12,0.235,-9.213
sample68,CCn1cc(Cl)cc(Sc2ccc(CNC(=O)Nc3ccc4[nH]nc(C#N)c4c3)c(F)c2)c1=O,0.352,-9.530
sample69,Cc1c(C(N)=O)nnn1-c1cccc(Oc2nc3ccc(Sc4ccnc(F)c4F)cc3o2)c1,0.354,-9.452
sample70,CC[C@H]1C(NC(C)(C)c2ccccc2C)CCCN1C(=O)Nc1ccc2nccnc2c1,0.580,-9.070
sample71,CN(C(=O)[C@H](c1ccccc1Br)n1c(=O)[nH]c2ccc(C3CC3)cc2c1=O)c1cc(Cl)cc(Cl)n1,0.329,-9.497
sample72,N#Cc1cc(CN)cc(Oc2n[nH]c(=O)cc2Sc2ccc(C=CC(N)=O)o2)c1,0.500,-8.980
sample73,Cc1ccc(-c2nn(C)cc2C(=O)N(c2ccccc2-c2nc(=O)o[nH]2)C(C(=O)O)(c2ccco2)[C@H](C)N)o1,0.268,-9.106
sample74,Cc1cc(-c2noc(-c3cncc(-c4ccco4)c3)n2)c(NC(=O)NCc2cccc(F)c2Br)cc1Br,0.204,-9.639
sample75,CC(C)Oc1cc(F)ccc1N(C(=O)C(=O)NCCc1ccccc1F)c1cc(F)c(O)c(C(N)=O)c1,0.395,-9.359
sample76,CNc1ccc(Oc2ccc(NC(=O)C(=O)Nc3ccc(F)c4c3C[C@H](C)O4)c(C(=O)O)c2)cc1N,0.256,-9.495
sample77,CCN(Cc1cc(CC(=O)O)c(O)c(NC(=O)N[C@H](C)c2c(F)cncc2F)c1)c1cc(F)ccc1F,0.236,-9.179
sample78,Cc1cc(Nc2ccc3nccnc3c2)cc(C(=O)N[C@@H](C)c2nc(-c3cc(F)c(Cl)c(F)c3)no2)c1,0.258,-10.015
sample79,[N-]=[N+]=NC[C@H](NC(=O)Nc1ccc(Cl)c(F)c1)C(=O)Nc1cc(Br)c2[nH]ncc2c1,0.226,-9.077
sample80,Cc1ccnc(N(C(=O)Nc2ccc3nn(C)cc3c2)[C@H](C)C[C@@H](C)Oc2c(C)n[nH]c2C)n1,0.423,-8.664
sample81,CC1(Oc2ccc([C@@H]3NC(=O)C3=Cc3cccc(C(=O)Cl)c3)cc2)CCN(Cc2nncs2)CC1,0.285,-9.565
sample82,COC(=O)c1cnc(S(=O)(=O)c2nc(Cl)c3cccn3n2)cc1Nc1nccc2cc(C=O)[nH]c12,0.256,-9.536
sample83,Cc1ccc(Oc2cnn3c2N(C(=O)C(=O)NCc2cc(C(F)(F)F)ccn2)CCC3)c(F)c1,0.458,-9.290
sample84,COc1ccc(OCCc2ccc(F)c(C)c2)c(NCc2cc(Cl)c(OC)cn2)c1,0.490,-8.726
sample85,Cc1ccc2[nH]nc(CNCc3ccc(C(=O)NCc4cc(Br)cc(C(=O)O)c4)cc3)c2c1,0.280,-9.661
sample86,COc1nccc2cccc(Nc3ncc(N)cc3C(=O)Nc3cc(Cl)c(C)cc3O)c12,0.320,-9.523
sample87,N#CCc1ccccc1C(=O)N(Cc1ccc(O)cc1Cl)c1ccc(O)cc1I,0.451,-8.795
sample88,COc1c(N)cccc1C(=O)Nc1cc(Cl)c(N)c(Nc2ccc(Br)cc2F)c1,0.366,-9.105
sample89,Cc1cc(NC(=O)NCc2ccc(C(=O)Nc3ccc(N)c(F)c3)cc2)c(C)cc1C#N,0.446,-9.578
sample90,Cc1ccc2c(c1)N(C(=O)N(c1cc(F)c3cn[nH]c3c1)C(C)(C(=O)O)c1ccccc1F)CCC2,0.394,-9.643
sample91,Cc1cc(O)c(N)cc1Nc1cccc(Sc2cc(C)c(O)c(N)c2)c1C=O,0.185,-9.152
sample92,C=C[C@H](Nc1n[c]nc2ccc(Sc3ncccc3-c3nc(=N)s[nH]3)cc12)c1ccccc1,0.282,-9.279
sample93,COc1ccc(Sc2ccccc2O)c(F)c1NC(=O)NCc1c[nH]c2ccc(C)cc12,0.298,-9.397
sample94,Cc1nc(NC[C@@H](N)c2ccc(Sc3noc(-c4ccccc4)n3)cc2)ccc1O,0.404,-9.443
sample95,CCc1cc(C(=O)Nc2cnnc(Oc3nc4ccc(F)cc4[nH]3)c2Cl)ccc1N,0.408,-9.397
sample96,COc1cc(C)ccc1Oc1cc2cc(NC(=O)c3cc(Cl)ccc3O)ccc2cn1,0.405,-9.425
sample97,Fc1cnc2c(Nc3cc(Cl)cc(Nc4ccnnc4Cl)c3)c[nH]c2c1,0.442,-8.908
sample98,CCc1cccc2c(CCNC(=O)C(=O)Nc3cc(Br)c(C)cc3-c3noc(Cc4cc(Br)cc(C)n4)n3)c[nH]c12,0.168,-9.523
sample99,CCN(C(=O)Nc1cnnc(Cl)c1NC(=O)c1cccnc1S[C@H](C)C#N)c1ccc(F)c(F)c1,0.417,-8.739
sample100,Cc1cc(F)c(O)c(NC(=O)Cc2cnccc2-c2noc(Cc3ccc(CO)cc3)n2)c1,0.370,-9.603
sample101,O=C(NCc1cccc2sccc12)C(=O)N(c1ccc(CO)c(F)c1)c1ccc2cncn2c1,0.375,-9.301
sample102,Cc1cccc(OC[C@@H](NC(=O)C(=O)N[C@]2(C(=O)Nc3c(O)cc(Br)cc3F)CCCCc3ccccc32)C2CC2)c1,0.153,-9.434
sample103,C=Cc1ccc(F)cc1CN(C(=O)C(=O)NCc1cc2c3c(c1)CCCN3CCC2)c1cc(N)c(Cl)cc1F,0.318,-9.756
sample104,NCc1cccc(S(=O)(=O)c2ccc3c(n2)C(Nc2ncc(Br)nc2CO)CC3)c1F,0.463,-9.137
sample105,CCN(C(=O)c1c(F)cccc1O[C@]1(C)Cc2cccc(F)c21)C(C)(C(=O)O)c1ccc(C)c(OC)c1,0.428,-9.190
sample106,CCNC(=O)NC[C@H]1COCCN1c1cc(NN=Cc2cc(Br)cc(C=O)c2F)ccn1,0.288,-8.691
sample107,N#Cc1ncc(NC(=O)c2nnc(Cl)cc2Cl)cc1Nc1cc(Cl)c(Cl)cc1N,0.462,-8.720
sample108,Cc1cc(O)nc(C)c1NC(=O)c1cc(Nc2ccc3[nH]c(=O)ccc3c2)ccc1C#N,0.389,-9.545
sample109,COc1cc(CNC(=O)Nc2ccc(Br)cc2COc2cncc(C=O)c2)c2ccccc2n1,0.313,-9.515
sample110,O=C(O)Cc1cccc(Nc2ccc(NC(=O)CNCc3cnccn3)cc2F)c1,0.429,-8.822
sample111,Cc1[nH]c2ccccc2c1CCCNC(=O)Nc1nc(F)ccc1N[C@H](c1ccccc1)C(F)F,0.170,-9.551
sample112,COc1cc(S(=O)(=O)c2cc(N(C)C(=O)C(=O)N(C)Cc3cscn3)c(O)nn2)cnc1C,0.488,-8.095
sample113,C#C[C@H](NC(=O)N(c1cc(C2CC2)cs1)C(C)c1ccc2nc(O)oc2c1)c1ccc2ccccc2c1,0.237,-9.671
sample114,C#C[C@H](NC1(Oc2ccc(F)c(F)c2)C[C@@H]1C(=O)OCC#N)c1ccc2ccccc2c1,0.344,-9.528
sample115,CCn1nc(C)c(Cl)c1C=CS(=O)(=O)N(C(=O)C(=O)Nc1ccc2onc(C)c2c1)C(CF)CF,0.443,-8.724
sample116,CCOC(=O)c1cccc(Sc2c(F)ccc(C#N)c2O)c1Nc1cc(N)ccc1N,0.323,-9.219
sample117,CC[C@@H](CN(C)Cc1csc(Cl)n1)Nc1[nH]c2ccccc2c1COc1sccc1NC(=O)CO,0.200,-8.452
sample118,Cc1cc(-c2noc(Cc3nc(S(=O)(=O)c4ccc5cnc(N)cc5c4)nc4cccc(F)c34)n2)c(C#N)c(Cl)n1,0.221,-9.954
sample119,Cc1cc(Nc2cc(C(=O)N[C@@H]3C[C@@H]3C(F)(F)F)nc(Cl)n2)cc(S(N)(=O)=O)c1,0.602,-8.908
sample120,Cc1cccc(Nc2c[nH]c3ncccc23)c1Sc1ccc2nocc2c1,0.411,-9.253
sample121,Cc1ccc(NC(=O)C(=O)N[C@]2(c3nc(-c4c[nH]c5cc(C(=O)O)ccc45)no3)CCCCc3ccccc32)c2[nH]cc(C#N)c12,0.128,-8.739
sample122,CC(=O)Nc1ccc(Oc2cc(OCc3c[nH]c4ncccc34)cc(C)c2Br)cc1O,0.308,-9.200
sample123,Cc1cc(F)ccc1[C@@H]1C[C@@H]1NC(=O)Nc1ccc([C@H](N)CNC(=O)NCc2cc3cccn3cn2)cc1,0.244,-9.600
sample124,CCOc1ccc(-c2noc(-c3cnc(O[C@H]4Cc5ccccc5[C@H]4O)[nH]3)n2)cc1OCC,0.416,-9.204
sample125,C[C@@H](O)COc1cccc(Sc2ccc3nncc(N(C)c4ccc5nc[nH]c5c4)c3c2)c1,0.348,-9.292
sample126,C[C@@H]1CC(C(=O)NCc2cc(Br)ccc2CO)(n2ncc3nccnc32)CC[C@@H]1C,0.593,-8.725
sample127,Cc1cccc2c1C(C(=O)O)(N(C(=O)C(=O)N(C)c1ccnnc1)c1c[nH]c3ncccc13)C[C@H](C)O2,0.408,-9.064
sample128,C=C(CN1CCn2cccc2C1)Oc1cc(CCNC(=O)Nc2ccc(N)c(F)c2)c(O)cc1O,0.248,-9.337
sample129,CCC(=O)c1ccccc1N(C)C(=O)Nc1ccc(Nc2nn3ccccc3c2C(=O)O)cc1CO,0.268,-9.015
sample130,Cn1ncc2nccc(Sc3n[nH]c4ccc(Oc5ccc([S@](=O)O)c6nonc56)cc34)c21,0.349,-9.667
sample131,Cc1cc(C)c(NC(=O)N(Cc2cnc(C)s2)CC(F)F)c(Oc2ccc(F)c(C(=O)O)c2)n1,0.435,-9.002
sample132,Cc1ccc(COc2cc(C(N)=O)nc3ccccc23)cc1NC(=O)CC(C)Nc1cn(C2COC2)nn1,0.292,-9.539
sample133,N#CC1(C(=O)N2C(Oc3ccc(N)c(O)c3)=COc3ncc(Br)cc32)CCCC1,0.531,-8.740
sample134,COc1ccc(C(=O)OCC#N)c(Sc2nc(Cl)c(NC(=O)Nc3c(C#N)cccc3OC)cc2C)c1,0.284,-8.820
sample135,C=C(CNC(=O)c1cscn1)S(=O)(=O)c1ncc(C=C(C(=O)NCCC)c2cc[nH]n2)cc1F,0.359,-8.371
sample136,CC[C@H](C(=O)NC1CC1)N(C(=O)C(=O)N(C[C@@H]1COCCO1)[C@H](C)COC)c1ccc2c(c1)c(O)nn2C,0.433,-8.255
sample137,C#C[C@@H](C(C)C)N(Cc1cnn(C)n1)C(=O)Cc1ccncc1Sc1ncc2ccncc2n1,0.285,-8.327
sample138,Cc1c(Cl)cccc1NC(=O)C(=O)Nc1cc(Cl)nc(Oc2ccnc(N3CC(C)(C#N)C3)c2)c1,0.373,-9.055
sample139,O=C(Nc1cc(=O)[nH]n1-c1ccccn1)N[C@@H](C=C(Cl)Sc1cnc(O)c(Cl)c1Cl)C(=O)O,0.290,-8.281
sample140,CC[C@H](Oc1cccn2ccnc12)c1ccc(Sc2cn(CCO)nc2C)nc1,0.475,-8.317
sample141,Cc1ccccc1Cc1noc(-c2cc(S(=O)(=O)c3ccc(N)c(O)c3)cn2C)n1,0.372,-9.316
sample142,Cc1cc(O)c(NC(=O)c2ccc(N)cc2C)c(NCCNC(=O)[C@@]2(C)CCCNC2)c1,0.224,-9.038
sample143,Cc1ncc(Br)cc1NC(=O)Cc1c(F)cccc1C(=O)Nc1c(C(=O)O)cc[nH]c1=N,0.351,-8.866
sample144,Cc1cc(Br)cc(NC(=O)N[C@H](C(=O)Nc2cccnc2I)[C@H]2C=C[C@@H](C)O2)c1N,0.184,-8.634
sample145,Cc1nccnc1CN(C(=O)C(=O)NCc1ncc(Cl)cc1F)[C@@H](C)C(=O)N1CCO[C@@H](C)[C@H]1C,0.592,-8.392
sample146,Nc1c(N)c(N)c(NC(=O)[C@H]2COCCN2CCNC(=O)Nc2cccc(Cl)c2F)c(N)c1N,0.266,-8.703
sample147,O=C(NCc1ccc2nn[nH]c2c1)N[C@H]1COc2cc(F)c(Sc3n[nH]c4ccccc34)cc21,0.304,-9.994
sample148,Cc1cc(F)c(CCNc2cc(F)ccc2CNC(=O)c2cnccc2Br)cc1Br,0.401,-8.954
sample149,Cc1ccnc(-c2cccc(NC(=O)[C@H](N)CNc3ccc(Oc4cnn5ccnc5c4)cc3)c2)n1,0.306,-9.675
sample150,O=C(Nc1cc(Cl)nc2ccnn12)c1cc(NC(=O)c2cccc(Br)c2F)ccc1CO,0.342,-9.172
sample151,CCn1cnc(Sc2cn(C)nc2-c2nnc(-c3ccc4c(C#N)c[nH]c4c3)o2)c1C,0.445,-9.256
sample152,N[C@H](CCOCc1ccccc1CNc1nccc(CO)n1)C(F)(F)F,0.587,-8.023
sample153,C[C@]1(Oc2cc(O)nc(O)n2)Cc2cccc(S(=O)(=O)c3nc4nccnc4s3)c21,0.479,-8.888
sample154,O=C(Nc1cnc(S(=O)(=O)c2c(O)cc(F)cc2F)c(Cl)c1)Nc1cccc(-c2ncccc2F)n1,0.313,-9.693
sample155,Cc1cc(CN(Cc2nccs2)c2cc(C(N)=O)cnc2Oc2ccc3c(c2)OCC(=O)N3)sn1,0.368,-9.048
sample156,C[C@H](CN1CCO[C@@H](CNc2ccnc3[nH]cnc23)C1)Oc1ccc2c(n1)NC(=O)C2,0.522,-8.859
sample157,C[C@H]1c2ccccc2CCN1c1cnc2[nH]cc(-c3nc(-c4ccncc4N)no3)c2c1,0.443,-9.801
sample158,COc1cc(CNC(=O)N[C@]2(c3nc4c(C)c(Br)ccc4o3)CCc3ccccc32)c2ccccc2n1,0.271,-10.070
sample159,COc1cc(Nc2c(F)cc(Cl)cc2F)c(Nc2cc(N)cc3[nH]ncc23)cc1C,0.297,-9.566
sample160,Cc1nc(N(C)Cc2cccc(O)n2)[nH]c(=N)c1NC(=O)CN(CC#N)CC(N)=O,0.330,-7.776
sample161,Cc1ccccc1[C@@](C)(C(=O)O)N(C)c1cc(OC[C@@H]2CCN2CN2CCSC2=S)ncc1B(O)O,0.305,-8.265
sample162,O=C(NC[C@@H]1Cc2ccccc21)c1cnnc(S(=O)(=O)c2nncc3nccnc23)c1,0.490,-9.357
sample163,Cn1c(Oc2c(N)ccnc2Nc2ccnc3[nH]cc(Br)c23)nc2ccccc21,0.366,-9.035
sample164,CCc1cc(N(C(=O)C(=O)N(CC)C[C@H]2COc3ccccc32)c2c(F)cccc2C(N)=O)n(-c2ccccn2)n1,0.330,-9.430
sample165,COc1cnc(CN(C(=O)C(C)(C)N2C[C@H]2C(=O)O)c2c(O)cc(C)cc2Cl)cn1,0.637,-8.365
sample166,CCOCCOc1ccc(Sc2cc(F)cnc2C=CS(=O)(=O)CCNC(=O)NCCC2CC2)cn1,0.330,-8.122
sample167,Cc1c(Br)cc(F)cc1NC(=O)c1ccc(-c2nc3cc(F)ccc3o2)cn1,0.454,-9.161
sample168,COc1cc(C#N)cc(Nc2ccc(C)cc2Cc2nc([C@@H](OC)c3ccc(F)cc3)no2)n1,0.398,-9.452
sample169,NC(C(=O)NC1(c2ccc(Br)cc2)CC1)C(=O)NS(=O)(=O)c1cccc(N2CCNCC2)c1,0.385,-9.018
sample170,Cc1cc(NC(=O)NCC(=O)N[C@H](C)c2ccc(Oc3nc4ccccc4c(=O)o3)cn2)cn2c(C)nnc12,0.288,-9.470
sample171,COc1cccc2c1nc(N[C@H](C)c1cnc(Cl)c(C)c1)n2[C@H](Cc1ccc(O)cc1O)C(=O)O,0.255,-9.044
sample172,CC(C)N(C)C(=O)[C@@H](C)N1C[C@@H](C)[C@H](Oc2cccc(C#Cc3noc(-c4snc(O)c4Cl)n3)c2)C1,0.479,-8.872
sample173,COc1ccc([C@H](C)N)c(Sc2cc(F)ccc2-c2nc(Cc3nnc4n3CCC4)no2)c1,0.432,-9.531
sample174,C[C@@H](O)c1cc(NC(=O)Nc2cc(F)c(F)c(Oc3nc4cccc(F)c4o3)c2)ccc1F,0.323,-9.613
sample175,Nc1cc(-c2nc(-c3ccc(Nc4c(C=O)cccc4C(=O)O)cc3F)no2)c2ccccc2c1,0.219,-10.205
sample176,CS[C@]1(CO)[C@H]2C=C[C@H]1C(OC(=O)c1nc(N[C@@H]3CCCN(C[C@@H](C)C(C)(C)C)C3)ccc1O)(C(=O)O)C2,0.268,-8.493
sample177,O=C(NCc1cccc(Oc2nc3ccc(Br)cc3o2)c1)N1ONc2nc(S)[nH]c21,0.314,-8.976
sample178,Cc1nccc2c(NC(=O)[C@@H](CF)N(Cc3ccc(F)c(F)c3)C(=O)Nc3ccc4[nH]c(=O)ccc4c3)cccc12,0.239,-9.957
sample179,O=C(Nc1cnc2cc(S(=O)(=O)c3nc(-c4cccnc4)ns3)ccc2c1)Nc1cnc2cccc(Cl)c2c1,0.263,-9.888
sample180,C#Cc1cncc(S(=O)(=O)c2ccncc2Sc2cnc3cc(Cl)cnn23)c1,0.462,-8.710
sample181,C#CCN(C)[C@@H]1CC[C@H](c2noc(-c3cnc(O)cc3NC(=O)C(=O)Nc3cnn(-c4ccccc4C)n3)n2)C1,0.234,-9.127
sample182,COc1cc(C)ccc1COc1ccc2ncc(NC(=O)NCCN(C)CC3CC(OC)C3)n2c1,0.434,-8.480
sample183,Cc1ccc(NC(=O)[C@@H](C)N(C(=O)c2n[nH]c3c2CCC3)[C@H]2CS(=O)(=O)C2(C)C)cc1C,0.715,-9.023
sample184,Cc1nc(Br)cnc1N(c1c[nH]c(C(=O)NCCC(=O)O)c1)c1cc(Br)c(O)nn1,0.353,-8.063
sample185,O=C(Nc1cccc(C(F)(F)F)c1)NC1(CN(Cc2ccns2)C(=O)c2nc3ccccn3c2F)CCC1,0.307,-9.315
