Unnamed: 0,SMILES,DS,Method,Valid,In_Top100,QED,Veber,Lipinski,CP,MB,SA,Ghose,1-EI,KI_Tanimoto_Similarity,KI_ChemNet_Distance
624,CN[C@H]1C(N)C[C@H]2CC=CC=C(C(=N)N)[C@@H]21,-6.849,DecompDiff(D),1,True,0.4000649514398782,2.0,5.0,0.953163743019104,0.7349603174603174,0.5822254134939058,3.0,0.7145049380677639,0.0618556701030927,6.4610534
625,CCc1cccc(O)c1C(=N)C=CC(C)=N,-6.82,DecompDiff(D),1,True,0.6653693618387592,2.0,5.0,0.9155476093292236,0.8472619047619048,0.759404015559587,3.0,0.1371747531479918,0.0816326530612244,6.871343
626,CCC(=N)[C@H](C)Cc1cccc(F)c1,-6.805,DecompDiff(D),1,True,0.7082324727398012,2.0,5.0,0.0195641014724969,0.8909206349206349,0.7886550772905804,3.0,0.6307339513289203,0.1046511627906976,6.866159
627,C[C@H](C[C@H]1CC[C@@H](F)C1)[C@H]1CCC(=N)N1,-6.678,DecompDiff(D),1,True,0.741081461232755,2.0,5.0,0.0030364650301635,0.8452063492063492,0.5776708982203971,3.0,0.762653396236071,0.0769230769230769,6.824203
628,CCC1C[C@H](CC(N)=CC(N)N)[C@@H](C(=N)N)C1,-6.616,DecompDiff(D),1,True,0.2708995034493136,2.0,5.0,0.9960120916366576,0.7834920634920636,0.58447704779632,3.0,0.8886272215891097,0.0551181102362204,6.416898
629,C[C@H]1[C@@H](C)C(N)[C@H](C)[C@@]2(C[C@H]2CN)[C@H]1N,-6.616,DecompDiff(D),1,True,0.5917588547129342,2.0,5.0,0.7331212759017944,0.8320079365079365,0.4804589263515132,3.0,0.5418996258000017,0.0684931506849315,6.8793106
630,CNCC[C@H]1N[C@@H](C2=NC(=N)C=C2)C(N)(N)[C@H]2C[C@@]2(N)[C@H]1N,-6.596,DecompDiff(D),1,True,0.2856260904248532,1.0,3.0,0.977273404598236,0.6605952380952381,0.4654426824757827,3.0,0.9770492425208775,0.0827067669172932,6.514237
631,CC1CC(C=C[C@@H]2C(=N)[C@@H](C)[C@H](N)[C@H]2N)CN1,-6.579,DecompDiff(D),1,True,0.5258922222486309,2.0,5.0,0.9860068559646606,0.7239682539682541,0.5002694550218398,3.0,0.6942801654228614,0.07,6.394678
632,CC=CC1=C([C@H](CN)C(=N)F)[C@@](C)(CC)C1,-6.572,DecompDiff(D),1,True,0.6921328273296671,2.0,5.0,0.2454458326101303,0.762047619047619,0.5840450679470383,3.0,0.9008233095469984,0.0862068965517241,6.566894
633,CC[C@H](C)[C@H](CN)[C@H]1NC[C@@H]1[C@@H](C)[C@H]1CC(=N)CC[C@@H]1C(=N)N,-6.556,DecompDiff(D),1,True,0.3658597032653776,2.0,5.0,0.1422088295221328,0.8021666666666666,0.5010359963468543,4.0,0.7832663597248548,0.0851063829787234,6.777936
634,C=CCC(=N)[C@H](C)c1ccccc1,-6.508,DecompDiff(D),1,True,0.5328187523327405,2.0,5.0,0.0638595968484878,0.8866190476190475,0.774923874597723,3.0,0.0850518433629357,0.0975609756097561,6.2061567
635,CC(=N)Cc1cc(C)cc(C)c1,-6.503,DecompDiff(D),1,True,0.6448095212221399,2.0,5.0,0.0245055835694074,0.8842539682539681,0.8497351256555395,3.0,0.4337049690429451,0.1,6.8818846
636,CNc1c(C)c(F)cc(C(=N)N)c1C1CC1,-6.471,DecompDiff(D),1,True,0.5416049546014134,2.0,5.0,0.7344936728477478,0.8448968253968253,0.7877395466951183,3.0,0.4061666717835569,0.0909090909090909,7.063733
637,CC[C@H](C(=N)N)c1cccc(F)c1,-6.458,DecompDiff(D),1,True,0.5436663314580863,2.0,5.0,0.6606065630912781,0.8530555555555555,0.8107109197747682,3.0,0.5965037010025553,0.1203703703703703,6.763838
638,CC=COc1cc(N)c(C)cc1N,-6.457,DecompDiff(D),1,True,0.538005413265753,2.0,5.0,0.8833785653114319,0.8530952380952381,0.7886517982285677,3.0,0.0205252255622238,0.0727272727272727,6.7905817
639,CC[C@]1(N)CCC(C(C)C)C(C)C1,-6.452,DecompDiff(D),1,True,0.6988171526885122,2.0,5.0,0.0016728894552215,0.8602777777777776,0.6799731311722942,3.0,0.8999939410958387,0.0652173913043478,6.8940415
640,C=C[C@@H](CC(C)=N)C1C[C@H](C)CC1N,-6.41,DecompDiff(D),1,True,0.5242717510404494,2.0,5.0,0.1633887141942978,0.8487460317460317,0.5761099134659953,3.0,0.6153518461316996,0.0526315789473684,6.633511
641,CCCc1cc(N)c(N)c(F)c1,-6.375,DecompDiff(D),1,True,0.6628918073360028,2.0,5.0,0.3958802819252014,0.8894285714285715,0.8514264718093857,3.0,0.1864652210764601,0.116504854368932,7.1316195
642,CCC1C[C@H](C)C(C)[C@@H]1C,-6.273,DecompDiff(D),1,True,0.5238473604390245,2.0,5.0,0.0033894949592649,0.8329365079365079,0.6946197869935633,2.0,0.0178719543123027,0.0493827160493827,7.048761
643,CC(N)C1=C[C@@H](C)C=C1[C@H]1N[C@@H](C)CC1N,-6.267,DecompDiff(D),1,True,0.6493292666607234,2.0,5.0,0.81182461977005,0.7377005772005774,0.5473356657689012,3.0,0.7353134994575747,0.1149425287356321,6.498066
644,CCc1cccc(C)c1N,-6.213,DecompDiff(D),1,True,0.5864506499226728,2.0,5.0,0.0018403314752504,0.9049920634920636,0.9031449991443162,2.0,0.0179802255685354,0.099009900990099,6.6016526
645,CNC[C@@H](NC(=N)N)[C@@H](N)[C@H]1C=C[C@@H](C)C=C1C,-6.202,DecompDiff(D),1,True,0.2727593082277677,2.0,5.0,0.995280146598816,0.7323571428571427,0.5550868750774084,3.0,0.9773451949354643,0.1075268817204301,6.694523
646,CCC1CC(C)C[C@H](F)C1=N,-6.163,DecompDiff(D),1,True,0.6048710821522254,2.0,5.0,0.0031116832979023,0.8654365079365078,0.6127652690075887,2.0,0.0786237150315604,0.0674157303370786,6.8797946
647,CNC(=N)c1cc(C)cc(CN)c1,-6.163,DecompDiff(D),1,True,0.4659026263784993,2.0,5.0,0.8930209875106812,0.862642857142857,0.8013344355912049,3.0,0.3550891396180708,0.1111111111111111,6.753558
648,Cc1ccc(F)c(O)c1NCC(=N)N,-6.152,DecompDiff(D),1,True,0.3334808976739708,2.0,5.0,0.8216280341148376,0.9117460317460316,0.7988454234885844,3.0,0.8745932434083048,0.1071428571428571,7.705074
649,C[C@H](N)CC1=C[C@H](CN)[C@@H](N)C[C@H]1C,-6.12,DecompDiff(D),1,True,0.579483370196922,2.0,5.0,0.7401559948921204,0.7773571428571429,0.5789406826967645,3.0,0.8068018901339458,0.0804597701149425,6.4547095
650,CCc1ccc(N)cc1CCN,-6.111,DecompDiff(D),1,True,0.6621267749887186,2.0,5.0,0.2069530040025711,0.9321507936507936,0.8762380394084531,3.0,0.0942505301240413,0.0952380952380952,6.212135
651,C=Cc1ccccc1CC=N,-6.06,DecompDiff(D),1,True,0.631813752458788,2.0,5.0,0.0264464579522609,0.8624285714285713,0.7888997144946833,2.0,0.0306874599861936,0.072463768115942,7.24929
652,CC1CCC(C(=N)N)[C@@H](F)CC1,-6.058,DecompDiff(D),1,True,0.3549329080825403,2.0,5.0,0.1801732331514358,0.7902936507936509,0.6753734923743145,3.0,0.7675200184478423,0.0549450549450549,6.7234874
653,CCC(=N)CC1CC(F)CCC1=N,-6.046,DecompDiff(D),1,True,0.6334529526636787,2.0,5.0,0.0014227294595912,0.9175158730158728,0.5747346821178503,3.0,0.4751737965302285,0.0721649484536082,6.928835
654,CC[C@@H]1C=C[C@H](C)C(=N)[C@@H]1CNC,-6.039,DecompDiff(D),1,True,0.6408166194617212,2.0,5.0,0.0005666814977303,0.7533968253968253,0.5946843270352545,3.0,0.4485555992817159,0.0631578947368421,6.699795
655,CCCCC(=N)C1=C(C(=N)N)C=C1C,-6.036,DecompDiff(D),1,True,0.4527501365001101,2.0,5.0,0.6553240418434143,0.7806349206349207,0.710768916212077,3.0,0.9593121950442204,0.0909090909090909,6.6966944
656,C[C@@H]1[C@@H](N)[C@@H](N)[C@H](N)[C@H]1[C@@H]1CCCC1N,-6.033,DecompDiff(D),1,True,0.4639413197378356,2.0,5.0,0.9520614743232728,0.859579365079365,0.5654177323905478,2.0,0.5475473308325591,0.0555555555555555,6.997789
657,C#CC1CC(NC)[C@H](CC(=N)N)C1,-5.988,DecompDiff(D),1,True,0.3366137885318951,2.0,5.0,0.6390871405601501,0.8554523809523809,0.5627107006616282,3.0,0.9211492607214748,0.0520833333333333,6.7448997
658,CCC1CC(F)CC(N)C(N)[C@@H]1CCN,-5.977,DecompDiff(D),1,True,0.6108127430963115,2.0,5.0,0.7757790088653564,0.9032936507936508,0.5846898457149017,3.0,0.8131698813948315,0.0510204081632653,6.7053275
659,CC(=N)Nc1c(C(=N)N)cc(CN)c(N)c1N,-5.959,DecompDiff(D),1,True,0.2221689484440843,1.0,4.0,0.9921656847000122,0.8584047619047618,0.7151776059027201,3.0,0.7112477785589495,0.1071428571428571,6.6307235
660,Cc1cc(CN)c(N)c(CN)c1,-5.958,DecompDiff(D),1,True,0.5581122064252807,2.0,5.0,0.9727985262870787,0.8791507936507936,0.8261255102709241,3.0,0.323985248489576,0.0918367346938775,6.505459
661,CCc1c(N)cc(N)cc1[C@H](C)N,-5.937,DecompDiff(D),1,True,0.6008876852197865,2.0,5.0,0.6652712225914001,0.8792142857142856,0.7626858906862098,3.0,0.227089213196427,0.1012658227848101,6.399982
662,Cc1cccc(C(N)N)c1C(=N)CN,-5.908,DecompDiff(D),1,True,0.4071764691450368,2.0,5.0,0.9825237393379213,0.9003571428571427,0.7700038434470043,3.0,0.4777759354661252,0.110091743119266,6.817095
663,CCC(=N)[C@H](CC1C(C)CC[C@@H]1CNC)C(=N)N,-5.866,DecompDiff(D),1,True,0.4135789720953725,2.0,5.0,0.2988233864307403,0.7555396825396825,0.5809327084107417,3.0,0.9596742311527636,0.0625,6.586909
664,Cc1cc(F)cc(F)c1,-5.85,DecompDiff(D),1,True,0.5024152947188044,2.0,5.0,0.0037562435027211,0.8522301587301587,0.9103069308210922,1.0,0.0046455247401234,0.0649350649350649,7.5445175
665,CCCc1ccc(N)cc1N,-5.849,DecompDiff(D),1,True,0.6314928310918869,2.0,5.0,0.3927196562290191,0.8700476190476191,0.8878681677618463,2.0,0.225648911320875,0.0972222222222222,6.3748837
666,CC(=N)[C@@H]1C(=N)C(C)[C@@H](N)[C@H](N)[C@H]1N,-5.844,DecompDiff(D),1,True,0.3564442188665259,2.0,5.0,0.9741246104240416,0.8567222222222222,0.51891117112781,2.0,0.1774388552482957,0.0759493670886076,6.476234
667,CNC(=N)[C@@H]1C[C@@H](C)[C@H](NC)C1=CC(C)=N,-5.826,DecompDiff(D),1,True,0.4303137437107982,2.0,5.0,0.5635375380516052,0.7481190476190477,0.5446317824615122,3.0,0.7417369107815179,0.0721649484536082,6.404944
668,CCC1CC(C)CC1CCC=N,-5.803,DecompDiff(D),1,True,0.6197103180309507,2.0,5.0,0.00156470912043,0.8437698412698411,0.6482922132367853,3.0,0.1971256120595153,0.043010752688172,6.6149898
669,CNc1c(CN)cc(CN)c(NC)c1N,-5.764,DecompDiff(D),1,True,0.4580566528221938,2.0,5.0,0.9842860102653505,0.8510238095238093,0.7572538842354624,3.0,0.6831534171475869,0.08,7.155718
670,CC=C[C@@H](C(=N)F)[C@@H](CC(=N)C(C)C)C(=N)N,-5.74,DecompDiff(D),1,True,0.3069813669465008,2.0,5.0,0.8967288732528687,0.8143650793650792,0.5652312720330175,3.0,0.781161123040583,0.0588235294117647,6.575074
671,Cc1cccc(N)c1N,-5.734,DecompDiff(D),1,True,0.5071584204162337,2.0,5.0,0.3417686522006988,0.8881031746031747,0.8953979564621175,2.0,0.0128516791607057,0.074074074074074,6.3256903
672,CNc1cccc(CCC=N)c1,-5.72,DecompDiff(D),1,True,0.6546700158251083,2.0,5.0,0.0023411032743752,0.8994682539682537,0.8340303745243176,3.0,0.1593386097299096,0.1034482758620689,6.1607685
673,CNc1c(C)cc(OC)cc1N,-5.693,DecompDiff(D),1,True,0.6562814342793156,2.0,5.0,0.5914897918701172,0.8765079365079365,0.8654269525786165,3.0,0.0453188627481354,0.1057692307692307,7.3821034
674,Cc1cc(N)cc(N)c1N,-5.693,DecompDiff(D),1,True,0.4613661581647104,2.0,5.0,0.9087348580360411,0.8657222222222223,0.8444778941695188,2.0,0.02631230134822,0.07,6.800069
675,C[C@@H](NC=N)c1cc(N)cc(N)c1,-5.691,DecompDiff(D),1,True,0.3174008248407476,2.0,5.0,0.7963227033615112,0.830436507936508,0.706095095598944,3.0,0.048653133171824,0.1025641025641025,6.339989
676,C[C@H]1C(N)CCC(CN)C[C@H]1N,-5.678,DecompDiff(D),1,True,0.487248955456344,2.0,5.0,0.9751766324043274,0.8591666666666664,0.6629685865269211,3.0,0.6853267004071117,0.0555555555555555,6.681028
677,CC1C[C@H](C)[C@H](C)C1C,-5.669,DecompDiff(D),1,True,0.467885857004745,2.0,5.0,0.0033894949592649,0.8005555555555555,0.6995753415252497,2.0,0.0124997114576513,0.0547945205479452,7.0358796
678,CCc1cccc(N)c1,-5.641,DecompDiff(D),1,True,0.5634496399051838,2.0,5.0,0.0018655466847121,0.9059047619047618,0.9380439308210916,2.0,0.0037881835714932,0.09,6.209513
679,C=C(C)[C@H]1CC[C@](CN)(CCC(=N)N)N1,-5.636,DecompDiff(D),1,True,0.3062867103897819,2.0,5.0,0.8250721096992493,0.7961587301587302,0.5932333065862835,3.0,0.8872145248102596,0.0617283950617283,6.2825885
680,C[C@@H]1CCC([C@H]([C@H](N)C(=N)[C@@H](C)N)[C@@H](N)C(=N)N)N1,-5.628,DecompDiff(D),1,True,0.234799513101651,1.0,4.0,0.9913499355316162,0.7451746031746032,0.5194632743210027,2.0,0.8937776173232607,0.0909090909090909,6.7399335
681,NCCCCNc1cc(N)c(F)cc1N,-5.628,DecompDiff(D),1,True,0.4349700862023298,2.0,5.0,0.8907051682472229,0.8989920634920634,0.8527279649108844,3.0,0.8191408049861162,0.0701754385964912,8.21823
682,CC=CC1C(N)CC[C@@H]1C(C)=N,-5.618,DecompDiff(D),1,True,0.4778744712962787,2.0,5.0,0.2318663150072097,0.8539761904761904,0.5994119539127759,3.0,0.654933868025185,0.0476190476190476,6.5460763
683,CC[C@H]1CCC(N)CC1=N,-5.526,DecompDiff(D),1,True,0.5700158293966696,2.0,5.0,0.2032478004693985,0.8969603174603173,0.653581615227331,2.0,0.6624078109569262,0.0735294117647058,7.0208716
684,Cc1cccc(CN)c1,-5.517,DecompDiff(D),1,True,0.5976218563957917,2.0,5.0,0.0018655466847121,0.8954841269841269,0.947842700051861,1.0,0.0196547824521619,0.1237113402061855,7.227518
685,CNCC1CCCCC(N)C1,-5.482,DecompDiff(D),1,True,0.5878049831726371,2.0,5.0,0.2414432615041732,0.8073253968253966,0.7732433428008395,2.0,0.4494679675443467,0.0609756097560975,6.5389266
686,NCC[C@@H]1[C@@H](N)[C@H](N)C[C@@H](N)[C@H]1N,-5.47,DecompDiff(D),1,True,0.3306719806736737,2.0,4.0,0.9893252849578856,0.878579365079365,0.578881715751963,2.0,0.3800788775629794,0.0625,7.1555176
687,CC(=N)C1CC(C)C[C@@H]1N,-5.465,DecompDiff(D),1,True,0.5313170870045887,2.0,5.0,0.2032478004693985,0.820920634920635,0.6366112682847436,2.0,0.902053965046437,0.0595238095238095,6.682971
688,CC#CC(=O)CC[C@H](CN)[C@@H](C)N,-5.448,DecompDiff(D),1,True,0.4737818067732775,2.0,5.0,0.978996515274048,0.8569920634920635,0.6398057874830732,3.0,0.6676498168252398,0.0987654320987654,6.65583
689,C[C@H](C[C@@H](N)CN)[C@H]1C(=N)[C@H]1[C@H](CN)CNCN,-5.438,DecompDiff(D),1,True,0.2828538698250227,2.0,4.0,0.9866814613342284,0.7798650793650792,0.5259343115829018,2.0,0.8735603936599418,0.0879120879120879,6.838197
690,CC(=N)c1ccccc1N,-5.419,DecompDiff(D),1,True,0.445049068633606,2.0,5.0,0.5283775329589844,0.8638174603174603,0.8581301843295014,2.0,0.0162508228872483,0.081081081081081,6.2476573
691,CN[C@@H]1CC(C)CC[C@]1(C(C)=N)C(=N)N,-5.416,DecompDiff(D),1,True,0.418552434855979,2.0,5.0,0.3564806282520294,0.7601111111111111,0.5940752563783005,3.0,0.954328060762513,0.0689655172413793,6.689816
692,C=CC[C@@H](CC(=N)N)[C@H](C)CC,-5.413,DecompDiff(D),1,True,0.3572329229295594,2.0,5.0,0.3661697506904602,0.7969920634920635,0.6782500939120677,3.0,0.7337366472826428,0.074074074074074,6.8016624
693,CNC(=N)[C@H](N)NC(C)=CCNC(=N)C[C@@H](N)[C@H](C)C(=N)N,-5.381,DecompDiff(D),1,True,0.1463263794830744,1.0,4.0,0.9838744401931764,0.7670079365079363,0.5228683822495312,3.0,0.7757748700941736,0.0816326530612244,6.770087
694,CNc1cc(N)cc(CN)c1,-5.314,DecompDiff(D),1,True,0.5468955876660898,2.0,5.0,0.9270811080932616,0.8769999999999998,0.8503579113515899,2.0,0.0605066142542727,0.0961538461538461,6.399204
695,CC1CC(N)C[C@H]1C,-5.295,DecompDiff(D),1,True,0.5043221536480952,2.0,5.0,0.0027423501014709,0.8552301587301586,0.7135819084664458,1.0,0.685837322022113,0.0533333333333333,6.934546
696,NCCc1ccccc1,-5.291,DecompDiff(D),1,True,0.6245074471542003,2.0,5.0,0.0020227269269526,0.9077063492063492,0.967524830229376,1.0,0.0447944836673945,0.1,6.8818374
697,CCC(N)=CC[C@H](CC(=N)N)[C@@H](C)N,-5.282,DecompDiff(D),1,True,0.3767357190303285,2.0,5.0,0.6463853716850281,0.8042142857142858,0.6227275196670793,3.0,0.7973188163069673,0.0864197530864197,6.6705422
698,CC[C@@H]1NC(=N)C(=N)[C@@H](C)[C@@H]1C=N,-5.266,DecompDiff(D),1,True,0.4739503745742707,2.0,5.0,0.6701198220252991,0.8036666666666668,0.5129428144302125,3.0,0.357716888937392,0.054054054054054,6.5786505
699,C=CC1CCC(C(=N)CC(=N)N)N1,-5.248,DecompDiff(D),1,True,0.290551342631014,2.0,5.0,0.9452092051506042,0.8082698412698411,0.5664208359640042,3.0,0.6642949186509539,0.0625,6.535691
700,C[C@@H]1C(N)CC(CN)[C@H]1F,-5.233,DecompDiff(D),1,True,0.5574759365032053,2.0,5.0,0.4131258428096771,0.9137222222222222,0.6048091361059895,1.0,0.5487723400936866,0.0714285714285714,6.8846164
701,C=CCNCC(=CC(C)C)C(=N)N,-5.208,DecompDiff(D),1,True,0.250055136151586,2.0,5.0,0.873475968837738,0.7168253968253968,0.7169135823268223,3.0,0.1888322804146712,0.0843373493975903,6.9828324
702,NCc1cc(N)ccc1N,-5.193,DecompDiff(D),1,True,0.4872899469890794,2.0,5.0,0.9724895358085632,0.8950396825396824,0.865199699999017,2.0,0.1642278750628729,0.0952380952380952,6.889082
703,CCc1nc(C)oc1CC,-5.18,DecompDiff(D),1,True,0.6267887708622804,2.0,5.0,0.0058888881467282,0.8184999999999999,0.8076304692297863,1.0,0.2341738931813987,0.0602409638554216,7.0476446
704,NC=CCCN[C@H]1N[C@@H](N)[C@H](N)[C@@H]1N,-5.165,DecompDiff(D),1,True,0.2741575244526976,2.0,3.0,0.9971721768379213,0.8095772005772006,0.507029893770186,2.0,0.2970541169709469,0.0425531914893617,6.825211
705,CNC1C[C@H](N)CC(=N)[C@@H]1F,-5.146,DecompDiff(D),1,True,0.5060975259113679,2.0,5.0,0.9673909544944764,0.8418174603174602,0.5789923247105064,2.0,0.5013630523513175,0.0549450549450549,6.6785383
706,C[C@@H]1C[C@H](N)NC1C(=N)N,-5.139,DecompDiff(D),1,True,0.2854826578978433,2.0,5.0,0.97877699136734,0.7840079365079365,0.5542497298232052,1.0,0.5665483075863114,0.0705882352941176,6.4806943
707,CC1=CC(N)C[C@@H](N)[C@@H]1N,-5.127,DecompDiff(D),1,True,0.3909749356368001,2.0,5.0,0.9673909544944764,0.8186984126984127,0.5784538718350394,1.0,0.4451905530559708,0.0581395348837209,6.6318655
708,C[C@H]1C[C@H](N)[C@@H](N)[C@@H]1F,-5.127,DecompDiff(D),1,True,0.4878709660970507,2.0,5.0,0.428167849779129,0.837857142857143,0.5943472478797648,1.0,0.660234896963783,0.0625,6.856569
709,C[C@H]1CN[C@H](C[C@@H](CN)N[C@H](N)CNC(=N)N)C1,-5.122,DecompDiff(D),1,True,0.1608666444120937,2.0,4.0,0.984064519405365,0.7637142857142857,0.5797246170972932,2.0,0.8297041303886206,0.0707070707070707,7.0177484
710,Nc1cccc(F)c1,-5.109,DecompDiff(D),1,True,0.5030676848790228,2.0,5.0,0.0025113869924098,0.8926904761904761,0.9355773183876974,1.0,0.0015431167932229,0.0886075949367088,6.4513144
711,Cc1cc(CCN)c(F)o1,-5.068,DecompDiff(D),1,True,0.675806382228091,2.0,5.0,0.0032152018975466,0.9267676767676768,0.7716720646713817,1.0,0.5207061643590549,0.0895522388059701,6.858991
712,CNC1CC(=N)NC(=N)C1N,-5.064,DecompDiff(D),1,False,0.3304918256381213,2.0,5.0,0.9847715497016908,0.7950079365079366,0.54326194466616,1.0,0.4346049394690454,0.0674157303370786,7.2926207
713,CNc1cc(N)ccc1N,-5.032,DecompDiff(D),1,False,0.5035822802002323,2.0,5.0,0.9338205456733704,0.8561349206349206,0.8733917227910398,2.0,0.0251137138274866,0.0945945945945946,7.2926207
714,C[C@@H]1C(=N)CCC[C@H]1N,-5.032,DecompDiff(D),1,False,0.50234276754151,2.0,5.0,0.2497671991586685,0.8619603174603175,0.6513190454796055,1.0,0.5945883605270219,0.0705882352941176,7.2926207
715,CC=CC=C(CN)CCN,-5.031,DecompDiff(D),1,False,0.5673110191357035,2.0,5.0,0.2666343748569488,0.80165873015873,0.7038071074064245,2.0,0.0644865747880234,0.0769230769230769,7.2926207
716,CCCC(=CCN)CC(C)=N,-5.025,DecompDiff(D),1,False,0.4621428041690217,2.0,5.0,0.4164777398109436,0.8140634920634919,0.7309309971163997,2.0,0.3270928328579038,0.0769230769230769,7.2926207
717,CCC[C@@H]1CC(C)OC1=N,-4.98,DecompDiff(D),1,False,0.6278663961799383,2.0,5.0,0.0096387537196278,0.8569920634920636,0.6529320425777584,2.0,0.5335243573764885,0.0804597701149425,7.2926207
718,CC1C[C@H](CN)CC1C(=N)N,-4.975,DecompDiff(D),1,False,0.4019623142899186,2.0,5.0,0.6264260411262512,0.8202936507936508,0.6488697782914082,2.0,0.6015922691450613,0.0597014925373134,7.2926207
719,CN[C@@H]1C[C@H](CN)[C@@H](C)C1,-4.943,DecompDiff(D),1,False,0.5916076063443515,2.0,5.0,0.1346723735332489,0.8276031746031747,0.6897426073160826,2.0,0.8252621886431268,0.0581395348837209,7.2926207
720,CCCC[C@@H](CC)CC(N)N,-4.941,DecompDiff(D),1,False,0.579424980302315,2.0,5.0,0.3187235593795776,0.844547619047619,0.7631035707277767,2.0,0.6480554012813775,0.0666666666666666,7.2926207
721,N=C(N)[C@H]1[C@H](N)[C@@H](CN)N[C@@H]1N,-4.937,DecompDiff(D),1,False,0.1954726243887054,2.0,3.0,0.9883717894554138,0.8466984126984127,0.5281805592316358,2.0,0.5464230638040196,0.0909090909090909,7.2926207
722,C[C@@H]1C[C@@H](CN)CC[C@@H]1N,-4.881,DecompDiff(D),1,False,0.5662132154655539,2.0,5.0,0.0848028659820556,0.8571111111111109,0.7139579919314671,2.0,0.4025534392085945,0.0597014925373134,7.2926207
723,CNc1occc1[C@H](C(C)=N)C(=N)N,-4.867,DecompDiff(D),1,False,0.4300936970198319,2.0,5.0,0.8212740421295166,0.8001275946275948,0.643111079041319,3.0,0.3515544900362209,0.1071428571428571,7.2926207
724,CC(=N)NCC[C@@H](CN)C(C(=N)N)C(=N)N,-4.817,DecompDiff(D),1,False,0.2198561218557677,1.0,4.0,0.9969281554222108,0.8275634920634919,0.629576886770757,2.0,0.657049848344117,0.0841121495327102,7.2926207
725,CCCC[C@H](CN)C(C)C,-4.8,DecompDiff(D),1,False,0.6280921233981208,2.0,5.0,0.006081495899707,0.8412857142857141,0.8045448770851193,2.0,0.051755069444146,0.0918367346938775,7.2926207
726,CN[C@@H]1CC(C)CC1N,-4.716,DecompDiff(D),1,False,0.5338841571889169,2.0,5.0,0.5417746305465698,0.8204603174603174,0.6833701372834567,1.0,0.9229713694040173,0.0547945205479452,7.2926207
