,SMILES,QED,Proxy
sample128,C[C@H]1OC(=O)[C@H](C)C1(C(=O)O)n1ccc([C@@]2(C)CCCN(C(=O)c3cnn(C)c3F)C2)n1,0.702,-8.534
sample129,C[C@H](C1CC1)[C@@H](NC(=O)Cc1cnc[nH]1)C(=O)Nc1cnc(O)nc1,0.582,-7.723
sample130,Cc1nn(C)c(Oc2ccc(Sc3cncc(=NN)[nH]3)cn2)c1C,0.553,-8.038
sample131,CCn1cc(N(C(=O)[C@@H]2CCCC2=O)c2nc(C)ccc2O)c(CC(=O)O)n1,0.727,-8.215
sample132,Cc1cc(C(=O)O)cc(N(Cc2nncn2C)C(=O)c2ncoc2C)c1,0.744,-8.186
sample133,Nc1cncc(Nc2cnn(CCNC(=O)c3cccnc3O)c2)c1,0.529,-7.935
sample134,CC[C@H](C)[C@H](O)C(=O)N(Cn1cnc(Cl)n1)c1c(C)ncnc1C,0.850,-7.446
sample135,CC[C@H](N)C(=O)N[C@@H]1CCS(=O)(=O)[C@@H]1C(=O)Nc1cnc(C)n1C,0.623,-7.493
sample136,O=c1nc(CNCc2cc(Cl)ccc2Nc2cnc(S)nc2)[nH]o1,0.392,-8.095
sample137,Nc1c(N)c(NC(=O)c2nn[nH]n2)c(N)c(N)c1NC(=O)C[C@@H]1CCNC1,0.288,-8.329
sample138,CCn1ccc(C(=O)N(c2cnnc(O)n2)c2nc(=O)n(CC)[nH]2)c1C,0.681,-8.067
sample139,O=C(NC1(c2ccc(Oc3nccc(=O)o3)nc2)CC1)n1cccn1,0.769,-8.209
sample140,C[C@H](NC(=O)[C@@H]1SC(C)(C)SC1=O)[C@@H](OC(=O)c1nnsc1Cl)c1c(F)cccc1F,0.463,-8.475
sample141,C[C@](Oc1nccc(O)c1NCCc1cnc[nH]1)(C(N)=O)C(F)(F)F,0.591,-7.615
sample142,Cc1ncoc1CN(c1n[nH]c(C(=O)O)c1C)[C@@H]1CCN(C)C1=O,0.837,-7.673
sample143,C[C@H](O)[C@H](N)C(=O)N(Cc1ccncc1O)[C@@H](C(=O)O)C1COC1,0.491,-7.298
sample144,C[C@@H](NC1CC1)C(=O)N(C)c1cc(Cl)nnc1Oc1ncccc1C(N)=O,0.734,-8.188
sample145,CC(C)[C@H]1CCCCC1(C(=O)O)n1cc2ccc(O)c(Sc3cccc(CON)n3)c2n1,0.450,-8.805
sample146,C=C(C[C@@H](N)C(=O)NCc1oc(C)nc1C)Nc1ccnc(Cl)c1Cl,0.634,-7.977
sample147,CC(=O)C1(Oc2cc(N(C)C(=O)[C@H](C)N)c(O)nn2)CCC1,0.807,-7.313
sample148,CC[C@H](c1ccco1)N(C(=O)c1cn(C)nc1F)C(C)(C(=O)O)c1coc(C)n1,0.643,-8.116
sample149,Cc1ocnc1C(=O)N(c1occc1C(=O)O)[C@@H](C)CS(C)(=O)=O,0.820,-7.007
sample150,N#Cc1cccnc1COc1cccc(NC(=O)c2nccnn2)c1F,0.749,-8.546
sample151,CC1(C)CNC(=O)[C@@H]1C(=O)NCc1cnc(Oc2cc(CN)sn2)nc1,0.628,-8.001
sample152,CC1(C)CNC(=O)[C@@H]1C(=O)N(Cc1ccccc1CC#N)[C@@H](Cc1ncccn1)C(=O)O,0.597,-8.619
sample153,Cc1coc(CN(C(=O)[C@H]2NC2(C)C)c2snc(C)c2C#N)n1,0.858,-7.596
sample154,COc1cncc(N(C(=O)c2cn(C)nn2)c2nc(=O)n(C)[nH]2)n1,0.643,-7.439
sample155,CC(C(=O)O)(c1ccco1)N1C(=O)OC[C@@H]1COc1cncc(=O)[nH]1,0.772,-7.670
sample156,COc1c(O)cccc1C(C)N(C[C@H]1C[C@@H]1C(=O)O)c1ncc(C#N)cc1C#N,0.735,-8.467
sample157,C[C@H](N)[C@H](C)C(=O)Nc1cc(NC(=O)c2csc(O)n2)cnc1N,0.538,-7.589
sample158,Cc1ncn(C2(C(=O)O)C=C(O)[C@H](C)C[C@@H]2C)c1C(=O)Nc1cccccc1=O,0.729,-8.491
sample159,CC[C@H]1C[C@@]1(NC(=O)c1nnc(C)o1)C(=O)Nc1cn(CC)nn1,0.789,-7.848
sample160,C[C@@H](CC#N)[C@@H](Nc1nc(N)c(N)nc1Cl)C(=O)Nc1cccc(C(=O)C(F)(F)F)c1,0.463,-8.684
sample161,COC(=O)[C@@H]1C[C@@H](N)[C@@H](Oc2nn(C)cc2Oc2nc(=O)n(C)cc2C#N)[C@@H]1O,0.578,-7.920
sample162,CCn1[nH]c(N(C(=O)[C@H]2C(=O)NCC2(C)C)c2cncnc2C(=O)O)nc1=O,0.577,-7.903
sample163,CCn1cc(N(C(=O)c2cn(C)nn2)c2ccc(C(N)=O)c(OC)n2)nn1,0.632,-7.934
sample164,C=C(C)[C@@H](N)CC(=O)Nc1nc(-c2cccnc2C)ccc1C#N,0.823,-8.301
sample165,Cc1nc(C)c(CNC(=O)c2c(C)nsc2Nc2nccc(C)c2[C@@H](C)N)o1,0.580,-8.226
sample166,CCn1nccc1NC(=O)[C@H]1C[C@@H](Oc2scnc2CC#N)C1,0.876,-7.345
sample167,CCN1CCC[C@H](N(C(=O)[C@@H](N)c2cccnc2)c2cc(C=O)[nH]n2)C1=O,0.720,-8.426
sample168,C[C@@H](F)[C@H](N)C(=O)N(c1cc(O)ccc1C#N)C1(c2cnn(C)c2)CC1,0.847,-8.367
sample169,CC(=O)OC[C@H](NC(=O)CN(C)C(=O)c1sc(C)nc1C)C(=O)O,0.656,-6.944
sample170,Cc1c(O[C@H]2C[C@H](NC(=O)C3(C(N)=O)CC3)C2)n[nH]c1C(=O)N[C@H](C)c1cc(C(F)(F)F)n(C)n1,0.402,-8.778
sample171,C=C1[C@H](C(=O)Nc2ncc(NCC[C@@H](N)C(=O)O)cc2Cl)[C@@H]1C(=O)O,0.421,-7.822
sample172,CO[C@H]1C[C@](NC(=O)[C@@H]2CCC(=O)N2)(C(=O)Nc2cccc3cncn23)C1,0.696,-8.521
sample173,Cc1ccc(Oc2nncc(NC(=O)[C@@H]3CC(=O)N(C)C3)n2)c(O[C@H]2CCNC2)c1,0.725,-8.734
sample174,Cc1nccc(C(=O)N(c2cnn(C(C)C)c2)[C@H]2CCC[C@@H]2C#N)n1,0.855,-7.970
sample175,Cn1ccc(N(CCn2cnnc2)C(=O)[C@H]2C[C@@H](N)C2)c1C(=O)O,0.773,-7.428
sample176,CN(c1ncc(F)cn1)c1cc(Oc2ccc(C#N)cc2N)nnc1O,0.676,-8.458
sample177,Cc1nc(Oc2cn(C)cc(NC(=O)C3CC3)c2=O)[nH]c1C(=O)O,0.756,-7.745
sample178,Cc1c(OC[C@H]2COC(=O)N2)n[nH]c1C(=O)N[C@H]1CC[C@@H](C(=O)O)CC1,0.576,-7.769
sample179,CC[C@H](CC(=O)Nc1c(Cl)ncnc1Cl)NC(=O)c1nn(C)cc1Br,0.660,-7.577
sample180,Cn1nc(Nc2c(C#N)cnn2C)c(O[C@@]2(C[C@H]3CO3)CCOC2)c1Cl,0.764,-7.786
sample181,COC[C@@H](Nc1nc(C)c(C)nc1C)C(=O)NCc1ccc([C@@H]2C[C@H]2C)o1,0.741,-8.158
sample182,Cc1nnc(-c2ccccc2N(C(=O)[C@@H](C)CN)c2cccc(F)n2)o1,0.707,-8.543
sample183,CC[C@H](NC(=O)[C@H]1CC[C@@H](Nc2nc(C)c(C(=O)O)o2)C(=O)N1)c1nc(C)no1,0.512,-8.281
sample184,N#Cc1ccncc1N(C(=O)[C@@H]1NCCC1(F)F)c1cc(C(=O)O)cnc1N,0.710,-8.327
sample185,CCn1ccc(C(=O)N(c2cc(C)c(C(N)=O)o2)c2c(C)nnn2C)c1C,0.740,-8.422
sample186,Cc1ocnc1C(=O)N(c1ccccc1C#N)c1nc(C=O)n(C)c1C,0.671,-8.234
sample187,CCC[C@H]1C[C@H]1C(=O)N(c1ccc(C#N)c(O)c1)c1c(C)nnn1C,0.904,-8.333
sample188,COc1nc(C)nc(N(C(=O)c2nsnc2N)c2cncc(Cl)c2C#N)c1N,0.636,-8.165
sample189,CCn1cc(N(c2ccc(OC)nn2)[C@@H]2CCOC(C)(C)C2)nn1,0.830,-7.434
sample190,CCn1cc(N(C(=O)[C@@H]2C(=O)OC[C@@H]2C)C2(C(=O)O)C(C)C(=O)[C@@H](C)C[C@H]2C)nn1,0.554,-8.113
sample191,Cn1nnc2c1N(C(=O)c1cnn[nH]1)CC[C@@H]2C(=O)NC[C@@H]1OCC1(C)C,0.745,-8.119
sample192,Cc1ccc(OCCc2nccs2)nc1-c1noc([C@H]2CC[C@@H]2F)n1,0.667,-8.099
sample193,CCC1(NC(=O)C2(n3c(C)cnc3CN)C(=O)N(C)C[C@H]2C#N)CCC(O)CC1,0.600,-7.946
sample194,COC(=O)[C@H](C)N(Cc1csnn1)[C@@H](C(C)=O)C(=O)N(C)c1cc(Cl)nnc1O,0.458,-7.555
sample195,N[C@@H](CCNc1ncc[nH]c1=O)C(=O)Nc1cc(F)nc(F)c1,0.563,-7.704
sample196,CCCCn1nccc1Oc1ncc(CO[C@@H]2NC(=O)NC(=O)[C@@H]2F)cn1,0.710,-8.164
sample197,CCc1oncc1N(C(=O)[C@H](N)[C@H](C)O)c1cnc(Cl)nc1,0.789,-7.183
sample198,Cc1[nH]nc(C2CC2)c1N(CCn1cnnc1)C(=O)[C@H]1NC1(C)C,0.769,-7.652
sample199,C[C@H](NC(=O)Cc1cscn1)C1CC(Oc2nn(C)cc2N)C1,0.831,-7.339
sample200,CCC(CC)(C(N)=O)N(C(=O)c1ccc(O)nn1)c1nccn2ncnc12,0.629,-8.160
sample201,Cn1cc(C(=O)Nc2c(NC(=O)[C@@H]3CCC[C@H]3N)c(=O)c2=O)nn1,0.591,-7.975
sample202,C[C@@H](Oc1nnc(Oc2ncnc(O)c2CN)nn1)c1cccc(C(N)=O)c1,0.507,-8.669
sample203,C[C@@H](c1cccc(F)n1)N(Cc1nncn1C)c1cnnc(Cl)c1,0.660,-8.124
sample204,C[C@@H](NC(=O)[C@@H]1CCNC1=O)c1ncc(C(=O)N[C@@H](CO)C2CCC2)s1,0.509,-7.778
sample205,CCc1nc(C=O)c(N(C(=O)c2c(C)c(CC)nn2C)c2cnoc2CC)[nH]1,0.627,-8.132
sample206,Cc1ccnc(N(C)N)c1NC[C@H]1CC(=O)N(C2=CNC[C@@H](C)S2)C(=O)N1,0.433,-7.718
sample207,N#C[C@H]1C[C@@H]1C(=O)N[C@H](COc1nnc(C(F)F)o1)Cc1cnc[nH]1,0.724,-7.825
sample208,Cn1nccc1C(=O)N(c1cc(N)cnn1)C1(CC#N)CCC1,0.909,-7.786
sample209,Cc1nc(-c2noc([C@@H](Nc3nc(C(N)=O)c(C)s3)[C@@H](C)O)n2)[nH]c1C,0.503,-8.076
sample210,Cc1nc(C)c(N(C)c2cnc(C#N)cn2)c(O[C@H]2CCN(C)C2=O)n1,0.805,-8.040
