,SMILES,QED,Proxy
sample92,C[C@H]1[C@@H](C(=O)Nc2cc(O)c(N)cc2O)CN1C(=O)c1nnnn1C,0.322,-8.148
sample93,Cc1nc(O[C@@]2(C)CC[C@H](N)C2)c(NCc2cn(C)nn2)[nH]1,0.764,-7.564
sample94,CCc1cnc(Oc2nc(C(=O)NC3=C(C)C(=O)[C@@H]3C)ccc2OC)nc1,0.835,-8.264
sample95,CCn1cc(-c2nc3cc(CN)ccc3o2)nn1,0.754,-7.480
sample96,C[C@H]1CN(C)CC1(C(=O)O)N(Cc1nnnn1C)C(=O)c1ccccc1,0.817,-8.203
sample97,CN(c1cccc(NC(=O)c2nnnn2C)c1)c1[nH]nnc1C#N,0.694,-8.034
sample98,CO[C@@H]1[C@@H](C)[C@@H](N(C(=O)c2cncn2C)C(CBr)(C(=O)O)c2cncnc2)C1(C)C,0.605,-7.900
sample99,Cc1cnc(C#N)c(N(C(=O)C(N)=O)c2cc(C=O)n(C)n2)c1,0.624,-7.870
sample100,NC(=O)c1ncccc1NC(=O)Cn1cc(C2CC2)cn1,0.851,-7.644
sample101,Cc1ccnc(N(CCn2cnnn2)C(=O)[C@H]2NC[C@@H]3C[C@@H]32)c1O,0.776,-7.790
sample102,COC(=O)C1(Sc2c(F)cccc2NC(=O)c2nnsc2Cl)CC1,0.792,-7.820
sample103,Cn1ccc(C(C)(C(=O)O)N(CCc2nccn2C)C(=O)C[C@H]2CCO2)n1,0.729,-7.608
sample104,Cc1ccc(C(N)=O)cc1O[C@H]1C(=O)N(C(C(=O)O)(C(C)C)C2(C#N)CC2)CC1(C)C,0.687,-8.608
sample105,CC(=O)c1sccc1N(C(=O)c1nc(C)ccc1N)c1nn(CCC#N)cc1C,0.622,-8.151
sample106,Clc1cc(NCc2cnc(NCCc3sccc3Br)s2)ncn1,0.533,-7.211
sample107,Cc1nn[nH]c1C(=O)N1C[C@@H](C(=O)Nc2cnc(Cl)cc2C#N)[C@H]1C,0.791,-8.175
sample108,COc1cc(C(=O)n2c(=O)c3nonc3n(C3(C(=O)O)CC[C@H](C#N)SC3)c2=O)on1,0.533,-8.370
sample109,C[C@H](C(=O)Nc1ccc(CO)cc1O)N(C(=O)c1cnnn1C)[C@H](C)C1(C)CC1,0.607,-8.169
sample110,COCC(=O)O[C@@H]1CCN(C(=O)C2(C(=O)Nc3cc(C)cc(=O)n3N)CCOCC2)C1,0.342,-8.284
sample111,Cc1cnc(N)c(N[C@H]2CC[C@@H]2C(=O)Nc2c(C)nnn2C)n1,0.756,-7.648
sample112,N#Cc1ccc(Oc2ncn(CC(=O)NC3(c4ncon4)CC3)n2)nn1,0.635,-8.105
sample113,Cn1nc(Oc2ncc(CNC(=O)c3ncon3)[nH]2)ccc1=O,0.648,-7.741
sample114,CC[C@@H](CCCNc1cc(B(O)O)ccn1)OC(=O)[C@@H](N)c1ccc(F)cc1,0.273,-8.760
sample115,C[C@@H]1CC(C)(C)C(C(=O)O)(N(C(=O)c2cn(C)nn2)c2ncccc2C#N)C1,0.857,-8.301
sample116,COc1nc(Cl)nc(N(C(=O)[C@@H]2C[C@H]2C)c2cc(F)c(C#N)cc2F)n1,0.810,-8.474
sample117,CCc1ccncc1NC(=O)[C@@H]1SC[C@@H](C)C1Nc1cc(C)c(O)nc1C,0.729,-8.032
sample118,CC[C@@H](O)CN(C(=O)c1cccc(NC(=O)c2cc(C)cnn2)c1)c1ncco1,0.630,-8.530
sample119,CN1CC(Oc2ccc(CCNc3nc(Cl)[nH]c(=N)n3)cc2)CN1C,0.712,-8.088
sample120,Cc1noc(CNC(=O)c2nc(C3CCC3)cs2)c1Nc1cccnc1C#N,0.655,-8.450
sample121,Cc1ncoc1CN(C(=O)c1ncon1)C(C)c1c(N)cccc1Br,0.648,-7.959
sample122,Cc1oc(CNCc2nc(=O)o[nH]2)cc1Sc1ccc(N(C)N)nc1,0.422,-7.874
sample123,Cc1c(NC(=O)[C@H](CCF)NC(=O)c2cccc(C(=O)O)c2)c(=O)n(C)n1C,0.644,-8.131
sample124,C[C@@H]1CC[C@H](c2noc(C3(N)COC3)n2)CN1C(=O)c1cn(C)nn1,0.808,-8.124
sample125,CCc1cccc(Oc2c(OC)nn(C)c2C(=O)NCc2ccnnc2)c1C=O,0.583,-8.284
sample126,Cc1cc(N(C)c2nn(C)cc2NC(=O)[C@@H](CN)C2CCC2)ccc1N,0.690,-8.043
sample127,CC(=O)c1n[nH]cc1N(CCn1ccnc1)c1cnnc(O)c1N,0.563,-7.555
sample128,O=C(Nc1nccnc1CO)c1cnc(NC(=O)c2cnon2)c(O)c1,0.484,-7.962
sample129,CCc1cn(CCNc2cnc(C(=O)NCC3([C@@H](C)O)CC3)cn2)nn1,0.601,-7.846
sample130,Cn1cc(N(Cc2cc(N)cc(F)c2)C(=O)c2cnsn2)nc1C(N)=O,0.638,-8.120
sample131,C[C@H]1NC[C@@H]1C(=O)Nc1nccnc1-c1ncccc1F,0.887,-7.701
sample132,Cc1ccc(NC(=O)Nc2nc(C)c(OC[C@]3(C)CCC(=O)O3)nc2Cl)c(Cl)c1,0.665,-8.568
sample133,CCCn1cc(N(C(=O)c2ncon2)[C@H](CC)C(=O)OC)cn1,0.707,-6.905
sample134,Cn1cc(C(=O)Nc2cccc(O)c2C(=O)Nc2cc(=O)n(C)o2)nn1,0.609,-8.246
sample135,CCN[C@H]1CCC[C@@H]1C(=O)N(c1cnc(F)nc1)c1c(O)ccnc1O,0.697,-8.112
sample136,COc1n[nH]c(C)c1O[C@@H]1CCC[C@H](NC(=O)c2cnon2)[C@@H]1O,0.704,-7.759
sample137,COc1ccc(Oc2cc(=O)n(C)cc2Nc2cnnc(O)n2)nn1,0.677,-7.915
sample138,C[C@@]1(C(=O)N(CCc2cnc[nH]2)c2nc(C(N)=O)n[nH]2)C[C@H]1F,0.686,-7.708
sample139,C=C1C[C@H]1[C@H](NC(=O)c1ncccn1)C(=O)NC[C@H]1CCC(=O)N[C@@H]1C,0.629,-8.279
sample140,C[C@@]1(C(N)=O)C[C@H]1N(C(=O)c1ccc(CF)cc1)c1nccnc1CO,0.810,-8.362
sample141,Cc1c(CNC(=O)c2ncon2)cccc1NCCn1cnnn1,0.639,-7.894
sample142,CCCn1cc(N(C(=O)c2nncn2C)c2nnnn2CCC)cn1,0.623,-7.451
sample143,Cc1nnnn1CC(=O)Nc1cnc(NCCc2cnoc2)nc1,0.616,-7.626
sample144,Cn1cc(C(=O)Nc2ccnc(OCc3cn(C)c(=O)n3C)c2O)nn1,0.644,-7.850
sample145,Cc1nsc(C(=O)O)c1N(CCc1cnc[nH]1)C(=O)CC(C)(C)N,0.695,-7.201
sample146,Cc1ccc(C(N)=O)cc1N(C(=O)c1ncon1)c1c(C)nnn1C,0.745,-8.169
sample147,CCCn1nnnc1N(C(=O)[C@H]1CCN([C@@H](C)CC)[C@@H]1C)c1cccc(N)c1,0.737,-8.354
sample148,CCc1nnc(CN(C(=O)[C@@H]2CC[C@H]2N)c2cn(C)c(C(N)=O)n2)s1,0.753,-7.889
sample149,OB(O)c1ccnc(Nc2nccnc2-c2cncnc2)c1,0.564,-8.326
sample150,Cc1cc(C(C)(C(=O)O)n2c(O[C@@H](C)[C@H]3CCC(=O)O3)nc(Cl)c2Cl)c[nH]1,0.701,-8.002
sample151,CCN=c1ccc(O[C@H]2CNC[C@@H]2COc2ccc(CC(N)=O)cc2)c[nH]1,0.645,-8.803
sample152,CN(Cc1nnc(O)o1)Cc1cc(F)ccc1NC(=O)Cc1cnc[nH]1,0.583,-8.110
sample153,CCn1cc(Oc2nnccc2C)c(C(=O)NCc2nn(C)cc2Cl)n1,0.708,-8.144
sample154,Cc1ccnc(CN[C@@H](C)c2ccnc(OCc3nc(Cl)n[nH]3)c2)n1,0.667,-8.142
sample155,Cn1cc(N(C(=O)CC2CS(=O)(=O)C2)c2nc3ncccc3o2)c(C(N)=O)n1,0.630,-8.264
sample156,C[C@@H]1NC[C@H]1C(=O)N(C)c1cc(Cl)nnc1Oc1nccc(C(=O)O)n1,0.781,-7.995
sample157,CN(CCn1nccc1Oc1nc(N)c(N)c(O)n1)c1nnccc1C#N,0.538,-7.886
sample158,N#Cc1ccnc(N(Cc2cnn3cccnc23)C(=O)c2ccc(C=O)s2)n1,0.480,-8.564
sample159,O=C(c1c[nH]nc1Cl)N(CCc1ccon1)[C@@H](CO)c1ccccc1,0.674,-7.942
sample160,Cc1cc(C)nc(N(C(=O)Cn2nnnc2C)C2(C(=O)O)CC(Nc3ncncc3C)C2)c1,0.536,-8.749
sample161,Nc1ccnc(C(=O)NCc2ccncc2NC[C@H]2CC(=O)NC2=O)c1,0.538,-8.270
sample162,C[C@H](Oc1cnn(C)c1C=O)[C@H]1CCCN1C(=O)c1ncon1,0.747,-7.459
sample163,Cc1ccc(C(C#N)(C(=O)N(C)c2nnccc2C#N)N2C=CN3CCNC[C@@H]32)cc1,0.790,-8.652
sample164,CCc1nc(CNC(=O)c2ccnc(C)c2)nn1C1(C(=O)O)CCOC[C@@H]1CC,0.725,-8.018
sample165,C[C@H](CC(=O)Nc1cnn(C)c1N)NC(=O)[C@@H]1CCNC1,0.581,-7.228
sample166,COC(=O)[C@H]1C[C@H](NC(=O)c2nn[nH]n2)[C@@H](Oc2ccc(F)nc2)C1,0.563,-8.115
sample167,CC(C)[C@@H](CC#N)Oc1cc(C(C#N)Nc2cn(C)nc2C#N)ccc1F,0.804,-8.076
sample168,CC(C)[C@H]1CCC1(C(=O)O)N(C(=O)c1cn(C)nn1)[C@@H]1CC(C)(C)OC1=O,0.767,-7.984
sample169,Cc1cn(CCC#N)nc1Nc1cnncc1Oc1nnccc1C,0.730,-7.787
sample170,C[C@@H](C1CC1)[C@H](N)C(=O)N(c1ccc2nncn2c1)c1ncncc1C#N,0.727,-8.281
sample171,CC(C)n1cc(Br)c(CN(C(=O)[C@H]2CN[C@@H]2C)c2ccc3nonc3c2)n1,0.666,-8.491
sample172,Cc1cnnc(Oc2cccc(OC3=C(Cl)C(=O)CC3=O)c2C(N)=O)c1,0.796,-8.662
sample173,CCc1ccncc1N(C(=O)c1nnsc1Cl)[C@@H]1C[C@@]1(C)C(N)=O,0.873,-7.747
sample174,Cc1nn[nH]c1C(=O)N(c1ncn(C)c1C(N)=O)C(F)(F)C[C@H]1CO1,0.552,-7.780
sample175,CC(=O)N1C[C@@H](Oc2nc(NC(=O)c3nn(C)cc3N)c3ncnc-3[nH]2)C[C@H]1C,0.564,-8.286
sample176,COC(=O)c1cc(F)c(C)c(N(C(=O)[C@H]2CC[C@@H](C)S2)c2cnncc2N)c1,0.781,-8.595
sample177,Cc1ncc(CNC(=O)C(C)(c2ccc[n+](C)c2)N2C(=O)C(=O)NC[C@@H]2C)o1,0.541,-8.215
sample178,Cc1ccc(N(C(=O)[C@@H]2COC(=O)N2)c2nccnc2CO)nn1,0.791,-7.676
sample179,CC(=O)c1cnnc(Oc2nc(C)nc(Oc3nnn(C)c3CO)c2F)c1,0.624,-8.388
sample180,N#Cc1coc(Oc2cccc(CCC(=O)NC(O)=C3N=NN=N3)c2)n1,0.760,-8.470
sample181,C#C[C@@H](c1cccc(F)c1)N(C(=O)[C@@H]1CNCCO1)c1nccnc1C(N)=O,0.724,-8.404
sample182,Cc1cccc(C2(C)NC(=O)c3c(c(C)nn3C)N2C(C)c2cc(C)n(C)n2)n1,0.740,-8.599
sample183,CC(C)[C@H](C#N)C(=O)Nc1cnn(C)c1NC(=O)c1nncn1C,0.822,-7.245
sample184,Cc1nc(Sc2nc(C)n(C)n2)cnc1NC(=O)c1c[nH]c(Br)c1,0.689,-7.747
sample185,Cn1nnnc1COC1=CC=C[C@H]1C(=O)Nc1cccc(F)c1F,0.901,-8.514
sample186,C[C@](N)(C(=O)N(Cc1c(O)cccc1F)c1cc(B(O)O)ccn1)C1CC1,0.540,-8.693
sample187,Cc1noc(C)c1Nc1cc(OCCS(=O)(=O)C2CCCC2)c(C=O)cn1,0.681,-8.279
sample188,CC(C(F)C(C)(C(=O)O)n1ccc2cnncc21)N1CCO[C@H](C#N)C1,0.853,-8.020
sample189,C[C@H]1NC[C@@H]1C(=O)Nc1cccc(C#N)c1N1C[C@H](O)[C@H](O)[C@H]1CO,0.473,-7.796
sample190,CC1CC(CNC(=O)c2nnsc2Cl)(CN[C@H](C)C(=O)NCc2ccccc2)C1,0.562,-8.514
sample191,Cc1noc(C)c1N(C(=O)[C@H](N)[C@H](C)O)c1c(C)[nH]c(C)c(Cl)c1=O,0.752,-7.846
sample192,Cc1nn[nH]c1C(=O)N(c1cnc2ccn(C)c2n1)c1cccc(Cl)c1N,0.526,-8.725
sample193,[C-]#[N+]c1cccc(N(c2cnn(CC#N)c2)c2nc(C(=O)N(C)C)n[nH]2)c1,0.698,-7.851
sample194,COc1cc(Cl)nnc1OCc1ccc(O[C@@H](C)[C@H](N)c2csc(C)n2)nc1N,0.546,-8.063
sample195,C[C@@H](Nc1nc(C=O)co1)[C@H](N)c1nc(Cc2cccc(N)c2)no1,0.429,-8.624
sample196,CCn1nccc1Nc1cnc(Nc2nonc2CO)cn1,0.612,-7.457
sample197,CCn1ccc(Nc2cncc(NC(=O)[C@H]3CO3)n2)n1,0.782,-7.143
sample198,CC(=O)c1ccc(NC(=O)c2ccc(N)c(Oc3nccc(C#N)n3)n2)c(N)c1,0.437,-8.987
sample199,N#Cc1nsnc1-c1noc([C@@H](CCF)NC(=O)[C@@H]2CC[C@H]2C#N)n1,0.816,-8.007
sample200,C[C@@H](C(=O)N(Cc1c(C#N)ncn1C)C[C@@H]1C[C@@H]1c1ccn(C)n1)n1cnc(N)c1,0.628,-7.961
sample201,CCn1c(Nc2cc(Oc3cc(C)c(N)cn3)nnc2Cl)cccc1=O,0.708,-8.543
sample202,Cc1nc2c(NC(=O)c3cc(Sc4c(O)cccc4C=O)oc3C)cccc2o1,0.450,-8.889
sample203,CCn1ncc(CNC[C@@H]2CCC(=O)N[C@@H]2C)c1NC(=O)c1ccnn1C,0.668,-7.954
sample204,COC(=O)[C@@H]1C=CC=C1N(C(=O)c1csnn1)c1cc(C)nc(O)c1,0.831,-8.134
sample205,CCCn1ncc(C(=O)N(C)Cc2nonc2C)c1F,0.827,-7.234
sample206,Cc1nc(C(=O)NCc2cnccc2N[C@H]2CC[C@H](C(=O)O)C2)oc1C,0.725,-8.051
sample207,Cc1nnc([C@H](C)NC(=O)C2(N3C(=O)CC[C@H](C)C3=O)CC[C@@H](C(C)C)C[C@@H]2F)o1,0.732,-8.635
sample208,CC(C)n1cc(N(C(=O)c2ccsn2)C2(C(=O)O)CCC[C@H]2C#N)c(C#N)n1,0.817,-7.865
sample209,Cc1c(C(C)(C(=O)O)N(c2ccc(O)c(O)c2)C(=O)[C@H]2C[C@@H](Cl)C2)nnn1C,0.508,-8.081
sample210,CNCc1cccc(Oc2cnc(Oc3ncnc(N)c3C)nc2)n1,0.693,-8.106
sample211,CCn1cc(C(=O)Nc2cc(O)cc(NCc3nc([C@H](C)C4CC4)no3)c2)cn1,0.534,-8.722
sample212,COC(=O)c1coc(O[C@H](CNC(=O)[C@@H]2CC[C@@](C)(N)C2(C)C)c2nnn(C)n2)n1,0.598,-8.287
sample213,Cc1cc(C(N)=O)cc(N(C(=O)[C@H]2CC[C@H]2C#N)[C@@H](C(=O)O)[C@@H](C)F)c1Cl,0.765,-8.129
sample214,Cc1nnnn1CC(=O)N(C)Cc1ccc(NCc2cnn(C)c2N)cc1,0.624,-8.177
sample215,Cn1ccc(C=CC(=O)N(c2cn(C)nc2C#N)C2(C(=O)O)COC(C)(C)C2)n1,0.747,-8.032
sample216,Cc1cnc(COc2cnc(NCc3cnn(C)c3N)nc2O)nc1,0.593,-7.649
sample217,CC1=CC(C(=O)O)(N(Cc2cncc(C(C)(C)C)c2)C(=O)c2cccc(F)c2)[C@H](C)O1,0.771,-8.711
