SMILES,DS
CCCC(C)C=CC(=O)N1CCC2NCC(C)NC2CC=C1CCc1ccccc1,-9.487
CC1=C2CC=CC(=O)NCCCCC(C)CC2=CC1C,-9.485
CC1=CCCNNC(=O)NCC(=N)N=CC(=O)Cc2ccccc21,-9.467
CCCC(C)C=CC(=O)N1CC2CC(CC=C1CCc1ccccc1)NC(C)C=N2,-9.445
CC1CCC[N+](=O)C(=O)NNCC(=O)CC(=O)Sc2ccccc21,-9.443
CC1=CCCNCC(=O)NNCC(=O)CC(=O)CC2CC=COC12,-9.442
Cc1ccc2c(c1)CC(C)CCCCNC(O)C=CC2,-9.418
CC1CCCN=IC(=O)NNCC(=O)CC(=O)CC2=CC=COC21,-9.385
CC1=CC2=C3C(CCC4C(=CC5CC54)CNCC=CN23)C1,-9.383
CC1=CCC2CCC(C)CC(C)NC(=O)CNC(=O)C2C1,-9.374
CCCCCC=CC(=O)N1CCC2NCC(C)NC2CC=C1CCc1ccccc1C,-9.365
CC1CCCCNC(=O)CCN=NC(=O)CCC(C)C1,-9.363
CCCC1CN1CC(C)N1CC2CC(CC=C1CCc1ccccc1)NC(C)CN2,-9.358
CC1NCC(=O)Cc2ccccc2N(C)CCCN(C)C(C)NN1,-9.357
CC1CCCCCC(=O)C(C)CNC(=O)CCC(C)C1,-9.353
C[O+]=CC=C1NCC(=O)NCC2=CC=CCC2CCC1C,-9.35
CN=CC=CC1=NC2=CC(C)C=CC=C2CCC(=O)C1,-9.348
CC1CCCN(Cl)C(=O)NNSC(=O)CC(=O)Cc2ccccc21,-9.334
COC1=CC=CN2C=C1CC(C)C(=O)CCc1ccccc1CC2,-9.321
CCc1ccc(C)cc1C=CC(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-9.316
CCC1=CC=CN2C=C1CC(C)CC(=O)Cc1ccccc1CC2,-9.302
CC1NCC(=O)CC2=CC=COC2C(C)CCC[N+](=O)C(=O)NN1,-9.3
CC1=C2CC=NC(=O)NCCCCC(C)CC2=CC1C,-9.269
CCc1ccc(O)cc1C=CC(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-9.264
CC1CNCCCC(C)C2OCCCC2CC(=O)CC(=O)CNN1,-9.242
CCc1ccc(C)c(C=CC(=O)C(Cl)OC2=CC=CCC(Cl)=C2)c1,-9.218
CCC=C1C=CCCN(C)NN(Cl)CCNC(=O)C=CC1,-9.209
CN=CC=CC1=C(C)C2=CC(O)C=CC=C2CCC(=O)C1,-9.208
CC1C=CC=CC=CCCCCNNC(=O)CCC1,-9.204
CC1CCC[N+](=O)C(C)NNCC(=O)CC(=O)CC2=CC=COC21,-9.196
CCCCCC=CC(C)N1CCC2NCC(C)NC2CC=C1CCc1ccccc1,-9.193
Cc1ccc2c(c1)CC(C)CCCCNC(O)N=CC2,-9.177
CC1CCC[N+](=O)C(=O)NNCC(=O)CC(=O)CC2CCCOC12,-9.177
CCC1=CC=CNC=C1C=CC(=O)C(=O)OC1=CC=CCC(C)=C1,-9.167
CN1NNSC(=O)CC(=O)Cc2ccccc2[O+](C)CCCC1=O,-9.163
COC1=CC=CC2C=C1CC(C)CN(C)Cc1ccccc1CC2,-9.156
COC1=CC=CN2C=C1CC(C)C(C)CCc1ccccc1CC2,-9.153
COC1=CC=CC2C=C1CC(C)CC(=O)CN1CC=CC=C1CC2,-9.147
CCc1c(C)cccc1CC(C)NC(=O)NC1=CC=CCCC1,-9.144
CC1CCC[N+](=O)C(=O)NNCC(=O)CC(=O)CC2=CC=COC21,-9.144
CC1CCCN(Cl)C(=O)NNCC(=O)CC(=O)Cc2ccccc21,-9.143
CCNC(=O)NCC(=O)N1CC2=CC(CC=C1CCc1ccccc1)NC(C)CN2,-9.137
CC1=CC2CCC3C[N+](C)=CC=C3SC=CCNCC2=C1,-9.137
COC1=CC=CC2C=C1CC(C)C(=O)CCc1ccccc1CC2,-9.137
CCC1=CC=CN2C=C1CC(C)NC(=O)Cc1ccccc1CC2,-9.135
COC1CC=CN2C=C1CC(C)CC1CC1c1ccccc1CC2,-9.132
CC1=C2CC=NC(O)NCCCCC(C)CC2=CC1C,-9.129
CC1=CCCNNC(=O)NNCN(Cl)CC(=O)CC2CC=COC12,-9.128
C[O+]=CC=C1CCCC2C=C(C)C=C2CNC(C)=CN1,-9.12
CC1CCCC(C)N(C)NNCC(=O)CC(=O)CC2CCCOC12,-9.115
CN=CC=CC1=C(C)C2=CCC=CC=C2NCC(=O)C1,-9.112
CC1=CCCNCC(=O)NNCC(=O)CC(=O)CC2CCCOC12,-9.109
CCc1ccccc1CNC(=O)NN(F)Cc1cc(C)ccc1C#N,-9.106
CC1=CC2CCC3CC(C)=CC=C3OC=CCNCC2=C1,-9.095
CCC1=CC=CNC=C1C=CC(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-9.085
CCc1ccc(C)cc1CN(F)NC(=O)NSc1ccccc1CC,-9.084
CCc1ccc(C)cc1CC(F)NC(=O)NSc1ccccc1C,-9.083
COC1=CC=CC2C=C1CC(C)CCOCc1ccccc1CC2,-9.08
CCCC(C)C=CC(=O)N1CCC2OCC(C)CN2CC=C1CCc1ccccc1,-9.077
CON=CC=CC1C=CCC(C)NC(=O)Cc2ccccc2CC1,-9.075
CN=CC=CC1=C(C)C2=CC(C)C=CC=C2CCC(=O)C1,-9.065
CC1CCCNN2C(=O)NNCC(=O)CC(=O)CC3=CC2=COC31,-9.059
Cc1ccc(C(=O)NNC(=O)CC(C)c2ccccc2)cc1,-9.057
CC1CCCCSC(=O)CCC=NC(=O)CCC(C)C1,-9.057
CCc1c(C)cccc1CC(C)NC(=O)NC1=CC=CCOC1,-9.052
CC(C)C=C1CCCC2C[N+](C)=CC=C2NC=C(O)NC1,-9.048
COC1=CC=CN2C=C1CC(C)CNOCc1ccccc1CC2,-9.039
C[O+]=CC1=CCCCC2C=C(C)C=C2CNCN=CN1,-9.028
CCc1cc(C)ncc1CC(C)NC(=O)NC1=CC=CCCC1,-9.028
COC1=CC=CN2C=C1CC(C)CCOCc1ccccc1CC2,-9.021
CCCC(=O)CCC(=O)N1CCC2CCC(C)CC2CC=C1CCc1ccccc1,-9.021
CCC1=CC=CN2C=C1CC(C)C(=O)CCc1ccccc1CC2,-9.02
CC1CCCN(Cl)C(=O)NNCC(=O)CC(=O)Cc2cccnc21,-9.017
CC1=C2CC=CC(O)NNCCCC(C)CC2=CC1C,-9.009
CCC=C1C=CCCN(C)CC(Cl)CNCC(=O)C=CC1,-9.007
CC1=CC=C2NCC(=O)NNCC(=O)CC(C)CCCC=COC12,-9.006
CON=CC=CC1C=CCC(C)CCCCc2ccccc2CC1,-9.003
CCCCCC=CC(=O)N1CC2CC(CC=C1CCc1ccccc1)NC(C)CN2,-9.003
CC1=CC=C2NCC(=O)NNCC(Cl)=CC(C)CCCC=COC12,-8.998
CN=CC=CC1=C(C)C2=CN(Cl)C=CC=C2CCC(=O)C1,-8.993
CC1NCC(=O)CC2=CC3=COC2C(C)CCCNN3C(=O)NN1,-8.979
CCCC1CC1=CC(=O)N1CC2CC(CC=C1CCc1ccccc1)NC(C)CN2,-8.977
CCCC(C)NCC(=O)N1CCC2C=CCCCC2CC=C1CCc1ccccc1,-8.974
CC1CCCC(=O)N(C)CCCCC2=CC=CCC21,-8.974
CCC1=CC=COC(C=CC(=O)C(Cl)OC2=CC=CCC(Cl)=C2)=C1,-8.972
CCCC(C)C=CC(=O)NCC1CC(CC=CCCc2ccccc2)CC(C)C=N1,-8.966
CC=CC=C1CCCC2CC(C)C=C2CNC(O)=CO1,-8.966
C[O+]=CC=C1CCCC2CC(C)C=C2CNC(O)=CO1,-8.965
CCCCCC=CC(=O)N1CCC2OCC(C)CC2CC=C1CCc1ccccc1,-8.965
CCC1=CC=CCC2=C1N2CC(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-8.964
COCCCC=C1CCc2ccccc2CC(C)C=CON(C)C1,-8.96
CCCC(C)C=CC(=O)N1CC2C3N(CC=C1CCc1ccccc1)CC(C)CN23,-8.957
CCNC(=O)NCC(=O)N1CC2CC(CC=C1CCc1ccccc1)NC(C)CN2,-8.951
CC1CCCCCCNC(C)C=NC(=O)CCC(C)C1,-8.949
CCc1c(C)cccc1CC(=O)NC(=O)Nc1cccc(Cl)c1,-8.945
CC1CCCNNC(=O)NNCC(=O)CC(=O)Cc2ccccc21,-8.943
CC1NCC(=O)CC2CCCOC2C(C)CCCN(C)C(Cl)NN1,-8.94
CCCC(C)NCC(F)C1CCC2NCC(C)NC2CC=C1CCc1ccccc1,-8.937
CCCC(C)C=CC(C)N1CC2CN(CC=C1CCc1ccccc1)CC(C)CN2,-8.936
CON=CC=CC1C=NCC(C)CCCCc2ccccc2CC1,-8.933
COC1=CC=CN2C=C1CC(C)CC(=O)Cc1ccccc1CC2,-8.932
CN=CC=CC1=C(C)C2=C(Cl)CC=CC=C2NCC(=O)C1,-8.932
CC1CCCN(Cl)C(=O)NNCC(=O)CC(=O)CC2=CC=COC21,-8.928
CC1NCC(=O)Cc2ccccc2C(C)CCCS(=O)C(=O)NN1,-8.924
CCc1ccc(O)cc1C=CC(=O)C(Cl)OC1=CC=CCC(C)=C1,-8.923
CC1=C2CN=CC(O)NCCCCC(C)CC2=CC1C,-8.919
CCNC(=O)NCC(=O)N1CC2=CC(CC=C1CCc1ccccc1)CC(C)C=N2,-8.916
CCC1=CC=CCC=C1C=CC(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-8.916
CC(C)CNCC1CCCC(C)NC(C)Cc2ccccc2CC1,-8.916
CCCCCN=CC(=O)C1CC2CC(CC=C1CCc1ccccc1)CC(C)CN2,-8.914
CC1CCCN(C)N(C)NNCC(=O)CC(=O)Cc2ccccc21,-8.913
CC(C)=CCC(C)N[N+]1=NC=CCCCCCc2ccccc2C1,-8.909
CCCC(C)C=CC(=O)N1CC(C)NCC(C)NCCC=C1CCc1ccccc1,-8.899
CC(C)=CCC(=O)N[N+]1=CC=CCC(=O)NCc2ccccc2C1,-8.893
CCc1c(C)cccc1CC(C)NC(=O)CC1=CC=CCOC1,-8.885
CN1CCC[O+](C)c2ccccc2CC(=O)CC(=O)CNNC1=O,-8.878
COCCC=CC1C=CCC(C)CCCCc2ccccc2CC1,-8.878
CC1C=CC=CC=CCCCCN(C)C(=O)CCC1,-8.875
CCC1=CC=CNC=C1C=CC(=O)C(Cl)OC1=CC=CCCCC1,-8.873
Cc1ccc2c(c1)C(C)C(C)CC(=O)CNC2=O,-8.872
COC1=CC=CC(C)C=C1CC(C)NC(=O)Cc1ccccc1C,-8.872
CCCC(=O)NCC(=O)N1CCC2NCC(C)NC2CC=C1CCc1ccccc1,-8.871
CC1=C2CCNC(O)NCCCCC(C)CC2=CC1C,-8.87
CN=CC=CC1=C(C)C2=CN(Cl)N3CC3=C2CCC(=O)C1,-8.867
CCCC(=O)NCC(=O)C1CC2=CC(CC=C1CCc1ccccc1)CC(C)CN2,-8.867
CC1CCC(=O)NCC(=O)C(=O)Nc2ccc(cc2)C(C)C1,-8.866
C[O+]=CC=C1CCCC2CC(C)C=C2CNC(C)=CN1,-8.866
CCCC(C)NCC(F)N1CC2CC(CC=C1CCc1ccccc1C)CC(C)CN2,-8.865
CCCC(C)C=CC(=O)N1CC2CN(CC=C1CCc1ccccc1)CCCC=N2,-8.861
CCC=CCC(=O)C(C)NCC1CC(CC=CCCc2ccccc2)NC(C)C=N1,-8.859
C[O+]=CC=C1OC=CCNCC2=CCCCC2CCC1C,-8.859
CCCCCC=CC(=O)N1CC2CC(CC=C1CCc1ccccc1)NC(C)C=N2,-8.853
CCc1ccc(C)cc1C(=O)C(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-8.852
CC1CC(C)c2ccc(cc2)NC(=O)CCC=NC(=O)CN1,-8.851
CC1CC2CCCC(=O)N(C)CC(Br)=CC(=S)C2CN1C,-8.85
CN=CC=CC1=C(C)C2=[N+](C)CC=CC=C2CCC(=O)C1,-8.846
CCCC(C)NCC(=O)C1CC2=CC(CC=C1CCc1ccccc1)NC(C)CN2,-8.842
CCCC(C)C=CC(=O)N1CC2CC(CC=C1CCc1ccccc1)CCCCN2,-8.836
CC1CC(C)(C)CC=C2CCCCCC2C(=O)NNC(=O)N1,-8.836
CC1CCCC(=O)C(=O)NNCC(=O)CC(=O)Cc2ccccc21,-8.835
C[N+](C)=CC=C1CCCc2ccccc2CNCC=CN1,-8.826
CC(C)=CC=C1CCCN2CC(C)C=C2CNC(O)=CO1,-8.825
CC1=CCCN(C)C(=O)NNC(=O)CCCCCCCC=COC1,-8.822
CNCC1=CC12CC(=O)CNC1=CC=CCC(C)=C1C2C,-8.821
CCC1=CC=COC=C1CCC(=O)C(Cl)OC1=CC=CCC(C)=C1,-8.821
CCC1=CC=CCC=C1C(=O)C(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-8.82
CCCC(=O)NCC(C)N1CC2CC(CC=C1CCc1ccccc1)NC(C)CN2,-8.819
CC1CCC(=O)NCCCC(=O)Cc2ccc(cc2)C(C)C1,-8.819
CCC1=CC=CNC(C=CC(=O)C(Cl)OC2=CC=CCC(Cl)=C2)=C1,-8.819
CCCCCC1=CCCNC=CC2=C1CCCC=C2,-8.818
CN=NC=CC1=Nc2cc(=O)cccc2CCC(=O)C1,-8.816
CC(CC(=O)CNC(=O)C1=CC=CCC=C1)c1ccccc1,-8.813
CCc1ccc2c(c1C=CC(=O)C(Cl)OC1=CC=CCC(Cl)=C1)N2,-8.809
CC1C=CC=CC=CCCCNN(C)C(=O)CCC1,-8.801
CCC1C=C2NCC3CC(=O)CC3CCCC(=C2C)C1,-8.8
CC1=CCC2NN3C(=O)NNCC(=O)CC(C)CCCC3=COC12,-8.798
CC1NCC(=O)Cc2ccccc2C(C)CCCN(C)C(=O)NN1,-8.798
CCC1=CC=CNC=C1C=CC(=O)C(Cl)OC1=CC=CCC(C)=C1,-8.797
C[O+]=CC1=CCCCC2CC(C)C=C2CNCN=CN1,-8.797
CCCCCC=CC(=O)N1CC2CN(CC=C1CCc1ccccc1)CC(C)CN2,-8.797
CCc1ccc(C)cc1C=CC(=O)C(Cl)OC1=CC=CCC(C)=C1,-8.795
COCC(=O)OC1CCc2ccccc2CC(=O)CC(C)N(C)C1,-8.795
CC(=CC(=O)SNC(=O)c1ccc(C)cc1)C1=CC=CCC1,-8.794
CCCC(=O)NCC1=CC=CC(C)C=Cc2cccc1c2,-8.793
CC(CC(=O)CNC(=O)C1=CC=CCC=C1)C1=CC=CCC1,-8.79
Cc1c2c(cn1C)CC(C)CCCCNC(O)N=CC2,-8.79
CC1CSC[N+](=O)C(=O)N=NCC(=O)CC(=O)Cc2ccccc21,-8.789
C[O+]=CC=C1CCCC2CCCC=C2CNCC=CN1,-8.788
CCCCCC=CC(=O)NCC1CC(CC=CCCc2ccccc2)NC(C)C=N1,-8.783
CCCCCN=CC(=O)N1CCC2C=CCCCC2CC=C1CCc1ccccc1,-8.778
CCCC(C)NCC(C)N1CC2CC(CC=C1CCc1ccccc1)CCCC=N2,-8.778
C[O+]=CC=C1NC=C(O)NCC2=CC=CCC2CCC1C,-8.775
CCC1=C(C)CCC(NC(=O)NC(=O)NC2=CCCC=C2)=C1,-8.77
CCC1=CC=CCC=C1CCC(=O)C(=O)OC1=CC=CCC(C)=C1,-8.767
CC1CCCc2ccccc2N=CCOC(=O)NC(C)S1,-8.767
Cc1ccc(C(=O)NNC(=O)CC(C)C2=CC=CCC2)cc1,-8.766
CC(C)=CC=C1CCCC2C(=CC3CC32)CNC(O)=CO1,-8.766
COCCC=CC1C=CCC(C)NC(=O)Cc2ccccc2CC1,-8.765
CC1CCCCCCCCCC=NC(=O)CNC(C)C1,-8.765
COC1C2=NN(CCc3ccccc3CCC(=O)C(C)C2)CC1C,-8.762
CCC=C1C=CCCN(C)CC(Cl)CNNC(=O)C=CC1,-8.756
CCCCCC(=O)C(=O)N1CCC2CCC(C)NC2CC=C1CCc1ccccc1,-8.754
CCc1ccc(C)c(CC(=O)NC(=O)NC2=CCCC=C2)c1,-8.751
CC1=NCCCCC(C)(C)CC(C)NC(=O)NCC(=O)CC1,-8.75
CCCCCN=CC(C)N1CC2=CC(CC=C1CCc1ccccc1)CC(C)C=N2,-8.75
CC(C)=CC(C)=CCN1CC=NCC(=O)NCc2ccccc2C1,-8.747
CCCCCNCC(O)N1CC2CC(CC=C1CCc1ccccc1)NC(C)C=N2,-8.744
CCC1=CC=CCC=C1CCC(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-8.744
CCc1c(CC(C)NC(=O)Nc2cccc(Cl)c2)ccnc1C,-8.744
CC1=CNCC(C)NCCCCC2CCN(C)CC2C1,-8.74
CC1C=CC=CC=CCCNCCNC(=O)CCC1,-8.739
CC1CCCN[IH]C(=O)NNCC(=O)CC(=O)CC2=CC=COC21,-8.736
CN=CC=CC1=C(C)C2=CC(C)NC(C)=C2CCC(=O)C1,-8.734
CCC1=CC=CCC2=C1N2CC(=O)C(=O)OC1=CC=CCC(Cl)=C1,-8.729
CCCCCC=CC(=O)N1CC2=CC(CC=C1CCc1ccccc1)CC(C)CN2,-8.724
CCCCCC=CC(=O)N1CC2CC(CC=C1CCc1ccccc1)CCCC=N2,-8.723
CCCC(=O)NCC(=O)N1CC2CC(CC=C1CCc1ccccc1)NC(C)C=N2,-8.722
C[O+]=CC=C1CCCC2C=C(C)C=C2CNN(O)CC1,-8.72
CCc1ccc(C)c(NC(=O)CC(=O)Nc2ccccc2)c1,-8.718
CNCC(C)C1=NC2=C(C)CC=CC=C2CCC(=O)C1,-8.717
COC=CC=CN1C=CCC(C)CCCCc2ccccc2CC1,-8.716
CCC1=CC=CCC=C1N=CC(=O)C(Cl)OC1=CC=CC=CCC1,-8.714
CC1=CNC(=CC=[N+](C)C)CCCc2ccccc2CN1,-8.713
CC(C)=CC=C1CCCC2C(=CC3CC32)CNC(O)=CN1,-8.713
COCCC=CC1C=NCC(C)C(=O)CCc2ccccc2CC1,-8.712
CCC1=C(C)CCC(NC(=O)CC(C)Nc2ccccc2)=C1,-8.71
CC1C=CCCC=CCCCCCNC(=O)CCC1,-8.699
CCCCCN=CC(=O)N1CCC2CCC(C)CC2CC=C1CCc1ccccc1,-8.698
CC1=NC(=O)NCCCC2CCCCCC2COC(C)S1,-8.695
CCCCCC(=O)C(=O)N1CCC2NCC(C)NC2CC=C1CCc1ccccc1,-8.695
CC1=CCC(=CN=CC(=O)CN=Cc2ccccc2)C(C)=C1,-8.694
CCC1CC(=O)CN(C)CCNCCC1CCc1ccccc1,-8.694
CCCCCN=CC(=O)N1CC2=CC(CC=C1CCc1ccccc1)NC(C)C=N2,-8.691
CNNC(=O)C1=C(C)C2=CN(Cl)C=CC=C2CCC(=O)C1,-8.69
CCCC(=O)NCC(=O)N1CC2CN(CC=C1CCc1ccccc1C)CC(C)CN2,-8.69
CCC1CCCC1C(=O)NNC(=O)C=CCc1ccc(C)cc1,-8.687
CC1CCC2CCCCCC2C(=O)NCC(=O)NC(C)S1,-8.686
CN=CC=CC1=NC2=CCC=CC=C2CCC(=O)C1,-8.685
CCc1ccc(O)cc1C(=O)C(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-8.685
CCC1=C(C)CCC=C1N=CC(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-8.684
CCCCCN=CC(=O)C1CC2CC(CC=C1CCc1ccccc1)NC(C)CN2,-8.683
C[O+]=CC1=CCCCCCC(C)C=CCNCOCN1,-8.68
CCCC(=O)NNC1=CC=CC(C)C=Cc2cccc1c2,-8.677
CC1=CCCN(C)C(=O)NNSC(=O)CC(C)CCCC=COC1,-8.674
CCC=CCC(=O)C(=O)N1CC2CC(CC=C1CCc1ccccc1)NC(C)C=N2,-8.673
CN=CC=CC1=NC2=C(C)CC=CC=C2CCC(=O)C1,-8.672
CC1CCCNPC(=O)NNCC(=O)CC(=O)Cc2ccccc21,-8.672
CC1NCC(=O)CC2=CC=COC2N(C)CCCNCC(Cl)NN1,-8.672
CCc1ccc(C)cc1N=CC(=O)C(Cl)OC1=CC=CCC(Cl)=C1,-8.67
COC1=CC=CN2CCc3ccccc3COC(=O)C(C)CC1=N2,-8.67
CCC1=C(C)C(C)C(CC(=O)NC(=O)NC2=CCCC=C2)=C1,-8.67
