,SMILES,QED,Proxy
sample87,COC(=O)[C@@H]1CC[C@@H](C)N(C(=O)[C@@H]2C[C@@H](NC(=O)CCC[N+](=O)[O-])CO2)[C@H]1C,0.375,-7.807
sample88,Cn1ncc(O[C@H]2[C@H](NC(=O)[C@@H]3C=Cc4ccccc43)[C@H](O)OC[C@H]2O)c1C#N,0.665,-8.553
sample89,N#Cc1c(C=O)cccc1N1CCC(F)(F)[C@@H]1C(=O)O,0.852,-7.442
sample90,Cn1cc(C(C)(C(=O)O)N2C(C)(C)C[C@H](C(N)=O)C2(C)C)nn1,0.833,-7.290
sample91,O=C(O)Cc1ccccc1NC(=O)[C@@H]1NC(=O)CNC1=O,0.522,-7.595
sample92,N#CCc1cccc(O[C@H]2[C@H](N)[C@H](O)OC[C@H]2O)c1,0.681,-7.181
sample93,Cn1ncc(C#N)c1O[C@@H]1C[C@H](C(N)=O)N(C(=O)c2ccc3c(c2)CCC3=O)C1,0.808,-9.031
sample94,N#Cc1cc(F)c(F)cc1NC(=O)[C@H]1CN[C@H](C(=O)O)C1,0.767,-7.751
sample95,O=C(O)c1cccc(C(=O)N[C@H]2CO[C@H](C(=O)O)C2)c1,0.733,-7.494
sample96,CCn1cc(OC[C@H]2C[C@@H](N)[C@H](Oc3ccc(F)nn3)[C@@H]2O)cn1,0.784,-7.723
sample97,N#Cc1cccc(O[C@H]2[C@H](N)[C@H](O)OC[C@H]2O)c1F,0.666,-7.221
sample98,Cc1ccn2ncc(NC(=O)C3CC(OCc4ccn(C)n4)C3)c2c1,0.774,-8.159
sample99,Cc1nsnc1C(=O)N1C[C@@H](Oc2cccc(CC#N)c2)C[C@H]1CN,0.870,-8.134
sample100,Cn1nccc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.711,-8.377
sample101,CNC(=O)[C@@H](CNC(=O)c1cnnn1C)Oc1cc(F)ccc1C#N,0.744,-7.952
sample102,O=C(Cc1ccc(F)cc1)N[C@@H]1CN(C(=O)C2=NOCC2)C[C@@H]1C(=O)O,0.775,-8.345
sample103,Cn1nccc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.711,-8.377
sample104,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample105,CN1C(=O)Cc2c(OCc3cn(C)nc3NC[C@H]3C[C@@H](O)CN3)cccc21,0.691,-8.238
sample106,O=C(Nc1c[nH]cc(-c2cncnc2)c1=O)[C@H]1CC=NN1,0.741,-7.832
sample107,CC1(C)C[C@]1(N)C(=O)N1C[C@@H](Oc2nocc2C(F)(F)F)C[C@@H]1C(N)=O,0.795,-8.003
sample108,CC(C(=O)O)(c1ccccc1C#N)n1nc(C(=O)O)nc1Cl,0.869,-7.766
sample109,Cc1ccc(F)c2[nH]c(=O)n([C@@H]3CC(=O)NC3=O)c(=O)c12,0.706,-8.351
sample110,CNC(=O)[C@@H](CNC(=O)c1cnnn1C)Oc1cc[nH]c2nccc1-2,0.557,-7.941
sample111,Cn1nccc1C(=O)N(C[C@H]1C[C@@H](O)CN1)c1c[nH]cc(C#N)c1=O,0.677,-7.958
sample112,Cc1cc2[nH]c(=O)n(C(=O)C3(C(N)=O)CC3)c(=O)c2cc1Br,0.760,-8.193
sample113,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2cc(F)ccc2C#N)[C@H](O)[C@@H]1O,0.668,-8.370
sample114,Cn1ncc(C(=O)N2C[C@H](Oc3cc(F)ccc3C#N)C[C@@H]2CN)n1,0.862,-8.349
sample115,Cn1nncc1C(=O)N[C@H](CCF)C(=O)Nc1c(F)cccc1F,0.826,-8.087
sample116,Cn1nccc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.711,-8.377
sample117,Cn1nccc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.711,-8.377
sample118,Cc1cc(C(=O)N[C@@H]2C[C@H](Oc3ccccc3C=O)[C@H](O)[C@@H]2O)co1,0.700,-8.278
sample119,CC(=O)c1ccc(F)c(NC(=O)C2=NNC(=O)C2)c1,0.792,-7.779
sample120,CNC(=O)[C@@H](CNC(=O)c1cnnn1C)Oc1ccc(NC)c(C#N)c1,0.617,-7.945
sample121,Cn1nccc1C(=O)N[C@@H]1C[C@H](Oc2cc(F)ncc2F)[C@H](O)[C@@H]1O,0.654,-7.941
sample122,Cn1nncc1C(=O)N[C@]1(c2nnc(C[C@@H]3CNCCO3)o2)C[C@@H](F)C1,0.727,-8.229
sample123,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3cc(F)ccc3C#N)[C@H](O)[C@@H]2O)n1,0.668,-8.387
sample124,COc1ccc(NC(=O)c2nsnc2NC(=O)[C@@H](N)CCF)c(F)c1,0.680,-7.928
sample125,COC(=O)[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)CN1C(=O)c1cnn(C)n1,0.724,-8.400
sample126,CC(C(=O)O)(c1c[nH]c2nccc-2c1)N1C(=O)CCC[C@H]1CN,0.783,-8.006
sample127,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample128,COc1n[nH]c(O[C@H](C)[C@@H](Oc2cccc(C#N)c2C)[C@H](N)CC=O)n1,0.636,-7.978
sample129,Cc1cc(C(N)=O)cc(C(=O)N[C@@H]2CC(=O)NC2=O)c1,0.628,-8.001
sample130,CC(C(=O)O)(c1cccc(C#N)c1)N1C(=O)C[C@@H](N)C1=O,0.750,-7.841
sample131,C[C@@H]1C(C)(C)[C@H]2CC[C@]1(N(C(=O)c1cnnn1C)c1nc(C(=O)O)n[nH]1)C2,0.830,-8.144
sample132,Cc1noc(C=C2C(=O)NN=C2C(=O)Nc2c(F)cccc2F)n1,0.819,-8.664
sample133,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample134,O=C(N[C@@H]1C[C@H](Oc2cccc3c2OCO3)[C@H](O)[C@@H]1O)c1ccccc1,0.758,-8.459
sample135,CNC(=O)[C@@H](CNC(=O)c1cnnn1C)Oc1ccc(C#N)c(F)c1,0.744,-8.030
sample136,Cc1cc(C2Nc3sc(Cl)nc3C(=O)N2[C@@H](CCF)C(=O)O)cc(C)c1F,0.773,-8.374
sample137,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample138,CN(C(=O)C1(Oc2ncc(C#N)cn2)CCC1)C(CCC#N)(C(=O)O)c1ccccc1,0.688,-8.266
sample139,Cc1ccc(C#N)c(NC(=O)[C@]2(NC(=O)c3cnnn3C)C[C@H](F)C2)c1,0.856,-8.479
sample140,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3ccc(C#N)c(F)c3)[C@H](O)[C@@H]2O)n1,0.668,-8.460
sample141,C[n+]1cccc(O[C@@H]2[C@H](O)[C@H](N)C[C@@H]2Oc2ccn(C(F)F)n2)c1,0.769,-7.820
sample142,O=C1NC[C@@H](C(=O)N[C@H](CCF)C(=O)Nc2ccccc2F)N1,0.605,-7.917
sample143,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3cc(F)ccc3C#N)[C@H](O)[C@@H]2O)n1,0.668,-8.387
sample144,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3ccc(C#N)c(F)c3)[C@H](O)[C@@H]2O)n1,0.668,-8.460
sample145,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample146,Cc1cnn(C)c1O[C@]1(CNc2cncc(N)n2)CCOC1,0.840,-7.285
sample147,C[C@@H]1C[C@H]1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.753,-8.224
sample148,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3ccc(C#N)c(F)c3)[C@H](O)[C@@H]2O)n1,0.668,-8.460
sample149,Cc1ccc(NC(=O)[C@@H](CCF)NC(=O)[C@H]2CCOC2=O)c(C)c1F,0.603,-8.315
sample150,Cn1nccc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.711,-8.377
sample151,Cc1nc(CO)c(-c2cccnc2NC(=O)[C@@H](N)[C@H](C)N)[nH]1,0.521,-7.594
sample152,CN1C[C@@H](O[C@H]2Cc3ccccc3[C@H]2Oc2nc(N)c(N)nc2Cl)CNC1=O,0.702,-8.550
sample153,C[C@@](COc1ccc(C(N)=O)nn1)(NC(=O)c1ccc(F)cc1)C(=O)O,0.645,-8.339
sample154,N[C@H](C(=O)O[C@H]1CN[C@@H](CNC(=O)c2ccc(F)cc2)C1)[C@H]1ON=C(Cl)[C@@H]1O,0.459,-8.492
sample155,COC(=O)[C@@H](COc1cc(F)ccc1C#N)NC(=O)c1cnnn1C,0.740,-7.859
sample156,N#CCCC(C(=O)O)(c1ccccc1)N1C(=O)CCC[C@H]1CN,0.829,-7.973
sample157,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample158,C[C@H]1Cc2c(NC(=O)[C@@H](N)CC[C@@H](F)CN)ccc(F)c2O1,0.742,-8.113
sample159,N#CCCC(C(=O)O)(c1ccccc1)N1C(=O)C[C@@H](N)C1=O,0.756,-7.892
sample160,Cn1nncc1C(=O)N1C[C@H](Oc2ccc(C#N)c(F)c2)C[C@@H]1CN,0.862,-8.427
sample161,CCn1nc(O[C@H]2C[C@@H](NC(=O)c3ccc(F)cc3)[C@@H](O)[C@H]2O)ccc1=O,0.680,-8.626
sample162,Cc1nn(C)c(N(C(=O)c2ccc(F)cc2)[C@@H]2CC(=O)NC2=O)c1C#N,0.820,-8.538
sample163,Cn1nncc1C(=O)N1C[C@H](Oc2ccc(C#N)c(F)c2)C[C@@H]1CN,0.862,-8.427
sample164,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3ccc(C#N)c(F)c3)[C@H](O)[C@@H]2O)n1,0.668,-8.460
sample165,Cc1nc(O)[nH]c1C(=O)N1C[C@H](Oc2ccc(C#N)c(F)c2)C[C@@H]1CN,0.749,-8.434
sample166,Cc1cc(C=C2CC(C)(C)C=CC2=O)c(OC2(C(N)=O)CCCC2)cn1,0.839,-8.838
sample167,C=C(C)c1cccc(NC(=O)[C@H](CCF)NC(=O)[C@@H](N)[C@H](C)N)c1,0.571,-7.970
sample168,CC(C(=O)O)(c1cccc(C#N)c1)n1nc(C(=O)O)nc1Cl,0.869,-7.866
sample169,C[C@H](Cc1cccc(O[C@H]2CC(=O)NC2=O)c1)NC(=O)c1cnnn1C,0.702,-8.496
sample170,Cc1nc(C)c(N(C[C@H]2C[C@@H](O)CN2)C(=O)c2ccccc2)c(O)n1,0.771,-8.277
sample171,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample172,Cc1ccc(C#N)c(NC(=O)[C@@H](CCF)NC(=O)c2cnn(C)n2)c1,0.814,-8.224
sample173,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample174,Cn1nccc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.711,-8.377
sample175,Cc1nc(COc2nc(C(F)(F)F)co2)c(S(=O)(=O)c2cccnc2N)[nH]1,0.661,-8.553
sample176,CN(C(=O)[C@H](CCF)NC(=O)c1ccccc1)c1cnc(C(=O)O)cn1,0.769,-8.039
sample177,CN(Cc1cc(N[C@H](CCF)C(=O)O)ccc1O)C(=O)c1cnnn1C,0.597,-7.641
sample178,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3ccc(C#N)c(F)c3)[C@H](O)[C@@H]2O)n1,0.668,-8.460
sample179,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample180,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample181,CC(=O)c1ccc(NC(=O)[C@H]2CNC[C@H]2N)c(C#N)c1,0.683,-7.897
sample182,Cc1cccc2c(=O)n(C(=O)C3(C(N)=O)CC3)c(=O)[nH]c12,0.750,-8.155
sample183,Cc1c(C#N)cccc1OC[C@](C)(N)C(=O)Nc1ocnc1C#N,0.848,-7.727
sample184,Cn1nncc1C(=O)N1C[C@H](Oc2ccc(C#N)c(F)c2)C[C@@H]1CN,0.862,-8.427
sample185,Cc1cc(N[C@@]2(C(N)=O)CCOC2)cc(C(N)=O)c1,0.718,-7.556
sample186,Cn1nc(O[C@H]2C[C@@H](NC(=O)c3ccc(F)cc3)[C@@H](O)[C@H]2O)ccc1=O,0.681,-8.517
sample187,COc1cccc(C(=O)NC[C@H](O)[C@@H](CN)Oc2ccc(F)c(N)c2)c1,0.518,-8.391
sample188,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2ccc(C#N)c(F)c2)[C@H](O)[C@@H]1O,0.668,-8.442
sample189,Cc1cccc(C(CC#N)(C(=O)O)N2C(=O)CCC[C@H]2CN)c1,0.856,-7.986
sample190,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3ccc(C#N)c(F)c3)[C@H](O)[C@@H]2O)n1,0.668,-8.460
sample191,Cn1nncc1C(=O)N[C@@H]1C[C@H](Oc2cc(F)ccc2C#N)[C@H](O)[C@@H]1O,0.668,-8.370
sample192,Cn1nncc1C(=O)N1C[C@H](Oc2ccc(C#N)c(F)c2)C[C@@H]1CN,0.862,-8.427
sample193,Cn1cnc(O[C@H]2C[C@@H](NC(=O)c3ccccc3)[C@@H](O)[C@H]2O)c1Br,0.712,-7.960
sample194,C[C@@H](N)[C@@H](C)C(=O)N(C(CCC#N)(C(=O)O)c1ccccc1)[C@]1(C)CCNC1=O,0.603,-8.290
sample195,Cn1ncc(C(=O)N[C@@H]2C[C@H](Oc3ccc(C#N)c(F)c3)[C@H](O)[C@@H]2O)n1,0.668,-8.460
sample196,O=C(O)CC[C@H](CF)NC(=O)[C@@H](CCF)Nc1cccnc1F,0.567,-7.529
sample197,N#Cc1cnc(O[C@@H]2C[C@H](CN)N(C(=O)c3ccc(F)cc3)C2)nc1,0.893,-8.588
sample198,COC(=O)[C@H](N)COc1cc(C)ccc1Oc1nnn(C)c1Br,0.753,-7.415
sample199,CC(C(=O)O)(c1ccccc1C#N)N1C(=O)C[C@@H](N)C1=O,0.750,-7.749
sample200,Cc1ccc(O[C@H]2NC(Oc3cncc(F)c3)N[C@@H]2O)c(C#N)n1,0.737,-8.320
sample201,C=Cc1ncccc1O[C@@H]1[C@@H](Oc2nnc(C(F)(F)F)o2)CO[C@@H]1O,0.861,-7.892
sample202,Cc1c(N(C(=O)c2ccc(CC#N)cc2)[C@H](C[C@@H]2CCNC2)C(=O)O)nnn1C,0.722,-8.361
sample203,Cc1cccnc1O[C@H]1NC(Oc2nc(C#N)co2)N[C@@H]1O,0.705,-7.612
sample204,Cc1cnncc1C(=O)N(c1ccc(F)cc1C#N)[C@H]1CS(=O)(=O)C[C@@H]1N,0.812,-8.546
sample205,CO[C@H]1C[C@@](NC(=O)c2cn(C)nn2)(C(=O)Nc2cc(F)ccc2C#N)C1,0.798,-8.497
sample206,COC(=O)[C@H](COc1ccc(F)cc1C=O)NC(=O)c1cn(C)nn1,0.557,-7.932
sample207,N#CCc1cccc(OC2N[C@H](Oc3cc(F)ccc3C#N)[C@@H](O)N2)c1,0.743,-8.692
sample208,Cn1cc(C(=O)N2C(Oc3cccc(CC#N)c3)N[C@H](O)[C@H]2O)nn1,0.637,-8.210
sample209,N#CCc1cccc(OC2N[C@H](Oc3ccc(F)c(C#N)c3)[C@@H](O)N2)c1,0.743,-8.762
