,SMILES,QED,Proxy
sample19,Cn1nnnc1C(=O)NCC[C@@H](N)C(=O)Nc1cccc(C(F)F)n1,0.616,-8.215
sample20,C=C(CNC(=O)c1ccc(F)cc1)O[C@H]1NC(=O)N[C@@H]1O,0.576,-7.910
sample21,Cn1cc(O[C@H]2NC(=O)N[C@@H]2Oc2cnn3ccccc23)c(F)n1,0.731,-8.255
sample22,Cc1ccccc1CC(C)(C(=O)O)N(CC[C@@H](N)C(=O)O)c1ccoc1C#N,0.596,-7.882
sample23,C[C@H](Oc1c(C#N)cnn1C)[C@H](NC(=O)c1ccc2c(c1)C[C@H](N)C2)C(=O)O,0.654,-8.449
sample24,N[C@@H]1C[C@H](N)[C@@H](Oc2cnn3ccccc23)[C@H](O)[C@H]1O,0.551,-7.440
sample25,O=C1N[C@H](Oc2ccc(F)nc2F)[C@@H](Oc2cnn3ccccc23)N1,0.697,-8.499
sample26,CNc1cnc(O[C@@H]2[C@H](N)[C@H](Oc3cc(F)ccc3C#N)OC[C@@H]2O)cn1,0.678,-8.327
sample27,C[C@@H](Oc1cnn(CF)c1)[C@H]1CN(C(=O)c2scnc2N)CCN1,0.821,-7.374
sample28,CSCCONC(=O)CC(=O)N1C[C@@H](C)[C@H]1C(=O)NC[C@@H](O)[C@@H]1CCOC1,0.247,-7.126
sample29,Cc1c(F)ccc(NC(=O)[C@@H](CCN)NC(=O)c2nnnn2C)c1C,0.676,-8.192
sample30,Cc1nccc(N2CC[C@](C)(O)[C@H](NC(=O)c3nnnn3C)C2)n1,0.739,-7.674
sample31,C[C@H](O)[C@@H](C(=O)O)N(C(=O)c1nnnn1C)c1c(F)ccc2n[nH]cc12,0.559,-8.234
sample32,C[C@H](O)[C@H](NC(=O)c1nnnn1C)C(=O)Nc1cc(F)c(F)cc1C#N,0.646,-8.293
sample33,N#Cc1ccncc1C(=O)N[C@H]1[C@@H](Oc2nc[nH]c3nccc2-3)[C@@H](O)CO[C@H]1O,0.452,-8.451
sample34,CN(C(=O)[C@@H](CCO)NC(=O)c1nnnn1C)c1cccc(F)c1,0.735,-7.737
sample35,Cn1nnnc1C(=O)NCC[C@@H](N)C(=O)NCc1c(F)cccc1F,0.601,-8.255
sample36,Cn1nnnc1C(=O)NCC[C@@H](N)C(=O)N1CCc2ccncc21,0.692,-7.987
sample37,Cn1ncc(C(=O)N[C@H]2[C@@H](Oc3ccccc3C=O)[C@@H](O)CO[C@H]2O)n1,0.569,-8.137
sample38,COC(=O)[C@H](COc1cncc2ncccc12)NC(=O)[C@H](C)N1CCC(O)CC1,0.644,-8.094
sample39,Cn1nnnc1C(=O)N[C@H](CCO)C(=O)N[C@H]1C[C@H](c2ccccc2)C1,0.628,-8.475
sample40,C[C@H](O)[C@H](NC(=O)c1nnnn1C)C(=O)N[C@@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21,0.635,-8.869
sample41,N[C@H]1CNC(=O)N([C@@H]2CCc3ccc(F)cc3C2)C1=O,0.787,-8.076
sample42,Cn1nnnc1C(=O)N[C@H](CCNc1c[nH]c2cccnc12)C(=O)O,0.459,-7.997
sample43,Cn1nnnc1C(=O)NC1(C(=O)N2Cc3cccc(C#N)c3C2)CNC1,0.702,-8.779
sample44,CN(C(=O)[C@@H](CCN)NC(=O)c1nnnn1C)c1cc(F)ccc1F,0.729,-8.043
sample45,Cn1ncc(C#N)c1O[C@H]1C[C@H](CN)N(C(=O)c2cccc(CCC#N)c2)C1,0.810,-8.621
sample46,Cn1nnnc1C(=O)NC[C@H]1C[C@H](Oc2ccccc2C=O)CN1,0.691,-8.245
sample47,C[C@H](O)[C@H](NC(=O)c1nnnn1C)C(=O)Nc1cc(F)c(F)cc1C#N,0.646,-8.293
sample48,Cc1cc(O[C@@H]2[C@H](N)[C@H](Oc3ccc(F)cc3C#N)OC[C@@H]2O)cnc1S,0.679,-8.162
sample49,Cn1ncc(C(N)=O)c1OC[C@H](N)C(=O)Nc1conc1-c1ccccc1,0.548,-8.333
sample50,Cc1cccc(NC(=O)C23CC(NC(=O)[C@H](N)CCN)(C2)C3)c1C,0.622,-8.337
sample51,Cn1nnnc1C(=O)NCC[C@@H](N)C(=O)N[C@@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21,0.611,-9.013
sample52,Cn1nnnc1C(=O)N[C@H]1CNC(=O)N(C[C@@H]2CCc3n[nH]cc3C2)C1=O,0.583,-8.483
sample53,C[C@H](O)[C@H](NC(=O)c1nnnn1C)C(=O)Nc1cc(F)nc(F)c1,0.594,-7.820
sample54,N#Cc1cccc(O[C@H]2NC(=O)N[C@@H]2Oc2cc(F)ccc2C#N)c1,0.886,-8.879
sample55,Cc1cc(CN(C)C[C@H](C)NC(=O)[C@@H](CCN)NC(=O)c2nnnn2C)on1,0.441,-7.696
sample56,NCc1cccc(F)c1N1C[C@H](C(N)=O)[C@@H](C(N)=O)C1,0.676,-7.621
sample57,Cc1nn[nH]c1C(=O)N[C@H](CCN)C(=O)N(C)c1cccnc1,0.666,-7.517
sample58,Cn1nnnc1C(=O)N[C@@H]1C[C@H](N)[C@@H](Oc2cccc(F)c2)[C@H](O)[C@H]1O,0.503,-8.423
sample59,N#Cc1ccc(F)cc1O[C@H]1NC(=O)N[C@@H]1Oc1cccc(F)c1,0.900,-8.694
sample60,Cc1ccc(C)c(N(C)C(=O)[C@H]2[C@H](NC(=O)c3cnn(C)n3)CC[S@@]2=O)c1,0.831,-8.275
sample61,COc1ccc(N(CC[C@@H](N)C(=O)O)C(=O)c2nnnn2C)cc1,0.702,-7.654
sample62,Cn1nnnc1C(=O)N1CC[C@](C)(Oc2c(F)ccc3n[nH]cc23)[C@H](N)C1,0.672,-8.823
sample63,Cc1ccccc1-c1nnc([C@@H](NC(=O)[C@H](N)[C@@H](C)N)[C@H](C)O)o1,0.594,-7.855
sample64,Cn1nnnc1C(=O)NCC[C@@H](N)C(=O)N1CC[C@@H](c2ccccn2)C1,0.681,-8.299
sample65,N#Cc1ccc(N(CC[C@@H](N)C(=O)O)C(=O)c2cccc(F)c2)nn1,0.797,-8.198
sample66,Cc1c(F)ccc(NC(=O)[C@@H](CCN)NC(=O)c2nnnn2C)c1C,0.676,-8.192
sample67,N#Cc1ccc(F)cc1O[C@H]1CO[C@@H](O)[C@@H](N)[C@H]1Oc1nc[nH]c2nccc1-2,0.599,-8.573
sample68,Cn1nnnc1C(=O)N[C@H](CCN)C(=O)NCc1ccccc1C#N,0.574,-8.192
sample69,Cn1cc(O[C@@]2(C)CCN(C(=O)c3cccc(CCC#N)c3)C[C@H]2N)c(C#N)n1,0.827,-8.753
sample70,Cn1cc(O[C@H]2NC(=O)N[C@@H]2Oc2cccc(F)c2)c(F)n1,0.887,-8.092
sample71,CSCCONC(=O)CC(=O)N[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H]2C#N)[C@H](O)[C@@H](O)[C@@H]1O,0.130,-7.382
sample72,C[C@H]1CN(C(=O)[C@](C)(CN)NC(=O)c2nnnn2C)c2cccc(N)c2O1,0.579,-8.350
sample73,N[C@@H]1C[C@H](N)[C@@H](Oc2nc[nH]c3nccc2-3)[C@H](O)[C@H]1O,0.447,-7.381
sample74,CCn1nc(C)c(OCc2nonc2NC(=O)c2nnnn2C)c1F,0.654,-7.991
sample75,CC[C@@H](C(=O)N[C@H](CCOc1ccc(O)cc1C)C(=O)O)n1cccn1,0.628,-7.848
sample76,N#Cc1ccc(F)cc1O[C@H]1NC(=O)N[C@@H]1Oc1cc2ccnc-2[nH]n1,0.649,-8.867
sample77,Cn1nnnc1C(=O)NCC[C@@H](N)C(=O)Nc1cc(F)nc(F)c1,0.571,-7.995
sample78,C[C@H](O)[C@H](NC(=O)c1nnnn1C)C(=O)N[C@@H](C#N)c1cccc(F)c1,0.611,-8.166
sample79,Cn1nnnc1C(=O)NC1(C(=O)NCc2c(F)cccc2F)CNC1,0.629,-8.474
sample80,Cn1nnnc1C(=O)N[C@H](CCN)C(=O)N[C@@H](C#N)c1cccc(F)c1,0.583,-8.318
sample81,Cn1nnnc1C(=O)N[C@H](CCN)C(=O)NCc1ccccc1C#N,0.574,-8.192
sample82,NCC[C@@H](N)C(=O)N1C[C@H]2C[C@H](C1)c1cccc(=O)n1C2,0.782,-7.924
sample83,N[C@H]1C[C@@H](NC(=O)c2cccc(C(=O)O)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.389,-7.664
sample84,CNC(=O)N[C@H]1C[C@@H](C(=O)NCc2ccnn2C)C1,0.701,-6.880
sample85,NCC[C@@H](N)C(=O)N[C@@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21,0.728,-8.007
sample86,CCCn1ccc(O[C@@H]2[C@H](N)[C@H](Oc3cc(F)ccc3C#N)OC[C@@H]2O)n1,0.777,-8.214
sample87,CN(C(=O)[C@@H](CCN)NC(=O)c1nnnn1C)c1cc(F)ccc1F,0.729,-8.043
sample88,Cn1nnnc1C(=O)NCC[C@@H](N)C(=O)N[C@@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21,0.611,-9.013
sample89,Cn1nnnc1C(=O)N[C@H](CCN)C(=O)Nc1cc(F)c(F)cc1C#N,0.621,-8.428
sample90,N#Cc1ccc(C(=O)O)c(O[C@@H]2[C@H](NC(=O)c3c[nH]c4nccc-4c3)[C@H](O)OC[C@@H]2O)c1,0.376,-8.985
sample91,N[C@H](CCNC(=O)[C@H]1CCc2ccc(F)cc2N1)C(=O)O,0.632,-7.845
sample92,COC(=O)[C@H]1Cc2c(C)cccc2N1C(=O)[C@H](N)CCN,0.767,-7.702
sample93,COc1ccc(NC(=O)C2(NC(=O)c3nnnn3C)CNC2)cc1C,0.651,-8.278
sample94,Nc1cc(F)ncc1NC(=O)[C@H](N)CCNC(=O)c1cccc(F)c1,0.580,-8.316
sample95,Cc1nn(C)c(O[C@@H](C)[C@H](NC(=O)c2ccc(Cl)cc2F)C(=O)O)c1F,0.793,-8.094
sample96,C[C@H](O)[C@H](N)C(=O)N[C@@H]1[C@@H]2Cc3cc(F)ccc3[C@@H]21,0.734,-7.872
sample97,CN(C(=O)[C@@H](CCN)NC(=O)c1nnnn1C)c1cccc(F)c1,0.732,-7.875
sample98,CCn1cccc(O[C@H]2NC(=O)N[C@@H]2Oc2cccc(C(N)=O)c2F)c1=O,0.678,-8.812
sample99,Cn1nnnc1C(=O)N1C[C@@H](Oc2cccc(F)c2)C[C@]1(C)C(=O)O,0.855,-8.207
sample100,COC(=O)C[C@@H](CN)NC(=O)c1ccc(CF)cc1,0.747,-7.335
sample101,Cc1ccc(C#N)c(NC(=O)C[C@@H](CN)NC(=O)c2cnnn2C)c1,0.680,-8.122
sample102,Cc1cccc(C(=O)CN2C(=O)C[C@@H](CN)NC2=O)c1,0.780,-7.829
sample103,CC(C)n1ccc(O[C@H]2C[C@H](CN)N(C(=O)c3cc(F)cc(C#N)c3)C2)n1,0.868,-8.640
sample104,Cc1nnnn1CC(=O)N1CC[C@](C)(Oc2ccc(C#N)c(F)c2)[C@H](N)C1,0.822,-8.590
sample105,N#Cc1ccc(O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)cc1F,0.564,-7.557
sample106,CN(C(=O)C1(C(=O)Nc2cn(C)nc2C#N)CC1)C(CO)(C(=O)O)c1ccc(F)cc1,0.545,-8.145
sample107,NC[C@@H](N)CC(=O)N[C@@H]1CCc2ccc(F)cc2C1,0.740,-7.777
sample108,O=C1C[C@H](CNC(=O)c2ccc(CF)cc2)C(=O)N1,0.780,-7.815
sample109,Cc1cc(F)cc(NC(=O)C[C@@H](CN)NC(=O)c2cnnn2C)c1,0.705,-8.011
sample110,C[C@]1(O)CCN(c2cccc(S(=O)(=O)NC(=O)c3ccnc(F)c3)n2)C[C@H]1N,0.601,-8.475
sample111,O=C1CNC(=O)[C@H](C(=O)N[C@@H]2CCc3ccc(F)cc3C2)N1,0.639,-8.365
sample112,C[C@H](NS(C)(=O)=O)[C@@H](C)C(=O)NC[C@H]1C[C@H](O)CN1C(=O)c1cccc(C(=O)O)c1,0.430,-8.030
sample113,Cc1cc2c(cc1NC(=O)C[C@@H](CN)NC(=O)c1cc(Cl)ccn1)OCO2,0.693,-8.479
sample114,Cc1nnc(O[C@H](CO)c2ccc(N3CCN[C@H](CC(=O)O)C3)cn2)n1C,0.606,-7.835
sample115,Cc1ccccc1CN1C(=O)C[C@@H](CNC(=O)c2ncon2)NC1=O,0.822,-8.245
sample116,NC[C@@H]1CC(=O)N(CC2Cc3ccccc3C2)C(=O)N1,0.850,-8.006
sample117,N#Cc1ccc(O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)cc1F,0.564,-7.557
sample118,NC[C@@H]1CC(=O)N([C@@H](C(=O)O)c2ccccc2F)C(=O)N1,0.735,-7.699
sample119,N[C@H](CNC(=O)[C@H](O)C1CC1)CC(=O)N[C@@H]1CCc2ccc(F)cc2C1,0.563,-8.459
sample120,Cc1ccc(-c2ncc(F)cn2)cc1NC(=O)C[C@@H](CN)NC(=O)c1ncon1,0.534,-8.629
sample121,Cc1ccc(F)cc1N(C)C(=O)C[C@@H](CN)NC(=O)c1ncon1,0.800,-7.788
sample122,COc1cncc(NC(=O)C[C@@H](CN)NC(=O)c2ccc(CF)cc2)c1,0.664,-8.388
sample123,N#CCc1ccc(OC[C@@H]2CC[C@@H]2C(=O)NC2CC(CC(=O)O)C2)cc1,0.746,-8.284
sample124,N#Cc1cc(F)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)cc1F,0.679,-8.271
sample125,C[C@H]1[C@@H](O)[C@H](O)[C@@H](Oc2ccc(C#N)c(F)c2)CN1C(=O)c1ncon1,0.785,-8.278
sample126,Cc1ccc(F)cc1N(C)C(=O)C[C@@H](CN)NC(=O)c1ncon1,0.800,-7.788
sample127,Cc1cc(C(=O)O)nc(N[C@H](CN)C(=O)Nc2ccc3cn(C)nc3c2)n1,0.497,-8.352
sample128,N#Cc1ccc(O[C@H]2C[C@H](CN)N(C(=O)c3ncon3)C2)cc1F,0.876,-8.296
sample129,N#Cc1cc(F)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)cc1F,0.679,-8.271
sample130,Cc1nn(COc2cccnc2F)c(C)c1NC[C@H]1C[C@H](O)CN1,0.688,-7.780
sample131,COC(=O)C[C@@H](CN)NC(=O)c1ccc(CF)cc1,0.747,-7.335
sample132,COC(=O)C[C@@H](CN)n1c(=O)[nH]c2c(Cl)ccc(C)c2c1=O,0.805,-7.970
sample133,N[C@H](CNC(=O)c1ncon1)C(=O)N[C@@H]1CCc2ccc(F)cc2C1,0.696,-8.507
sample134,COC(=O)C[C@@H](CN)NC(=O)c1ccc(CF)cc1,0.747,-7.335
sample135,N#Cc1cc(F)cc(O[C@@H]2CN[C@@H](CNC(Cl)(Cl)C(=O)N3CCC(=O)N3)C2)c1,0.455,-8.481
sample136,N#Cc1ccc(O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)cc1F,0.564,-7.557
sample137,Cc1cccc([C@@H](C)N2C(=O)NC[C@@H](NC(=O)c3ncon3)C2=O)c1,0.847,-8.311
sample138,N[C@@H]1CC[C@H](c2nnc(CCc3ccccc3F)o2)NC1=O,0.887,-8.396
sample139,N#CCc1ccc(O[C@@H]2CN[C@@H](CNc3nc(C(N)=O)n[nH]3)C2)cc1,0.563,-8.409
sample140,C[C@]1(Oc2ccc(C#N)c(F)c2)CCN(C(=O)c2ncon2)C[C@H]1N,0.884,-8.437
sample141,COc1cc(NC(=O)CC[C@@H](CN)NC(=O)c2cccnc2C#N)c(F)cn1,0.613,-8.340
sample142,C[C@H]1C(=O)NCC(=O)N1C1(C(=O)O)CCc2ccccc2C1(C)C,0.849,-8.094
sample143,N#Cc1cc(F)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)cc1F,0.679,-8.271
sample144,N#Cc1cc(F)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)cc1F,0.679,-8.271
sample145,Cc1ccc(N(c2nnc(-c3ccccc3)o2)[C@](C)(CO)C(=O)O)nn1,0.680,-8.211
sample146,N#Cc1cc(F)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)cc1F,0.679,-8.271
sample147,Cn1cnnc1C(=O)N[C@@H]1C[C@H](N)[C@@H](Oc2cccnc2F)[C@H](O)[C@H]1O,0.470,-7.967
sample148,N#Cc1ccc(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)c(F)c1F,0.679,-8.276
sample149,N#Cc1ccc(N(C(=O)c2ncon2)[C@@]2(C(N)=O)CCOC2)cc1F,0.845,-8.229
sample150,CC(C)c1coc(C(=O)N2CC[C@](C)(O)[C@H](NC(=O)c3cnc(F)cn3)C2)n1,0.801,-8.189
sample151,Cc1nn[nH]c1C(=O)NCc1cc(NCC[C@@H](O)C(F)F)co1,0.575,-7.524
sample152,Cc1ccc(NC(=O)[C@@](C)(CO)NC(=O)c2ncon2)c(F)c1,0.743,-7.809
sample153,COC(=O)C[C@@H](CNC(=O)c1cnon1)NC(=O)c1ccc(F)c(N)c1,0.454,-8.257
sample154,CNC(=O)c1cccc(O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)c1Cl,0.495,-7.641
sample155,Cc1c(Br)ccc(NC(=O)[C@H](N)CCl)c1OCCn1cnnc1,0.690,-7.321
sample156,NC[C@@H]1CC(=O)N([C@@H]2CC[C@H]2c2ccccc2)C(=O)N1,0.869,-7.862
sample157,Cc1ccc(NC(=O)[C@H](CCF)NC(=O)[C@H](N)[C@H](C)O)c(F)c1F,0.585,-7.840
sample158,CCn1ncc(O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(=O)COc3ccncc3Cl)C[C@@H]2N)c1C#N,0.437,-8.211
sample159,C[C@H](Oc1nccnc1C(=O)N(C)c1cccnc1)[C@@H](N)C(=O)O,0.774,-7.287
sample160,COc1ccc(NC(=O)C[C@@H](CN)Nc2ccc(F)c(N)n2)c(C)n1,0.593,-8.259
sample161,CC(C)(c1cccc(F)c1)N1C(=O)C[C@@H](CNC(=O)c2ncon2)NC1=O,0.810,-8.508
sample162,O=C1NCC(=O)N(C2(C(=O)O)COc3ccc(F)cc3C2)[C@H]1C(=O)Nc1cccc2nn[nH]c12,0.383,-9.506
sample163,Nc1ncc(O[C@@H]2CN[C@@H](CNC(=O)c3ccc(CF)cc3)C2)[nH]c1=O,0.589,-8.616
sample164,N[C@H](CNC(=O)c1ncon1)CC(=O)N[C@@H]1CCc2ccccc2N1,0.580,-8.290
sample165,N#CCn1cc(N(C[C@H]2C[C@H](O)CN2)C(=O)c2ccc(CF)cc2)cn1,0.811,-8.219
sample166,C[C@@H](NC(=O)c1ccccc1)[C@@H](N)C(=O)Nc1nnccc1C#N,0.730,-8.206
sample167,Cc1cc(C(N)=O)cc(N(CC2(C(N)=O)CC2)C(=O)c2ncon2)c1,0.776,-8.328
sample168,N#Cc1ccnnc1NC(=O)CC[C@@H](CN)NC(=O)C1Cc2ccccc2C1,0.656,-8.810
sample169,Cc1ccc(C#N)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)c1,0.692,-8.100
sample170,COC(=O)C[C@@H](CNC(=O)c1ncon1)NC(=O)c1ccc(F)cc1,0.688,-8.019
sample171,Cn1nncc1C(=O)N[C@H](CN)CC(=O)Nc1ccc(C#N)c(F)c1F,0.663,-8.388
sample172,Cc1ccc2c(c1)[C@H](N1C(=O)NC[C@@H](NC(=O)c3ncon3)C1=O)[C@H](C)C2,0.832,-8.775
sample173,Cc1ccc(C#N)c(NC(=O)C[C@@H](CN)NC(=O)c2cnnn2C)c1,0.680,-8.122
sample174,COC(=O)C[C@@H](CNC(=O)c1cnnn1C)Nc1ccc(F)cc1,0.724,-7.794
sample175,CC(C)(c1cccc(F)c1)N1C(=O)C[C@@H](CN)NC1=O,0.876,-7.707
sample176,Cc1cccc(C(=O)CN2C(=O)C[C@@H](CNC(=O)c3ncon3)NC2=O)c1,0.697,-8.546
sample177,N#Cc1cc(F)cc(C(=O)NC[C@@H]2CC(=O)N([C@H]3COc4ncccc43)C(=O)N2)c1,0.784,-9.149
sample178,Cc1ccc2c(c1)[C@H](N1C(=O)C[C@@H](CN)NC1=O)[C@H](C)C2,0.865,-8.176
sample179,O=Cc1ccc(F)cc1NC(=O)[C@@H]1NC(=O)CNC1=O,0.497,-7.542
sample180,N#Cc1cc(F)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)cc1F,0.679,-8.271
sample181,Cc1ccc(C#N)c(NC(=O)C[C@@H](CN)NC(=O)c2cnnn2C)c1,0.680,-8.122
sample182,CN(C(=O)[C@]1(NC(=O)c2ncon2)CC1(F)F)c1cccc(C#N)n1,0.853,-8.143
sample183,COC(=O)C[C@@H](CNC(=O)c1ncon1)Nc1ccc(F)cc1,0.732,-7.753
sample184,Cc1ncc(C(=O)N(c2ccnc(CN)c2)[C@H](C)[C@@H](N)C(=O)O)[nH]1,0.582,-7.679
sample185,C[C@H]1NC(=O)N(C(C)(C)c2cccc(F)c2)C(=O)[C@@H]1N,0.857,-7.739
sample186,Cc1nn[nH]c1C(=O)N[C@H](CN)CC(=O)Nc1cncc(C#N)c1C,0.563,-7.983
sample187,N#Cc1ccnnc1NC(=O)CC[C@@H](CN)NC(=O)c1ccc(CF)cc1,0.641,-8.569
sample188,C[C@]1(Oc2ccc(C#N)c(F)c2)CCN(C(=O)c2ncon2)C[C@H]1N,0.884,-8.437
sample189,Cn1nncc1C(=O)N[C@H](CN)CC(=O)Nc1cc(F)c(C#N)cc1F,0.663,-8.385
sample190,N#Cc1cc(F)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)cc1F,0.679,-8.271
sample191,N#Cc1cc(F)c(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)cc1F,0.679,-8.271
sample192,C#Cc1ncc(N(C(=O)c2[nH]nnc2C)[C@H](C)[C@@H](N)C(=O)O)cn1,0.611,-7.462
sample193,N#Cc1ccc(NC(=O)C[C@@H](CN)NC(=O)c2ncon2)c(F)c1F,0.679,-8.276
sample194,C[C@@H](NC(=O)c1ncon1)[C@@H](N)C(=O)Nc1cccc2nccn12,0.588,-7.920
sample195,COc1cccc2c1OC[C@@H](N1C(=O)C[C@@H](CN)NC1=O)C2=O,0.805,-7.910
sample196,Cn1nncc1C(=O)N[C@H](CN)CC(=O)Nc1cccc(C#N)c1,0.670,-8.067
sample197,COC(=O)[C@@H](CN)Nc1ccc(Oc2c(C)ccnc2F)cn1,0.616,-7.778
sample198,Cc1ccc2c(c1)[C@H](NC(=O)C[C@@H](CN)NC(=O)c1ncon1)[C@H](C)C2,0.705,-8.557
sample199,CC(C)(c1cccc(F)c1)N1C(=O)C[C@@H](CN)NC1=O,0.876,-7.707
sample200,COC(=O)C[C@@H](CNC(=O)c1csnn1)NC(=O)c1ccc(F)c(N)c1,0.465,-8.094
sample201,C[C@@]1(Oc2cnn(CCC#N)c2)CCN(C(=O)c2cccnc2O)C[C@@H]1N,0.800,-7.971
sample202,C[C@](CO)(NC(=O)C1=NOCC1)C(=O)NCCc1cc(F)ccc1F,0.654,-8.103
sample203,Cc1noc(C(=O)N[C@H](C(=O)Nc2cc(F)c(F)cc2C#N)[C@H](C)O)n1,0.706,-8.359
sample204,C=C(Oc1cc(C)c(CN2C(=O)C[C@@H](CN)NC2=O)cn1)c1ccccc1,0.764,-8.807
sample205,Cc1ccc2c(c1)[C@H](CN1C(=O)C[C@@H](CN)NC1=O)C(=O)N2,0.747,-8.308
sample206,Cc1c[nH]c(C(=O)N[C@H](CN)CC(=O)Nc2cccc(F)c2C#N)n1,0.615,-8.266
sample207,Cc1c[nH]c(C(=O)NC2=C(Oc3c(C#N)cccc3C=O)COC2=O)n1,0.605,-8.647
sample208,N#Cc1cc(F)c(F)cc1OC1N[C@H](O)[C@H](O)N1C(=O)c1ccc(F)cc1,0.735,-8.736
sample209,C[C@@H]1CC=CC(C(=O)O)(N(CC[C@@H](N)C(=O)O)c2cc(CN)on2)C1,0.490,-7.724
sample210,N#Cc1cccc(F)c1NC(=O)[C@@H](CCN)NC(=O)c1csnn1,0.701,-7.932
sample211,COC(=O)C[C@@H](CNC(=O)c1nc(C)c[nH]1)Nc1cnc(F)c(C#N)c1,0.493,-8.038
sample212,O=C(NC[C@@H]1CC(=O)N(Cc2ccnc(F)c2Cl)C(=O)N1)c1ccc(F)cc1,0.742,-8.789
sample213,O=C(NC1(C(=O)Nc2ncccc2Cl)CC(F)C1)c1csnn1,0.872,-7.713
sample214,N#CCCn1cc(OC2(CNC(=O)c3nccnc3C(F)F)CCOCC2)cn1,0.712,-7.957
sample215,Cc1noc(C(=O)N[C@]2(C(=O)O)C[C@@H](Oc3ccc(F)cc3C#N)C2)n1,0.810,-8.542
sample216,COc1cccc(OC2N[C@H](O)[C@H](Oc3ccc(F)cc3)N2)c1N,0.605,-8.256
sample217,N#Cc1nc(C2CC2)oc1NC(=O)[C@@H](CCN)NC(=O)c1ccc(F)cc1,0.677,-8.555
sample218,Cc1noc(C(=O)N[C@H](CCN)C(=O)Nc2cc(C#N)c(F)cc2F)n1,0.680,-8.516
