SMILES,DS,CP,1-EI,MB,R
COC1C(=O)C=NN=C1CC(=O)C(=O)NC(C)Nc1ccccc1,-7.643,0.9806431531906128,0.9826349382514835,0.8121031746031748,-5.981061526143041
CCc1ccc(O)cc1NCCNC(=O)C(O)Cl,-6.727,0.9962816834449768,0.9880219324158904,0.9024126984126986,-5.975515218700438
CCc1ccc(C)cc1NC(=O)C1NCCNN1,-7.677,0.9960734844207764,0.9811946801784719,0.7953867243867246,-5.967829992998886
COC1C(=O)C=NN=C1CC(=O)C(=O)NC(C)Cc1ccccc1,-7.597,0.9915770292282104,0.9521481407459835,0.8319047619047619,-5.966871947668313
CCc1ccc(C)cc1NC(=O)C1NOCCO1,-7.629,0.9499569535255432,0.99289334648147,0.8266962481962483,-5.948673160956009
CCc1ccc(C)cc1NCCNC(=O)C(N)O,-6.766,0.9961087107658386,0.9662148339250608,0.9128571428571429,-5.944498889861882
CCc1c(CC(=O)C(=O)NC2CC2c2ccccc2)cnnc1C,-8.9,0.96220862865448,0.9800930193312931,0.7077380952380955,-5.940173399411409
CCc1ccc(C)cc1NC(=O)C1NCCNS1,-7.414,0.973432719707489,0.9708394081704632,0.8476168831168832,-5.938893222936038
Cc1ccccc1NC(=O)CCCCNC(=O)C(C)O,-6.99,0.9586548805236816,0.9941009512850117,0.8915079365079366,-5.938751683057103
CCc1ccc(C)cc1NCCNC(=O)C(O)CC=O,-6.762,0.9935178756713867,0.9874861923520646,0.894968253968254,-5.937307116916857
CCCN(C)C(N)=NC(=O)C(O)c1ccc(C)cc1,-6.633,0.9827291965484619,0.9950367427323217,0.914174603174603,-5.929418799716028
COc1ccc(C)cc1NCCNC(=O)C(O)Cl,-6.447,0.9980571866035461,0.994084517371345,0.9260714285714287,-5.923534082620838
CCNC(O)C(=O)NCCNc1cc(C)ccc1CC,-6.888,0.9810429811477661,0.969342128838893,0.9038571428571429,-5.920495508742853
CCC1C(=O)N=NN=C1CC(=O)C(=O)NC1CC1c1ccccc1,-7.806,0.965381920337677,0.9673600531536216,0.8119285714285716,-5.918800226026058
Cc1cc(F)ccc1CC=NNC(C)CNC(=O)C(C)O,-7.242,0.9932206869125366,0.9917445969858986,0.8289603174603174,-5.913408229697879
COC1C(=O)C=NC=C1CC(=O)C(=O)NCCCc1ccccc1,-7.442,0.9899302124977112,0.9722227139347187,0.8242741702741704,-5.903800844648266
CC1=NN=CNCC(N)NC(C)C(=O)NCc2ccccc2C1,-8.626,0.9960414171218872,0.924939896070098,0.7394523809523811,-5.876389520182274
CCC1C(=O)C=NC=C1NC(=O)C(=O)NCCCc1ccccc1,-7.807,0.9255322813987732,0.985050653775362,0.8251154401154401,-5.872851614497974
CCc1ccc(O)cc1NCCNC(=O)C(N)O,-6.671,0.9984679818153381,0.9855171843562296,0.8936349206349208,-5.866099379732616
COC1C(=O)N=NC=C1CC(=O)C(=O)NCCCc1ccccc1,-7.451,0.9868192672729492,0.9728043258441414,0.8199761904761905,-5.865147235743329
CCCNCC(C)NC(=O)NC(O)c1ccc(C)cc1C,-7.327,0.932414710521698,0.9899039589537633,0.8670158730158729,-5.863479590684571
CC1=NC(=O)NCCNCC2CC(=O)NCc3ccccc3C12,-8.969,0.9888797998428345,0.9440757925478103,0.6996269841269842,-5.858156139970102
Cc1ccccc1NC(=O)C=CCCNC(=O)C(C)O,-7.053,0.9577543139457703,0.971619763659303,0.892293650793651,-5.856419035485284
CCc1ccc(C)cc1NC(=O)CNCCNF,-6.539,0.9878787398338318,0.9817133935350801,0.9228333333333333,-5.85225128521161
COC1C(=O)C=NC=C1CC(=O)C(=O)NC1CC1C1=CCCCC1,-8.046,0.9207698106765747,0.9855606166403009,0.80095670995671,-5.848217075101172
CCc1ccc(C)cc1CC(=O)C(O)NCCN,-6.704,0.9883750677108765,0.9860346829471328,0.8936587301587302,-5.838747316369843
CCC1C(=O)C=NN=C1CC(=O)C(=O)NC(C)Cc1ccccc1,-7.657,0.9789958000183105,0.9266689331617024,0.8398015873015875,-5.833655386474268
CNCC(=O)NC(=O)C(=O)c1ccc(C)cc1C,-7.239,0.9680665135383606,0.9926428091022185,0.8385714285714285,-5.833333902629917
COC1C(=O)C=NC=C1CC(=O)C(=O)NCCCC1=CCCC=C1,-7.703,0.9670863151550293,0.9579546525086542,0.8173694083694083,-5.832952852309863
CCC1C(=O)C=NC=C1CC(=O)C(=O)NC1CC1c1ccccc1,-7.65,0.9586467742919922,0.9668000000546222,0.8212900432900434,-5.823086614277143
COC1C(=O)C=NN=C1CC(=O)C(=O)NCCCc1ccccc1,-7.191,0.9915770292282104,0.98120742964513,0.831404761904762,-5.8168663007431
COC1C(CC(=O)C(=O)NC(C)Cc2ccccc2)=NN=CC1C,-7.55,0.9759870767593384,0.947345049871357,0.8319047619047619,-5.807280708202955
CC(C)CCN(O)C(N)OC=Cc1ccc2c(c1)C2,-7.256,0.9638725519180298,0.9886738943691752,0.8387619047619047,-5.799741690172003
CCOC(N)C(=O)Nc1cc(C)ccc1CC,-6.746,0.9731671214103699,0.96766461044766,0.9127857142857142,-5.798657495423756
CCc1cc(F)ccc1NC(=O)CCNCNC(=O)C(C)O,-6.877,0.9773279428482056,0.9957214323758133,0.8662539682539684,-5.797255383183281
CCCCC(=O)C1OC(C)C=CC=C2C=C2C(=O)CNC1=O,-7.798,0.9044046998023987,0.9560156712477912,0.857642857142857,-5.782525115354739
CCc1ccc(C)cc1CC(=O)C(N)NCCN,-6.709,0.9949648380279541,0.9754780252353888,0.8871428571428572,-5.776656924080467
Cc1ccccc1CC=NCCNCNC(=O)C(C)O,-6.83,0.9921401143074036,0.9788424886157493,0.8707777777777779,-5.775822828799264
CCC1C(=O)C=NC=C1CC(=O)C(=O)NC(=O)CC1=CCOC=C1,-7.485,0.9891983866691589,0.9518580399689398,0.8185360750360752,-5.768796396859221
CCc1ccc(C)cc1NC(=O)CNCCN,-6.525,0.9759535789489746,0.9761741127979477,0.9256904761904763,-5.7544359304681825
Cc1ccc(NC(=O)CNNCC(=O)C(=O)C(C)C)cc1,-6.898,0.9953128099441528,0.9689464956484426,0.8640079365079363,-5.747782314762626
COc1ccc(C)cc1NCCNC(=O)C(C)O,-6.409,0.9956508278846741,0.9748592917054922,0.9220714285714285,-5.735929850638149
COC1=CC=CC(=O)C1C1=CC(=O)N(C)Nc2ccccc2CS1,-8.006,0.9638155102729797,0.9218857030568077,0.8040382395382396,-5.71956869600962
CCc1ccc(C)cc1NCCNC(=O)C(O)O,-6.753,0.9982719421386719,0.9585462872186686,0.8842857142857145,-5.7141457396866935
CCc1ccc(C)cc1NC(=O)C(O)CCCN,-6.69,0.9476732015609741,0.9888095619422984,0.9113015873015874,-5.712937879398728
Cc1ccccc1NC(=O)CCNCNC(=O)C(C)O,-6.817,0.9940302968025208,0.9844495118814641,0.8562539682539684,-5.712010019151345
Cc1ccc(C=COC(N)C(O)CCC(C)C)cc1,-6.77,0.9405985474586487,0.9754986829270222,0.9193095238095236,-5.710595767509376
CCc1ccc(C)cc1NCCNC(=O)C(C)O,-6.752,0.978735625743866,0.9662345677393371,0.8937460317460318,-5.706824638712849
CC1NCC=CC1C(C)NC(=O)C(=O)NCCCc1ccccc1,-7.534,0.9576008915901184,0.9656084191455093,0.8187958152958155,-5.704095864205937
CC(C)C(=O)NCC(=O)NC(=O)C(=O)NCC1C=CCC1,-7.22,0.9927638173103333,0.9200536723274423,0.8646349206349205,-5.702024417149727
COCC(=O)NC(N)C(=O)c1ccc(C)cc1C,-6.833,0.9960999488830566,0.9789768533135416,0.8550714285714285,-5.697563278166102
COC1=CC=CCN=C1CCC(=O)C(=O)Nc1ccccc1C,-8.313,0.8763543963432312,0.965727141859,0.8097063492063491,-5.696649934800374
Cc1ccccc1CC=NNC(C)CNC(=O)C(C)O,-7.049,0.9927406907081604,0.9816419772496887,0.8289603174603174,-5.694429186050317
CCc1ccc(O)cc1CC=CNC(=O)CO,-6.77,0.9699796438217163,0.960576102923675,0.9021507936507934,-5.690654285958577
Cc1ccccc1NC(=O)NCCCNC(=O)C(C)O,-7.227,0.9200717806816101,0.9801288775373518,0.8728174603174605,-5.688350859787872
COC1C(=O)C=NC=C1CC(=O)C(=O)NC(C)Cc1ccccc1,-7.573,0.9899302124977112,0.9513373419132236,0.7974329004329005,-5.687235729970338
COC1C(=O)C=NN=C1CC(=O)NCCC(C)Cc1ccccc1,-7.465,0.964674174785614,0.9853480889969596,0.8009523809523809,-5.683381897577101
Cc1ccccc1CCCCCNCNC(=O)C(C)O,-6.948,0.963920533657074,0.9704062865733184,0.8721111111111111,-5.667955900764578
CCc1ccc(O)cc1NCCNC(=O)C(C)O,-6.463,0.9946364760398865,0.9806627404149932,0.8985555555555557,-5.664520416481973
COc1ccc(C)cc1CC(=O)C(O)NCCN,-6.286,0.9984972476959229,0.9825122723088672,0.9168809523809522,-5.654213239220846
CCCC(=O)NC(=O)NCC1CC(=O)NCc2ccccc2C1,-8.741,0.8853112459182739,0.9096204237310537,0.8025714285714284,-5.6493827446613745
CCC1C(=O)C=NN=C1CC(=O)C(=O)NCCNc1ccccc1,-7.081,0.9492982625961304,0.9970296874662252,0.8425772005772006,-5.646964710878266
CCC1C(=O)C=NC=C1CC(=O)C(=O)NC(=O)NC1CC=CCC1,-7.847,0.9041415452957153,0.9861040240884323,0.8062821067821069,-5.640918578704655
CC1Cc2ccccc2CNC(=O)C(C)NNCCN[N+](=O)C1,-8.855,0.9793469309806824,0.9410974644259472,0.690261904761905,-5.633439583947813
CCc1ccc(C)cc1NC(=O)CNOCNCl,-6.462,0.9924545288085938,0.9899753301063604,0.8849523809523808,-5.618518896507828
COc1ccc(C)cc1NC(=O)C(O)NCCN,-6.149,0.9984679818153381,0.9931571452623761,0.9208095238095239,-5.614698105161339
CCNNCNCNC(=O)CC(F)c1ccc(C)cc1C,-7.009,0.9792397022247314,0.9652963150301597,0.8459285714285713,-5.604532798303678
CCc1ccc(O)cc1NCCNC(=O)C(O)CC,-6.471,0.9795879125595093,0.9752033280666151,0.9057777777777778,-5.599273142868002
COc1c(C)cnnc1CC(=O)C(=O)NC(C)Cc1ccccc1,-8.242,0.9829353094100952,0.9750111574880117,0.7082857142857144,-5.594684679658327
CCCC(=O)CC(=O)NNC(C)C(=O)NCc1ccccc1C,-7.069,0.9774565100669861,0.9850208395964111,0.8216984126984127,-5.592593993128421
COc1ccc(C)cc1NC(=O)C1NOCNS1,-7.163,0.9992753863334656,0.9846774297402041,0.7923577533577535,-5.584643266566521
CC(C)CCC(O)C(N)OC=Cc1ccc2c(c1)C2,-6.927,0.9382781386375427,0.9610686637437541,0.8940238095238093,-5.584448462754553
COc1ccc(C)cc1NC(=O)C(N)NCCN,-6.252,0.9984679818153381,0.987786776459485,0.9052142857142857,-5.581715789545541
CNCC(=O)NC(=O)C(=O)c1ccc(C)cc1,-6.95,0.9683309197425842,0.9840618313039754,0.8425079365079362,-5.579624749081121
CCc1ccc(C)cc1NCCNC(=O)CO,-6.422,0.9779554009437561,0.9708143349264522,0.9143809523809524,-5.575100515016132
CCc1ccc(O)cc1NCCNC(=O)CCl,-6.489,0.9935466647148132,0.9509428572595264,0.9088571428571428,-5.572063914962302
COc1ccc(C)cc1NCCNC(=O)C(O)O,-6.457,0.998660683631897,0.9790592218212846,0.8824523809523811,-5.57120296378329
CC1=CC(=O)NC(C)NCC(CC(=O)NCc2ccccc2)S1,-8.359,0.9951345324516296,0.9595376972923347,0.6978015873015874,-5.569678369462333
CNCC(=O)NC(N)C(=O)c1ccc(C)cc1,-6.71,0.9983970522880554,0.9779885341091015,0.8500555555555555,-5.569380417914092
CC=C1CCC(CC)C=C(NC(=O)C(N)C=CN=CCl)C1,-7.804,0.9256638884544373,0.9302777885176263,0.8287301587301588,-5.569245695340101
CCSC(N)C(=O)Nc1cc(C)ccc1OC,-6.495,0.992158055305481,0.9844304062918707,0.877515873015873,-5.566728218920798
Cc1ccccc1CCCNC(C)CNC(=O)C(C)O,-7.148,0.9610273838043213,0.9760518155722742,0.8302142857142856,-5.566514982812904
CCCC(=O)CC(=O)NNC(C)C(=O)NCc1ccccc1,-6.874,0.9864386320114136,0.9878019289681104,0.8305873015873015,-5.563329171657749
CCCCC(=O)C1OC(N)CCC=CCCC(=O)NNC1=O,-7.334,0.9354025721549988,0.962114036708191,0.8427936507936508,-5.562720911515077
CC1=CC(=O)NCCNNC(C)C(=O)NCc2ccccc2C1,-9.334,0.989496648311615,0.9318352197502898,0.6462460317460318,-5.561848238089184
CCc1ccc(C)cc1NCCNC(=O)CNF,-6.385,0.9825562238693237,0.9433208888559902,0.9384999999999999,-5.554078850448633
COCC(=O)NC(N)C(=O)c1ccc(C)cc1,-6.588,0.998738706111908,0.9659107506312126,0.8731031746031745,-5.548914574553752
CCC1C(=O)C=NC=C1NC(=O)C(=O)NCCCC1=CCCC=C1,-7.459,0.9322778582572937,0.976328847236161,0.8167900432900435,-5.545395599062557
CCc1ccc(O)cc1NCCNC(=O)C(O)O,-6.617,0.9984679818153381,0.9755756838323195,0.8600634920634923,-5.5435345368007
CCc1ccc(O)cc1CCCNC(N)C(O)Cl,-6.62,0.9165188074111938,0.9866532171167208,0.9259523809523809,-5.543098038044766
CNCC(N)C(=O)Cc1cc(C)ccc1OC,-6.394,0.9947697520256042,0.9895433297291435,0.8805079365079364,-5.541958810721309
CC(=O)CCCCC(=O)NCC(=O)C(=O)C1Cc2ccccc21,-7.338,0.9430477619171143,0.9427935956360703,0.8483730158730157,-5.534964838939214
Cc1ccccc1CC=CNCCCNC(=O)C(C)O,-6.922,0.9484114050865173,0.9632711790040012,0.8751666666666668,-5.534363713794443
COC1C(=O)N=NC=C1CC(=O)C(=O)NC(C)Cc1ccccc1,-7.076,0.9868192672729492,0.9461863897286972,0.8372380952380952,-5.531604512978246
COc1ccc(C)cc1NC(C)C(O)NCCN,-6.321,0.990902841091156,0.9768838980743748,0.9039999999999999,-5.531313140976954
COC1NC=CCNC1C=CC(C)C(=O)Nc1ccccc1C,-8.643,0.8997485637664795,0.8617739732013521,0.8253492063492064,-5.53116719872657
CC(O)CCCCC(=O)NCC(=O)NCC(C)c1ccccc1,-7.036,0.957903265953064,0.9792193613256216,0.8374365079365078,-5.5268714905530505
CCCC(=O)NC=CNNC1CC(=O)NCc2ccccc2C1,-8.393,0.9737299084663391,0.9566542135348517,0.7062936507936507,-5.521995186135271
CCc1ccc(O)cc1NCCNC(=O)C(Cl)CC,-6.792,0.9363446831703186,0.956826988431938,0.9067777777777778,-5.51782231284508
COc1ccc(C)c(NC(=O)CNCCN)c1,-6.125,0.9986075758934021,0.977363741035535,0.9228888888888889,-5.517045809958819
CCNNCCCNC(=O)NC(O)c1ccc(C)cc1C,-7.068,0.9755359292030334,0.9593005076784362,0.8339285714285714,-5.515988319908503
CCc1ccc(C)cc1NC(=O)CNCCNCl,-6.606,0.9240109920501709,0.9749192158750861,0.9268333333333334,-5.515513884383759
CONCC(=O)CC(=O)NN(C)C(=O)CCc1ccccc1,-6.689,0.9597161412239075,0.9663629136045846,0.8889920634920635,-5.514957036315714
COC1C(=O)C=NC=C1CC(=O)C(=O)NC(C)CC1=CCCC=C1,-7.691,0.9776445627212524,0.9519984883922068,0.7704249639249637,-5.5148081164914196
CNCCC(C)CC(=O)NN(C)NC1=CCc2ccccc2C1,-7.889,0.978534460067749,0.984858652112483,0.724420634920635,-5.507605153197396
CCCN(C)C(N)NC(=O)N(O)c1ccc(C)cc1,-6.604,0.9873520135879517,0.9837506623514806,0.8583571428571427,-5.505948489399696
CCc1ccc(C)cc1NCCNS(=O)C(Cl)NC(C)=O,-6.846,0.9771428108215332,0.9668617309341095,0.8511825396825397,-5.505312970900394
CCc1cc(F)ccc1CCNNC(C)CNC(=O)C(C)O,-7.116,0.9818016886711121,0.9917710656992575,0.7942936507936507,-5.503668141233161
Cc1ccc(NC(=O)CNC(C)(C)NC(=O)C(C)C)cc1,-6.953,0.9383948445320129,0.9746865255247588,0.8652619047619048,-5.502630968644639
CC(=O)CCC1(O)CCNCC(=O)Nc2ccc(C)cc21,-7.393,0.9977889060974121,0.9882022335791526,0.7548011204481793,-5.50221738122406
Cc1ccc2c(c1)C(O)(C(=O)C(C)C)CNCCC(=O)N2,-7.353,0.9981916546821594,0.9873256861220577,0.7573968253968253,-5.4886105591402705
CC1=CC(=O)CC(=O)NNC(C)C(=O)NCc2ccccc2C1,-8.978,0.9931210875511169,0.9615796822299836,0.6398492063492064,-5.485859980359036
Cc1ccccc1NC(=O)N1CC1CNC(=O)C(C)O,-7.326,0.9987834095954895,0.958163152838076,0.7822222222222222,-5.484131368620377
CCc1ccc(C)cc1NCCCC(=O)C(N)O,-6.472,0.9836529493331909,0.9614869177644191,0.8953015873015873,-5.480158770813941
CC(=O)N=CC(=O)CNNCC(=O)Nc1ccc(C)cc1,-6.793,0.9800884127616882,0.9417913194896864,0.8739920634920634,-5.480107040649613
COC1C(=O)C=NN=C1CC(=O)C(=O)NCCCC1=CCCC=C1,-7.444,0.9712891578674316,0.9473264818015045,0.7995,-5.476121196466681
COc1ccc(C)cc1NCCNC(=O)CO,-6.169,0.9966415166854858,0.9734924674063573,0.9147222222222221,-5.474892170594224
CCc1ccc(C)cc1NCCNC(=O)CNCC(C)=O,-6.585,0.990637481212616,0.9875817164143956,0.8482460317460319,-5.464688517958908
CC1=C2CC(C=C1)C(O)NNC=CCC2CCCc1ccccc1C,-9.34,0.9253648519515991,0.9047777480323779,0.6985238095238094,-5.4623937290675
CCc1ccc(C)cc1CC(=O)C1NNCON1,-7.379,0.9992701411247253,0.987595105957187,0.7499733044733046,-5.461414699068857
COC1C(CC(=O)C(=O)NCCCc2ccccc2)=NN=CC1C,-7.096,0.964674174785614,0.9781551222181323,0.81534126984127,-5.459356034521737
COc1ccc(C)cc1NC(=O)CNCCNCl,-6.162,0.9932106137275696,0.9610260416559024,0.927531746031746,-5.455404843875486
CONCC(=O)NC(=O)NCC[N+](=O)CCc1ccccc1,-7.162,0.9944279193878174,0.9959381365692144,0.7689682539682541,-5.454417775113545
COc1ccc(C)cc1CC(=O)C(N)NCCN,-6.32,0.998589813709259,0.9667549741952862,0.8938095238095239,-5.453378016798079
CCCC(N)C(=O)Nc1cc(C)ccc1OC,-6.402,0.9680339694023132,0.993188013902216,0.8858095238095237,-5.452279140083679
CCC1C(=O)C=NN=C1CC(=O)C(=O)NC(C)Nc1ccccc1,-7.446,0.9386756420135498,0.9528628678384315,0.8180952380952382,-5.448448475495392
CCc1ccc(O)cc1CC=CNC(=O)C(O)O,-7.158,0.9980151653289795,0.8768641091367584,0.8697222222222222,-5.448057667517059
CC1CN=CNCCCNC(C)C(=O)NCc2ccccc2C1,-9.729,0.9833747148513794,0.8578444216167339,0.6636666666666666,-5.44685453970204
CCNCCCCNC(=O)NC(O)c1ccc(C)cc1C,-6.884,0.932414710521698,0.9583011670977767,0.8846666666666667,-5.441663208230001
CCc1ccc(O)cc1NCCNC(=O)CO,-6.116,0.9982874989509583,0.9827229715853407,0.9056349206349208,-5.433846647106702
CC1CC(=O)NCCNCC(C)C(=O)NCc2ccccc2C1,-9.16,0.9609474539756775,0.8924266689454494,0.6916507936507937,-5.433185510706792
CCc1ccc(O)cc1NCCNC(=O)CN(F)CC,-6.222,0.9899887442588806,0.9870145139174487,0.8935873015873017,-5.432763393937942
CCCCCC(O)C(N)OC=Cc1ccc(C)cc1,-6.846,0.8745647072792053,0.9815219805687166,0.9235873015873015,-5.427587396878378
COc1ccc(C)cc1NC(=O)CNCCN,-5.972,0.9986075758934021,0.9818722167678248,0.926888888888889,-5.427468392120639
CCc1ccc(C)cc1NCCN[N+](=O)C(Cl)NC(C)=O,-6.895,0.9750358462333679,0.9773720010785028,0.8258650793650795,-5.426550505690061
CCCC(=O)CC(C)NNC(C)C(=O)NCc1ccccc1,-6.798,0.9854352474212646,0.9789664689762524,0.8265873015873015,-5.420830133348031
CC=NNC(C)NC(=O)OC(C)NNCCc1ccccc1,-6.694,0.9704848527908325,0.9931218807456768,0.8397698412698412,-5.417978703377767
CCC1=CCC(=O)NC=C1NC(=O)C(=O)C=CO,-6.717,0.9975104331970215,0.9823993450277464,0.822873015873016,-5.416436801989636
CCCNCC(C)NC(=O)NC(F)c1ccc(C)cc1C,-7.191,0.8879225254058838,0.98587248056887,0.859706349206349,-5.411719030331843
Cc1ccc(NC(=O)CNNCC(=O)C=CC(C)C)cc1,-6.933,0.991085946559906,0.9419535901346617,0.8361031746031745,-5.4115527515087285
Cc1ccc(NC(=O)CNNCC=CC(=O)C(C)C)cc1,-6.931,0.991085946559906,0.9419535901346617,0.8361031746031745,-5.409991651623685
COc1ccc(C)cc1NC(=O)CN,-6.19,0.9785833358764648,0.95084388246138,0.9387936507936507,-5.407142627679907
CONC(N)(O)CCNNc1c(C)cccc1C,-6.4,0.9977204203605652,0.9724993991690029,0.8703412698412698,-5.404652232212067
COC1=CC(=NCC2=CCCC=C2)C(O)C=C1NCCNCl,-6.932,0.9964165687561035,0.9364137691948828,0.8355158730158734,-5.404082750245837
Cc1ccccc1NC(=O)NC(C)CNC(=O)C(C)O,-7.02,0.9112797379493713,0.9908500265709606,0.8516349206349207,-5.3982154333201615
COc1ccc(N)nc1CC(=O)C(=O)NC(C)NC1CC=CCC1,-7.783,0.9435005784034729,0.9870772277223866,0.7445122655122656,-5.396500117077379
Cc1ccccc1CC=NNCCCNC(=O)C(C)O,-6.578,0.9905162453651428,0.9480590012591621,0.8735158730158729,-5.395872001593761
CCCC(=O)NCC(C)NC(C)C(=O)NCc1ccccc1,-6.905,0.9616408944129944,0.9702863090137719,0.8370079365079363,-5.392697829582451
COC1C(=O)C=NN=C1CC(=O)C(=O)CC(C)NC1=CCCC=C1,-7.093,0.9738707542419434,0.9651469951084107,0.8086558441558442,-5.391237649462553
CONC(F)CCNC=CNC(=O)C1=CC=C2C=CCCC2O1,-7.233,0.9951440095901489,0.9744490722452698,0.7683571428571428,-5.389229489606835
COCC(C)NC(N)C(=O)c1ccc(C)cc1,-6.38,0.9911156892776489,0.9781301851957506,0.8702936507936507,-5.382790861077974
CCC1CC(=O)NC=C1CC(=O)C1NOCNS1,-6.678,0.9977128505706787,0.9883542766496165,0.8170238095238096,-5.380211387423675
Cc1ccccc1NC(C)NC(C)CNC(=O)C(C)O,-6.62,0.9810429811477661,0.9804126485363434,0.844968253968254,-5.380161625150889
Cc1ccccc1CCNCCCCNC(=O)C(C)O,-6.362,0.9610273838043213,0.9741681774292422,0.9031984126984127,-5.379557227013044
CCNNC(C)CNC(=O)NC(O)c1ccc(C)cc1C,-7.096,0.9755359292030334,0.9649961273196714,0.8052539682539682,-5.379170625117515
CCCNCC(=O)C(=O)OC(C)NNC=Cc1ccccc1,-6.728,0.9862355589866638,0.9468729424017301,0.8559285714285714,-5.3776913186849225
CC(O)C(=O)C(C)C(=O)NN(Br)C1C(=O)CCC1(C)O,-6.393,0.9969344139099121,0.9875366548089759,0.8543650793650793,-5.377346301186724
CCC1C(=O)C=NN=C1CC(=O)C(=O)NC(C)NC1=CCCC=C1,-7.677,0.9178304672241211,0.9352680928947338,0.8159444444444445,-5.377132258764732
CC(=O)COCCC(=O)NCC(=O)C(=O)C(C)c1ccccc1,-6.84,0.9670180678367615,0.9321043142032159,0.8710873015873014,-5.370526837206937
COc1ccc(C)cc1CC(=O)CNCCN,-6.209,0.9947697520256042,0.9689108890273269,0.8970476190476191,-5.36838390453567
CCOC(=O)C(=O)NC(C)C1NCCC(=O)C1(C)O,-6.117,0.9991642236709595,0.9797977745500505,0.8964264069264071,-5.368172289104333
COc1ccc(C)c(NC(C)C(O)NCCN)c1,-6.177,0.990902841091156,0.9741064711018939,0.8999999999999999,-5.366085804346397
