,SMILES,QED,Proxy
sample63,CN(c1cccc(CNc2ccc(F)cc2C=O)c1N)[C@@H](C#N)C1CC1,0.588,-8.547
sample64,O=C(Nc1cc(F)cnc1Nc1ccnnc1O)[C@@H]1[C@H]2C=CC[C@H]21,0.745,-8.347
sample65,Cc1ncn(C)c1N1CC[C@@H](C)C1(C)C,0.705,-5.992
sample66,COC[C@@H]1CN(c2cncc(O)c2Oc2cccc(C=O)c2C)C[C@@H](C)O1,0.781,-8.283
sample67,Cc1cccc2oc([C@]3(C)CCCOC3)nc12,0.756,-7.364
sample68,C[C@H]1C(=O)N(C)CCN1C(=O)CC1(CNc2ccn(CCC#N)n2)CCOCC1,0.732,-7.850
sample69,Cc1cc(CCNCc2cccc(OC[C@@H]3CC[C@@H](C)NC3)c2N)on1,0.497,-8.472
sample70,Cc1ocnc1C(=O)N[C@H]1CCOc2c1cccc2N1CCN[C@@H](CC#N)C1,0.834,-8.380
sample71,Cc1cccc2nc(CCCC[N+](C)(C)C)oc12,0.599,-6.963
sample72,CNC(=O)Cc1cccc(N2CCCN(C(=O)c3ccncn3)[C@@H](C)C2)c1,0.886,-8.259
sample73,C=C1C[C@@H](NC(=O)CC2=CCOCC2)[C@H](C(=O)NCc2ccc(C)c(F)c2F)C1,0.716,-8.898
sample74,Cc1cc(CCNCc2n[nH]cc2N([C@@H]2[C@@H]3C[C@@H]4CO[C@H]2[C@H]4C3)[C@H](C)C2CC2)on1,0.618,-8.828
sample75,C[C@@H]1CC[C@@H]1C(=O)NCc1cnc(C(=O)N2CCC(c3nc[nH]n3)CC2)cn1,0.803,-8.396
sample76,O=C(O)c1cncc(N(C(=O)[C@@H]2COCN2)c2c(F)c[nH]c3nccc2-3)c1,0.633,-8.482
sample77,CC[C@@H](CN1CCN(Cc2cc(C)nc(N(C)C)n2)CC1)Oc1ccc(C)cc1CN,0.661,-8.533
sample78,Cc1coc(CN(c2cnc(Br)cn2)C2CN(C)C[C@@H]2C)c1,0.833,-7.469
sample79,C[C@@H]1CC[C@@H](c2noc(-c3ccc(NC4(c5ccoc5)CC4)c(N)c3Cl)n2)O1,0.587,-9.127
sample80,C[C@H]([C@@H](C(=O)O)N(c1ccccc1C(N)=O)[C@H]1C(=O)c2ccccc21)[C@@H](C)F,0.764,-8.749
sample81,Cc1[nH]nc(CNc2[nH]nc(O)c2N)c1N1CC[C@H]2OCC[C@H]21,0.561,-7.599
sample82,Cc1cc(C(C)N[C@@H](c2cncc(Oc3nncc(=O)n3C)c2)C2CC2)sn1,0.654,-8.241
sample83,C[C@@H]1Cc2c(NC(=O)C3CC(C)(C)N(c4ccc(CF)nc4)C(C)(C)C3)ccc(F)c2O1,0.685,-9.186
sample84,CC1(N(C(=O)c2cccoc2=O)c2ccccc2O)CCNCC1,0.902,-8.165
sample85,CO[C@H]1COC[C@H]1NC1CCC[C@@H](C(=O)Nc2c(Cl)cccc2CO)C1,0.703,-8.125
sample86,Cc1nc(N(C[C@H]2CC[C@H]2CF)c2ccc3c(c2)CN[C@@H](C)C3)nn1C,0.892,-8.514
sample87,COc1c(O)cc(F)cc1N(Cc1ccc(S(C)(=O)=O)cc1)C(=O)[C@@H]1COCN1,0.723,-8.324
sample88,C[C@@H]1CC[C@H]2CCCC[C@@H]2N1c1cnc2ccc(C#N)cn12,0.804,-8.099
sample89,CO[C@H]1CCN(Cc2cncnc2)C1(C)C,0.775,-6.443
sample90,CC[C@H](C(=O)N[C@H](CC)c1ccc(-c2cnccc2OC)nc1)C1CC1,0.774,-8.030
sample91,CCN(C(=O)N[C@H](C)c1ccc(OC)cc1Nc1cccc([C@@H](C)O)c1)[C@H]1CCC(=O)N[C@@H]1C,0.464,-8.608
sample92,Cc1cnc(O)c(CN(Cc2nc(C)[nH]c2Cl)C(=O)[C@H]2CC[C@H]2C)c1,0.854,-8.113
sample93,CC[C@H]1COC(C)(C)CN1c1ccc(F)cc1-c1noc([C@]23CCNC[C@@H]2C3)n1,0.847,-8.812
sample94,C[C@@H](NC(=O)[C@@H]1C[C@@H]1C(N)=O)c1ccc(Nc2ccnc(C(F)F)c2)nc1,0.689,-8.612
sample95,CCc1cc(F)c(F)cc1N(C[C@H]1COC(=O)N1)C1COC[C@@H]1CC,0.854,-8.082
sample96,NS(=O)(=O)c1cnc(N(c2c(F)ccnc2F)[C@H]2CCCCNC2=O)s1,0.742,-8.095
sample97,CCn1ccc(N2CC[C@H](COC)C2)n1,0.750,-5.934
sample98,C[C@@H]1CCN(C)[C@H]1C(=O)Nc1cccc2oc(C3CC(O)C3)nc12,0.904,-8.218
sample99,Cc1nsc(N(C(=O)c2nonc2C(=O)O)[C@H]2CCC23CCC3)c1C#N,0.863,-8.160
sample100,CC(C)[C@H](Nc1c[nH]cc(C#N)c1=O)C(=O)N(C)Cc1ccccc1F,0.832,-8.257
sample101,CCn1ccc(N(C(=O)[C@@H]2CCC[C@H](C)N2)c2cncc(OC)c2C#N)n1,0.870,-7.910
sample102,CCc1cccc(NC(=O)[C@H]2CCNC[C@H]2C)c1Oc1cc(N)cc(F)c1O,0.464,-8.847
sample103,CN(C(=O)[C@@]1(C)CCCCO1)c1ncccc1CNC(=O)[C@@]1(N)CC1(C)C,0.818,-8.038
sample104,CC(=O)N1CC[C@H](Oc2cncc(NC(=O)[C@H](O)c3ccc(N)cc3)n2)C1,0.660,-8.338
sample105,COc1cccc(CCNC(=O)C2(F)CC(Oc3c(C)cncc3C)C2)c1,0.810,-8.568
sample106,CC[C@@H](Nc1ccccc1COc1sn(C)c(=O)c1Cl)c1nc(C)cs1,0.596,-8.056
sample107,C[C@@H]1CN[C@H](C(=O)N(CCc2ccc(C(F)(F)F)cc2)C[C@H]2CC(C)(C)O2)[C@H](C)O1,0.755,-8.826
sample108,Cn1ncc(N(C(=O)[C@H]2C[C@]2(F)Cl)c2nccnc2N)c1C#N,0.844,-7.563
sample109,Cc1ccnc(CN(C(=O)[C@@H]2CCCN[C@@H]2C)c2ccnn2C(=O)N(C)C)c1Cl,0.825,-7.992
sample110,CC(=CC(=O)N1CC=CC1)N(Cc1ccc(C)s1)c1ccnnc1O,0.659,-7.905
sample111,COc1cc([C@@H](C)N(Cc2cnc(C)nc2C)C(=O)C2=NOCC2)ccn1,0.776,-8.336
sample112,CC[C@H]1COC[C@H]1NC(=O)c1ccc2c(C)nn(C)c2n1,0.927,-7.769
sample113,C[C@@]1(C(=O)N(CCc2ccccc2)c2cnc([C@@H]3CCCN3)nc2)CO1,0.808,-8.689
sample114,Cc1nocc1Cc1noc([C@@H]2CC[C@H](C)N(C(=O)[C@@H]3CN[C@@H]3C)C2)n1,0.886,-8.524
sample115,C[C@@H]1CN(Cc2ccccc2N2CCN3C[C@H](F)C[C@@H]3C2)CC[C@@H]1C,0.831,-8.065
sample116,Cc1nc(N(C(=O)[C@@H]2C[C@H]2C)[C@@H](C)c2cccc(OC(C)C)c2)ncc1O,0.832,-7.978
sample117,CC1(C)CC(=O)[C@@H](Oc2ccc(NCC[C@H]3CCCOC3)c(O)n2)C1,0.822,-7.828
sample118,CC[C@@H](NC(=O)N(C1CCC(N(C)C)CC1)C(C)c1cccc(C)n1)[C@H]1CCOC1,0.725,-8.344
sample119,CO[C@@H]1C[C@H](C)N(c2ccc(C#N)nc2Nc2ccc(=O)n(CC3CC3)c2)C1,0.831,-8.384
sample120,CC(C)[C@@H](C(=O)O)N(C[C@H]1CC[C@H](O)CS1)c1ncnc2ccccc12,0.803,-7.880
sample121,C[C@@H](NC(=O)C[C@@H]1CCCN(C(=O)[C@@H]2CCO[C@@H]2C)C1)c1ccc(Cl)cc1,0.833,-8.484
sample122,COC(=O)c1ccsc1N(C(=O)[C@H]1CNC(=O)O1)[C@H](C)c1ccnnc1,0.788,-7.772
sample123,COCC1(c2noc(-c3cn(C4(C(=O)O)[C@H](C)CCC[C@@H]4C)nc3C)n2)CC1,0.810,-8.310
sample124,C[C@H](CN(CCN1CCOCC1)c1ccccc1CO)N(C)Cc1cccnc1,0.662,-7.929
sample125,COc1ncnc2c1CN(c1cncc(NC(=O)[C@@H]3CNC[C@H](C)C3)n1)CC2,0.806,-8.216
sample126,COc1cccc(CCNC(=O)C2CCCCCC2)c1,0.837,-7.632
sample127,Cc1cncnc1CNC(=O)[C@H]1CC[C@H](C)N1c1c(C)ccnc1F,0.863,-7.867
sample128,CCc1cc(N(C(=O)C2(C#N)CC2)c2cc(Cl)ncc2F)on1,0.800,-7.825
sample129,CC(F)(F)C(=O)NC1=C(C(=O)Nc2cc(F)ccc2S)CCC1,0.735,-8.025
sample130,CN(C)[C@H]1CC[C@H](N(Cc2ccnc(F)c2F)C(=O)[C@H](F)C2CCCC2)C1,0.703,-8.166
sample131,C[C@H]1[C@@H](C(=O)NCc2ccn(C)c2)CN1c1cc(C(N)=O)nn1C,0.806,-7.634
sample132,COc1cc([C@@H](C)N(C(=O)[C@@H]2C[C@H]2C)c2cnc3c(c2)NC(=O)CC3)ccn1,0.861,-8.689
sample133,CC(=O)N1CC[C@H](Oc2c(C(=O)N3CCCc4ccccc4C3)cnn2C)C1,0.814,-8.567
sample134,CNc1cncc(N2CCC[C@H](CC(=O)N(C)c3cccc(C)n3)C2)c1,0.895,-8.210
sample135,C[C@H](C(=O)N1CCc2ncccc2C1)N(C(=O)[C@H]1CC[C@@H]1F)[C@H]1CCSC1,0.791,-8.287
sample136,Cc1ccccc1C(C)(C)N(C[C@H]1CC[C@@H](C)N(C)C1)c1ccc(F)c(C#N)c1,0.674,-8.595
sample137,CC(=O)c1cc(Cl)ncc1N(C(=O)NC1CC1)C(C)C1=NCCCC1,0.642,-7.772
sample138,Cc1onc(CO)c1N(Cc1cnccc1C(C)C)C(=O)[C@]1(C#N)CC[C@@H]1C,0.820,-7.949
sample139,Cc1cc([C@H](C)N(C(=O)[C@@H]2CN[C@@H]2C)c2ncnc(C)c2C#N)ccn1,0.907,-8.381
sample140,CN(CC1CC1)C(=O)[C@H]1CCN1c1nc(-c2nc3cc(F)c(F)cc3o2)n[nH]1,0.721,-8.732
sample141,CCc1cccc(NC(=O)C2(F)CCC2)c1Oc1cc(O)ncn1,0.877,-8.150
sample142,Cc1cc(NC(=O)C[C@H]2COCCN2)cc(Oc2cc(C#N)ccn2)c1C#N,0.820,-8.554
sample143,Cc1nnc([C@H](C)N(C(C)C)C2CCCN(c3cccc4c3C(=O)NC4)CC2)o1,0.833,-8.747
sample144,CC1(C)O[C@@H]2CN(C(=O)[C@@H](Nc3cccnc3O)C3CC3)C[C@H]2O1,0.865,-7.980
sample145,Cc1ncnc(C)c1NC(=O)C1(C(C)Nc2cccnc2C#N)CCC1,0.859,-8.099
sample146,CCN1C[C@H]2C[C@@H](C1)C2N(c1ccc(C#N)o1)c1cnc(O)cc1C,0.923,-8.319
sample147,CCc1ccc(N(C(=O)C[C@H]2CCN2)c2cc(F)c(C#N)cc2F)c(N)n1,0.843,-8.889
sample148,C[C@@H]1C[C@@H](C)CN(c2c[nH]c3nccc-3c2F)C1,0.839,-7.594
sample149,Cc1cnc(C(=O)N[C@H](CO)Cc2ccccc2F)c(C)n1,0.879,-7.998
sample150,Cc1c(F)ccc(Nc2ccc(CC(C)N3[C@@H](C)OCC3(C)C)cn2)c1Cl,0.749,-8.470
sample151,CCCn1cc(N(C)C2CC(F)(F)C2)cn1,0.791,-6.317
sample152,O=C(N[C@H]1CCCC2(CC1)OCCO2)c1n[nH]c(NCc2ccccc2CO)n1,0.581,-8.552
sample153,C[C@H]1CC(NCc2cccc(F)c2NC[C@H]2CCCC3(CCC3)O2)CN(C)[C@H]1C,0.731,-8.660
sample154,CC(C)N(c1cc(-c2cccc(F)c2C#N)cnc1F)C1CCC1,0.766,-8.628
sample155,CC(C)[C@@H](N)C(=O)Nc1cnnc(-c2cccnn2)c1,0.854,-7.461
sample156,C[C@@H]1[C@H](CO)CCCN1CC(=O)Nc1nccnc1Nc1c(O)cnn(C)c1=O,0.525,-7.851
sample157,CCOC(=O)c1ccc2c(c1)CN(C(=O)C1(CNC(=O)[C@@H]3CN[C@H]3C)CC1)C2,0.719,-8.884
sample158,CC[C@@H]1CCCC(C(=O)N[C@@H](C)c2ncccn2)(N(C)C(=O)[C@H](O)CN)C1,0.645,-7.690
sample159,Cc1cc(C#N)c(N([C@H]2CCCN(C3CCC(C(C)(F)F)CC3)C2)[C@H]2CC[C@H]2C)cc1N,0.589,-9.097
sample160,COc1nonc1NC(=O)c1ccccc1N1CC[C@@H](C)[C@@H](C)C1,0.928,-7.989
sample161,CCc1ccnc(C(=O)N(C2=CCCNC2=O)c2nc(F)ccc2Br)c1,0.774,-8.645
sample162,C[C@H]([C@@H]1CC1(F)F)N(c1cc(C(N)=O)ccn1)c1cn(C)nc1C#N,0.892,-8.231
sample163,Cc1cc(C(=O)N[C@H](C(=O)N[C@H](C)c2ccnnc2)C2CCCC2)ncn1,0.804,-8.273
sample164,COc1ccc(N(C(=O)[C@@H]2C[C@H]2C)C(C)c2ccc(O)cc2F)cn1,0.899,-8.230
sample165,C[C@]1(C(N)=O)C[C@@H]1Sc1cccc(Oc2cccc(=O)o2)c1C#N,0.895,-8.213
sample166,CO[C@H]1C[C@](Nc2cccc3c2OC[C@H]3N)(C(=O)Nc2ccc(Cl)cc2F)C1,0.709,-9.009
sample167,O=c1c(=O)c2oc(-c3cocn3)nc12,0.505,-6.483
sample168,Cc1ncsc1CN1c2ccccc2C[C@@H]1COc1cccc(F)n1,0.649,-8.445
sample169,O=C1CCC[C@H](C(=O)n2c(=O)[nH]c3cccc(N[C@H]4CC[C@@H]5CO[C@@H]4O5)c3c2=O)N1,0.659,-9.312
sample170,Cc1cnnc(N(C(=O)[C@@H]2CC[C@H](C)N2)c2cnc(C(N)=O)nc2)c1,0.828,-8.190
sample171,CC[C@@H]1CN(C(=O)[C@H]2CCO[C@@H]2C)[C@@H]1C(=O)Nc1cc(C(C)=O)ccc1F,0.802,-8.548
sample172,C[C@H](C(=O)N(C)Cc1ccnnc1)N(CC1CC1)c1cc(Cl)c(O)nn1,0.788,-7.959
sample173,Cc1nc(N(C)[C@H](C)C(c2ccc(F)cc2)N2C[C@@H](C#N)CC[C@H]2C#N)[nH]c1C(=O)O,0.730,-8.454
sample174,Cc1ncnc(C)c1N(C(=O)[C@@H]1C[C@H]1C)C1(C(=O)O)CC(N(C)C)C1,0.872,-7.490
sample175,CO[C@H]1CN(c2cnc(C(=O)N(C)[C@@H](C)c3cnn(C)c3)s2)C[C@@H]1O,0.848,-7.417
sample176,CN(C(=O)c1cc(N2CC[C@H](NC(=O)[C@@H]3C[C@@H]3F)C2)cs1)c1cccnc1Br,0.686,-8.084
sample177,CCCC(CN1CCC[C@](C)(CNC(=O)OC)C1)c1nc2cccc(C)c2o1,0.759,-8.364
sample178,CC(=O)c1cccc(N[C@H]2C[C@@]2(C)C(N)=O)c1Oc1nccc(C(=O)O)c1F,0.622,-8.746
sample179,COC1CC(CCN(c2cccnc2C#N)c2nccnc2N)C1,0.869,-7.832
sample180,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1C1(C(=O)O)C=C(NC2=NCCC(=O)N2)CCC1(C)C,0.662,-9.095
sample181,Cc1cnc(-c2ccnc(-c3nc([C@@H]4C[C@H]5CC[C@@H]4O5)no3)n2)c(F)c1,0.715,-9.087
sample182,Cc1n[nH]cc1C(N[C@@H](C)c1ccnnc1)C1C[C@H](C)C(=O)NC1=O,0.704,-8.157
sample183,Cc1cc(F)cc(N(Cc2n[nH]cc2C)C(=O)C2(F)CC(=O)C2)n1,0.929,-8.292
sample184,CC(C)N(C[C@H]1COCO1)c1ccc(COc2ccc[n+](C)c2)nn1,0.708,-7.731
sample185,CO[C@H]1C[C@H]2C[C@H]1CN2c1c(NC(C)c2cncnc2)cc(C#N)n1C,0.890,-7.899
sample186,C[C@H](C(=O)N1CCc2c(I)cccc21)C1CN(C(=O)c2cccnc2C#N)C1,0.626,-8.828
sample187,Cc1cc([C@H](C)N(C(=O)[C@]2(C)CO2)c2cc(C#N)[nH]c2C)ccn1,0.876,-8.193
sample188,COC(=O)C1(C)CN(c2ccccc2C(=O)Nc2cc(C)ccc2C#N)C1,0.844,-8.848
sample189,Cc1cc[nH]c1C(=O)N(c1ccc(C(C)C)nn1)[C@H](C)[C@@H]1CC1(F)F,0.891,-8.198
sample190,Cc1cc(COc2ccnc(-c3nc([C@H]4C[C@@H]5CC[C@H]4O5)no3)n2)cc(C)n1,0.667,-9.050
sample191,Cc1nccc(C(C)N(C[C@H]2CCC[C@@H]2C)c2cnc(Br)cn2)n1,0.760,-7.850
sample192,COc1ncc(F)cc1N1[C@@H](C)CC[C@H]1C(=O)Nc1cc(C)cnc1C#N,0.891,-8.250
sample193,Cc1ccc(N([C@@H]2CCC[C@@H](NC(=O)N3CC[C@H](C)C[C@@H]3C)C2)[C@@H]2CCO[C@H](C)C2)c(C(N)=O)c1,0.639,-9.061
sample194,C#CC1(O[C@H]2Cc3ccccc3[C@H]2Oc2ccc(OC)cn2)CCNCC1,0.827,-8.310
sample195,CCc1cncnc1N1CCC[C@@H](Oc2nc(F)ccc2C)[C@H]1C,0.805,-7.881
sample196,Cc1ccc(C(=O)N2CCC[C@H]3C[C@]32C(=O)N2Cc3cnn(C)c3C2)s1,0.815,-8.368
sample197,COc1cccc(CC(C)N(CC2C[C@H]3CC[C@H](C2)C3)c2cc(F)ncc2F)c1,0.563,-8.896
sample198,Cc1nccc(CN2CC3(CN(C)C3)C2)c1N(C)C=CCn1cccc(F)c1=O,0.747,-8.491
sample199,C[C@@H]1COC[C@@H]1N(c1cnn(Cc2noc(C[C@H]3CCCNCC3)n2)c1)[C@@H]1CC[C@H]1C1CC1,0.656,-9.058
sample200,CC[C@H](C(=O)N1CCC[C@H]1C(F)(F)F)N(c1ccccc1OC)C1CCC[C@@H]1C#N,0.675,-8.459
sample201,Cc1cc(CC(=O)O)cc(N(C(=O)[C@H]2CCO2)[C@@H]2C[C@H]2c2ccco2)c1,0.862,-8.408
sample202,CCOc1cc(N(C(=O)[C@H]2CCC(C)(C)C2)[C@@H]2CCc3cncn3C2)cnc1F,0.712,-8.382
sample203,NC(=O)[C@@H](Cc1ccccc1)N(c1ncnc(Cl)c1N)C(C1CC1)C1CC1,0.681,-8.705
sample204,Cc1c(CO)cccc1N(c1[nH]nnc1C#N)C12CCC(CC1)C2,0.903,-8.330
sample205,C[C@H]1C[C@]1(Nc1cc(F)n(C)n1)C(=O)N(CC(=O)O)c1ccccc1,0.834,-8.123
sample206,C[C@@H]1CC[C@H]1N(Cc1c[nH]cc(N2CC[C@@H]3NC(=O)O[C@H]3C2)c1=O)[C@@H]1CCCCNC1=O,0.634,-8.945
sample207,O=C(O)c1coc(Oc2nccc(N3[C@@H]4COC[C@H]3CC(O)C4)n2)n1,0.813,-7.623
sample208,Cc1cc(N(C(=O)C2CC3(C2)N=N3)c2nccn3cccc23)cc(C#N)n1,0.719,-8.909
sample209,CO[C@H]1CN(C2c3ccccc3CC[C@H]2F)CCO1,0.819,-7.472
sample210,Cc1nc(CN(C(C)C)[C@H]2CCC(F)(F)C2)nn1C1(C(=O)O)CCC[C@H](C)CC1,0.703,-7.987
sample211,CC[C@H]1CCC[C@H](C(=O)N2CC[C@](C)(C#N)C2)N1c1cc(C#N)c(F)cc1O,0.863,-8.466
sample212,CC[C@@H](c1nc2cc(F)cc(C)c2o1)N(c1ccnc(C#N)c1C)C1CCCC1,0.553,-9.164
