source_file,method,run,SMILES,DS,Method,Valid,In_Top100,QED,Veber,Lipinski,CP,MB,SA,Ghose,1-EI,KI_Tanimoto_Similarity,KI_ChemNet_Distance,R,DockingScoreProperty,CornealProperty,MelaninProperty,IrritationProperty,DockingScoreReward,CornealReward,MelaninReward,IrritationReward,Reward,Epoch,Proxy,tacogfn_pred
alidiff_1.csv,alidiff,1,CCCC(c1ccccc1)C1C(=O)C(C)C(C)c2cccc3c(C)ccc1c23,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1C2=CCC=CC2C2=C1CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(C)CNCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C(O)C1C2=CC=CC=CC2C2C=CCC=C12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C(O)C1C=CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1CC=CCCO1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1C=CC=CC1O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CC=C(O)Cc2cc3c4c(cccc4c21)CC=C3,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCOC1CCC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=CC=C=CC(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=C(O)CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,c1ccc2c(c1)CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CCC2C1=CCC1=C2CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1CCC2=C1CC1=C3C(CC1)C(CCC1CCCCC1)CC1=CCCN2C13,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=CCC1=CN(c2ccccc2)c2[nH]c3c4c2C1C=CC=C4CC(C(=O)O)C3c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=CCCCCCC1=CCC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,COC(=O)CCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1CCC2CCC=CCC12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C(C)C1CC2CCC3=CCC(c4cc(C)c(F)cc41)C32,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Oc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(O)NCC1=CCC2=C(CCC2)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CCC(CCC2CC=CCC2)=CC#CC2=CC=CCC=C2C2=CC=1C=CC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C(C)CCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC=C=CCCCCC(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC1CC2CCCC3C4=CCC=C(O)C4OC(C1)C23,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1C=CCCC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=Cc2ccccc2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CNC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCCCC(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=CC=CCC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OCC(O)CS,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=Nc2ccccc2CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1CCCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1C=CC2C(=C1)N(CC1=CC=CC(Cl)=CC1)CCC1=C2CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC=CCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=C2CC=CC=C2C=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=CC1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CCC(CC2CCCC2)NCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=c2ccc3cc4ccccc4c4ccc(c2c34)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OCC(O)C1C=CCC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Cc1ccccc1CC1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(=O)C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=CCC1=CCCC=C1O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1(O)CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CCC=C=C2NC(C3CC=CCCN3)=CC=C2C=1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCC1=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC=C2C=CCC=C2C=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CC=CC2=C1C(=O)C(C(=O)C1=C=CCC=CC1O)C1=C2C=CCC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,COC1CCCC2=C1CCC2N1CCOC(=O)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC2CCCNCC2=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CCCc2ccc(-c3ccccc3)cc2C2C=CC=CC=12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(=N)CCCC1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC2=CC=CC2C=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OCC1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C(C)C1=c2ccccc2=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1N=C2CCC3=C2C2C1=CCC=CC2=NC3=C1C=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CCC2NCC=CCC12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C(O)C1C=C=CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=C2CC=C3COC(CC4C=NCCOC4)C3C=1NC=CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=C(NCC2=NCCCC2)CC2CCCCCCC2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,c1ccc2c(c1)CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CC2=C(C=CCC=C2)C(O)C(=C2C=CC=CC2)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCC=C=CN1C=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC(N2CCCC2)CC2CCCC12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1C2CCC=CC2C2CCCC12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(=O)CC(O)C(C)C1CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1=CCCC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OCCC=CC1=CCC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(C)=C=CC(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1NCCCC1C1CC=CC=N1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,NC1C=C2CCCC2C2CCC(CN3CCC=CCCC3)CC12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C=C1CC=C2CCCCCN2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C1CC2CCCC2C1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C(NC(C)C1C=CCCC1)C1=CCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1CC2CCCC2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Oc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC(C2CCCC2)CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CCc2c3c(ccc2=C1)=CC=Cc1ccccc1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1CCC(N2CC=C3C=CCC=CC3C2)=N1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CCN2C=C3CCC(C4C=CCCC4)=C3CC2=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C(C)OC(=O)C1C=CC=CC1C1CCC=Cc2ccc3ccccc3c21,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC=CCC1C=CC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCC(C)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCCC=O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=C(O)CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC(C)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC(C)CCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C(O)C1CCC2=C1CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(O)(O)CN=C1C=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=C2CCCC2=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Cc1cccc2c1CCC(CC1CC=CCC1)C2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(C)CCC1=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=NN2CCCN2CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,ONC1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CNC(=O)C(C(=O)C1=CCC=C(Oc2ccccc2)C1C)C1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC(CCC2CCCCO2)CCC2=C1CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=CC=C=CCC2C1CCC1CCCCN12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Cc1ccccc1C,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1NC(=O)C2=CCC3=C4C5=CC(=CC=CC5C=C3)C=C3C=CC=C1C3OC24,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Cc1cc2cc(O)c(CC(O)(CNC3CCC(C)C3)C(C)O)cc2cc1C,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C(O)CC1CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1=CC=C(CC2CCCC2)C=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC=C2CC=CC=C2C=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Oc1cccc(O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CC=CC=C1C(N=C1C=CCC2=C1C=CC=CC2)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,c1ccc2c(c1)CCCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1C=CCC=N1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1=CC2=CC(C)=CC2=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=C2CCCC2CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC1CC2=CCC=CC2C(O)CNc2ccccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1CCCC2NCCCC2CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCC(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1CCC2=C1C1C(=CC=CCC1OC1C=CCC=CC1)C1C=CCC=C21,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=C2CCCC2CC(NC2=C3CCCC3CC2)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,NN(F)CNNF,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCC(=O)CC1CC=CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C(CO)CC1C2=C(CCC2)C(O)=CN1C(C)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(O)(O)CC1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(=O)CCC1C=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=CC,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC=O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1C=CCC=C=C2CC(CCCO)CN12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1CCNC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CCCCC=N1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CN(C)CC1C=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(C)C1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,c1ccc(C2CCCC2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C=C1CCC2CCC(O)=C12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC(=O)C=CCC1=CC=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(C)C1CCC(CC2=CC=C3CC=CC=C32)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(=N)CC1C=CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1=C=C2CCC=NC2=C2CCCCN2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,N=C1C=C(CC2=CCCC=C2)C(=CC2C=CCC=C2)C2C=CCC=CC12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=CC=C2CC3C(=CC=C4C=CCC=C4)C4CC=Cc5ccc(c3c54)CC2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC1=CC2=CC=CC2=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1CC2CNCC2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=CCCCCC1=CC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC=C=CN1CCC(O)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1NCCC1C1CC=CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCCCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C=CCCC=C=CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=C=CCCCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C(O)C1SCCS1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1=CCN2C3=C(C=C(CC4CCC=CC4C)C=CO3)C3CCCCC(C1)C32,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C(O)CC1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(=O)C1CC2=C(CC=CCC2)N1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C1CC2=C(C1)C1=C(CCCC(=O)CC1)CC2=CCN1CC2C=CCC3C(=O)CCC1N23,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=CCCCCN=CC,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CC=C2C=CCC(CC3CCCCC3)C2=C1O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CCCC(N2C=CC=CC2)C=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=CCCC=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC2=C(C1)CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(=O)C(C)(O)C1C=CC2CCNC=C2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=CC(CO)C1C=CC2CCC=CCC2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC=C=CCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Cc1ccc2ccccc2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCC1C=C(O)C(O)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OC1=CCC=C2CCC(O)=C12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1C=CC(=C2C=CCC=C2)C(OC2=C(C3C=CC=CC3)CC=CC2)=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1C=CCC2CCC=C3C4CCC=CC4C1N32,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=CCOCC1=CCC=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1=CCCCC(=O)C1C,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=CCC1CC=CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C1=CC2=CC=CC2=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=CCC1CC=CCCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC(=O)C(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1=C2CCCC2C2CC(C)OC12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,Cc1ccccc1C(O)(O)C(C(=O)N(C)C=O)C1Oc2cccc3c2C2C(=CCC=C21)C=C3,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCOCC1OCCC2=C1CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,C=C1CCC2=C1C=CC2,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,OCC(O)C1CCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CCCC1CCC(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,O=C1CCC2CCCC12,,,,,,,,,,,,,,,,,,,,,,,,,,,
alidiff_1.csv,alidiff,1,CC1=CCC(O)=CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,
